model,arm,fid,independent_fid,inception_score,sampling_seconds,full_forwards_per_sample,prefix_forwards_per_sample,noise_sha256,label_sha256,strong_sha256,head_sha256
v,ordinary,71.16979062046266,71.16982051469404,32.106781005859375,78.34529629722238,100.0,0.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,b7f7d7318ee4b480fe591bc451c2aceb09efaf4111e57fd9dbefcd1bcfd88caa,f33fca87577ad2f5e70470f05c1834811a28e7912aedcc26a3fdb8ae8c4fc5ad
v,pfr,68.35781145881765,68.35784251202057,34.07244110107422,93.05126275261864,100.0,50.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,b7f7d7318ee4b480fe591bc451c2aceb09efaf4111e57fd9dbefcd1bcfd88caa,f33fca87577ad2f5e70470f05c1834811a28e7912aedcc26a3fdb8ae8c4fc5ad
x,ordinary,71.66779366395173,71.66782320736138,33.07133865356445,78.54122564103454,100.0,0.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,22cd7a392b61465c0b1cd2b569eb8678cab169ab4fe492ab2973990dd2b5c79d,940b59685281ded5bd30ce9832a0dfaeadaff640991a8660e425d5ab5ef197bf
x,pfr,68.44914475132697,68.44917518044679,33.05601119995117,92.16176289692521,100.0,50.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,22cd7a392b61465c0b1cd2b569eb8678cab169ab4fe492ab2973990dd2b5c79d,940b59685281ded5bd30ce9832a0dfaeadaff640991a8660e425d5ab5ef197bf
