arm,fid,independent_fid,mean_term,covariance_term,inception_score,seconds,full_calls_per_image,pixel_sha256,feature_sha256
write_drop,45.72696404975187,45.72698069491015,3.590189636206621,42.13679105870352,57.338356018066406,856.5615630787797,106.0,7df1dbd8f84598057b6b9339a9ee33a285c5b1b0e6870e44ba00419fa1b80e29,5e9d3fe94c75e8182ee95e3f3cecc955a8c681fe4732dff8ed9294e602f4db8d
full,38.874133972672894,38.87415822986683,0.26968447870811857,38.60447375115871,56.43095245361328,804.1456838436425,100.0,50086f4b301bdd6a8e983e2fb931cc07ec2a9f42105afcc65fe23d6dc3c31d4c,f21d2124b45ad669417bd53eab898d1ae76fffd0ad5af9c057aaccd6533fe08e
native_ig,38.264238946601836,38.26426325764843,0.1523737952685248,38.11188946237991,59.07736701965332,802.9826601501554,100.0,0de7afa03228b6d2bd068368a1e02977de4bc03df6aa9272d7b9b55af16f648e,5f6e08a1214ecf0e86f281df5343d88f23b4af09690911e40d75ae8cfcd3d320
