branch,sample_path,sample_sha256,sample_count,reference_path,reference_sha256,inception_score_mean,inception_score_std,frechet_inception_distance,kernel_inception_distance_mean,kernel_inception_distance_std
ig_s1p78,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_retiming_v1/fid5k_seed20260905/ig_s1p78/samples.npz,60a831119169a7e72591ffbd0e990992455b162d90eafd9713e0b6db98342f6e,5000,/data/shared/adm_refs/VIRTUAL_imagenet256_labeled.npz,b32732719497e42660a9affb4a966068cba0855ac449b82015e34ec376d20758,154.5394165043266,7.499736359360213,10.647873768783995,0.0001371622085571289,8.159875434362764e-05
pfr_h0p03125_r0p05,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_retiming_v1/fid5k_seed20260905/pfr_h0p03125_r0p05/samples.npz,b34b31e21ace5d5f2627e5bc9c879b3970a6a3df76294964c8fddc7adda94c20,5000,/data/shared/adm_refs/VIRTUAL_imagenet256_labeled.npz,b32732719497e42660a9affb4a966068cba0855ac449b82015e34ec376d20758,167.8551797750916,5.4991520470749675,10.76113456503731,0.0004256105422973633,0.00020036129992239158
