model_variance,method,n,steps,quantile_w2,bridge_mass,within_mode_variance,mean
0.25,baseline,4096,400,0.003673743617353601,0.0234375,0.249755907888156,0.0
0.25,log,4096,400,0.011246342553305096,0.01904296875,0.2411040309663022,0.0
0.25,density,4096,400,0.1288560413659614,0.0244140625,0.2001484495432858,1.1102230246251565e-16
0.25,moment,4096,400,0.015868847685974786,0.02001953125,0.2349844167772202,0.0
0.4,baseline,4096,400,0.13154872309315835,0.0576171875,0.3984612253359523,0.0
0.4,log,4096,400,0.12270579688734322,0.05224609375,0.3872535838242608,0.0
0.4,density,4096,400,0.14986112557970427,0.064453125,0.32472246939540567,0.0
0.4,moment,4096,400,0.1172422283375654,0.05322265625,0.38060607689240633,0.0
