case,method,weight_rule,omega,baseline_score_risk,score_risk,alignment,correction_energy,mean,variance,low_density_mass,kl_true_to_potential
exact_mixture,density,fixed_1,1.0,0.0,0.28084746681115413,0.0,0.28084746681115413,8.7464269767773e-14,4.197692184165839,0.0006392773068789349,0.01494032584668563
exact_mixture,density,oracle_capped_3,0,0.0,0.0,0.0,0.28084746681115413,-9.888292441806446e-14,4.249999993859731,0.002405003593108526,5.883099828765175e-15
exact_mixture,log,fixed_1,1.0,0.0,0.006936192180064561,0.0,0.006936192180064561,-2.530636290798416e-15,4.252854196448463,0.002029558191274124,0.000130973562527454
exact_mixture,log,oracle_capped_3,0,0.0,0.0,0.0,0.006936192180064561,-9.888292441806446e-14,4.249999993859731,0.002405003593108526,5.883099828765175e-15
exact_mixture,moment,fixed_1,1.0,0.0,0.2527255555926378,0.0,0.2527255555926378,-4.0249869951748674e-13,4.250434499378942,0.0006943893721855426,0.013740828466965947
exact_mixture,moment,oracle_capped_3,0,0.0,0.0,0.0,0.2527255555926378,-9.888292441806446e-14,4.249999993859731,0.002405003593108526,5.883099828765175e-15
exact_mixture,band,fixed_1,1.0,0.0,0.006569374671122758,0.0,0.006569374671122758,-5.4865075156673715e-14,4.25998651610428,0.0019536928582442204,0.00023787680834656146
exact_mixture,band,oracle_capped_3,0,0.0,0.0,0.0,0.006569374671122758,-9.888292441806446e-14,4.249999993859731,0.002405003593108526,5.883099828765175e-15
density_oversmoothed,density,fixed_1,1.0,0.5640676037992692,0.2708464057568699,-0.17320977758072298,0.0531983571190467,2.7870067365043383e-13,4.338317200375631,0.008987912209048588,0.020518699017830214
density_oversmoothed,density,oracle_capped_3,3,0.5640676037992692,0.003594152386351615,-0.17320977758072298,0.0531983571190467,2.948581049461163e-13,4.2585193975797,0.0027442102092296995,0.00022399752254947968
density_oversmoothed,log,fixed_1,1.0,0.5640676037992692,0.5471943371883609,-0.009658083204076563,0.002442899797244752,-3.530856163003193e-14,4.414483576245968,0.014154505108096125,0.04477926630733637
density_oversmoothed,log,oracle_capped_3,3,0.5640676037992692,0.5281052027500126,-0.009658083204076563,0.002442899797244752,-3.8538616742300746e-14,4.434290372632748,0.011633224699607345,0.04153517173267555
density_oversmoothed,moment,fixed_1,1.0,0.5640676037992692,0.29483772758326715,-0.15749918537770824,0.045768494539414346,1.497925047888593e-13,4.40084378894042,0.009514573114057318,0.022712692376465768
density_oversmoothed,moment,oracle_capped_3,3,0.5640676037992692,0.030988942387749012,-0.15749918537770824,0.045768494539414346,4.0567115638934226e-13,4.402355598950131,0.003298666339241965,0.003106500337615046
density_oversmoothed,band,fixed_1,1.0,0.5640676037992692,0.5307881095546244,-0.01794980820589919,0.0026201221671534854,-6.163992927188389e-14,4.425384609117084,0.014231407306156076,0.04334209007432323
density_oversmoothed,band,oracle_capped_3,3,0.5640676037992692,0.4799498540682554,-0.01794980820589919,0.0026201221671534854,-1.2437967322753707e-14,4.465585719800308,0.011576106895036149,0.037681627138555
score_oversmoothed,density,fixed_1,1.0,0.016381742594421343,0.2626080506864026,-0.008859961336501078,0.26394623076498347,-1.5317291163739755e-13,4.189702529317503,0.0015178980682889474,0.013251645153909941
score_oversmoothed,density,oracle_capped_3,0.03356729630433688,0.016381742594421343,0.016084337646994046,-0.008859961336501078,0.26394623076498347,-1.3511977994817848e-14,4.23522290907926,0.0038242158925858465,0.0007002875644241202
score_oversmoothed,log,fixed_1,1.0,0.016381742594421343,0.007965579697600042,-0.00781261757451898,0.007209072252216658,1.6826850243040203e-13,4.2575036049812445,0.002894874810859919,0.00020109951890757811
score_oversmoothed,log,oracle_capped_3,1.0837202487624873,0.016381742594421343,0.007915050733077456,-0.00781261757451898,0.007209072252216658,6.531060414705081e-14,4.259032887951383,0.0028282731713405083,0.00019735033450783788
score_oversmoothed,moment,fixed_1,1.0,0.016381742594421343,0.23513039239783062,-0.008550290810787127,0.23584923142498349,8.306105369476624e-14,4.242599674277648,0.0015597150335676332,0.011975726270283484
score_oversmoothed,moment,oracle_capped_3,0.03625320616534091,0.016381742594421343,0.01607176713888426,-0.008550290810787127,0.23584923142498349,-8.151422245528117e-14,4.237453654469258,0.0038199522185178108,0.0006921007788410087
score_oversmoothed,band,fixed_1,1.0,0.016381742594421343,0.011892270778637675,-0.00633763769631795,0.00818580357685223,3.164384986681368e-14,4.268617264608852,0.002995611486706935,0.000369183022251362
score_oversmoothed,band,oracle_capped_3,0.7742230358714551,0.016381742594421343,0.011474997496924686,-0.00633763769631795,0.00818580357685223,1.0483573644609612e-13,4.261912160284658,0.0031760256320361373,0.000351313219131324
smooth_plus_ripple,density,fixed_1,1.0,0.04763174259442143,0.38760820313153177,0.02239007677472277,0.29519630698766486,5.3131462987923705e-14,4.189702530507045,0.001518436449457506,0.013351613447253856
smooth_plus_ripple,density,oracle_capped_3,0,0.04763174259442143,0.04763174259442143,0.02239007677472277,0.29519630698766486,-1.2667449554581989e-13,4.237276701319528,0.003951904752449432,0.0007836111667273434
smooth_plus_ripple,log,fixed_1,1.0,0.04763174259442143,0.13296557969752404,0.02343738242546202,0.03845907225217857,-4.540671224434467e-14,4.257503604979853,0.0028950935178678385,0.0003010680867817898
smooth_plus_ripple,log,oracle_capped_3,0,0.04763174259442143,0.04763174259442143,0.02343738242546202,0.03845907225217857,-1.2667449554581989e-13,4.237276701319528,0.003951904752449432,0.0007836111667273434
smooth_plus_ripple,moment,fixed_1,1.0,0.04763174259442143,0.3601305593787445,0.022699750934386514,0.26709931491555006,3.196794771172934e-13,4.242599675643214,0.00156012470519122,0.01207569452666395
smooth_plus_ripple,moment,oracle_capped_3,0,0.04763174259442143,0.04763174259442143,0.022699750934386514,0.26709931491555006,-1.2667449554581989e-13,4.237276701319528,0.003951904752449432,0.0007836111667273434
smooth_plus_ripple,band,fixed_1,1.0,0.04763174259442143,0.04314227077867591,-0.006337637696298877,0.008185803576852226,1.9097896007680415e-13,4.268617264608816,0.002995758767744008,0.0003941756325817168
smooth_plus_ripple,band,oracle_capped_3,0.7742230358691256,0.04763174259442143,0.04272499749695431,-0.006337637696298877,0.008185803576852226,-1.6594245508955163e-13,4.261912160284561,0.0031762716305966804,0.00037630582947554756
spurious_center_peak,density,fixed_1,1.0,0.36147307676903007,0.9998693221785014,0.09816053630376123,0.4420751728019489,-1.9219668174683124e-13,3.671080352991405,0.1279739135988723,0.14840380471454223
spurious_center_peak,density,oracle_capped_3,0,0.36147307676903007,0.36147307676903007,0.09816053630376123,0.4420751728019489,1.5358471872756185e-13,3.8290013803889775,0.10057978985753463,0.10022485999776314
spurious_center_peak,log,fixed_1,1.0,0.36147307676903007,0.7633463716206378,0.10223086803823017,0.19741155877514732,3.531777734849806e-14,3.6283541651184748,0.1569147993873964,0.1673526590917119
spurious_center_peak,log,oracle_capped_3,0,0.36147307676903007,0.36147307676903007,0.10223086803823017,0.19741155877514732,1.5358471872756185e-13,3.8290013803889775,0.10057978985753463,0.10022485999776314
spurious_center_peak,moment,fixed_1,1.0,0.36147307676903007,0.9601132887837158,0.09867253635412015,0.40129513930644545,-4.2476745319881826e-13,3.724713242307203,0.12729995833806856,0.14611802625656103
spurious_center_peak,moment,oracle_capped_3,0,0.36147307676903007,0.36147307676903007,0.09867253635412015,0.40129513930644545,1.5358471872756185e-13,3.8290013803889775,0.10057978985753463,0.10022485999776314
spurious_center_peak,band,fixed_1,1.0,0.36147307676903007,0.4935150585822474,0.036098236529831185,0.05984550875355492,1.3728124539924558e-13,3.864771147779477,0.10800650528735913,0.11091764127809425
spurious_center_peak,band,oracle_capped_3,0,0.36147307676903007,0.36147307676903007,0.036098236529831185,0.05984550875355492,1.5358471872756185e-13,3.8290013803889775,0.10057978985753463,0.10022485999776314
exact_gaussian,density,fixed_1,1.0,0.0,0.006817607945478048,0.0,0.006817607945478047,2.2677606320575805e-14,0.9237288135592197,0.0015943051545613894,0.001616032551468845
