iteration,loss,spectral_data_loss,time_smoothness,shrinkage
1400,0.003028182778507471,0.000507247750647366,0.0021904732566326857,0.24552208185195923
1425,0.0030281832441687584,0.0005072478670626879,0.0021904699970036745,0.2455221265554428
1450,0.003028182778507471,0.0005072473431937397,0.0021904658060520887,0.2455221563577652
1475,0.0030281830113381147,0.000507247750647366,0.0021904653403908014,0.245522141456604
1500,0.003028182778507471,0.0005072474596090615,0.0021904592867940664,0.2455221563577652
1525,0.0030281958170235157,0.0005072738858871162,0.0021922034211456776,0.2455155998468399
1550,0.0030282188672572374,0.0005073001375421882,0.002193585503846407,0.24551111459732056
1575,0.003028185572475195,0.0005072617204859853,0.0021910874638706446,0.24551911652088165
1600,0.0030281832441687584,0.0005072462372481823,0.0021904059685766697,0.24552248418331146
1625,0.0030281830113381147,0.0005072476924397051,0.002190475584939122,0.24552209675312042
1650,0.0030281830113381147,0.0005072472267784178,0.002190451603382826,0.24552221596240997
1675,0.003028182778507471,0.0005072473431937397,0.0021904597524553537,0.24552218616008759
1700,0.0030281830113381147,0.0005072476924397051,0.0021904660388827324,0.245522141456604
1725,0.0030281825456768274,0.0005072473431937397,0.0021904665045440197,0.245522141456604
1750,0.003028182778507471,0.0005072465864941478,0.002190426690503955,0.24552233517169952
1775,0.0030282000079751015,0.0005072809872217476,0.0021921717561781406,0.2455153912305832
1800,0.0030281979124993086,0.0005072815110906959,0.0021921428851783276,0.24551521241664886
1825,0.0030281830113381147,0.000507253163959831,0.0021906953770667315,0.24552090466022491
1850,0.0030281830113381147,0.0005072450148873031,0.002190373372286558,0.24552269279956818
1875,0.003028182778507471,0.0005072481581009924,0.0021904881577938795,0.24552202224731445
1900,0.003028182778507471,0.0005072475760243833,0.0021904718596488237,0.24552209675312042
1925,0.0030281830113381147,0.0005072476924397051,0.002190466970205307,0.245522141456604
1950,0.0030281825456768274,0.0005072473431937397,0.0021904639434069395,0.245522141456604
1975,0.0030281830113381147,0.000507247808855027,0.002190466271713376,0.245522141456604
2000,0.0030281832441687584,0.0005072445492260158,0.002190351951867342,0.24552281200885773
2025,0.0030282814987003803,0.0005071802879683673,0.002190377563238144,0.24553899466991425
2050,0.0030281932558864355,0.000507226272020489,0.0021898378618061543,0.24552719295024872
2075,0.0030281830113381147,0.0005072480416856706,0.002190478378906846,0.24552206695079803
2100,0.003028182778507471,0.000507248449139297,0.0021905063185840845,0.2455219179391861
2125,0.003028182778507471,0.0005072475178167224,0.002190469531342387,0.245522141456604
2150,0.003028182778507471,0.0005072475760243833,0.002190461615100503,0.2455221563577652
2175,0.003028182778507471,0.0005072475178167224,0.0021904651075601578,0.245522141456604
2200,0.0030281832441687584,0.0005072475760243833,0.0021904632449150085,0.24552218616008759
2225,0.0030281832441687584,0.0005072476342320442,0.0021904660388827324,0.2455221563577652
2250,0.0030281832441687584,0.0005072453059256077,0.0021903584711253643,0.24552273750305176
2275,0.0030283406376838684,0.0005071941413916647,0.0021916241385042667,0.24553978443145752
2300,0.0030281920917332172,0.0005072338390164077,0.0021899172570556402,0.24552609026432037
2325,0.003028182778507471,0.0005072490312159061,0.0021905682515352964,0.245521679520607
2350,0.003028182778507471,0.0005072476342320442,0.0021904821041971445,0.24552206695079803
2375,0.003028182778507471,0.0005072478670626879,0.002190475584939122,0.24552208185195923
2400,0.003028182778507471,0.0005072473431937397,0.0021904618479311466,0.24552218616008759
2425,0.003028182778507471,0.0005072476924397051,0.0021904658060520887,0.2455221265554428
2450,0.0030281823128461838,0.0005072471685707569,0.002190464409068227,0.245522141456604
2475,0.003028182778507471,0.0005072476342320442,0.0021904651075601578,0.245522141456604
2499,0.003028182778507471,0.0005072481581009924,0.002190499333664775,0.24552197754383087
