iteration,loss,spectral_data_loss,time_smoothness,shrinkage
0,0.08165650069713593,0.08165650069713593,0.0,0.0
25,0.003277536015957594,0.0006478080758824944,0.001187230460345745,0.259411096572876
50,0.0033412943594157696,0.0005537227261811495,0.0030750944279134274,0.26953187584877014
75,0.003051130333915353,0.0006045963964425027,0.002049461705610156,0.23850500583648682
100,0.0030292454175651073,0.0004956971970386803,0.0021907591726630926,0.24678254127502441
125,0.0030282442457973957,0.0005086396704427898,0.0021965925116091967,0.24537067115306854
150,0.0030281872022897005,0.000506912125274539,0.002189086750149727,0.24556024372577667
175,0.003028182778507471,0.0005072251660749316,0.002190616214647889,0.24552392959594727
200,0.00302818208001554,0.0005072393687441945,0.0021906152833253145,0.24552243947982788
225,0.0030281823128461838,0.0005072462372481823,0.0021904143504798412,0.2455223649740219
250,0.003028182778507471,0.0005072453641332686,0.0021904774475842714,0.24552232027053833
275,0.003028182778507471,0.0005072481581009924,0.0021904627792537212,0.24552208185195923
300,0.0030281832441687584,0.0005072476924397051,0.0021904651075601578,0.2455221563577652
325,0.003028182778507471,0.0005072474596090615,0.002190464176237583,0.2455221265554428
350,0.0030281830113381147,0.000507247750647366,0.002190464409068227,0.2455221265554428
375,0.0030281832441687584,0.0005072476924397051,0.002190464409068227,0.2455221563577652
400,0.0030281830113381147,0.000507247750647366,0.002190464409068227,0.2455221265554428
425,0.0030281825456768274,0.0005072473431937397,0.002190464409068227,0.2455221265554428
450,0.0030281825456768274,0.0005072474014014006,0.002190464409068227,0.2455221265554428
475,0.0030281830113381147,0.000507247808855027,0.0021904646418988705,0.2455221265554428
500,0.0030281832441687584,0.0005072476924397051,0.002190464409068227,0.2455221563577652
525,0.0030281832441687584,0.0005072476924397051,0.002190464176237583,0.2455221563577652
550,0.003028182778507471,0.0005072474014014006,0.002190464409068227,0.2455221563577652
575,0.0030281832441687584,0.0005072476924397051,0.002190464409068227,0.2455221563577652
600,0.0030281832441687584,0.000507247750647366,0.002190464874729514,0.2455221563577652
625,0.0030281832441687584,0.0005072476924397051,0.002190464874729514,0.2455221563577652
650,0.0030281830113381147,0.0005072476342320442,0.002190464409068227,0.2455221563577652
675,0.0030281830113381147,0.0005072475760243833,0.002190464176237583,0.2455221563577652
700,0.0030281830113381147,0.0005072475760243833,0.0021904646418988705,0.2455221563577652
725,0.0030281830113381147,0.0005072475760243833,0.0021904639434069395,0.2455221563577652
750,0.0030281825456768274,0.0005072473431937397,0.002190464874729514,0.245522141456604
775,0.003028182778507471,0.0005072476924397051,0.002190464176237583,0.2455221265554428
800,0.0030281830113381147,0.000507247750647366,0.002190464409068227,0.245522141456604
825,0.0030281832441687584,0.0005072476924397051,0.002190464409068227,0.2455221563577652
850,0.0030281832441687584,0.0005072476924397051,0.002190464176237583,0.2455221563577652
875,0.0030281830113381147,0.0005072475760243833,0.002190464874729514,0.2455221563577652
900,0.0030281830113381147,0.000507247750647366,0.002190464409068227,0.245522141456604
925,0.0030281830113381147,0.0005072475760243833,0.002190464409068227,0.2455221563577652
950,0.0030281832441687584,0.0005072476924397051,0.002190464176237583,0.2455221563577652
975,0.0030281830113381147,0.0005072476342320442,0.002190464409068227,0.2455221563577652
1000,0.0030281832441687584,0.000507247750647366,0.0021904653403908014,0.2455221563577652
1025,0.0030281832441687584,0.0005072476924397051,0.0021904620807617903,0.24552218616008759
1050,0.0030281832441687584,0.0005072526982985437,0.002190811326727271,0.24552063643932343
1075,0.003028203034773469,0.0005072201020084321,0.0021891286596655846,0.245530903339386
1100,0.003028183476999402,0.0005072428612038493,0.0021901463624089956,0.2455236315727234
1125,0.0030281832441687584,0.0005072446656413376,0.002190270461142063,0.24552305042743683
1150,0.0030281832441687584,0.0005072478670626879,0.0021904814057052135,0.24552208185195923
1175,0.003028182778507471,0.0005072472849860787,0.002190448809415102,0.24552220106124878
1200,0.0030281823128461838,0.0005072474014014006,0.0021904599852859974,0.245522141456604
1225,0.003028182778507471,0.0005072473431937397,0.0021904646418988705,0.2455221563577652
1250,0.0030281830113381147,0.0005072475760243833,0.0021904658060520887,0.2455221563577652
1275,0.0030281830113381147,0.0005072458297945559,0.002190346596762538,0.24552269279956818
1300,0.003028182778507471,0.0005072450148873031,0.002190392231568694,0.2455226182937622
1325,0.0030281832441687584,0.000507248449139297,0.002190518658608198,0.2455219179391861
1350,0.003028182778507471,0.0005072448984719813,0.0021903496235609055,0.24552273750305176
1375,0.003028182778507471,0.0005072466447018087,0.002190414583310485,0.2455223798751831
