iteration,loss,spectral_data_loss,time_smoothness,shrinkage
1825,0.0018611816922202706,0.00028422067407518625,0.0015106486389413476,0.15316416323184967
1850,0.0018608232494443655,0.0002841671812348068,0.001499858102761209,0.1531660407781601
1875,0.0018607963575050235,0.0002841572277247906,0.0014989677583798766,0.1531670093536377
1900,0.0018607962410897017,0.0002841565292328596,0.0014989649644121528,0.15316708385944366
1925,0.0018607962410897017,0.0002841564710251987,0.0014989677583798766,0.15316706895828247
1950,0.001860796008259058,0.00028415597626008093,0.0014989636838436127,0.15316711366176605
1975,0.0018607962410897017,0.00028415638371370733,0.0014989646151661873,0.15316709876060486
2000,0.001860796008259058,0.0002841562672983855,0.0014989650808274746,0.15316708385944366
2025,0.0018607964739203453,0.00028415635460987687,0.0014989642659202218,0.15316711366176605
2050,0.001860796008259058,0.0002841561508830637,0.0014989647315815091,0.15316709876060486
2075,0.0018607962410897017,0.00028415617998689413,0.0014989643823355436,0.15316711366176605
2100,0.0018607964739203453,0.00028415635460987687,0.0014989640330895782,0.15316711366176605
2125,0.0018608205718919635,0.00028416496934369206,0.001499772071838379,0.1531662493944168
2150,0.001860820921137929,0.00028415382257662714,0.0014997270191088319,0.15316753089427948
2175,0.0018607964739203453,0.00028415987617336214,0.001498982310295105,0.15316671133041382
2200,0.0018607968231663108,0.0002841581590473652,0.0014989717165008187,0.15316694974899292
2225,0.0018607962410897017,0.0002841559471562505,0.0014989656629040837,0.15316714346408844
2250,0.0018607962410897017,0.0002841561508830637,0.0014989639166742563,0.15316711366176605
2275,0.0018607963575050235,0.00028415629640221596,0.0014989647315815091,0.15316711366176605
2300,0.0018607961246743798,0.00028415638371370733,0.0014989640330895782,0.15316708385944366
2325,0.0018607962410897017,0.0002841564710251987,0.0014989639166742563,0.15316709876060486
2350,0.0018607961246743798,0.00028415629640221596,0.0014989639166742563,0.15316709876060486
2375,0.0018607961246743798,0.0002841563255060464,0.001498963451012969,0.15316709876060486
2400,0.001860796008259058,0.0002841561508830637,0.0014989642659202218,0.15316709876060486
2425,0.0018607958918437362,0.0002841560635715723,0.0014989642659202218,0.15316709876060486
2450,0.0018607962410897017,0.0002841561508830637,0.0014989646151661873,0.15316711366176605
2475,0.001860796706750989,0.00028415743145160377,0.001498974277637899,0.1531670093536377
2499,0.0018607978709042072,0.0002841598179657012,0.001499036094173789,0.15316669642925262
