sample_id,step,time,construction,left_sigma,right_sigma,slope_direction_cosine,slope_rms_ratio
2,30,0.9491525292396545,predicted_clean_axis,0.35,0.7,0.8063766831475679,1.3298271932897974
2,30,0.9491525292396545,predicted_clean_axis,0.7,1.0,0.9031609752770405,0.7939170751926544
2,30,0.9491525292396545,oracle_clean_axis,0.35,0.7,0.7802721281334797,1.165669892976101
2,30,0.9491525292396545,oracle_clean_axis,0.7,1.0,0.9343378187020774,0.7082620985377587
2,50,0.8888888955116272,predicted_clean_axis,0.35,0.7,0.8965067896631325,0.6901562492515447
2,50,0.8888888955116272,predicted_clean_axis,0.7,1.0,0.9559742766046699,0.7339108075487079
2,50,0.8888888955116272,oracle_clean_axis,0.35,0.7,0.8987238112309519,0.5829605645776046
2,50,0.8888888955116272,oracle_clean_axis,0.7,1.0,0.9598023863746036,0.6733880992147993
2,70,0.774193525314331,predicted_clean_axis,0.35,0.7,0.8674560376280671,0.70824315831993
2,70,0.774193525314331,predicted_clean_axis,0.7,1.0,0.9335308416641841,0.6771640268613053
2,70,0.774193525314331,oracle_clean_axis,0.35,0.7,0.8841942322715476,0.6237993520271924
2,70,0.774193525314331,oracle_clean_axis,0.7,1.0,0.9428298447573915,0.6432416158550708
2,85,0.5853658318519592,predicted_clean_axis,0.35,0.7,0.9182713850544895,0.7137267150112602
2,85,0.5853658318519592,predicted_clean_axis,0.7,1.0,0.9570837982365212,0.6698759438838275
2,85,0.5853658318519592,oracle_clean_axis,0.35,0.7,0.9158312265596104,0.6947377281421827
2,85,0.5853658318519592,oracle_clean_axis,0.7,1.0,0.95984809403386,0.6600095071084515
2,95,0.29629629850387573,predicted_clean_axis,0.35,0.7,0.9575381513603661,0.6346041769732343
2,95,0.29629629850387573,predicted_clean_axis,0.7,1.0,0.9786043677943578,0.6339019050098639
2,95,0.29629629850387573,oracle_clean_axis,0.35,0.7,0.95450481185198,0.6255832740598348
2,95,0.29629629850387573,oracle_clean_axis,0.7,1.0,0.9784416467283251,0.632812107029574
2,98,0.14035087823867798,predicted_clean_axis,0.35,0.7,0.9657110585903202,0.5863620504350976
2,98,0.14035087823867798,predicted_clean_axis,0.7,1.0,0.9847196429594315,0.6110936584608719
2,98,0.14035087823867798,oracle_clean_axis,0.35,0.7,0.9640753504343439,0.581636586430346
2,98,0.14035087823867798,oracle_clean_axis,0.7,1.0,0.9844863454164308,0.6108333157771089
6,30,0.9491525292396545,predicted_clean_axis,0.35,0.7,0.9667511941386372,0.7991269302861913
6,30,0.9491525292396545,predicted_clean_axis,0.7,1.0,0.9754716513414223,0.8453756846673813
6,30,0.9491525292396545,oracle_clean_axis,0.35,0.7,0.9563944786869574,0.6685276367222163
6,30,0.9491525292396545,oracle_clean_axis,0.7,1.0,0.9780533877689609,0.6985242271243524
6,50,0.8888888955116272,predicted_clean_axis,0.35,0.7,0.8624920121769141,0.7525684802401229
6,50,0.8888888955116272,predicted_clean_axis,0.7,1.0,0.9354907666074916,0.6900994465362569
6,50,0.8888888955116272,oracle_clean_axis,0.35,0.7,0.8724110180341743,0.5811690315785102
6,50,0.8888888955116272,oracle_clean_axis,0.7,1.0,0.9643319605754526,0.6211831916244184
6,70,0.774193525314331,predicted_clean_axis,0.35,0.7,0.8289647833523754,0.7857155795949482
6,70,0.774193525314331,predicted_clean_axis,0.7,1.0,0.9435680792231443,0.6419566587405493
6,70,0.774193525314331,oracle_clean_axis,0.35,0.7,0.839682023662928,0.6634415853608747
6,70,0.774193525314331,oracle_clean_axis,0.7,1.0,0.94875318798863,0.6292933271082923
6,85,0.5853658318519592,predicted_clean_axis,0.35,0.7,0.9023543175050093,0.7627873426263618
6,85,0.5853658318519592,predicted_clean_axis,0.7,1.0,0.9527714434272692,0.6610051335696959
6,85,0.5853658318519592,oracle_clean_axis,0.35,0.7,0.8999866125636449,0.7346616347767511
6,85,0.5853658318519592,oracle_clean_axis,0.7,1.0,0.9553529832937856,0.6541331986518872
6,95,0.29629629850387573,predicted_clean_axis,0.35,0.7,0.9554519344023835,0.6514958953360168
6,95,0.29629629850387573,predicted_clean_axis,0.7,1.0,0.9788036610109576,0.6298459779202746
6,95,0.29629629850387573,oracle_clean_axis,0.35,0.7,0.9509687026458077,0.6410420203573185
6,95,0.29629629850387573,oracle_clean_axis,0.7,1.0,0.9781848462551002,0.6271833449248255
6,98,0.14035087823867798,predicted_clean_axis,0.35,0.7,0.9663079399599975,0.5900067982608538
6,98,0.14035087823867798,predicted_clean_axis,0.7,1.0,0.9857533322303893,0.6072019984878126
6,98,0.14035087823867798,oracle_clean_axis,0.35,0.7,0.9641066293599495,0.5843704517686455
6,98,0.14035087823867798,oracle_clean_axis,0.7,1.0,0.985348971306528,0.6060583759132487
10,30,0.9491525292396545,predicted_clean_axis,0.35,0.7,0.9442838502655949,0.7636760917947502
10,30,0.9491525292396545,predicted_clean_axis,0.7,1.0,0.9566218760973253,0.7846670811015579
10,30,0.9491525292396545,oracle_clean_axis,0.35,0.7,0.9350637766261014,0.5602817384934388
10,30,0.9491525292396545,oracle_clean_axis,0.7,1.0,0.9452003549150426,0.6709266452117127
