arm,repeat,seconds
cfg_reference,1,3.1594309210777283
cfg_reference,2,3.1719084470532835
cfg_reference,3,3.124122925568372
cfg_more,1,3.2238279040902853
cfg_more,2,3.1966367228887975
cfg_more,3,3.112423982936889
cfg_native,1,3.207392198033631
cfg_native,2,3.1767752929590642
cfg_native,3,3.1099153482355177
cfg_mlp,1,3.185740857385099
cfg_mlp,2,3.187282235827297
cfg_mlp,3,3.610193827189505
