arm,median_seconds,min_seconds,max_seconds,relative_to_cfg,batch,repeats
cfg_reference,3.1594309210777283,3.124122925568372,3.1719084470532835,0.0,4,3
cfg_more,3.1966367228887975,3.112423982936889,3.2238279040902853,0.01177610865388945,4,3
cfg_native,3.1767752929590642,3.1099153482355177,3.207392198033631,0.005489713911966065,4,3
cfg_mlp,3.187282235827297,3.185740857385099,3.610193827189505,0.008815294730377676,4,3
