condition,kind,rho_first,rho_second,probe_multiplier,local_multiplier,roundtrip_iterations,roundtrip_multiplier,residual_strength,partition_count,fsg_base_fraction,fid,sfid,inception_score,strong_nfe,guided_nfe,weak_nfe,total_nfe,noise_sha256,label_sha256,fid_delta_vs_global
fmd_decomposition_weak_calibration_strong_characteristic_h0p03125,fmd_weak_calibration_strong_characteristic_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,64.92220978680501,208.5379913734114,34.92396545410156,0,3731,0,3731,bfe8f2bbeba3a6f0784e620e48669e2ec85d6d6a34e2b60a497bb69b1a1a85d1,8fcb094e8606d6e615ffebf8b6773b81c7c0f572eb65db92563abdb0475b6a57,
fmd_decomposition_weak_calibration_weak_characteristic_h0p03125,fmd_weak_calibration_weak_characteristic_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,64.67623531669341,208.3803421100314,34.609962463378906,0,3673,0,3673,bfe8f2bbeba3a6f0784e620e48669e2ec85d6d6a34e2b60a497bb69b1a1a85d1,8fcb094e8606d6e615ffebf8b6773b81c7c0f572eb65db92563abdb0475b6a57,
