condition,kind,rho_first,rho_second,probe_multiplier,local_multiplier,roundtrip_iterations,roundtrip_multiplier,residual_strength,partition_count,fsg_base_fraction,fid,sfid,inception_score,strong_nfe,guided_nfe,weak_nfe,total_nfe,noise_sha256,label_sha256,fid_delta_vs_global
fmd_decomposition_weak_calibration_depth8_response_h0p03125,fmd_weak_calibration_depth8_response_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,61.78235935453159,206.53155656834383,36.16927719116211,0,13828,0,13828,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,
fmd_decomposition_weak_calibration_projected_h0p03125,fmd_weak_calibration_projected_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,61.92816276178576,206.53489514385035,37.0506477355957,0,13563,0,13563,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,
fmd_decomposition_weak_calibration_telescoping_depth8_h0p03125,fmd_weak_calibration_telescoping_depth8_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,64.09589543351359,207.44095024414844,39.280677795410156,0,14052,0,14052,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,
