condition,kind,rho_first,rho_second,probe_multiplier,local_multiplier,roundtrip_iterations,roundtrip_multiplier,residual_strength,partition_count,fsg_base_fraction,fid,sfid,inception_score,strong_nfe,guided_nfe,weak_nfe,total_nfe,noise_sha256,label_sha256,fid_delta_vs_global
fmd_decomposition_marginal_score_strong_noisier_h0p03125,fmd_marginal_score_strong_noisier_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,110.8041308505193,268.37934449280885,17.53638458251953,0,4195,0,4195,bfe8f2bbeba3a6f0784e620e48669e2ec85d6d6a34e2b60a497bb69b1a1a85d1,8fcb094e8606d6e615ffebf8b6773b81c7c0f572eb65db92563abdb0475b6a57,
fmd_decomposition_marginal_score_weak_cleaner_h0p03125,fmd_marginal_score_weak_cleaner_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,198.34929932547544,247.07765514031894,9.111490249633789,0,3621,0,3621,bfe8f2bbeba3a6f0784e620e48669e2ec85d6d6a34e2b60a497bb69b1a1a85d1,8fcb094e8606d6e615ffebf8b6773b81c7c0f572eb65db92563abdb0475b6a57,
fmd_decomposition_marginal_score_weak_noisier_h0p03125,fmd_marginal_score_weak_noisier_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,114.12609457986326,269.5061896882048,16.90489387512207,0,3721,0,3721,bfe8f2bbeba3a6f0784e620e48669e2ec85d6d6a34e2b60a497bb69b1a1a85d1,8fcb094e8606d6e615ffebf8b6773b81c7c0f572eb65db92563abdb0475b6a57,
fmd_decomposition_velocity_noisier_aligned_h0p03125,fmd_velocity_noisier_aligned_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,80.42581071112846,212.91065423366638,28.51880645751953,0,3659,0,3659,bfe8f2bbeba3a6f0784e620e48669e2ec85d6d6a34e2b60a497bb69b1a1a85d1,8fcb094e8606d6e615ffebf8b6773b81c7c0f572eb65db92563abdb0475b6a57,
