condition,kind,rho_first,rho_second,probe_multiplier,local_multiplier,roundtrip_iterations,roundtrip_multiplier,residual_strength,partition_count,fsg_base_fraction,fid,sfid,inception_score,strong_nfe,guided_nfe,weak_nfe,total_nfe,noise_sha256,label_sha256,fid_delta_vs_global
fmd_decomposition_weak_calibration_depth8_response_h0p03125,fmd_weak_calibration_depth8_response_continuous,0.03125,1.0,1.0,1.0,1,1.0,0.0,2,0.0,36.43041177476027,70.53768215275716,39.74501419067383,0,69375,0,69375,255a20ae36953f03db7de9717748d1a0f50974074b52b02ba0c4750234ddab23,a478940abd1f0d9b2d09cf0687a504312835c3c69b227710619cc9d0b8f6a9bc,
