step_index,t,domain,output_row,sample_id,label,source_row,paired_X_row,v2_vector_row,R_F,R_W,R_B,C_W,Q_W,Q_W_zero,R_W_minus_R_F,identity_W_residual,identity_W_allowed_bound,oracle_C_over_Q_W_descriptive,delta_W_fp32_minus_fp64_max_abs,delta_W_fp32_minus_fp64_rms,C_B,Q_B,Q_B_zero,R_B_minus_R_F,identity_B_residual,identity_B_allowed_bound,oracle_C_over_Q_B_descriptive,delta_B_fp32_minus_fp64_max_abs,delta_B_fp32_minus_fp64_rms
0,1.0,teacher,0,0,0,985579,0,0,0.57178266782239,0.5872480267691871,0.580439671132022,0.0055368597034754,0.004391639539846598,False,0.015465358946797125,-2.732189474663471e-16,1.3093071789359453e-12,1.2607728055178238,0.0,0.0,4.957478481380263e-06,0.008647088352669318,False,0.008657003309632039,-3.9898639947466563e-17,1.1731400661926411e-12,0.0005733118801602057,0.0,0.0
0,1.0,teacher,1,1,1,801642,1,1,0.6595304853703279,0.6582398488641811,0.6690404119529345,-0.0019232752876552873,0.0025559140691636083,False,-0.0012906365061468028,1.6349768761081407e-16,1.0769310115062099e-12,-0.7524804182030485,0.0,0.0,0.0002707131360321529,0.008968500310542207,False,0.009509926582606631,1.1796119636642288e-16,1.1901985316521314e-12,0.030184883387241186,0.0,0.0
0,1.0,teacher,2,2,2,769290,2,2,0.714824182880202,0.7222842484382757,0.7374234267384859,0.0022263181661686697,0.003007429225736562,False,0.0074600655580736586,-2.42861286636753e-16,1.1492013111614755e-12,0.7402728373843653,0.0,0.0,0.00543489512744585,0.011729453603392209,False,0.022599243858283935,2.6020852139652106e-17,1.4519848771656784e-12,0.463354501515233,0.0,0.0
0,1.0,teacher,3,3,3,1066283,3,3,0.5929823955313366,0.6055142484379679,0.5983623967732371,0.0043946684442507915,0.003742516018129924,False,0.01253185290663128,-2.2724877535296173e-16,1.2506370581326279e-12,1.1742550794603512,0.0,0.0,-0.0018241904279825702,0.009028382097865714,False,0.005380001241900523,-5.0306980803327406e-17,1.1805676419573138e-12,-0.20205064519963153,0.0,0.0
0,1.0,teacher,4,4,4,356051,4,4,0.8487528258959055,0.8446625633381133,0.867619333417109,-0.003144885670969156,0.0021995087841460677,False,-0.0040902625577922125,3.209238430557093e-17,1.1257954268387658e-12,-1.4298127352967673,0.0,0.0,0.004061484003286872,0.01074353951462981,False,0.018866507521203446,-1.0928757898653885e-16,1.37733015042407e-12,0.37803965795036387,0.0,0.0
0,1.0,teacher,5,5,5,843767,5,5,1.160602233991537,1.1623110161009638,1.153741251184675,-0.0004499862207534831,0.0026087545509338606,False,0.0017087821094268207,-7.37257477290143e-17,1.0521750910186765e-12,-0.17249082348218642,0.0,0.0,-0.007554919942248923,0.008248857077635806,False,-0.006860982806861982,5.898059818321144e-17,1.3021967976899564e-12,-0.9158747534530237,0.0,0.0
0,1.0,teacher,6,6,6,756795,6,6,0.6867761769309585,0.6896088383245474,0.6831752991084441,9.77758596032675e-05,0.002637109674382561,False,0.0028326613935889533,-1.4268100589909238e-16,1.0566532278717804e-12,0.03707690300220837,0.0,0.0,-0.0052826464770771185,0.00696441513163996,False,-0.0036008778225143923,-1.1535911115245767e-16,1.2113058590830858e-12,-0.758519757542537,0.0,0.0
0,1.0,teacher,7,7,7,67027,7,7,0.6307720306808148,0.6427920940925286,0.628442031226438,0.004090324481325161,0.00383941444906352,False,0.0120200634117138,-4.336808689942018e-17,1.2404012682342763e-12,1.0653511194455294,0.0,0.0,-0.004986728489604185,0.007643457524831582,False,-0.00232999945437673,5.724587470723463e-17,1.1994691395841668e-12,-0.6524178977123397,0.0,0.0
47,0.9002123475074768,teacher,8,0,0,985579,0,16,0.27944977791584563,0.35474856463637805,0.3154077106469239,0.0036001087384947388,0.06809856924354295,False,0.07529878672053242,-1.3877787807814457e-17,2.505975734410648e-12,0.05286614356932467,0.0,0.0,-0.0014976186219301836,0.03895316997493865,False,0.03595793273107828,-6.938893903907228e-18,1.779063399498773e-12,-0.03844664305610322,0.0,0.0
47,0.9002123475074768,teacher,9,1,1,801642,1,17,0.36605475380064556,0.42633812776546254,0.40482571278308155,-0.0010206087795853304,0.06232459152398752,False,0.06028337396481698,1.1796119636642288e-16,2.246491830479751e-12,-0.01637569945713191,0.0,0.0,-0.0046302944376542645,0.048031547857744564,False,0.03877095898243599,-4.85722573273506e-17,1.9606309571548906e-12,-0.0964011081085258,0.0,0.0
47,0.9002123475074768,teacher,10,2,2,769290,2,18,0.25703129730304236,0.3370796395653144,0.296349726595994,0.002555894987539376,0.07493655228719322,False,0.08004834226227203,6.938893903907228e-17,2.60096684524544e-12,0.034107453699550344,0.0,0.0,-0.0010573316207739929,0.041433092534499616,False,0.03931842929295165,2.0816681711721685e-17,1.8286618506899925e-12,-0.02551901284929665,0.0,0.0
47,0.9002123475074768,teacher,11,3,3,1066283,3,19,0.2808191485298783,0.35350741174955136,0.33145951604971796,0.002451230291882085,0.06778580263590882,False,0.07268826321967303,4.163336342344337e-17,2.45376526439346e-12,0.036161411336355136,0.0,0.0,0.0022662891165130894,0.04610778928681344,False,0.050640367519839635,2.0816681711721685e-17,2.012807350396792e-12,0.04915197955850022,0.0,0.0
47,0.9002123475074768,teacher,12,4,4,356051,4,20,0.4012041678846302,0.4506291141137686,0.4886473655454177,0.0043985607300424875,0.040627824769053265,False,0.0494249462291384,1.5959455978986625e-16,1.988498924582766e-12,0.10826473617639819,0.0,0.0,0.005475185391983377,0.07649282687682074,False,0.08744319766078751,1.3877787807814457e-17,2.7488639532157498e-12,0.07157776245869789,2.9802322387695312e-08,5.820766091346741e-11
47,0.9002123475074768,teacher,13,5,5,843767,5,21,0.40509821185679645,0.45201254330314317,0.44074171281029806,-0.003674854046286696,0.05426403953892007,False,0.04691433144634671,3.469446951953614e-17,2.0852807907784017e-12,-0.06772171916266871,0.0,0.0,-0.0035718559191342076,0.042787212791770037,False,0.035643500953501606,-1.3877787807814457e-17,1.8557442558354005e-12,-0.08347951843736924,0.0,0.0
47,0.9002123475074768,teacher,14,6,6,756795,6,22,0.3714974715818938,0.4094853964191542,0.39740375386418,-0.004954078577013342,0.047896081991287004,False,0.037987924837260434,1.1102230246251565e-16,1.957921639825741e-12,-0.10343390045796567,0.0,0.0,-0.00455327516193781,0.03501283260616167,False,0.025906282282286197,1.457167719820518e-16,1.7002566521232349e-12,-0.13004589526231336,0.0,0.0
47,0.9002123475074768,teacher,15,7,7,67027,7,23,0.27078971686974046,0.35225749178438737,0.3121006805189992,0.0009214243095371885,0.07962492629557258,False,0.0814677749146469,-5.551115123125783e-17,2.6293554982929386e-12,0.011572058555091221,0.0,0.0,-0.0005034683643556961,0.04231790037797012,False,0.041310963649258736,6.938893903907228e-18,1.8463580075594024e-12,-0.011897290741243674,0.0,0.0
67,0.7975830435752869,teacher,16,0,0,985579,0,32,0.18218827564027312,0.27145997361176194,0.2160178215822926,0.0017701416920525223,0.08573141458738376,False,0.08927169797148882,1.3877787807814457e-17,2.7854339594297762e-12,0.020647526937144653,0.0,0.0,-0.0020664177523800915,0.037962381446779644,False,0.03382954594201948,1.3877787807814457e-17,1.759247628935593e-12,-0.05443330143228899,0.0,0.0
67,0.7975830435752869,teacher,17,1,1,801642,1,33,0.2225498109292352,0.31294489378165374,0.26844007427435074,0.001847187019382468,0.08670070881365362,False,0.09039508285241854,-1.3877787807814457e-17,2.8079016570483704e-12,0.02130532777249421,0.0,0.0,-0.0008323961362670922,0.04755505561764972,False,0.045890263345115534,0.0,1.9511011123529944e-12,-0.017503841083894228,0.0,0.0
67,0.7975830435752869,teacher,18,2,2,769290,2,34,0.17205959291873998,0.2591430193353586,0.20929574116240604,-0.00022297967619585787,0.0875293857690103,False,0.08708342641661862,4.163336342344337e-17,2.7505877153802063e-12,-0.0025474836163514314,0.0,0.0,-0.0006573097232046056,0.03855076769007528,False,0.037236148243666056,-1.3877787807814457e-17,1.7710153538015054e-12,-0.017050496334832445,0.0,0.0
67,0.7975830435752869,teacher,19,3,3,1066283,3,35,0.18199888389110366,0.26975253633416413,0.22955883843556804,0.001574780759912249,0.08460409092323604,False,0.08775365244306046,-6.938893903907228e-17,2.75507304886121e-12,0.018613529709114153,0.0,0.0,0.0007684984433858795,0.04602295765769269,False,0.04755995454446438,-6.938893903907228e-17,1.9511990908892884e-12,0.01669815419299602,0.0,0.0
67,0.7975830435752869,teacher,20,4,4,356051,4,36,0.25027152213347004,0.314467018889554,0.32454340908153034,-2.7154179080826277e-06,0.06420092759190002,False,0.06419549675608394,8.326672684688674e-17,2.284018551838001e-12,-4.229561799080955e-05,0.0,0.0,0.000832676611682028,0.07260653372469618,False,0.0742718869480603,6.938893903907228e-17,2.4854377389612055e-12,0.011468342709201718,0.0,0.0
67,0.7975830435752869,teacher,21,5,5,843767,5,37,0.2731338497767556,0.34221598090816757,0.3149223237142657,-0.002373448925715887,0.07382902898284362,False,0.06908213113141198,1.3877787807814457e-16,2.4765805796568736e-12,-0.032147909276545254,0.0,0.0,-0.0013936758768115448,0.044575825691133185,False,0.04178847393751012,2.0816681711721685e-17,1.891516513822664e-12,-0.03126528460669139,0.0,0.0
67,0.7975830435752869,teacher,22,6,6,756795,6,38,0.21032278196467408,0.2828253611500272,0.2476873991460167,0.0008248295773288766,0.07085292003069538,False,0.07250257918535313,0.0,2.4500515837070624e-12,0.011641433789483036,0.0,0.0,-0.00023084282012482242,0.037826302821592224,False,0.037364617181342624,4.85722573273506e-17,1.7565260564318448e-12,-0.006102706394901789,0.0,0.0
67,0.7975830435752869,teacher,23,7,7,67027,7,39,0.1750507611074534,0.2686971631635677,0.21102776810814305,-2.6011383287876527e-05,0.09369842482269,False,0.09364640205611427,2.7755575615628914e-17,2.8739684964538004e-12,-0.0002776074767222513,0.0,0.0,-0.0009266158498703637,0.03783023870043039,False,0.03597700700068965,-1.3877787807814457e-17,1.7566047740086076e-12,-0.024494052422138743,0.0,0.0
77,0.7049808502197266,teacher,24,0,0,985579,0,48,0.14105790571963828,0.2357662680218906,0.173801429749661,0.0015626572758863384,0.0915830477504797,False,0.09470836230225232,-5.551115123125783e-17,2.8941672460450467e-12,0.017062735017771377,0.0,0.0,-0.0013637088665280264,0.0354709417630788,False,0.03274352403002273,-1.3877787807814457e-17,1.7094188352615757e-12,-0.0384458037690866,0.0,0.0
77,0.7049808502197266,teacher,25,1,1,801642,1,49,0.16559613713189913,0.2638233799161043,0.20799161991751786,0.0014516638242894932,0.09532391513562621,False,0.09822724278420514,-5.551115123125783e-17,2.9645448556841034e-12,0.015228747394859682,0.0,0.0,-0.0007502889007477524,0.04389606058711423,False,0.04239548278561872,-6.938893903907228e-18,1.877921211742285e-12,-0.017092397147091626,0.0,0.0
77,0.7049808502197266,teacher,26,2,2,769290,2,50,0.13556251323260854,0.2268279996997687,0.16898577793678113,-0.0013737311732253408,0.09401294881361084,False,0.09126548646716015,-1.3877787807814457e-17,2.8802589762722166e-12,-0.014612148545078474,0.0,0.0,-0.0015230453642182582,0.03646935543260915,False,0.03342326470417259,-4.85722573273506e-17,1.7293871086521825e-12,-0.04176233295465442,0.0,0.0
