model,track,heldout,strict_residual_mse,convolution_residual_mse,delta,lower,upper,ratio
sit_small,ig,same_directions,0.0005300612155599098,0.000516435387950519,-1.3625827609390815e-05,-5.975298944508626e-05,3.175647334003321e-06,0.9742938603893181
sit_small,ig,new_directions,0.0005788091239271341,0.0005564911340170644,-2.231798991006971e-05,-7.442727099459739e-05,-1.5716632363043474e-06,0.9614415374819155
sit_small,cfg,same_directions,0.0009013347719044879,0.0008666450352688924,-3.468973663559548e-05,-0.0002499865540659585,4.9650715216193914e-05,0.9615129275859431
sit_small,cfg,new_directions,0.0007750808648781853,0.0007380850236342445,-3.699584124394078e-05,-0.0002936759831028609,6.567608448474678e-05,0.9522684110518518
raev2,ig,same_directions,0.0015572832518742103,0.0012769089677045502,-0.00028037428416966014,-0.0008604739440325985,0.00014562724791071884,0.8199593530385522
raev2,ig,new_directions,0.0007282983176822782,0.0009790306551960854,0.0002507323375138072,-0.00025171779016671644,0.0006077135552598939,1.3442714769845037
raev2,cfg,same_directions,0.0015624746475812162,0.001692834977609948,0.0001303603300287317,-0.0011003048041423593,0.00048535423256554664,1.0834319649477422
raev2,cfg,new_directions,0.0016506732238667637,0.0013874276864759814,-0.0002632455373907823,-0.0015139905406810915,7.037051977345821e-05,0.8405223192667294
