arm,median_seconds,min_seconds,max_seconds,relative_to_native,batch,repeats
mlp,1.6668759561143816,1.661970135755837,1.7442734730429947,-0.01874242828457906,4,3
native_fresh,1.6829064642079175,1.6529088830575347,1.708923182450235,-0.00930557883724803,4,3
native_base,1.6987139810808003,1.6375324949622154,1.7235070457682014,0.0,4,3
adg,1.7338768192566931,1.6894006188958883,1.751413564197719,0.020699681386928237,4,3
strong,1.6596937710419297,1.6385376979596913,1.6990794106386602,-0.022970441447738077,4,3
cfg_reference,3.257756787352264,3.256496359128505,3.3620532071217895,0.917778286183015,4,3
