direction,time_bin,time_low,time_high,samples,A_mean,A_se,B_mean,B_se,AB_mean,B2_mean,gamma_hat_mean,gamma_hat_sample_ls,predicted_reduction_gamma1_mean_residual,predicted_reduction_gamma1_sample_ls,B_positive_fraction,direction_rms,euclidean_B_mean,euclidean_cosine_mean
v270,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0006211913438135437,9.535017534422833e-05,2.778218595979877e-05,9.441168000051274e-06,-0.4728540061088413,2.942664081356024,-7.50807250372133e-07,4.612320391954631e-05,0.38515546639919757,8.104317564041827,-18.190414690818926,-0.035686870256755515
v300,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00014951026839948867,3.9445061181740995e-05,7.594237659701528e-06,6.39381644778701e-06,-0.6618759624195912,1.187747211969152,-5.1943571205863375e-08,8.794658871616023e-06,0.464599609375,6.406663926674144,-12.242971227427915,-0.03338000383489387
v300,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,8.95814834195499e-05,5.0545698108798123e-05,-3.907047189554215e-06,5.324704312164912e-06,-0.11146404045786432,-0.7337585263895514,-9.813804836623987e-09,-1.3138798691273703e-05,0.5144092219020173,4.562072890038922,-7.402549257575321,-0.030451650498334495
v300,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.0003966746315013945,6.039148221480165e-05,1.9483847915982788e-05,7.499025716091485e-06,-0.5333789844219181,2.598183904633658,-3.252059439059184e-07,3.146867011587408e-05,0.4131082423038729,7.871550716775797,-17.24682353191307,-0.03640722908152575
v300,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.00021142663338374564,9.520467423742988e-05,-7.045564353085059e-06,9.045183707982561e-06,1.0511907107892813,-0.7789299344873674,4.927779588738468e-08,-2.313631241415313e-05,0.5291750503018109,2.919190655444354,-3.931793890563655,-0.025097180617660135
v300,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-2.1736603955827485e-05,4.208449591390433e-05,-1.039688678019603e-06,1.925663393559449e-06,10.220342406880553,-0.5399119500827266,9.185333818564351e-09,-4.0050407495986415e-06,0.5009191176470589,5.6605169404592335,-10.573441568981199,-0.03534350992975943
v300,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.00017772602251235893,5.0029183654201505e-05,-1.1383518206268877e-06,2.574552463657584e-06,-0.7373070030818742,-0.4421552237508758,-7.816449200881454e-08,-4.851256104911351e-06,0.4464110127826942,8.04309112222529,-17.154367016128383,-0.03696479624293895
v300,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0006200153891160877,0.00011039298961858292,4.0519732702474305e-05,1.2522284791041613e-05,-0.47375084657353905,3.235809868456429,-7.486568145157034e-07,6.851718061390695e-05,0.3791374122367101,7.692629082292264,-17.34113474209665,-0.035838477022190514
v400,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00015653203596488474,3.883770489555454e-05,1.0860731337061851e-05,6.20126646004768e-06,-0.6321853042959354,1.7513731117721307,-5.5482238788270496e-08,1.5520196214076007e-05,0.45751953125,5.319000997571289,-9.832972320211411,-0.03127220744411146
v400,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,1.5417103341396718e-05,4.92519859385239e-05,-2.160300007645094e-06,5.048240332482534e-06,-0.6476647312430616,-0.4279312919681738,-5.455701471080004e-10,-9.368840347773189e-06,0.49855907780979825,3.891959355715456,-6.162058252229299,-0.027670898528129213
v400,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.0003342868065883594,6.0143376029361386e-05,2.432140028427132e-05,7.393222963320094e-06,-0.6329233099429178,3.2896884626551617,-2.53203078217554e-07,4.124957760522248e-05,0.41509433962264153,6.471475827566379,-13.62782986218696,-0.034995109709789224
v400,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,5.3865190069594334e-05,9.543393857609483e-05,-3.652753773420185e-06,9.046784634422057e-06,4.126035993547886,-0.4037626539181494,2.1041587368930922e-08,-1.635229218126255e-05,0.5050301810865191,2.5616197381024075,-3.0160536100447057,-0.01978640729241188
v400,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-1.9709181776092653e-05,3.58209033498378e-05,-7.967898576630726e-07,1.3951584978061663e-06,11.271677217000816,-0.5711106364731996,8.36855580501834e-09,-2.9887382131322984e-06,0.49264705882352944,4.794897472712229,-9.036257346283973,-0.03487419291076069
v400,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.00011977257321991856,4.0648389736799685e-05,-4.812721805877454e-07,1.6930737229016006e-06,-1.0940621672012047,-0.28425943541486076,-4.573513975010992e-08,-2.6556180840770914e-06,0.464110127826942,6.606383193020587,-13.563896950836144,-0.03554937590939934
v400,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0005531042342069195,0.00011381391991396617,4.962161883669024e-05,1.3207718226615591e-05,-0.5310623157740673,3.757016767415209,-6.308540218352588e-07,8.603551944676478e-05,0.3650952858575727,6.330901019120593,-13.693045279282027,-0.03442972483014681
v500,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00012022693726576605,2.9932962263116727e-05,6.890826430333532e-06,3.683501747660287e-06,-0.8230871969213882,1.8707270696180602,-3.824917129030306e-08,1.0098151113006708e-05,0.4560546875,4.404499605723321,-7.74513122425742,-0.02936247895146568
v500,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,5.6986371082678765e-05,4.326812613497016e-05,7.419884837208579e-07,3.899151514830317e-06,-0.17521933582444288,0.19029485797069565,-4.385477323089309e-09,-2.4151745473888816e-06,0.5115273775216138,3.350184692979558,-5.129990408724884,-0.02592487496663745
v500,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.00030342361451574725,4.0906913134467255e-05,1.3247271616454475e-05,3.460570856275975e-06,-0.6973020621147858,3.8280596371635243,-2.2046135952562e-07,2.3033972376632875e-05,0.3987090367428004,5.2774561712825,-10.448568750542792,-0.03291614900926725
v500,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.0001519139685323695,8.44881877164974e-05,2.2103081213357177e-06,7.111363940408032e-06,1.4629972159478402,0.31081352886137,4.44478179868011e-08,-2.690747697736695e-06,0.528169014084507,2.2468839673533747,-2.497636219310449,-0.017095373802719555
v500,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-2.9739761146174715e-05,2.977345220272525e-05,-5.994726557912502e-07,9.644647951389104e-07,7.469983840804519,-0.6215599146933186,1.2329251714748888e-08,-2.163410106721409e-06,0.4963235294117647,4.106758327598729,-7.534916938392117,-0.03399153319911391
v500,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.0001174355911411427,3.307774551687342e-05,-4.106203847708132e-07,1.125434562521375e-06,-1.115834133033462,-0.3648549622031129,-4.456831860963848e-08,-1.9466753320630152e-06,0.4385447394296952,5.398075015804064,-10.493120716824292,-0.03379868302438221
v500,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0004931425912178263,7.497898494332988e-05,2.717914339704236e-05,5.842550405672591e-06,-0.5956346515456903,4.6519313501606865,-5.32893938778398e-07,4.8515736388412005e-05,0.35807422266800404,5.151508760154289,-10.403123063774203,-0.03201591120247497
v600,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00015591366901146486,2.486960212062021e-05,-4.928700887949278e-07,2.5570547361520485e-06,-0.6346926053112527,-0.1927491350993202,-5.5166648899723876e-08,-3.54279491374186e-06,0.433837890625,3.705995722410634,-6.3670177473759395,-0.028890035632863645
v600,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,2.595278035923728e-05,4.1450859679346344e-05,-3.7918826295911367e-06,3.5761931583427977e-06,-0.384741594308536,-1.0603125898681292,-1.191829754165915e-09,-1.1159958417525416e-05,0.5014409221902018,2.979350691220693,-4.478229705934966,-0.02601498802373237
v600,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.00034392059432914205,2.623241588099684e-05,2.9175291713528914e-06,1.5035064764692582e-06,-0.615194075565205,1.9404832749402163,-2.638133777537657e-07,4.331551866236462e-06,0.36395233366434954,4.3308541442065165,-8.319578175518991,-0.031862155355908
v600,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.00013486221677974926,8.162666326462098e-05,-7.153388606685646e-06,6.634459588140562e-06,1.647976122099582,-1.0782172250280484,4.1758360440070725e-08,-2.0941236801512442e-05,0.5412474849094567,2.0518580162757702,-1.8206988632139305,-0.016807282935850574
v600,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-7.354720107641429e-05,2.673153116472034e-05,-7.208008821353084e-07,7.821519531782963e-07,3.0205844945818594,-0.9215611866803041,2.726864484773308e-08,-2.223753717448909e-06,0.4650735294117647,3.624882857627772,-6.9061577001120895,-0.034427174473506725
v600,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.00013487454291333852,2.7324535466850694e-05,-4.494945879407874e-07,7.76767464620931e-07,-0.971559481854525,-0.5786732946650186,-5.353869595142228e-08,-1.6757566405024908e-06,0.4277286135693215,4.457751918549118,-8.573900343496774,-0.03334043434272995
v600,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0005571601472778604,4.407000380449872e-05,6.3520960351459445e-06,2.2448240041019056e-06,-0.5271963849486919,2.8296632713918477,-6.377398671836815e-07,1.0459368066189929e-05,0.29889669007021064,4.197460048869031,-8.060154258935837,-0.0303542218257195
x800,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.001332157024813263,0.00012152956797081365,1.3461298572013608e-06,6.225548231311107e-05,-0.07428347480462706,0.021622671726018648,-2.0382955376762303e-06,-5.956322259870845e-05,0.44677734375,10.785729470595298,-30.45666591396366,-0.0602833345166431
x800,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,-7.088909917733868e-05,6.121768815010676e-05,-1.2619001731243982e-05,7.803791982007551e-06,0.14085542358456404,-1.6170346109094649,-3.6095928958233197e-09,-3.304179544449601e-05,0.4903938520653218,5.503681791564009,-15.01172457724867,-0.04881321672014962
x800,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.0026360099648202115,0.00023545319647855803,1.5782775322515752e-05,0.00011854566069908801,-0.08026445837452782,0.1331366768673058,-8.063991503874077e-06,-8.698011005405648e-05,0.4016881827209533,14.327542735705986,-46.423084912494254,-0.07214072540656337
x800,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,1.3422959337938087e-05,0.0001143254119482395,-2.503940450927623e-05,1.29789878942521e-05,16.55743025297612,-1.9292262781418594,5.786321884256799e-09,-6.305779691280489e-05,0.5160965794768612,3.371640890585633,-6.349925874239602,-0.03700780886215609
x800,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-0.00014791684381353822,5.3003952072998246e-05,-1.271685222637318e-06,3.0757177754164855e-06,1.5018947772530706,-0.4134596590108525,4.384169851865369e-08,-5.61908822069113e-06,0.46691176470588236,6.897696099529732,-22.92516934819629,-0.05959867206100033
x800,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.000170730375922894,7.180680813507155e-05,-1.8981837904546538e-06,5.267866038922506e-06,-0.7675180255412154,-0.36033258561049325,-7.389341414912897e-08,-9.064233619831806e-06,0.4552605703048181,10.38012149902028,-47.129916312420264,-0.07819988108418623
x800,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.005150743507356392,0.00045650768532409076,3.381841766744144e-05,0.00023409582837149353,-0.05702726510509673,0.1444639911044207,-2.9556043463060678e-05,-0.0001664589930366108,0.34704112337011034,17.45756397739208,-45.70207434707324,-0.06596002197211757
internal_depth4,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.001975139636094525,0.0001634706510737947,-1.8589118885844868e-05,0.00011333044373946957,-0.05010139586089858,-0.16402581929863952,-4.292085366594888e-06,-0.0001505086815111593,0.393310546875,23.76726602233176,-6.0249023445067,-0.003716963570657373
internal_depth4,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,-0.0007849800506171455,0.00021403667448003513,1.7748232200870612e-05,9.595033726463218e-05,0.01272021382492713,0.18497310907746758,-6.005174491359451e-07,-6.0453872862891367e-05,0.44812680115273773,15.806370501298556,-4.0615850476893405,-0.003220035712787668
internal_depth4,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.003205483358519502,0.00024519449234571694,-5.6153351737156493e-05,0.00013129736612308993,-0.06600499470191375,-0.427680717406877,-1.1631542514254506e-05,-0.0002436040695974029,0.33664349553128103,29.84227664165746,-8.054508408048775,-0.004230669528991399
internal_depth4,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,-0.0003380576212809869,0.0003854393996419642,3.3222126794746463e-05,0.00014763786903608915,-0.6574314526153361,0.2250244263998793,-2.645493739383626e-07,-8.119361544659713e-05,0.4768611670020121,10.403700250166539,-2.815516800347948,-0.0021750951554409836
internal_depth4,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-0.0011932896965363932,0.00020861067543719649,3.611236588450962e-06,4.8728456216076844e-05,0.18617066403584412,0.07410939867328521,-8.937484775152778e-07,-4.150598303917493e-05,0.421875,19.473354023112215,-5.199996663367047,-0.004174696479334179
internal_depth4,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.002390968999546113,0.00029778865973895753,5.344415160884665e-06,9.581366799982115e-05,-0.05480566291454413,0.055779256471995636,-6.3433514136729295e-06,-8.512483767805181e-05,0.3815142576204523,31.1938260373623,-10.371477839576343,-0.00565002101479601
internal_depth4,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.004036337022587644,0.00038962557595058285,-0.00011888477494207909,0.00016749287363699596,-0.07277212329857938,-0.7097900487380481,-1.8663225835672466e-05,-0.00040526242352115465,0.29087261785356067,28.397417784359,-5.69106015141534,-0.0027828455961295233
internal_depth6,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.0026614147751011785,0.00017544804589325987,-3.435682600232395e-05,0.00013313548743291805,-0.03718219862394839,-0.25805911455152075,-7.609861194476452e-06,-0.00020184913943756592,0.367919921875,22.90287265270309,-5.77623134694295,-0.003926738353794223
internal_depth6,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,-0.0006678016467157355,0.00020688326275642606,1.705601320541685e-05,8.951418329395317e-05,0.014952215438909504,0.19053978462169593,-4.326228880894806e-07,-5.540215688311996e-05,0.4462055715658021,15.070643200632128,-4.287736484743332,-0.003937119756880308
internal_depth6,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.004722339568198741,0.00027831827232820307,-8.750555054577795e-05,0.0001782296062101399,-0.044803620968082,-0.49097090212164507,-2.4298776489472544e-05,-0.0003532407073016959,0.2869910625620655,28.844423370629467,-7.314983235274432,-0.0039160064366019565
internal_depth6,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.000261802868492446,0.0003643419945789474,3.1343925878136585e-05,0.00013188441413262023,0.8489200836730219,0.23766209285820372,4.783048283301919e-08,-6.919656237634741e-05,0.49798792756539234,10.194781792848985,-2.732265293478246,-0.0028182737563109063
internal_depth6,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-0.001517091065940857,0.0002112368850363835,4.0025341643475334e-06,5.080461578142096e-05,0.14643520100985938,0.07878288424752232,-1.6275049469814704e-06,-4.27995474527259e-05,0.39889705882352944,18.43018399476371,-5.708819539998384,-0.004959300753724042
internal_depth6,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.0030844509569827776,0.000292130986215108,5.651678525800107e-06,9.62197990227558e-05,-0.04248361956658621,0.058737168266829315,-1.0322202229474584e-05,-8.491644197115561e-05,0.3470993117010816,29.744627645264668,-9.033608023395931,-0.005126294987104872
internal_depth6,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.006393084520662769,0.00047106328419695636,-0.00018253153045128938,0.0002618845449358869,-0.045945398427474186,-0.6969923730931725,-4.462724712007996e-05,-0.0006269476058384658,0.22567703109327983,27.896247580640022,-5.561882523619902,-0.002681439279268493
internal_depth8,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.002565749709560805,0.00017136821219001236,-4.535040168951624e-05,0.0001268411992630898,-0.038568552661148725,-0.3575368409711418,-7.090870657313532e-06,-0.00021754200264212224,0.369384765625,20.332133212382683,-4.321889686623763,-0.0030025943870175846
internal_depth8,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,-0.0004939947245058453,0.0001804633288088329,3.899341662108645e-06,6.80159849339953e-05,0.020212997420449297,0.05732978307809084,-2.3416560046938163e-07,-6.02173016097786e-05,0.4711815561959654,13.442277230246656,-2.5708021722111303,-0.0023282637325344503
internal_depth8,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.004707454713972139,0.0002867260748257958,-9.62629963558931e-05,0.00018765256779991937,-0.044945288898514645,-0.5129852337460765,-2.4152116763437344e-05,-0.0003801785605117057,0.2641509433962264,25.57251053370031,-6.1321003147305655,-0.0036996929086828712
internal_depth8,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,-0.00028838464545853854,0.0003013056096488255,8.112403592669077e-06,9.023274061674581e-05,-0.7706711037720541,0.08990532191774678,-2.1135251312503321e-07,-7.400793343140775e-05,0.49295774647887325,9.31682854422487,-1.3031575927731975,-0.0010545525771334396
internal_depth8,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-0.0006818406974589915,0.0002084987846569519,5.027589099001535e-08,4.77186915988354e-05,0.3258173588335456,0.0010535890508624583,-1.6195736659292558e-07,-4.761813981685535e-05,0.45128676470588236,16.324043270905822,-3.7289259883520356,-0.0034919299903180935
internal_depth8,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.0027851553250422645,0.0002829277388597246,8.095664690159678e-06,8.908596528754817e-05,-0.04704895265626185,0.09087474849746321,-8.487016122303542e-06,-7.28946359072288e-05,0.32841691248770893,25.885144581328507,-7.062904491185439,-0.004503709681972436
internal_depth8,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.006668315775699002,0.0004946805375254348,-0.00020271511098361188,0.0002881964341540633,-0.04404902607534035,-0.7033921553493093,-4.8383841619079306e-05,-0.0006936266561212871,0.19859578736208625,25.2496170970333,-5.182624038447109,-0.002879547413762624
internal_depth10,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.0012758230982803376,9.177566082849426e-05,-3.6807984111277773e-06,3.6118975592580864e-05,-0.07756345916758046,-0.10190760814057649,-1.8802284758055678e-06,-4.348057241483627e-05,0.38671875,12.782515059893226,-1.5640985802929208,-0.001065523503148116
internal_depth10,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,-0.0006584174635375328,0.0001238306681416824,-2.461219886631196e-07,3.234363908528779e-05,0.01516532389421201,-0.007609594826794662,-4.2036480930382295e-07,-3.283588306261429e-05,0.4265129682997118,8.279649236268646,-0.30642921924161637,0.0005907125023086029
internal_depth10,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.001914074603510983,0.000134393634951058,-7.231442061361848e-06,4.002178125702187e-05,-0.1105379652956345,-0.18068766142419215,-4.4736334042199764e-06,-5.448466537974565e-05,0.3455809334657398,16.168949854310803,-2.8642314550242096,-0.0027776800887294906
internal_depth10,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,-0.00033880778674267984,0.00022260983397248346,-1.0415097061575127e-06,4.932304293034532e-05,-0.655975812017686,-0.021116087821839116,-2.6539058310684396e-07,-5.140606234266048e-05,0.4688128772635815,6.0350848647049675,0.06598185452537038,0.0018269845616671247
internal_depth10,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-0.0009504138042857716,0.00012104998850955343,4.80546569415396e-07,1.683120579302016e-05,0.23374611583873126,0.028550929465474002,-4.810070246883215e-07,-1.587011265418937e-05,0.38786764705882354,9.894794922898493,-0.646665071561823,-0.0005387492872156358
internal_depth10,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.0012158565191094052,0.00014455587403379165,2.784232674917929e-06,2.2709050204217057e-05,-0.10777475711051228,0.12260454091562573,-1.7969554469597072e-06,-1.7140584854381208e-05,0.3746312684365782,15.517704229949896,-2.9745934170138755,-0.0030138799261999927
internal_depth10,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0026262990687430836,0.00022580592393262413,-1.7448033041097588e-05,5.768180882041453e-05,-0.11184286625168925,-0.30248761954431713,-8.440307238002047e-06,-9.257787490260993e-05,0.3159478435305918,16.80728092179099,-2.7516556121521036,-0.002536742039875428
