model,candidate,candidate_fid,best_control,best_control_fid,delta,native_fid,context_same_strength_fid,inception_ratio,passes
sit_small,local_base,169.47034849046798,context_base,101.98249194164742,67.48785654882056,104.94793721006812,101.98249194164742,0.41890142315740636,False
sit_small,local_half,128.95848967854738,context_base,101.98249194164742,26.975997736899956,104.94793721006812,108.15544452258786,0.7667596048440044,False
raev2,local_base,105.30005513483735,native_base,95.87515696530511,9.424898169532241,95.87515696530511,100.01870534568633,0.981469183941105,False
raev2,local_half,102.32251285880875,native_base,95.87515696530511,6.447355893503641,95.87515696530511,96.55038444645584,1.050541250620178,False
