arm,fid,sfid,inception_score,full_calls_per_image,auxiliary_full_calls_per_image,reader_calls_per_image,sum_batch_gpu_seconds,query_weighted_guided_change_relative_rms,query_weighted_gap_relative_rms,query_weighted_strong_change_rms,query_weighted_weak_change_rms
ig_restarted,65.13932039644499,208.80662834522775,35.6368522644043,113.776,0.0,0.0,91.5974884359166,0.0,0.0,0.0,0.0
strong_only,67.00497646536496,209.12581822967059,36.62371063232422,111.088,0.0,68.816,112.37389462534338,0.12403273413548714,0.9101486509093336,0.06323567911486123,0.13200360414821732
strong_gap,80.56264691386639,219.23281867348953,30.137924194335938,108.304,0.0,65.744,109.36512405332178,0.1634443043535873,0.5268170677980459,0.0627007526275389,0.2093818200597944
