x,target,error,strong,weak
-4.158,3.699963789397492e-05,7.02520876183568e-05,4.36501278388513e-05,5.695110772860405e-05
-4.14,4.25501479695503e-05,7.569953553016121e-05,4.9180025481672484e-05,6.243978050591685e-05
-4.122,4.888093605737724e-05,8.154296218743102e-05,5.5413341283388004e-05,6.84781517354095e-05
-4.104,5.609353261013494e-05,8.780900207906424e-05,6.24366265039208e-05,7.512281429149251e-05
-4.086,6.430147087088187e-05,9.452591453215466e-05,7.034635960313643e-05,8.243613706764553e-05
-4.068,7.363153621928276e-05,0.00010172367055162627,7.924996308575146e-05,9.048681681868886e-05
-4.05,8.422512302092197e-05,0.00010943404343980055,8.92669071046977e-05,9.935047527224913e-05
-4.032,9.623970536920803e-05,0.00011769070330224525,0.00010052990495581547,0.00010911030412903035
-4.014,0.00010985042812630513,0.00012652931554520925,0.00011318620561008596,0.0001198577605776476
-3.996,0.00012525182463026836,0.00013598764346857447,0.0001273989883979296,0.00013169331593325203
-3.978,0.0001426596673323023,0.00014610565505647214,0.00014334886487713628,0.0001447272599668042
-3.96,0.00016231295745281727,0.00015692563406553226,0.00016123549277536025,0.00015908056342044626
-3.942,0.00018447605948918104,0.000168492295508116,0.00018127930669296804,0.00017488580110054203
-3.924,0.00020944098606321359,0.0001808529056248176,0.0002037233699755344,0.000192288137800176
-3.906,0.0002375298381535155,0.00019405740643695584,0.00022883535181020357,0.0002114463791235797
-3.888,0.0002690974052077815,0.0002081585449657292,0.00025690963315937106,0.00023253408906255012
-3.87,0.0003045339289641653,0.0002232120072001021,0.0002882695446113527,0.0002557407759057274
-3.8520000000000003,0.0003442680340197767,0.0002392765568903551,0.00032326973859389237,0.0002812731477421237
-3.834,0.0003887698272596361,0.0002564141792384855,0.000362298697655406,0.00030935643844694574
-3.816,0.0004385541671925897,0.0002746902295503157,0.0004057813796641349,0.0003402358046072253
-3.798,0.0004941841030240606,0.00029417358690719066,0.0004541819998006866,0.0003741777933539386
-3.7800000000000002,0.0005562744819216107,0.00031493681290752155,0.000508006948118793,0.00041147188051315724
-3.762,0.0006254957213922285,0.00033705631552011293,0.0005678078402178054,0.00045243207786895917
-3.744,0.0007025777419842753,0.0003606125180822074,0.0006341846972038617,0.0004973986076430345
-3.726,0.000788314053648536,0.00038569003346543886,0.0007077892496119165,0.0005467396415386777
-3.708,0.0008835659870387969,0.0004123778434223793,0.0007893283583155135,0.0006008531008689464
-3.69,0.0009892670588023606,0.0004407694831151325,0.000879567543664915,0.0006601685133900238
-3.672,0.0011064274575053232,0.00047096323081532955,0.0009793346121673245,0.000725148921491327
-3.654,0.0012361386342599505,0.0005030623027520741,0.0010895233679583752,0.0007962928353552246
-3.636,0.00137957797937684,0.0005371750530706414,0.0012110973941156001,0.0008741362235931208
-3.6180000000000003,0.0015380135634613015,0.000573415178850245,0.0013450938865390903,0.0009592545326946677
-3.6,0.00171280891832165,0.0006119019301137719,0.0014926275206800744,0.001052264725396923
-3.582,0.0019054278298708627,0.0006527603247461366,0.0016548943288459176,0.0011538273267960272
-3.564,0.0021174391118989784,0.0006961213682207687,0.0018331755631633365,0.0012646484656920528
-3.5460000000000003,0.0023505213261914427,0.0007421222780157336,0.002028841516556301,0.0013854818972860172
-3.528,0.0026064674109920827,0.0007909067125820376,0.0022433552713100736,0.0015171309919460557
-3.5100000000000002,0.0028871891762852183,0.0008426250047069012,0.002478276341969555,0.001660450673338228
-3.492,0.0031947216208302364,0.0008974343990940563,0.0027352641764830004,0.0018163492877885283
-3.474,0.0035312270223571878,0.000955499293961506,0.0030160814766780515,0.0019857903853197786
-3.4560000000000004,0.0038989987488624654,0.0010169914864347628,0.003322597296376925,0.0021697943914058436
-3.438,0.004300464735568789,0.0010820904214901333,0.0036567898727530583,0.0023694401471215957
-3.42,0.00473819056887941,0.0011509834441784845,0.004020749143939226,0.002585866294058855
-3.402,0.005214882115609574,0.0012238660548347913,0.004416678903454618,0.0028202724791447044
-3.3840000000000003,0.005733387632969019,0.0013009421669529283,0.0048468985397658,0.0030739203533593643
-3.366,0.0062966992922513345,0.0013824243673783987,0.005313844307276747,0.003348134337327573
-3.348,0.006907954047014081,0.001468534178444316,0.005820070073300128,0.0036443021258722222
-3.33,0.007570433774764995,0.0015595023216476915,0.006368247484141535,0.003963874902894612
-3.3120000000000003,0.008287564619861994,0.0016555689824342046,0.0069611654923764366,0.004308367237405321
-3.294,0.009062915464547192,0.0017569840756300546,0.007601729186763765,0.00467935663119691
-3.276,0.009900195454826647,0.0018640075110293508,0.008292957866067189,0.00507848268854827
-3.258,0.010803250508335426,0.0019769094586147644,0.009037982298391294,0.00550744587850303
-3.24,0.011776058732448259,0.002095970612857942,0.009840041108530196,0.005968005860694069
-3.2220000000000004,0.012822724682763822,0.002221482455514529,0.010702476237313963,0.006461979346414246
-3.204,0.013947472394755708,0.002353747516296627,0.011628727419063893,0.00699123746768026
-3.186,0.015154637124891889,0.0024930796307732024,0.012622325626068152,0.007557702628420678
-3.168,0.01644865574191834,0.0026398041948164515,0.013686885432497962,0.008163344813657207
-3.1500000000000004,0.0178340557143158,0.0027942584148794424,0.014826096254428529,0.008810177334653986
-3.132,0.01931544264619949,0.0029567915533576855,0.016043712427631127,0.009500251990494406
-3.114,0.020897486321160355,0.0031277651682546153,0.017343542090579207,0.010235653629416912
-3.096,0.02258490522175271,0.003307553346338601,0.01872943484666989,0.011018494096504246
-3.0780000000000003,0.024382449501517373,0.0034965429289467546,0.02020526818700325,0.011850905557975003
-3.06,0.026294882396582148,0.003695133729559035,0.021774932663177527,0.01273503319636828
-3.042,0.028326960074981325,0.0039037387422348655,0.023442315808432035,0.013673027275333451
-3.024,0.03048340993384645,0.004122784339973703,0.025211284815071903,0.014667034577522803
-3.0060000000000002,0.032768907367497206,0.004352710462031067,0.02708566798640398,0.015719189224217524
-2.9880000000000004,0.03518805104314144,0.004593970789192364,0.029069234992351624,0.016831602890771995
-2.97,0.0377453367353054,0.004847032905978945,0.03116567596944011,0.018006354437709527
-2.952,0.04044512978516822,0.005112378448733664,0.03337857951788131,0.019245478983307487
-2.934,0.04329163626656948,0.005390503238507873,0.03571140966095716,0.020550956449732517
-2.9160000000000004,0.046288872956478294,0.005681917397647367,0.038167481844712116,0.02192469962117974
-2.898,0.04944063622402819,0.005987145448952397,0.04074993806901303,0.023368541758982713
-2.88,0.05275046996869428,0.0063067263962659275,0.043461721254208614,0.02488422382523727
-2.862,0.0562216327546646,0.006641213785325621,0.04630554896079681,0.026473381373061215
-2.8440000000000003,0.05985706430476836,0.006991175743698014,0.04928388659255429,0.028137531168126152
-2.826,0.06365935153330267,0.0073571949985989085,0.052398920226361924,0.029878057612480413
-2.808,0.06763069431256202,0.007739868871391698,0.05565252922432796,0.03169619904785983
-2.79,0.07177287118263134,0.008139809247546021,0.05904625879561428,0.03359303402158015
-2.7720000000000002,0.0760872052278651,0.008557642520831934,0.06258129268645848,0.035569467603645204
-2.7540000000000004,0.0805745303562427,0.008994009510520982,0.06625842618709836,0.03762621784880967
-2.736,0.08523515822927466,0.00944956535036472,0.07007803965349267,0.039763802501928694
-2.718,0.09006884610013402,0.009924979348123274,0.07404007274973187,0.041982526048927576
-2.7,0.09507476582602027,0.010420934814422592,0.07814399962370075,0.04428246721906167
-2.6820000000000004,0.10025147432724489,0.010938128859727865,0.0823888052337415,0.04666346704673468
-2.664,0.10559688576998294,0.011477272158233753,0.0867729630476331,0.04912511760293343
-2.646,0.1111082457519115,0.012039088677488655,0.09129441433702692,0.051666751507257795
-2.628,0.11678210776990185,0.012624315372591137,0.09595054929043971,0.05428743233151542
-2.6100000000000003,0.12261431224642051,0.013233701843821355,0.10073819016590069,0.05698594600486102
-2.592,0.12859996838622223,0.01386800995659918,0.10565357670029762,0.0597607933284484
-2.574,0.13473343912719662,0.014528013422694566,0.11069235398629622,0.06261018370449539
-2.556,0.141008329438801,0.015214497341653439,0.1158495630193715,0.06553203018051247
-2.5380000000000003,0.1474174782083389,0.01592825770144465,0.12111963410696006,0.06852394590420235
-2.5200000000000005,0.15395295393942152,0.016670100837381043,0.12649638331901344,0.07158324207819723
-2.5020000000000002,0.16060605446831075,0.01744084284841936,0.13197301214433246,0.07470692749637592
-2.484,0.1673673108825241,0.01824130897000055,0.13754211050001938,0.07789170973500997
-2.466,0.17422649580219546,0.019072332902653755,0.14319566322228713,0.08113399806247044
-2.448,0.18117263615832604,0.019934756095653646,0.14892506014579157,0.08442990812072261
-2.43,0.18819403057339534,0.020829426985092186,0.1547211098557347,0.08777526842041344
-2.4120000000000004,0.19527827141901505,0.021757200185802943,0.16057405717237264,0.09116562867908778
-2.394,0.20241227159259578,0.022718935636656824,0.166473604401408,0.09459627001903241
-2.3760000000000003,0.20958229602062856,0.023715497698834836,0.1724089363562698,0.09806221702755233
-2.358,0.2167739978604103,0.024747754206775247,0.17836874912968328,0.10155825166822927
-2.3400000000000003,0.2239724593351662,0.02581657547158766,0.1843412825624505,0.10507892901701908
-2.322,0.23116223709987913,0.026922833236828952,0.1903143563272691,0.10861859478204902
-2.3040000000000003,0.23832741199703616,0.02806739958664008,0.19627540951495698,0.11217140455079852
-2.286,0.24545164302334266,0.02925114580635494,0.2022115435799451,0.11573134469315002
-2.2680000000000002,0.25251822529056106,0.0304749411958054,0.20810956847160994,0.11929225483370767
-2.25,0.25951015172643244,0.03173965183566742,0.21395605174827945,0.12284785179197343
-2.232,0.26641017822546986,0.0330461393073148,0.21973737044183886,0.12639175487457682
-2.214,0.2732008919247061,0.03439525936677627,0.22543976541312014,0.1299175123899482
-2.196,0.279864782246571,0.035787860573520194,0.23104939791196089,0.13341862924274053
-2.1780000000000004,0.28638431432038275,0.03722478287492835,0.23655240803129188,0.1368885954531101
-2.16,0.2927420043657734,0.03870685614745561,0.24193497472210987,0.14032091543478273
-2.1420000000000003,0.29892049659612174,0.04023489869561438,0.24718337701602028,0.14370913785581732
-2.124,0.3049026411780158,0.04180971571006643,0.25228405608442594,0.14704688589724618
-2.1060000000000003,0.31067157276421997,0.04343209768624865,0.2572236777486257,0.1503278877174372
-2.088,0.3162107891028479,0.04510281880511002,0.2619891950433003,0.15354600692420517
-2.0700000000000003,0.3215042292146391,0.04682263527768313,0.2665679104272479,0.1566952728524655
-2.052,0.32653635062362735,0.048592283655368,0.27094753722997544,0.15976991044267175
-2.0340000000000003,0.33129220512417934,0.050412479107954114,0.2751162599209343,0.1627643695144442
-2.016,0.3357575125695156,0.05228391367156211,0.2790627927899249,0.1656733532307435
-1.9980000000000002,0.3399187321734139,0.054207254468835536,0.28277643663249824,0.1684918455506669
-1.98,0.34376313082789306,0.05618314190386805,0.2862471330430881,0.17121513747347805
-1.9620000000000002,0.34727884795519465,0.058212187834499336,0.2894655159310556,0.17383885188277745
-1.9440000000000004,0.3504549564322823,0.06029497372476566,0.292422959890779,0.1763589668077723
-1.9260000000000002,0.353281519150179,0.06243204878043587,0.2951116250762304,0.17877183692833315
-1.9080000000000004,0.3557496407986193,0.06462392807071085,0.2975244982530376,0.18107421316187422
-1.8900000000000001,0.35785151449845104,0.06687109063930714,0.2996554297266223,0.1832632601829647
-1.8720000000000003,0.35958046293971374,0.06917397760828244,0.3014991658734275,0.18533657174085497
-1.854,0.36093097372204697,0.07153299027809934,0.3030513770332574,0.18729218365567837
-1.8360000000000003,0.3618987286356733,0.07394848822755036,0.30430868055404875,0.18912858439079955
-1.818,0.3624806266652882,0.07642078741729733,0.30526865881569004,0.1908447231164937
-1.8000000000000003,0.3626748005453583,0.07895015830089412,0.3059298720964655,0.19244001519867981
-1.782,0.36248062674313614,0.08153682394728014,0.306291866183965,0.19391434506562255
-1.7640000000000002,0.36189872879469936,0.08418095817883482,0.30635517467152645,0.19526806642518066
-1.746,0.36093097396903934,0.08688268372918842,0.30612131592106917,0.1965019998251288
-1.7280000000000002,0.3595804632851775,0.08964207042507236,0.30559278471315654,0.19761742756911443
-1.7100000000000004,0.3578515149570083,0.0924591333965806,0.3047730386449228,0.19861608602075168
-1.6920000000000002,0.3557496413895624,0.09533383132028607,0.3036664793757072,0.19950015534799662
-1.6740000000000004,0.35328151989819656,0.09826606469972364,0.302278428858502,0.20027224677911282
-1.6560000000000001,0.3504549573683808,0.10125567418780876,0.3006151007322664,0.20093538746003758
-1.6380000000000003,0.3472788491178457,0.10430243895580377,0.2986835670854373,0.20149300302062056
-1.62,0.34376313226444444,0.1074060751134838,0.29649172083425235,0.20194889797386806
-1.6020000000000003,0.339918733941809,0.11056623418517397,0.294048233990482,0.20230723408782797
-1.584,0.3357575147403738,0.11378250164634676,0.2913625121215684,0.20257250688395756
-1.5660000000000003,0.3312922077833062,0.1170543955254652,0.288444645331738,0.20274952042860162
-1.548,0.32653635387502755,0.12038136507575045,0.28530535611517216,0.20284336059546132
-1.5300000000000002,0.3215042331841279,0.12376278952152307,0.281955944451607,0.202859366986565
-1.512,0.31621079394236606,0.1271979768837365,0.2784082305306401,0.2028031037071883
-1.4940000000000002,0.3106715786569833,0.13068616288926446,0.27467449550343953,0.20268032919635198
-1.4760000000000004,0.3049026483446464,0.13422650996844693,0.2707674206694065,0.20249696531892672
-1.4580000000000002,0.2989205053019405,0.13781810634531638,0.26670002551061567,0.20225906592796603
-1.4400000000000004,0.29274201492945845,0.1414599652248387,0.2624856049885345,0.2019727851066866
-1.4220000000000002,0.28638432712423706,0.1451510240813983,0.25813766651566933,0.2016443452985338
-1.4040000000000004,0.2798647977486812,0.1488901440526343,0.25366986700947186,0.20128000553105307
-1.3860000000000001,0.27320091067332236,0.15267610944260845,0.2490959504271796,0.20088602993489402
-1.3680000000000003,0.2664102008759919,0.15650762733813126,0.24442968616841976,0.20046865675327552
-1.35,0.2595101790614445,0.1603833273419196,0.23968480871753955,0.20003406802972956
-1.3320000000000003,0.25251825824344,0.16430176142607777,0.23487495887996757,0.19958836015302267
-1.314,0.2454516827060335,0.16826140390921296,0.2300136269466694,0.19913751542794117
-1.2960000000000003,0.23832745973269714,0.17226065156028758,0.22511409809821525,0.19868737482925142
-1.278,0.2311622944611946,0.17629782383210366,0.22018940033537643,0.19824361208374003
-1.2600000000000002,0.2239725281892622,0.18037116322708027,0.21525225519682584,0.19781170921195304
-1.2420000000000004,0.21677408042143673,0.18447883579775226,0.21031503149669983,0.19739693364722605
-1.2240000000000002,0.2095823949112456,0.1886189317841595,0.2053897022858284,0.19700431703499394
-1.2060000000000004,0.20241238991577729,0.1927894663900383,0.2004878052106295,0.19663863580033392
-1.1880000000000002,0.19527841284179503,0.19698838069945046,0.19562040641332612,0.1963043935563883
-1.1700000000000004,0.1881941994244204,0.2012135427351973,0.1907980680865758,0.19600580541088652
-1.1520000000000001,0.1811728375413445,0.20546274866007688,0.18603081976509098,0.19574678421258393
-1.1340000000000003,0.1742267357279192,0.20973372412173238,0.18132813340668186,0.19553092876420713
-1.116,0.16736759642163834,0.2140241257415321,0.1766989022856171,0.1953615140135746
-1.0980000000000003,0.16060639392880133,0.21833154274759609,0.17215142369256028,0.19524148322007817
-1.08,0.15395335707181274,0.22265349875176116,0.16769338540780243,0.1951734420797818
-1.0620000000000003,0.14741795644293465,0.22698745366993767,0.16333185588833526,0.19515965477913647
-1.0440000000000005,0.14100889615956103,0.2313308057849767,0.15907327808464417,0.19520204193481042
-1.0260000000000002,0.13473410998749463,0.23568089395081718,0.15492346678015914,0.19530218036548816
-1.0080000000000005,0.12860076167241855,0.24003499993633937,0.15088760932520273,0.19546130463077105
-0.9900000000000002,0.12261524929593842,0.24439035090699954,0.14697026961815066,0.1956803102625751
-0.9720000000000004,0.11678321345135247,0.2487441220419661,0.1431753951694752,0.19595975860572065
-0.9540000000000002,0.11110954901574667,0.2530934392841313,0.13950632706942362,0.19629988317677746
-0.9360000000000004,0.105598420279204,0.25743538222001194,0.1359658126673656,0.19670059744368876
-0.9180000000000001,0.10025327917884645,0.2617669870862109,0.13255602076031936,0.1971615039232651
-0.9000000000000004,0.0950768863751268,0.26608524989875476,0.12927855907985242,0.1976819044893036
-0.8820000000000001,0.0900713349001863,0.2703871297012856,0.12613449386040615,0.19826081178084587
-0.8640000000000003,0.0852380761031705,0.27466955192773684,0.12312437126808377,0.1988969615979103
-0.8460000000000001,0.08057794761502604,0.27892941187479814,0.12024824046698046,0.1995888261708893
-0.8280000000000003,0.07609120305541515,0.28316357827913613,0.11750567810015936,0.20033462818964776
-0.8100000000000005,0.07177754320682259,0.28736889699402823,0.11489581396426372,0.20113235547914599
-0.7920000000000003,0.06763614838557488,0.2915421947597472,0.11241735766040935,0.20197977621007826
-0.7740000000000005,0.06366571174616013,0.2956802830617386,0.11006862600927583,0.20287445453550723
-0.7560000000000002,0.059864473263772165,0.29977996207034224,0.10784757102508619,0.20381376654771421
-0.7380000000000004,0.05623025415021977,0.30383802465552745,0.1057518082512813,0.2047949164534044
-0.7200000000000002,0.05276049147003994,0.3078512604698529,0.10377864527000252,0.20581495286992768
-0.7020000000000004,0.04945227273666041,0.31181646009260444,0.10192511020784922,0.20687078515022683
-0.6840000000000002,0.04630237028254948,0.3157304192278338,0.10018798007160634,0.20795919964972007
-0.6660000000000004,0.04330727521229979,0.31958994294879517,0.09856380875959887,0.209076875854197
-0.6480000000000001,0.04046323076329898,0.3233918499810799,0.09704895460685517,0.21022040229396752
-0.6300000000000003,0.03776626491487734,0.3271329770165544,0.09563960733521276,0.21138629217588356
-0.6120000000000001,0.0352122221033846,0.33081018305004833,0.09433181429271736,0.21257099867138282
-0.5940000000000003,0.03279679391738144,0.3344203537305815,0.09312150588002145,0.21377092980530146
-0.5760000000000005,0.030515548663848112,0.337960405718797,0.09200452007483789,0.2149824628968174
-0.5580000000000003,0.028363959712875295,0.341427291042152,0.09097662597873064,0.21620195851044133
-0.5400000000000005,0.026337432544551714,0.3448180014393333,0.09003354632350803,0.21742577388142065
-0.5220000000000002,0.02443133043757477,0.348129572685297,0.08917097888711921,0.2186502757862081
-0.5040000000000004,0.022640998754362887,0.35135908888828393,0.08838461678114709,0.21987185283471553
-0.48600000000000065,0.020961787792031287,0.35450368675014315,0.08767016758365367,0.2210869271668984
-0.46799999999999997,0.01938907418241877,0.35756055978128964,0.08702337130219295,0.22229196554174127
-0.4500000000000002,0.01791828083733676,0.36052696246164795,0.08644001716219901,0.22348348981192345
-0.4320000000000004,0.016544895447287586,0.3634002143389772,0.0859159592256255,0.22465808678230134
-0.4140000000000006,0.015264487553018229,0.36617770405603656,0.08544713085362189,0.22581241745482922
-0.3959999999999999,0.014072724219385976,0.36885689329814475,0.08502955803513773,0.22694322566664124
-0.3780000000000001,0.012965384350096159,0.37143532065279516,0.08465937161063597,0.22804734613171557
-0.3600000000000003,0.011938371689901108,0.3739106053731283,0.08433281842654655,0.22912171189983743
-0.3420000000000005,0.01098772656782462,0.37628045103721525,0.08404627146170275,0.23016336124945896
-0.32400000000000073,0.010109636440889887,0.3785426490952886,0.08379623897176965,0.2311694440335291
-0.30600000000000005,0.009300445302700707,0.38069508229725973,0.08357937270161252,0.2321372274994361
-0.28800000000000026,0.008556662025069795,0.38273572799307853,0.08339247521867155,0.23306410160587504
-0.27000000000000046,0.007874967703729181,0.38466266129874277,0.0832325064227319,0.23394758386073733
-0.25200000000000067,0.007252222081033872,0.3864740581210186,0.08309658928903083,0.2347853237050247
-0.23399999999999999,0.006685469119510971,0.3881681980342248,0.08298201490245374,0.23557510646833926
-0.2160000000000002,0.006171941800161625,0.38974346700272944,0.08288624684067519,0.23631485692170232
-0.1980000000000004,0.005709066218633646,0.39119835994313085,0.08280692496353309,0.23700264245333194
-0.1800000000000006,0.005294465050801032,0.39253148312042885,0.0827418686647266,0.23763667589257773
-0.16199999999999992,0.004925960456961018,0.3937415563728479,0.0826890796401384,0.23821531800649315
-0.14400000000000013,0.004601576490846751,0.39482741516033976,0.08264674422474537,0.23873707969254254
-0.12600000000000033,0.004319541076005728,0.3957880124321788,0.08261323534724035,0.23920062388970956
-0.10800000000000054,0.00407828760786904,0.3966224203094561,0.08258711414818647,0.23960476722882126
-0.09000000000000075,0.0038764562350875886,0.39732983157868834,0.08256713130380774,0.23994848144124803
-0.07200000000000006,0.003712894868497406,0.3979095609931759,0.08255222809343313,0.24023089454330449
-0.05400000000000027,0.0035866599604513962,0.39836104637917347,0.08254153724419581,0.24045129181168462
-0.036000000000000476,0.003497017091275819,0.3986838495443733,0.08253438358189533,0.2406091165631343
-0.018000000000000682,0.0034434413933321657,0.3988776569866456,0.08253028451199486,0.24070397074932023
0.0,0.0034256178366433,0.3989422804014327,0.08252895034960119,0.24073561537551694
0.017999999999999794,0.003443441393332163,0.3988776569866456,0.08253028451199486,0.24070397074932023
0.03599999999999959,0.0034970170912758144,0.3986838495443733,0.08253438358189533,0.2406091165631343
0.05399999999999938,0.0035866599604513897,0.3983610463791735,0.08254153724419583,0.24045129181168465
0.07200000000000006,0.003712894868497406,0.3979095609931759,0.08255222809343313,0.24023089454330449
0.08999999999999986,0.003876456235087579,0.39732983157868834,0.08256713130380773,0.23994848144124803
0.10799999999999965,0.00407828760786903,0.39662242030945616,0.08258711414818647,0.2396047672288213
0.12599999999999945,0.004319541076005717,0.39578801243217887,0.08261323534724035,0.2392006238897096
0.14399999999999924,0.004601576490846734,0.3948274151603398,0.08264674422474536,0.23873707969254257
0.16199999999999992,0.004925960456961018,0.3937415563728479,0.0826890796401384,0.23821531800649315
0.17999999999999972,0.00529446505080101,0.39253148312042896,0.0827418686647266,0.23763667589257775
0.1979999999999995,0.005709066218633621,0.3911983599431309,0.08280692496353309,0.23700264245333197
0.2159999999999993,0.006171941800161596,0.38974346700272955,0.08288624684067519,0.23631485692170234
0.23399999999999999,0.006685469119510971,0.3881681980342248,0.08298201490245374,0.23557510646833926
0.2519999999999998,0.00725222208103384,0.38647405812101865,0.08309658928903081,0.23478532370502472
0.2699999999999996,0.007874967703729141,0.3846626612987429,0.08323250642273189,0.23394758386073738
0.28799999999999937,0.008556662025069765,0.3827357279930786,0.08339247521867153,0.23306410160587504
0.30600000000000005,0.009300445302700707,0.38069508229725973,0.08357937270161252,0.2321372274994361
0.32399999999999984,0.010109636440889852,0.37854264909528873,0.08379623897176963,0.23116944403352918
0.34199999999999964,0.010987726567824584,0.37628045103721536,0.08404627146170274,0.23016336124945905
0.35999999999999943,0.01193837168990105,0.3739106053731285,0.08433281842654654,0.2291217118998375
0.3779999999999992,0.012965384350096098,0.3714353206527953,0.08465937161063594,0.2280473461317156
0.3959999999999999,0.014072724219385976,0.36885689329814475,0.08502955803513773,0.22694322566664124
0.4139999999999997,0.015264487553018161,0.3661777040560367,0.08544713085362188,0.22581241745482927
0.4319999999999995,0.016544895447287513,0.36340021433897735,0.08591595922562549,0.2246580867823014
0.4499999999999993,0.01791828083733669,0.3605269624616481,0.08644001716219898,0.22348348981192354
0.46799999999999997,0.01938907418241877,0.35756055978128964,0.08702337130219295,0.22229196554174127
0.48599999999999977,0.020961787792031193,0.3545036867501433,0.08767016758365362,0.22108692716689848
0.5039999999999996,0.02264099875436282,0.35135908888828404,0.08838461678114708,0.21987185283471555
0.5219999999999994,0.024431330437574693,0.3481295726852971,0.08917097888711918,0.21865027578620813
0.54,0.026337432544551693,0.3448180014393334,0.09003354632350803,0.2174257738814207
0.5579999999999998,0.028363959712875243,0.3414272910421521,0.09097662597873062,0.21620195851044133
0.5759999999999996,0.03051554866384799,0.3379604057187972,0.09200452007483784,0.21498246289681752
0.5939999999999994,0.03279679391738131,0.33442035373058165,0.09312150588002138,0.2137709298053015
0.6119999999999992,0.035212222103384455,0.33081018305004856,0.09433181429271728,0.2125709986713829
0.6299999999999999,0.03776626491487727,0.3271329770165545,0.09563960733521272,0.21138629217588362
0.6479999999999997,0.04046323076329891,0.32339184998108,0.09704895460685513,0.21022040229396757
0.6659999999999995,0.043307275212299635,0.31958994294879534,0.09856380875959878,0.20907687585419704
0.6839999999999993,0.04630237028254935,0.31573041922783396,0.10018798007160626,0.20795919964972012
0.702,0.049452272736660335,0.31181646009260455,0.1019251102078492,0.2068707851502269
0.7199999999999998,0.05276049147003984,0.307851260469853,0.10377864527000247,0.20581495286992774
0.7379999999999995,0.0562302541502196,0.3038380246555276,0.10575180825128122,0.2047949164534044
0.7559999999999993,0.059864473263771985,0.2997799620703424,0.10784757102508608,0.20381376654771421
0.774,0.06366571174616004,0.29568028306173866,0.11006862600927576,0.2028744545355072
0.7919999999999998,0.06763614838557479,0.29154219475974724,0.11241735766040928,0.20197977621007826
0.8099999999999996,0.07177754320682236,0.28736889699402846,0.11489581396426359,0.201132355479146
0.8279999999999994,0.07609120305541493,0.28316357827913635,0.11750567810015922,0.20033462818964778
0.8459999999999992,0.08057794761502583,0.27892941187479836,0.12024824046698035,0.19958882617088936
0.8639999999999999,0.0852380761031704,0.27466955192773695,0.1231243712680837,0.19889696159791034
0.8819999999999997,0.09007133490018618,0.2703871297012857,0.1261344938604061,0.19826081178084587
0.8999999999999995,0.09507688637512654,0.266085249898755,0.12927855907985222,0.1976819044893036
0.9179999999999993,0.1002532791788462,0.2617669870862111,0.1325560207603192,0.19716150392326515
0.9359999999999999,0.10559842027920383,0.25743538222001205,0.13596581266736546,0.19670059744368876
0.9539999999999997,0.11110954901574657,0.2530934392841314,0.13950632706942356,0.1962998831767775
0.9719999999999995,0.11678321345135222,0.24874412204196633,0.14317539516947506,0.19595975860572068
0.9899999999999993,0.1226152492959381,0.24439035090699976,0.14697026961815043,0.1956803102625751
1.008,0.12860076167241835,0.2400349999363395,0.1508876093252026,0.19546130463077105
1.0259999999999998,0.13473410998749444,0.23568089395081732,0.154923466780159,0.19530218036548816
1.0439999999999996,0.14100889615956072,0.2313308057849769,0.15907327808464397,0.19520204193481044
1.0619999999999994,0.14741795644293434,0.2269874536699379,0.16333185588833504,0.19515965477913647
