raw_fid,ln_fid,ln_stats_fid,ln_minus_raw,stats_minus_ln,stats_minus_raw,raw_beats_controls_by_one,removing_statistics_hurts_by_one,restoring_statistics_recovers,passes_fixed_mechanism_prediction,single_training_seed,raw_replay_exact,causal_identification_complete,goal_complete
63.77517942586394,63.25106893236915,63.29099472943142,-0.5241104934947884,0.039925797062267065,-0.4841846964325214,True,False,False,False,True,True,False,False
