direction,state,alpha,m,profile,q,h,predicted_norm,raw_error,corrected_error
1,3,0.5,2,four_unequal,0.30000000000000004,0.01,0.3189276086073718,3.2014126113540125e-05,1.5774557398308357e-07
1,3,0.5,2,four_unequal,0.30000000000000004,0.005,0.3189276086073718,7.988279128028425e-06,1.9662179842955005e-08
1,3,1.0,1,one_step,1.0,0.08,1.119815095706099,0.007322768915953594,0.00016253956659426877
1,3,1.0,1,one_step,1.0,0.04,1.119815095706099,0.001810909723057309,2.009078400136617e-05
1,3,1.0,1,one_step,1.0,0.02,1.119815095706099,0.0004503081859132868,2.496682870468872e-06
1,3,1.0,1,one_step,1.0,0.01,1.119815095706099,0.00011227810445415409,3.111548692036867e-07
1,3,1.0,1,one_step,1.0,0.005,1.119815095706099,2.8032377988257334e-05,3.883579321124513e-08
1,3,1.0,1,four_equal,0.25,0.08,0.27995377392652476,0.001919614502765963,0.0001292620797114072
1,3,1.0,1,four_equal,0.25,0.04,0.27995377392652476,0.0004635766099488413,1.5838601922327255e-05
1,3,1.0,1,four_equal,0.25,0.02,0.27995377392652476,0.0001139161627906048,1.9593778058135477e-06
1,3,1.0,1,four_equal,0.25,0.01,0.27995377392652476,2.8235840639615196e-05,2.43630935464709e-07
1,3,1.0,1,four_equal,0.25,0.005,0.27995377392652476,7.028816323425555e-06,3.0372779825639194e-08
1,3,1.0,1,four_unequal,0.30000000000000004,0.08,0.3359445287118298,0.0022837619250223383,0.00013603849437703432
1,3,1.0,1,four_unequal,0.30000000000000004,0.04,0.3359445287118298,0.0005539343255031872,1.674249112680563e-05
1,3,1.0,1,four_unequal,0.30000000000000004,0.02,0.3359445287118298,0.00013641183394732853,2.075805208008614e-06
1,3,1.0,1,four_unequal,0.30000000000000004,0.01,0.3359445287118298,3.384750911480917e-05,2.583958886766401e-07
1,3,1.0,1,four_unequal,0.30000000000000004,0.005,0.3359445287118298,8.430169947638567e-06,3.223150742570868e-08
1,3,1.0,2,one_step,1.0,0.08,1.3699934615142786,0.00893438208460777,0.00021323042513988252
1,3,1.0,2,one_step,1.0,0.04,1.3699934615142786,0.002212037579070025,2.6215089687260886e-05
1,3,1.0,2,one_step,1.0,0.02,1.3699934615142786,0.0005504559083674794,3.248951866997056e-06
1,3,1.0,2,one_step,1.0,0.01,1.3699934615142786,0.0001373036900143709,4.0436006797020666e-07
1,3,1.0,2,one_step,1.0,0.005,1.3699934615142786,3.428769374934472e-05,5.043471382777686e-08
1,3,1.0,2,four_equal,0.25,0.08,0.5315460143456197,0.0035362418799530313,0.00017502770419773015
1,3,1.0,2,four_equal,0.25,0.04,0.5315460143456197,0.0008663838337308428,2.1313927887517503e-05
1,3,1.0,2,four_equal,0.25,0.02,0.5315460143456197,0.00021455163042841498,2.628651065962464e-06
1,3,1.0,2,four_equal,0.25,0.01,0.5315460143456197,5.3392778574409614e-05,3.2635208808081124e-07
1,3,1.0,2,four_equal,0.25,0.005,0.5315460143456197,1.3318205237222117e-05,4.065459404839588e-08
1,3,1.0,2,four_unequal,0.30000000000000004,0.08,0.587316827003731,0.0038993620405521,0.00018348131215797713
1,3,1.0,2,four_unequal,0.30000000000000004,0.04,0.587316827003731,0.00095643967859725,2.2426567851811056e-05
1,3,1.0,2,four_unequal,0.30000000000000004,0.02,0.587316827003731,0.0002369657288444451,2.7710345272809877e-06
1,3,1.0,2,four_unequal,0.30000000000000004,0.01,0.587316827003731,5.898326238666447e-05,3.4435023522255705e-07
1,3,1.0,2,four_unequal,0.30000000000000004,0.005,0.587316827003731,1.4714162055338534e-05,4.291667720653558e-08
1,3,1.5,1,one_step,1.0,0.08,1.6797226435591484,0.010985507435272348,0.00024216556903135204
1,3,1.5,1,one_step,1.0,0.04,1.6797226435591484,0.002716763776572642,3.0147639966311913e-05
1,3,1.5,1,one_step,1.0,0.02,1.6797226435591484,0.0006755255039887041,3.7589859265875862e-06
1,3,1.5,1,one_step,1.0,0.01,1.6797226435591484,0.00016842586183348477,4.692301283696249e-07
1,3,1.5,1,one_step,1.0,0.005,1.6797226435591484,4.204970431500034e-05,5.861203358398772e-08
1,3,1.5,1,four_equal,0.25,0.08,0.15018035737842841,0.0011365509216381114,0.0001944084235537486
1,3,1.5,1,four_equal,0.25,0.04,0.15018035737842841,0.00026162992661561484,2.3854849610717736e-05
1,3,1.5,1,four_equal,0.25,0.02,0.15018035737842841,6.270091914591294e-05,2.9523029710221423e-06
1,3,1.5,1,four_equal,0.25,0.01,0.15018035737842841,1.534412929954134e-05,3.6714380235867056e-07
1,3,1.5,1,four_equal,0.25,0.005,0.15018035737842841,3.7951119495540916e-06,4.5773205585589907e-08
1,3,1.5,1,four_unequal,0.30000000000000004,0.08,0.24767709532824614,0.001781721160353756,0.00020129541038280263
1,3,1.5,1,four_unequal,0.30000000000000004,0.04,0.24767709532824614,0.00042057530179521086,2.487590737111097e-05
1,3,1.5,1,four_unequal,0.30000000000000004,0.02,0.24767709532824614,0.00010208770886680946,3.0896711815971165e-06
1,3,1.5,1,four_unequal,0.30000000000000004,0.01,0.24767709532824614,2.5143533407856513e-05,3.849145179585833e-07
1,3,1.5,1,four_unequal,0.30000000000000004,0.005,0.24767709532824614,6.23882330315267e-06,4.803174773571002e-08
1,3,1.5,2,one_step,1.0,0.08,2.2433768486843864,0.014615667431286625,0.0003602984113293624
1,3,1.5,2,one_step,1.0,0.04,2.2433768486843864,0.003620495406438796,4.452103525971344e-05
1,3,1.5,2,one_step,1.0,0.02,2.2433768486843864,0.0009011629980494244,5.530267724975108e-06
1,3,1.5,2,one_step,1.0,0.01,2.2433768486843864,0.00022480954223425744,6.890327531231341e-07
1,3,1.5,2,one_step,1.0,0.005,2.2433768486843864,5.614311046596097e-05,8.598631285907608e-08
1,3,1.5,2,four_equal,0.25,0.08,0.7025841403032228,0.004713566327924098,0.0002789041941309776
1,3,1.5,2,four_equal,0.25,0.04,0.7025841403032228,0.001149734771680478,3.391424107322262e-05
1,3,1.5,2,four_equal,0.25,0.02,0.7025841403032228,0.0002841363198643221,4.178312743457076e-06
1,3,1.5,2,four_equal,0.25,0.01,0.7025841403032228,7.064012518281347e-05,5.184403036186031e-07
1,3,1.5,2,four_equal,0.25,0.005,0.7025841403032228,1.7611933936356793e-05,6.456349330712231e-08
1,3,1.5,2,four_unequal,0.30000000000000004,0.08,0.8052500796509368,0.005378432459289172,0.00029551930026842547
1,3,1.5,2,four_unequal,0.30000000000000004,0.04,0.8052500796509368,0.001315118281801104,3.616880577145526e-05
1,3,1.5,2,four_unequal,0.30000000000000004,0.02,0.8052500796509368,0.00032535102988416777,4.470607436980973e-06
1,3,1.5,2,four_unequal,0.30000000000000004,0.01,0.8052500796509368,8.092578703891924e-05,5.556111090846029e-07
1,3,1.5,2,four_unequal,0.30000000000000004,0.005,0.8052500796509368,2.0180998467557884e-05,6.92488073420774e-08
1,3,2.0,1,one_step,1.0,0.08,2.239630191412198,0.014647156636164133,0.0003194457260504082
1,3,2.0,1,one_step,1.0,0.04,2.239630191412198,0.003622765399238669,4.018614998485197e-05
1,3,2.0,1,one_step,1.0,0.02,2.239630191412198,0.0009007777494042034,5.0349484114700205e-06
1,3,2.0,1,one_step,1.0,0.01,2.239630191412198,0.00022457897707858275,6.299724756115516e-07
1,3,2.0,1,one_step,1.0,0.005,2.239630191412198,5.6067761198239305e-05,7.8780488145716e-08
1,3,2.0,1,four_equal,0.25,0.08,0.23948690919103946,0.001261277949037056,0.0002853313076907669
1,3,2.0,1,four_equal,0.25,0.04,0.23948690919103946,0.00034959410634098707,3.5107204662521e-05
1,3,2.0,1,four_equal,0.25,0.02,0.23948690919103946,9.162377449487832e-05,4.3495075898064075e-06
1,3,2.0,1,four_equal,0.25,0.01,0.23948690919103946,2.342917194490519e-05,5.411423742075419e-07
1,3,2.0,1,four_equal,0.25,0.005,0.23948690919103946,5.92235352601437e-06,6.74801910895756e-08
1,3,2.0,1,four_unequal,0.30000000000000004,0.08,0.14096900080237376,0.000821568848242428,0.0002818735248331397
1,3,2.0,1,four_unequal,0.30000000000000004,0.04,0.14096900080237376,0.0002130719819135612,3.5002677423768645e-05
1,3,2.0,1,four_unequal,0.30000000000000004,0.02,0.14096900080237376,5.469235810358256e-05,4.3565517370038935e-06
1,3,2.0,1,four_unequal,0.30000000000000004,0.01,0.14096900080237376,1.3877037841962109e-05,5.432676450122423e-07
1,3,2.0,1,four_unequal,0.30000000000000004,0.005,0.14096900080237376,3.4962612848822386e-06,6.782326218517057e-08
1,3,2.0,2,one_step,1.0,0.08,3.2428133646458535,0.021106727137247223,0.0005343469524472283
1,3,2.0,2,one_step,1.0,0.04,3.2428133646458535,0.005231235313750042,6.646122813586377e-05
1,3,2.0,2,one_step,1.0,0.02,3.2428133646458535,0.0013023779541182074,8.279588708452599e-06
1,3,2.0,2,one_step,1.0,0.01,3.2428133646458535,0.0003249322421471997,1.0329872472462235e-06
1,3,2.0,2,one_step,1.0,0.005,3.2428133646458535,8.115134037989973e-05,1.2899465238917718e-07
1,3,2.0,2,four_equal,0.25,0.08,0.8107033411614634,0.005505249330653098,0.00038938136749574147
1,3,2.0,2,four_equal,0.25,0.04,0.8107033411614634,0.0013345181142101,4.727779357447072e-05
1,3,2.0,2,four_equal,0.25,0.02,0.8107033411614634,0.0003288127004187041,5.817849910673817e-06
1,3,2.0,2,four_equal,0.25,0.01,0.8107033411614634,8.162771571070675e-05,7.213742015234726e-07
1,3,2.0,2,four_equal,0.25,0.005,0.8107033411614634,2.03366882832789e-05,8.980259080800675e-08
1,3,2.0,2,four_unequal,0.30000000000000004,0.08,0.9728440093937563,0.006549450642585628,0.0004163240690980926
1,3,2.0,2,four_unequal,0.30000000000000004,0.04,0.9728440093937563,0.0015950813179142049,5.107103260012591e-05
1,3,2.0,2,four_unequal,0.30000000000000004,0.02,0.9728440093937563,0.00039383091356241963,6.31709294033158e-06
1,3,2.0,2,four_unequal,0.30000000000000004,0.01,0.9728440093937563,9.786323476105078e-05,7.852977255436123e-07
1,3,2.0,2,four_unequal,0.30000000000000004,0.005,0.9728440093937563,2.4392961424151604e-05,9.788631254804948e-08
1,4,0.25,1,one_step,1.0,0.08,0.16267026254474443,0.001010200069399214,7.911551422793727e-05
1,4,0.25,1,one_step,1.0,0.04,0.16267026254474443,0.0002562680130208112,9.975048263979378e-06
1,4,0.25,1,one_step,1.0,0.02,0.16267026254474443,6.455864452213133e-05,1.2519704883892624e-06
1,4,0.25,1,one_step,1.0,0.01,0.16267026254474443,1.6202788944513755e-05,1.5680576617263054e-07
1,4,0.25,1,one_step,1.0,0.005,0.16267026254474443,4.058692307150476e-06,1.9619784349066463e-08
1,4,0.25,1,four_equal,0.25,0.08,0.08450201773520725,0.0005200527241040533,6.868098074554809e-05
1,4,0.25,1,four_equal,0.25,0.04,0.08450201773520725,0.00013237491475862515,8.703004554523875e-06
1,4,0.25,1,four_equal,0.25,0.02,0.08450201773520725,3.343247320421871e-05,1.0951343687348873e-06
1,4,0.25,1,four_equal,0.25,0.01,0.08450201773520725,8.403230202244205e-06,1.3734168769184996e-07
1,4,0.25,1,four_equal,0.25,0.005,0.08450201773520725,2.106620745243397e-06,1.7195704850060755e-08
1,4,0.25,1,four_unequal,0.30000000000000004,0.08,0.08971149929422574,0.000551184325583802,7.102389382786506e-05
1,4,0.25,1,four_unequal,0.30000000000000004,0.04,0.08971149929422574,0.0001404389803166693,8.992647412054957e-06
1,4,0.25,1,four_unequal,0.30000000000000004,0.02,0.08971149929422574,3.548274894259669e-05,1.1311248853828579e-06
1,4,0.25,1,four_unequal,0.30000000000000004,0.01,0.08971149929422574,8.920013629738464e-06,1.4182664944875013e-07
1,4,0.25,1,four_unequal,0.30000000000000004,0.005,0.08971149929422574,2.2363387990034977e-06,1.7755445866551977e-08
1,4,0.25,2,one_step,1.0,0.08,0.1724082071704586,0.0010692582851286462,8.849822015995093e-05
1,4,0.25,2,one_step,1.0,0.04,0.1724082071704586,0.00027141477071246985,1.1171586679978672e-05
1,4,0.25,2,one_step,1.0,0.02,0.1724082071704586,6.839790116679118e-05,1.4030070224395125e-06
1,4,0.25,2,one_step,1.0,0.01,0.1724082071704586,1.716948672249748e-05,1.7577669134490162e-07
1,4,0.25,2,one_step,1.0,0.005,0.1724082071704586,4.301247127492456e-06,2.1996843713073073e-08
1,4,0.25,2,four_equal,0.25,0.08,0.09424480915775435,0.0005794132383708344,7.80252863669506e-05
1,4,0.25,2,four_equal,0.25,0.04,0.09424480915775435,0.00014755550823347902,9.896750334075391e-06
1,4,0.25,2,four_equal,0.25,0.02,0.09424480915775435,3.7276393856751704e-05,1.2459663585455086e-06
1,4,0.25,2,four_equal,0.25,0.01,0.09424480915775435,9.370718531507797e-06,1.562967018273592e-07
1,4,0.25,2,four_equal,0.25,0.005,0.09424480915775435,2.349332753847828e-06,1.9571398702139956e-08
1,4,0.25,2,four_unequal,0.30000000000000004,0.08,0.09945390050794634,0.0006105306733591168,8.037475900653736e-05
1,4,0.25,2,four_unequal,0.30000000000000004,0.04,0.09945390050794634,0.0001556176897202999,1.0187024357501517e-05
1,4,0.25,2,four_unequal,0.30000000000000004,0.02,0.09945390050794634,3.932637227535162e-05,1.2820236959534193e-06
1,4,0.25,2,four_unequal,0.30000000000000004,0.01,0.09945390050794634,9.887446414871962e-06,1.607892519688575e-07
1,4,0.25,2,four_unequal,0.30000000000000004,0.005,0.09945390050794634,2.479039061144159e-06,2.0132040191851597e-08
1,4,0.5,1,one_step,1.0,0.08,0.32534052508948885,0.002019424195005035,0.00015290569361739684
1,4,0.5,1,one_step,1.0,0.04,0.32534052508948885,0.0005124459523967765,1.933271616755396e-05
1,4,0.5,1,one_step,1.0,0.02,0.32534052508948885,0.00012910785482902237,2.429763199187657e-06
1,4,0.5,1,one_step,1.0,0.01,0.32534052508948885,3.240450729052663e-05,3.0452559314619936e-07
1,4,0.5,1,one_step,1.0,0.005,0.32534052508948885,8.117257412845456e-06,3.811543842085369e-08
1,4,0.5,1,four_equal,0.25,0.08,0.13977709098749203,0.0008612577645793707,0.0001223648202120653
1,4,0.5,1,four_equal,0.25,0.04,0.13977709098749203,0.00021901205305127993,1.558455057765921e-05
1,4,0.5,1,four_equal,0.25,0.02,0.13977709098749203,5.530178625822709e-05,1.9659735762123945e-06
1,4,0.5,1,four_equal,0.25,0.01,0.13977709098749203,1.3899667575819897e-05,2.46859967794813e-07
1,4,0.5,1,four_equal,0.25,0.005,0.13977709098749203,3.4845519196354045e-06,3.0926879251241567e-08
1,4,0.5,1,four_unequal,0.30000000000000004,0.08,0.15214578795616077,0.0009340405698833863,0.00012893741361522467
1,4,0.5,1,four_unequal,0.30000000000000004,0.04,0.15214578795616077,0.00023801780162996204,1.639887059227414e-05
1,4,0.5,1,four_unequal,0.30000000000000004,0.02,0.15214578795616077,6.015226541580272e-05,2.0672606203745266e-06
1,4,0.5,1,four_unequal,0.30000000000000004,0.01,0.15214578795616077,1.5124482552600244e-05,2.594878523289331e-07
1,4,0.5,1,four_unequal,0.30000000000000004,0.005,0.15214578795616077,3.792267088949481e-06,3.250325380948473e-08
1,4,0.5,2,one_step,1.0,0.08,0.3642936329164213,0.0022545025189354864,0.0001909928248116701
1,4,0.5,2,one_step,1.0,0.04,0.3642936329164213,0.0005728982092939351,2.4193409972998076e-05
1,4,0.5,2,one_step,1.0,0.02,0.3642936329164213,0.00014444880738506973,3.0435118861849122e-06
1,4,0.5,2,one_step,1.0,0.01,0.3642936329164213,3.626938659051261e-05,3.8162640165723545e-07
1,4,0.5,2,one_step,1.0,0.005,0.3642936329164213,9.087256249197552e-06,4.777682893784854e-08
1,4,0.5,2,four_equal,0.25,0.08,0.17874675235544513,0.0010976287658708487,0.0001601871067402488
1,4,0.5,2,four_equal,0.25,0.04,0.17874675235544513,0.0002796037944017236,2.042119857270254e-05
1,4,0.5,2,four_equal,0.25,0.02,0.17874675235544513,7.066108542749279e-05,2.5773647432319657e-06
1,4,0.5,2,four_equal,0.25,0.01,0.17874675235544513,1.7767512187700192e-05,3.237092715243819e-07
1,4,0.5,2,four_equal,0.25,0.005,0.17874675235544513,4.45511843470633e-06,4.055961603675469e-08
1,4,0.5,2,four_unequal,0.30000000000000004,0.08,0.19111379402294335,0.0011703570373762214,0.00016684319838170233
1,4,0.5,2,four_unequal,0.30000000000000004,0.04,0.19111379402294335,0.0002986018478516491,2.1244674100254558e-05
1,4,0.5,2,four_unequal,0.30000000000000004,0.02,0.19111379402294335,7.551031239286677e-05,2.6797154037951704e-06
1,4,0.5,2,four_unequal,0.30000000000000004,0.01,0.19111379402294335,1.8992090831121555e-05,3.3646503293671084e-07
1,4,0.5,2,four_unequal,0.30000000000000004,0.005,0.19111379402294335,4.762783568818377e-06,4.215165697251546e-08
1,4,1.0,1,one_step,1.0,0.08,0.6506810501789777,0.004035203535800438,0.0002849860342249833
1,4,1.0,1,one_step,1.0,0.04,0.6506810501789777,0.0010245454932329733,3.624253738716527e-05
1,4,1.0,1,one_step,1.0,0.02,0.6506810501789777,0.0002581787733391818,4.5679391187323436e-06
1,4,1.0,1,one_step,1.0,0.01,0.6506810501789777,6.48047801978106e-05,5.733068080175273e-07
1,4,1.0,1,one_step,1.0,0.005,0.6506810501789777,1.623400895899071e-05,7.180679821141403e-08
1,4,1.0,1,four_equal,0.25,0.08,0.16267026254474443,0.001017076337340175,0.00017643382917160405
1,4,1.0,1,four_equal,0.25,0.04,0.16267026254474443,0.0002562876524720909,2.2843192803215594e-05
1,4,1.0,1,four_equal,0.25,0.02,0.16267026254474443,6.450298859342097e-05,2.904934108508559e-06
1,4,1.0,1,four_equal,0.25,0.01,0.16267026254474443,1.6192031001109683e-05,3.662170618883527e-07
1,4,1.0,1,four_equal,0.25,0.005,0.16267026254474443,4.05710486340283e-06,4.597099423395648e-08
1,4,1.0,1,four_unequal,0.30000000000000004,0.08,0.19520431505369332,0.0012025586418318527,0.0001977163504112967
1,4,1.0,1,four_unequal,0.30000000000000004,0.04,0.19520431505369332,0.00030555030794168433,2.5498067435621054e-05
1,4,1.0,1,four_unequal,0.30000000000000004,0.02,0.19520431505369332,7.71721901685808e-05,3.2361789157001133e-06
1,4,1.0,1,four_unequal,0.30000000000000004,0.01,0.19520431505369332,1.9402713484935417e-05,4.075754556884447e-07
1,4,1.0,1,four_unequal,0.30000000000000004,0.005,0.19520431505369332,4.86513781811688e-06,5.1137564741011585e-08
1,4,1.0,2,one_step,1.0,0.08,0.8065025750876733,0.004966239285723781,0.0004421605076583293
1,4,1.0,2,one_step,1.0,0.04,0.8065025750876733,0.001265269861092887,5.631805106035156e-05
1,4,1.0,2,one_step,1.0,0.02,0.8065025750876733,0.000319413021074358,7.103620344477476e-06
1,4,1.0,2,one_step,1.0,0.01,0.8065025750876733,8.024881842568113e-05,8.91886027393272e-07
1,4,1.0,2,one_step,1.0,0.005,0.8065025750876733,2.0112199432607344e-05,1.1172967189446395e-07
1,4,1.0,2,four_equal,0.25,0.08,0.318522990038239,0.001953840227555994,0.0003297132531199805
1,4,1.0,2,four_equal,0.25,0.04,0.318522990038239,0.0004976028147702773,4.24950565673384e-05
1,4,1.0,2,four_equal,0.25,0.02,0.318522990038239,0.00012580759149963922,5.392006565235276e-06
1,4,1.0,2,four_equal,0.25,0.01,0.318522990038239,3.164580556957399e-05,6.79004532073365e-07
1,4,1.0,2,four_equal,0.25,0.005,0.318522990038239,7.936863484589901e-06,8.518806874225242e-08
1,4,1.0,2,four_unequal,0.30000000000000004,0.08,0.35105226352838975,0.0021391706249292725,0.0003528384972900055
1,4,1.0,2,four_unequal,0.30000000000000004,0.04,0.35105226352838975,0.000546834316208463,4.5358946560887894e-05
1,4,1.0,2,four_unequal,0.30000000000000004,0.02,0.35105226352838975,0.00013847122243745798,5.748042720964574e-06
1,4,1.0,2,four_unequal,0.30000000000000004,0.01,0.35105226352838975,3.485550139388369e-05,7.233784129883172e-07
1,4,1.0,2,four_unequal,0.30000000000000004,0.005,0.35105226352838975,8.744709963457508e-06,9.072636434008158e-08
1,4,1.5,1,one_step,1.0,0.08,0.9760215752684664,0.006047851565350061,0.0003973187243938504
1,4,1.5,1,one_step,1.0,0.04,0.9760215752684664,0.0015363262765563555,5.0836144258696364e-05
1,4,1.5,1,one_step,1.0,0.02,0.9760215752684664,0.00038721435342353776,6.42633137506822e-06
1,4,1.5,1,one_step,1.0,0.01,0.9760215752684664,9.720091464707434e-05,8.077298548143757e-07
1,4,1.5,1,one_step,1.0,0.005,0.9760215752684664,2.4350260512290975e-05,1.0124197380092736e-07
1,4,1.5,1,four_equal,0.25,0.08,0.06903087047119201,0.0004886811840589882,0.00016271900680319453
1,4,1.5,1,four_equal,0.25,0.04,0.06903087047119201,0.00011428127271445617,2.1568772913090925e-05
1,4,1.5,1,four_equal,0.25,0.02,0.06903087047119201,2.7931804009455202e-05,2.775556300769504e-06
1,4,1.5,1,four_equal,0.25,0.01,0.06903087047119201,6.932003610947372e-06,3.519899850762168e-07
1,4,1.5,1,four_equal,0.25,0.005,0.06903087047119201,1.7286659855666553e-06,4.431649974901396e-08
1,4,1.5,1,four_unequal,0.30000000000000004,0.08,0.12935531330459793,0.0008216420053404429,0.00019602587056996132
1,4,1.5,1,four_unequal,0.30000000000000004,0.04,0.12935531330459793,0.0002045255816058317,2.597525067675057e-05
1,4,1.5,1,four_unequal,0.30000000000000004,0.02,0.12935531330459793,5.131615372349589e-05,3.3400036977363897e-06
1,4,1.5,1,four_unequal,0.30000000000000004,0.01,0.12935531330459793,1.2874239997749466e-05,4.2334723749639744e-07
1,4,1.5,1,four_unequal,0.30000000000000004,0.005,0.12935531330459793,3.2257032033239454e-06,5.32846101674382e-08
1,4,1.5,2,one_step,1.0,0.08,1.3266368618774758,0.008121709255035461,0.00076290069792062
1,4,1.5,2,one_step,1.0,0.04,1.3266368618774758,0.00207549889517517,9.753579901890868e-05
1,4,1.5,2,one_step,1.0,0.02,1.3266368618774758,0.0005246974798087339,1.2324441289296177e-05
1,4,1.5,2,one_step,1.0,0.01,1.3266368618774758,0.000131914731009451,1.5487096748409547e-06
1,4,1.5,2,one_step,1.0,0.005,1.3266368618774758,3.307203080608125e-05,1.9409415369170353e-07
1,4,1.5,2,four_equal,0.25,0.08,0.419331272962476,0.002575448904770967,0.0004944902092712539
1,4,1.5,2,four_equal,0.25,0.04,0.419331272962476,0.0006548532372381656,6.453213066331567e-05
1,4,1.5,2,four_equal,0.25,0.02,0.419331272962476,0.00016554454209925134,8.237735714716363e-06
1,4,1.5,2,four_equal,0.25,0.01,0.419331272962476,4.164789106842937e-05,1.0404359440896908e-06
1,4,1.5,2,four_equal,0.25,0.005,0.419331272962476,1.0446875420747833e-05,1.3072467424696882e-07
1,4,1.5,2,four_unequal,0.30000000000000004,0.08,0.4798171582171012,0.0029090233714302205,0.0005476445187920435
1,4,1.5,2,four_unequal,0.30000000000000004,0.04,0.4798171582171012,0.0007450295422656873,7.112061068645217e-05
1,4,1.5,2,four_unequal,0.30000000000000004,0.02,0.4798171582171012,0.00018892353063198428,9.056845500951527e-06
1,4,1.5,2,four_unequal,0.30000000000000004,0.01,0.4798171582171012,4.759530183416497e-05,1.1425159592231748e-06
1,4,1.5,2,four_unequal,0.30000000000000004,0.005,0.4798171582171012,1.194642590747064e-05,1.4346442002839943e-07
1,4,2.0,1,one_step,1.0,0.08,1.3013621003579554,0.008057873971807244,0.00049122505246062
1,4,2.0,1,one_step,1.0,0.04,1.3013621003579554,0.0020478157647465483,6.324637525522746e-05
1,4,2.0,1,one_step,1.0,0.02,1.3013621003579554,0.0005162161876909714,8.01976912479807e-06
1,4,2.0,1,one_step,1.0,0.01,1.3013621003579554,0.00012959300640884438,1.0095447296142994e-06
1,4,2.0,1,one_step,1.0,0.005,1.3013621003579554,3.246601794280828e-05,1.266334596620892e-07
1,4,2.0,1,four_equal,0.25,0.08,0.14309967362536605,0.0007117884099922538,0.00020850644041627434
1,4,2.0,1,four_equal,0.25,0.04,0.14309967362536605,0.00020452818568973246,2.5469031410144582e-05
1,4,2.0,1,four_equal,0.25,0.02,0.14309967362536605,5.425649795108988e-05,3.150989910599811e-06
1,4,2.0,1,four_equal,0.25,0.01,0.14309967362536605,1.394152450401546e-05,3.920305608254355e-07
1,4,2.0,1,four_equal,0.25,0.005,0.14309967362536605,3.531717972433345e-06,4.8895708977813256e-08
1,4,2.0,1,four_unequal,0.30000000000000004,0.08,0.04856276068348418,0.000203052261856592,0.00015905104492479574
1,4,2.0,1,four_unequal,0.30000000000000004,0.04,0.04856276068348418,6.313739032500398e-05,2.123477480563131e-05
1,4,2.0,1,four_unequal,0.30000000000000004,0.02,0.04856276068348418,1.7523795235847603e-05,2.7486714647980625e-06
1,4,2.0,1,four_unequal,0.30000000000000004,0.01,0.04856276068348418,4.613126744972279e-06,3.49768182679111e-07
1,4,2.0,1,four_unequal,0.30000000000000004,0.005,0.04856276068348418,1.1833189412492275e-06,4.411629834951038e-08
1,4,2.0,2,one_step,1.0,0.08,1.924703278382538,0.011707319424096883,0.0011640978262415895
1,4,2.0,2,one_step,1.0,0.04,1.924703278382538,0.003001951126879126,0.00014915925646888435
1,4,2.0,2,one_step,1.0,0.02,1.924703278382538,0.0007601045612746525,1.8866353697430643e-05
1,4,2.0,2,one_step,1.0,0.01,1.924703278382538,0.00019124314089967004,2.3718870297303406e-06
1,4,2.0,2,one_step,1.0,0.005,1.924703278382538,4.796386254981626e-05,2.9732696678246864e-07
1,4,2.0,2,four_equal,0.25,0.08,0.4811758195956345,0.002969343617196899,0.0006411933031127707
1,4,2.0,2,four_equal,0.25,0.04,0.4811758195956345,0.0007522232563847417,8.490711732537025e-05
1,4,2.0,2,four_equal,0.25,0.02,0.4811758195956345,0.00018997782675258244,1.0914861071546372e-05
1,4,2.0,2,four_equal,0.25,0.01,0.4811758195956345,4.7786867715474654e-05,1.383283366977467e-06
1,4,2.0,2,four_equal,0.25,0.005,0.4811758195956345,1.1986818408743436e-05,1.7409515229920096e-07
1,4,2.0,2,four_unequal,0.30000000000000004,0.08,0.5774109835147615,0.0034825538289637837,0.0007411148054155461
1,4,2.0,2,four_unequal,0.30000000000000004,0.04,0.5774109835147615,0.0008935240666441785,9.731571977006014e-05
1,4,2.0,2,four_unequal,0.30000000000000004,0.02,0.5774109835147615,0.00022690827068669634,1.2458233988900731e-05
1,4,2.0,2,four_unequal,0.30000000000000004,0.01,0.5774109835147615,5.721658878362147e-05,1.5756400233375911e-06
1,4,2.0,2,four_unequal,0.30000000000000004,0.005,0.5774109835147615,1.4368587990775597e-05,1.9810178414545104e-07
1,5,0.25,1,one_step,1.0,0.08,0.2258058999409568,0.0014939383643932296,4.912567905348692e-05
1,5,0.25,1,one_step,1.0,0.04,0.2258058999409568,0.00036733361748341625,6.084520596418028e-06
1,5,0.25,1,one_step,1.0,0.02,0.2258058999409568,9.107448372143945e-05,7.569963650318416e-07
1,5,0.25,1,one_step,1.0,0.01,0.2258058999409568,2.267439127722278e-05,9.439985172203638e-08
1,5,0.25,1,one_step,1.0,0.005,0.2258058999409568,5.656859218499e-06,1.1785888394015503e-08
1,5,0.25,1,four_equal,0.25,0.08,0.1159186947945732,0.0007849424445493176,4.308964049566148e-05
1,5,0.25,1,four_equal,0.25,0.04,0.1159186947945732,0.00019080587275220804,5.339778482375017e-06
1,5,0.25,1,four_equal,0.25,0.02,0.1159186947945732,4.7031507730743216e-05,6.645355421254646e-07
1,5,0.25,1,four_equal,0.25,0.01,0.1159186947945732,1.1674686973991504e-05,8.288247871229335e-08
1,5,0.25,1,four_equal,0.25,0.005,0.1159186947945732,2.908307891810344e-06,1.0348754852456172e-08
1,5,0.25,1,four_unequal,0.30000000000000004,0.08,0.12315602516758777,0.0008324378818248199,4.424445858951664e-05
