direction,state,alpha,m,h,predicted_coefficient,estimated_coefficient,raw_error,corrected_error
-1,2,2.0,2,0.005,0.0,9.587980099167667e-05,9.711013479511207e-08,9.711013479511207e-08
-1,3,0.25,1,0.08,0.09375,0.09461643801406754,0.00029281604604060183,1.7147571801252062e-05
-1,3,0.25,1,0.04,0.09375,0.09406130175393287,7.268465837608779e-05,2.1698691145722023e-06
-1,3,0.25,1,0.02,0.09375,0.09387459656254177,1.812915399432176e-05,2.731261549011227e-07
-1,3,0.25,1,0.01,0.09375,0.09380446333781875,4.5285213272642505e-06,3.426672875205799e-08
-1,3,0.25,1,0.005,0.09375,0.09377526404365848,1.1317538083703201e-06,4.291455405371757e-09
-1,3,0.25,2,0.08,0.109375,0.11121075416422414,0.0003441687562665549,2.0652292138034136e-05
-1,3,0.25,2,0.04,0.109375,0.11014080531957805,8.51100345857945e-05,2.598330753559691e-06
-1,3,0.25,2,0.02,0.109375,0.10971926551730408,2.11891120472689e-05,3.2616601390036606e-07
-1,3,0.25,2,0.01,0.109375,0.10953739618416322,5.2880488581710354e-06,4.086708435338351e-08
-1,3,0.25,2,0.005,0.109375,0.10945375429209259,1.3209742992000946e-06,5.114735468727661e-09
-1,3,0.5,1,0.08,0.125,0.12554295832495901,0.00038878034086504065,2.6555442824087118e-05
-1,3,0.5,1,0.04,0.125,0.1250425944228384,9.664174261032536e-05,3.3830752415934297e-06
-1,3,0.5,1,0.02,0.125,0.1249629029214105,2.4134024027842314e-05,4.273876777577975e-07
-1,3,0.5,1,0.01,0.125,0.12496670697935852,6.032982742336002e-06,5.37214952412989e-08
-1,3,0.5,1,0.005,0.125,0.1249796491748918,1.5083571505557974e-06,6.7343340103176925e-09
-1,3,0.5,2,0.08,0.1875,0.19190254383752753,0.0005941294554148922,4.0555201700020625e-05
-1,3,0.5,2,0.04,0.1875,0.1893526903555444,0.0001463368181140161,5.085234469273111e-06
-1,3,0.5,2,0.02,0.1875,0.18833780746899778,3.637311327472167e-05,6.375107195734618e-07
-1,3,0.5,2,0.01,0.1875,0.1878965948901428,9.071003114044236e-06,7.983279059796728e-08
-1,3,0.5,2,0.005,0.1875,0.1876926983932542,2.2652280677626627e-06,9.98898017557567e-09
-1,3,1.0,1,0.08,0.0,-0.007561132749371047,3.0018882009347407e-05,3.0018882009347407e-05
-1,3,1.0,1,0.04,0.0,-0.0041133363386766045,4.015613155811492e-06,4.015613155811492e-06
-1,3,1.0,1,0.02,0.0,-0.0021421453209883533,5.188995133943761e-07,5.188995133943761e-07
-1,3,1.0,1,0.01,0.0,-0.0010927293672981623,6.593706230958169e-08,6.593706230958169e-08
-1,3,1.0,1,0.005,0.0,-0.0005518148959115325,8.309776250493637e-09,8.309776250493637e-09
-1,3,1.0,2,0.08,0.25,0.25773344682621446,0.000799006395160796,7.00299854505285e-05
-1,3,1.0,2,0.04,0.25,0.2530632277482283,0.000195648356146589,8.786913158398498e-06
-1,3,1.0,2,0.02,0.25,0.25132719571756534,4.8542946367937416e-05,1.103081285580334e-06
-1,3,1.0,2,0.01,0.25,0.25061204894479544,1.2099002488050126e-05,1.3826522789987312e-07
-1,3,1.0,2,0.005,0.25,0.2502930815516907,3.0207601276727032e-06,1.7309605336871932e-08
-1,3,1.5,1,0.08,-0.375,-0.407264174672223,0.0012586940052751446,0.00010479887025688603
-1,3,1.5,1,0.04,-0.375,-0.391269282320625,0.0003022411914373038,1.3176846770555435e-05
-1,3,1.5,1,0.02,-0.375,-0.38317186184771196,7.399181873602836e-05,1.6524974071392023e-06
-1,3,1.5,1,0.01,-0.375,-0.3790956221247141,1.830087005466457e-05,2.0691849889037994e-07
-1,3,1.5,1,0.005,-0.375,-0.3770502833228912,4.550513855307993e-06,2.5887705176821862e-08
-1,3,1.5,2,0.08,0.1875,0.1893181859431503,0.000589541373776745,7.392473978482764e-05
-1,3,1.5,2,0.04,0.1875,0.18723297497633973,0.0001449360409817239,9.595946866921515e-06
-1,3,1.5,2,0.02,0.1875,0.18706571109152692,3.614296815249535e-05,1.2266187237460493e-06
-1,3,1.5,2,0.01,0.1875,0.1872068126518003,9.038693913606858e-06,1.5517378736824504e-07
-1,3,1.5,2,0.005,0.1875,0.18733428903848656,2.2609650537296153e-06,1.95167953229685e-08
-1,3,2.0,1,0.08,-1.0,-1.0818009501125103,0.0033451085314191633,0.0002872776428351832
-1,3,2.0,1,0.04,-1.0,-1.040298027132902,0.0008037042280091562,3.549803513696412e-05
-1,3,2.0,1,0.02,-1.0,-1.020000798949023,0.00019697292366019128,4.412186092772546e-06
-1,3,2.0,1,0.01,-1.0,-1.009963741327162,4.875653490953468e-05,5.499826450745455e-07
-1,3,2.0,1,0.005,-1.0,-1.004972761037288,1.2128762548585641e-05,6.865243810251642e-08
-1,3,2.0,2,0.08,0.0,-0.02180992069523436,8.54772402598414e-05,8.54772402598414e-05
-1,3,2.0,2,0.04,0.0,-0.012109886132442073,1.1751216033398063e-05,1.1751216033398063e-05
-1,3,2.0,2,0.02,0.0,-0.006367362629431276,1.537916305727638e-06,1.537916305727638e-06
-1,3,2.0,2,0.01,0.0,-0.0032632223199397813,1.9662754949917476e-07,1.9662754949917476e-07
-1,3,2.0,2,0.005,0.0,-0.001651678265194243,2.4855043756606853e-08,2.4855043756606853e-08
-1,4,0.25,1,0.08,0.09375,0.09318278139751253,0.00037798545285455464,5.8731014134195114e-05
-1,4,0.25,1,0.04,0.09375,0.09350796652892208,9.395992997236175e-05,7.300495204855017e-06
-1,4,0.25,1,0.02,0.09375,0.09363961473062483,2.346964525346304e-05,9.098017193365855e-07
-1,4,0.25,1,0.01,0.09375,0.0936974952754845,5.867727008767196e-06,1.1354634995237882e-07
-1,4,0.25,1,0.005,0.09375,0.09372442339093646,1.4671473016444822e-06,1.4181917041082596e-08
-1,4,0.25,2,0.08,0.109375,0.10851732027617528,0.0004400153347067313,6.730968502369516e-05
-1,4,0.25,2,0.04,0.109375,0.10899343973401289,0.00010950840761491302,8.359652729545259e-06
-1,4,0.25,2,0.02,0.109375,0.10919644358852267,2.7368007574465946e-05,1.0413587746512564e-06
-1,4,0.25,2,0.01,0.109375,0.1092888294273347,6.84407220714011e-06,1.2993818994748553e-07
-1,4,0.25,2,0.005,0.109375,0.1093326981565593,1.7114736757337975e-06,1.622758376070089e-08
-1,4,0.5,1,0.08,0.125,0.12424307290776042,0.0005085343756550572,0.00010366030904524227
-1,4,0.5,1,0.04,0.125,0.12467451542784151,0.00012555767915006726,1.284998973591394e-05
-1,4,0.5,1,0.02,0.125,0.12485089330200014,3.1309715313635054e-05,1.599033656497638e-06
-1,4,0.5,1,0.01,0.125,0.12492890515618843,7.824644314316281e-06,1.9941301033954679e-07
-1,4,0.5,1,0.005,0.125,0.12496532344184283,1.956254451998837e-06,2.489701495839168e-08
-1,4,0.5,2,0.08,0.1875,0.18561868766621312,0.0007564494797724257,0.00013790766133915176
-1,4,0.5,2,0.04,0.1875,0.1866462993999931,0.0001877583122345744,1.7076615632859507e-05
-1,4,0.5,2,0.02,0.1875,0.18709607360748484,4.6906168523420385e-05,2.1238607010073884e-06
-1,4,0.5,2,0.01,0.1875,0.18730392032427456,1.1730538853256858e-05,2.647942300466984e-07
-1,4,0.5,2,0.005,0.1875,0.18740345035210002,2.9336328765125307e-06,3.305567847985235e-08
-1,4,1.0,1,0.08,0.0,0.0008564864842213038,0.00013841838090523898,0.00013841838090523898
-1,4,1.0,1,0.04,0.0,0.00028268071151725077,1.69927787775218e-05,1.69927787775218e-05
-1,4,1.0,1,0.02,0.0,0.00010371615062243687,2.103667913931303e-06,2.103667913931303e-06
-1,4,1.0,1,0.01,0.0,4.230545417187121e-05,2.616486235846515e-07,2.616486235846515e-07
-1,4,1.0,1,0.005,0.0,1.8746792639615127e-05,3.2623194319545875e-08,3.2623194319545875e-08
-1,4,1.0,2,0.08,0.25,0.24663229781225993,0.0010256346101660521,0.00027452421352463396
-1,4,1.0,2,0.04,0.25,0.24840238602757161,0.0002511281790879778,3.37928271493511e-05
-1,4,1.0,2,0.02,0.25,0.2492257281105094,6.255865983789642e-05,4.189375769266158e-06
-1,4,1.0,2,0.01,0.25,0.24961938962769295,1.5637957908037426e-05,5.214380302996477e-07
-1,4,1.0,2,0.005,0.25,0.24981137630376551,3.910864943877068e-06,6.503816414971308e-08
-1,4,1.5,1,0.08,-0.375,-0.36818090665529696,0.001477357296550553,8.127194528341436e-05
-1,4,1.5,1,0.04,-0.375,-0.3725069270273253,0.000373285594679083,9.339119312141357e-06
-1,4,1.5,1,0.02,-0.375,-0.37399286727544645,9.367274944971945e-05,1.1168856914594268e-06
-1,4,1.5,1,0.01,-0.375,-0.3745575209721661,2.3452342838227254e-05,1.365036434335123e-07
-1,4,1.5,1,0.005,-0.375,-0.37479418307635914,5.866718356536634e-06,1.68707919977621e-08
-1,4,1.5,2,0.08,0.1875,0.18535075645355642,0.0008346023746551017,0.0003807587271741646
-1,4,1.5,2,0.04,0.1875,0.18626596807673912,0.00019231701070340982,4.655531651063149e-05
-1,4,1.5,2,0.02,0.1875,0.18684467043925565,4.7146856630767635e-05,5.749931423124712e-06
-1,4,1.5,2,0.01,0.1875,0.18716300512706555,1.1740461314519493e-05,7.142606164661947e-07
-1,4,1.5,2,0.005,0.1875,0.18732920452306076,2.9336339201931883e-06,8.899826216002588e-08
-1,4,2.0,1,0.08,-1.0,-0.9804950342542722,0.00393056818963177,0.00013472110867374093
-1,4,2.0,1,0.04,-1.0,-0.9929159480217299,0.000994809102052946,1.6211815807463875e-05
-1,4,2.0,1,0.02,-1.0,-0.9971614584337343,0.00024974590780134945,2.0057416971728185e-06
-1,4,2.0,1,0.01,-1.0,-0.9987609588239484,6.253531700910569e-05,2.5011197239664643e-07
-1,4,2.0,1,0.005,-1.0,-0.9994260663447179,1.564415587349698e-05,3.124925541100609e-08
-1,4,2.0,2,0.08,0.0,0.004374085856830604,0.000428174160753761,0.000428174160753761
-1,4,2.0,2,0.04,0.0,0.00131815404807965,5.182926481682773e-05,5.182926481682773e-05
-1,4,2.0,2,0.02,0.0,0.0004307997495364111,6.365464499058785e-06,6.365464499058785e-06
-1,4,2.0,2,0.01,0.0,0.00015707697358297506,7.883881204335877e-07,7.883881204335877e-07
-1,4,2.0,2,0.005,0.0,6.381032667180774e-05,9.80859003146377e-08,9.80859003146377e-08
-1,5,0.25,1,0.08,0.09375,0.08357228242070444,0.0003231337073180193,4.77892310052226e-05
-1,5,0.25,1,0.04,0.09375,0.08867078225912464,8.547313821278903e-05,5.965459716353927e-06
-1,5,0.25,1,0.02,0.09375,0.09121324127966031,2.1967583333320986e-05,7.450957025385301e-07
-1,5,0.25,1,0.01,0.09375,0.09248239118723339,5.567515626551755e-06,9.309776681803212e-08
-1,5,0.25,1,0.005,0.09375,0.09311639567109638,1.4013723607264145e-06,1.1634689262078676e-08
-1,5,0.25,2,0.08,0.109375,0.09776271121600864,0.00037777130949250085,5.3375653887045296e-05
-1,5,0.25,2,0.04,0.109375,0.10357660774724407,9.982801491408721e-05,6.6642855275658015e-06
-1,5,0.25,2,0.02,0.109375,0.10647824823751961,2.564316117891823e-05,8.324881776832598e-07
-1,5,0.25,2,0.01,0.109375,0.10792730316627812,6.497262137221805e-06,1.0402438279900769e-07
-1,5,0.25,2,0.005,0.109375,0.10865133013167344,1.6351651318581529e-06,1.3000677661129931e-08
-1,5,0.5,1,0.08,0.125,0.10714774736246578,0.0004159747931763053,8.57740095213973e-05
-1,5,0.5,1,0.04,0.125,0.11609742756557542,0.00011200383247624681,1.0693507823208038e-05
-1,5,0.5,1,0.02,0.125,0.12055562590893035,2.9039813101196834e-05,1.3347099632924931e-06
-1,5,0.5,1,0.01,0.125,0.12277967564739414,7.391769315897083e-06,1.6670797730515652e-07
-1,5,0.5,1,0.005,0.125,0.12389032074451618,1.8645306872295564e-06,2.0830095032138467e-08
-1,5,0.5,2,0.08,0.1875,0.16396143301481594,0.0006343940898804423,0.00010792299333207927
-1,5,0.5,2,0.04,0.1875,0.1757528900021007,0.00016943669682136246,1.3460619256932953e-05
-1,5,0.5,2,0.02,0.1875,0.18163345674568637,4.374539568502971e-05,1.6804981668902873e-06
-1,5,0.5,2,0.01,0.1875,0.18456867951463637,1.111125760534036e-05,2.0992452563088874e-07
-1,5,0.5,2,0.005,0.1875,0.18603485323556204,2.7997701948347424e-06,2.6231698526680235e-08
-1,5,1.0,1,0.08,0.0,-0.023902253538215977,0.0001297097409805836,0.0001297097409805836
-1,5,1.0,1,0.04,0.0,-0.011929035806816403,1.6108687068307852e-05,1.6108687068307852e-05
-1,5,1.0,1,0.02,0.0,-0.0059575925972366805,2.0064161848556636e-06,2.0064161848556636e-06
-1,5,1.0,1,0.01,0.0,-0.0029768785833605674,2.503341046259622e-07,2.503341046259622e-07
-1,5,1.0,1,0.005,0.0,-0.0014879358763006023,3.126188547504276e-08,3.126188547504276e-08
-1,5,1.0,2,0.08,0.25,0.20376598766485451,0.000794325254514189,0.00021537532432756255
-1,5,1.0,2,0.04,0.25,0.2269492480039078,0.00021910436339870088,2.6792770091267905e-05
-1,5,1.0,2,0.02,0.25,0.23849590617676097,5.7458279889465924e-05,3.340178423902936e-06
-1,5,1.0,2,0.01,0.25,0.2442539178166738,1.4705453552101684e-05,4.169348961030413e-07
-1,5,1.0,2,0.005,0.25,0.24712853400621496,3.7192779115035477e-06,5.207915417333209e-08
-1,5,1.5,1,0.08,-0.375,-0.38951925267635606,0.00150591918609202,0.000137285170667928
-1,5,1.5,1,0.04,-0.375,-0.3823561325220114,0.00036858917917824153,1.6816253988681344e-05
-1,5,1.5,1,0.02,-0.375,-0.3787053488686826,9.120863741708413e-05,2.0790696102996957e-06
-1,5,1.5,1,0.01,-0.375,-0.3768598994012764,2.2687428737118258e-05,2.584041996306096e-07
-1,5,1.5,1,0.005,-0.375,-0.37593180699208084,5.657665299133458e-06,3.220668448301208e-08
-1,5,1.5,2,0.08,0.1875,0.12365790261650865,0.0005143095551511826,0.00031311654203802634
-1,5,1.5,2,0.04,0.1875,0.15569442377666168,0.00015183853594210025,3.879925306876292e-05
-1,5,1.5,2,0.02,0.1875,0.17163416983002636,4.143333115319145e-05,4.826822393938111e-06
-1,5,1.5,2,0.01,0.1875,0.17957744918081936,1.081644471408051e-05,6.018453590607286e-07
-1,5,1.5,2,0.005,0.1875,0.1835414633072609,2.7625892272522553e-06,7.513431045036321e-08
-1,5,2.0,1,0.08,-1.0,-0.986004206310047,0.003802074920798345,0.00016776964330801082
-1,5,2.0,1,0.04,-1.0,-0.9934338206788623,0.0009570302221549934,1.9882989548954785e-05
-1,5,2.0,1,0.02,-1.0,-0.9968453552177566,0.00024004351015846436,2.410303185827506e-06
-1,5,2.0,1,0.01,-1.0,-0.998457463889847,6.010585744615132e-05,2.9637105646708607e-07
-1,5,2.0,1,0.005,-1.0,-0.9992377690484969,1.5038083322764348e-05,3.673200668921022e-08
-1,5,2.0,2,0.08,0.0,-0.07205924129373548,0.0003964984646517692,0.0003964984646517692
-1,5,2.0,2,0.04,0.0,-0.03588288119896719,4.879998017932773e-05,4.879998017932773e-05
-1,5,2.0,2,0.02,0.0,-0.017897952498392773,6.049369309915527e-06,6.049369309915527e-06
-1,5,2.0,2,0.01,0.0,-0.008937100531288886,7.529017685306403e-07,7.529017685306403e-07
-1,5,2.0,2,0.005,0.0,-0.004465446293580394,9.390491988034117e-08,9.390491988034117e-08
-1,6,0.25,1,0.08,0.09375,0.07698659332404327,0.00010976623341002128,2.4425705182993136e-05
-1,6,0.25,1,0.04,0.09375,0.0851284453743782,3.0316736484535998e-05,3.1340893935608173e-06
-1,6,0.25,1,0.02,0.09375,0.08937827303709363,7.956211106084314e-06,3.9690924471965913e-07
-1,6,0.25,1,0.01,0.09375,0.09154877759744046,2.037280768279798e-06,4.993828988908564e-08
-1,6,0.25,1,0.005,0.09375,0.09264553400650587,5.154174223926689e-07,6.262665245914498e-09
-1,6,0.25,2,0.08,0.109375,0.09075577400631207,0.00012942554363563191,2.7336422337571488e-05
-1,6,0.25,2,0.04,0.109375,0.09977989263039493,3.553627751715001e-05,3.5132778442119323e-06
-1,6,0.25,2,0.02,0.109375,0.10450471707669876,9.302833858625803e-06,4.4530016201084155e-07
-1,6,0.25,2,0.01,0.109375,0.10692150763480825,2.379384537549612e-06,5.605023029442486e-08
-1,6,0.25,2,0.005,0.109375,0.10814364508919695,6.016389045750244e-07,7.030633216069512e-09
-1,6,0.5,1,0.08,0.125,0.09588585033683113,0.00013672299654625037,4.199381346928178e-05
-1,6,0.5,1,0.04,0.125,0.10998929992337225,3.9170031643108455e-05,5.403808126837188e-06
-1,6,0.5,1,0.02,0.125,0.11737930417351197,1.0448738668355864e-05,6.853261142561613e-07
-1,6,0.5,1,0.01,0.125,0.1211605773237315,2.696243309131117e-06,8.628721004453047e-08
-1,6,0.5,1,0.005,0.125,0.12307299046371689,6.846950720891216e-07,1.0824921863319257e-08
-1,6,0.5,2,0.08,0.1875,0.15096099425303577,0.00021536677939765767,5.353497871611964e-05
-1,6,0.5,2,0.04,0.1875,0.16859446143562318,6.004834202847247e-05,6.907031357566098e-06
-1,6,0.5,2,0.02,0.1875,0.17788481959774913,1.5835223635036962e-05,8.771460306115262e-07
-1,6,0.5,2,0.01,0.1875,0.18265138229198505,4.0646567103111975e-06,1.1051367406983357e-07
-1,6,0.5,2,0.005,0.1875,0.18506538125130548,1.0295807526239074e-06,1.3868921819455447e-08
-1,6,1.0,1,0.08,0.0,-0.03957816379002211,5.658170672208642e-05,5.658170672208642e-05
-1,6,1.0,1,0.04,0.0,-0.02050859850396014,7.3367743215595365e-06,7.3367743215595365e-06
-1,6,1.0,1,0.02,0.0,-0.010437685114818464,9.339637043749254e-07,9.339637043749254e-07
-1,6,1.0,1,0.01,0.0,-0.005265119480131564,1.1781083515910588e-07,1.1781083515910588e-07
-1,6,1.0,1,0.005,0.0,-0.0026441822077566987,1.4793286945489035e-08,1.4793286945489035e-08
-1,6,1.0,2,0.08,0.25,0.18070942006425192,0.00025804929342445557,0.0001004481758898555
-1,6,1.0,2,0.04,0.25,0.21390690389893033,7.619625073800866e-05,1.3052633086230324e-05
-1,6,1.0,2,0.02,0.25,0.23158225427526116,2.0615756858406658e-05,1.6634849404143834e-06
-1,6,1.0,2,0.01,0.25,0.2406971689684505,5.356408062538722e-06,2.0995688453070472e-07
-1,6,1.0,2,0.005,0.25,0.24532495005841984,1.3648261755628725e-06,2.6371788137183042e-08
-1,6,1.5,1,0.08,-0.375,-0.40454770463485457,0.0005776716874092894,5.9288434783685094e-05
-1,6,1.5,1,0.04,-0.375,-0.39036651219259766,0.00013909636366806852,7.700737340364784e-06
-1,6,1.5,1,0.02,-0.375,-0.3828354636943579,3.4084318633245495e-05,9.812491020675602e-07
-1,6,1.5,1,0.01,-0.375,-0.37895628358585964,8.433457693198807e-06,1.2383926576580583e-07
-1,6,1.5,1,0.005,-0.375,-0.37698784179251127,2.097329460694829e-06,1.5554383700255473e-08
-1,6,1.5,2,0.08,0.1875,0.09106904079293905,0.00013020309907889297,0.00013781177901218226
-1,6,1.5,2,0.04,0.1875,0.13705642411888827,4.881702841094349e-05,1.8008894979632465e-05
-1,6,1.5,2,0.02,0.1875,0.16170451539434508,1.4394666991558801e-05,2.3015467106656524e-06
-1,6,1.5,2,0.01,0.1875,0.1744567399707297,3.882276825972774e-06,2.908936586468603e-07
-1,6,1.5,2,0.005,0.1875,0.18094172859752009,1.0066380812512749e-06,3.656323340536748e-08
-1,6,2.0,1,0.08,-1.0,-0.9974255638025626,0.0014248732924978967,0.00011108434635242682
-1,6,2.0,1,0.04,-1.0,-0.9985198411492768,0.0003558090112849712,1.4224710593036832e-05
-1,6,2.0,1,0.02,-1.0,-0.9992142706907463,8.896123931796031e-05,1.8002372285825224e-06
-1,6,2.0,1,0.01,-1.0,-0.9995960557814211,2.2245409181481932e-05,2.264429325409058e-07
-1,6,2.0,1,0.005,-1.0,-0.9997953003851378,5.562245432086785e-06,2.839458954066933e-08
-1,6,2.0,2,0.08,0.0,-0.11638496431043592,0.00016658208074470557,0.00016658208074470557
-1,6,2.0,2,0.04,0.0,-0.06090095930610838,2.180007631996253e-05,2.180007631996253e-05
-1,6,2.0,2,0.02,0.0,-0.03115207481094191,2.788349963437473e-06,2.788349963437473e-06
-1,6,2.0,2,0.01,0.0,-0.015754512021702076,3.525735470647151e-07,3.525735470647151e-07
-1,6,2.0,2,0.005,0.0,-0.007922259593853644,4.432577948428254e-08,4.432577948428254e-08
-1,7,0.25,1,0.08,0.09375,0.0831209825589525,0.0003141622624561845,4.48156316029169e-05
-1,7,0.25,1,0.04,0.09375,0.08842821525387935,8.34230074047782e-05,5.608887093830997e-06
-1,7,0.25,1,0.02,0.09375,0.091087574452365,2.147555668764898e-05,7.015032580298421e-07
-1,7,0.25,1,0.01,0.09375,0.09241844295230879,5.446894428836798e-06,8.771095167729737e-08
-1,7,0.25,1,0.005,0.09375,0.09308414049237158,1.3715054842415322e-06,1.0965259895414317e-08
-1,7,0.25,2,0.08,0.109375,0.09734115167911352,0.0003677398706621223,4.9863063912683766e-05
-1,7,0.25,2,0.04,0.109375,0.1033449182072397,9.74855884617912e-05,6.244433274151188e-06
-1,7,0.25,2,0.02,0.109375,0.10635696556575275,2.5075002009645247e-05,7.812465226261699e-07
-1,7,0.25,2,0.01,0.109375,0.10786527622520695,6.357252851993972e-06,9.769787260907716e-08
-1,7,0.25,2,0.005,0.109375,0.10861996700686644,1.6004087248016337e-06,1.2214820063639227e-08
-1,7,0.5,1,0.08,0.125,0.1063121803877617,0.00040286304900842513,8.042357445137464e-05
-1,7,0.5,1,0.04,0.125,0.11564798889266524,0.00010915995016325605,1.0056492956413668e-05
-1,7,0.5,1,0.02,0.125,0.12032269070667566,2.83716754556784e-05,1.2571494972140362e-06
-1,7,0.5,1,0.01,0.125,0.1226611171539932,7.229523093216034e-06,1.571445284894322e-07
-1,7,0.5,1,0.005,0.125,0.12383051421868117,1.8245365349494007e-06,1.964296587948231e-08
-1,7,0.5,2,0.08,0.1875,0.1632318572045135,0.0006170721695717986,0.00010039718944005505
-1,7,0.5,2,0.04,0.1875,0.1753387541624599,0.0001654196678109797,1.2569006432908403e-05
-1,7,0.5,2,0.02,0.1875,0.18141349176846788,4.277181581907192e-05,1.5722205964895782e-06
-1,7,0.5,2,0.01,0.1875,0.1844554032878808,1.0871320828445768e-05,1.9659147616704577e-07
-1,7,0.5,2,0.005,0.1875,0.18597738305285763,2.7401991878844876e-06,2.4577772320794803e-08
-1,7,1.0,1,0.08,0.0,-0.025539202199638324,0.00012327381282361316,0.00012327381282361316
-1,7,1.0,1,0.04,0.0,-0.012776698042743602,1.536081632829085e-05,1.536081632829085e-05
-1,7,1.0,1,0.02,0.0,-0.006389002546894322,1.916661338868008e-06,1.916661338868008e-06
-1,7,1.0,1,0.01,0.0,-0.0031945108959706273,2.3935363218126767e-07,2.3935363218126767e-07
-1,7,1.0,1,0.005,0.0,-0.00159723777778222,2.990443625767381e-08,2.990443625767381e-08
-1,7,1.0,2,0.08,0.25,0.20244929582683727,0.0007686144442312514,0.000199565888951461
-1,7,1.0,2,0.04,0.25,0.22617716798764037,0.0002135547313916379,2.494779498557337e-05
-1,7,1.0,2,0.02,0.25,0.2380798524908835,5.614195679216494e-05,3.1181012442601066e-06
-1,7,1.0,2,0.01,0.25,0.24403819272528615,1.43835707838678e-05,3.897200695559437e-07
-1,7,1.0,2,0.005,0.25,0.2470187227799301,3.639621533918623e-06,4.871168815683858e-08
-1,7,1.5,1,0.08,-0.375,-0.39244819313495716,0.0014855012438757394,0.00014085970843948184
-1,7,1.5,1,0.04,-0.375,-0.3837490821623054,0.0003621858528348415,1.7334381724507367e-05
-1,7,1.5,1,0.02,-0.375,-0.37938293575722565,8.945676208984458e-05,2.1485377935781483e-06
-1,7,1.5,1,0.01,-0.375,-0.37719384248865684,2.2231447526070754e-05,2.6738788280543215e-07
-1,7,1.5,1,0.005,-0.375,-0.3760975498191038,5.5414779029295084e-06,3.334857625729675e-08
-1,7,1.5,2,0.08,0.1875,0.12121632433779372,0.0004810436066454261,0.0002913160957455138
-1,7,1.5,2,0.04,0.1875,0.15432395171815994,0.0001466809659724294,3.629026826468236e-05
-1,7,1.5,2,0.02,0.1875,0.17090897443541986,4.035510106255402e-05,4.527456852218432e-06
-1,7,1.5,2,0.01,0.1875,0.17920455269281438,1.0565375515903493e-05,5.653392481457788e-07
-1,7,1.5,2,0.005,0.1875,0.1833524024548812,2.7017365507580506e-06,7.062893802581107e-08
-1,7,2.0,1,0.08,-1.0,-0.9913285711056111,0.0037441089645433336,0.0001947694875895994
-1,7,2.0,1,0.04,-1.0,-0.995741276840701,0.0009392426768905275,2.3520740452217266e-05
-1,7,2.0,1,0.02,-1.0,-0.9979051748640777,0.00023526644974249792,2.8830614832216115e-06
-1,7,2.0,1,0.01,-1.0,-0.9989632506351338,5.8875732572739234e-05,3.566408998221507e-07
-1,7,2.0,1,0.005,-1.0,-0.9994845518957921,1.472641664292246e-05,4.434060601302238e-08
-1,7,2.0,2,0.08,0.0,-0.07693163059738373,0.0003755891925332768,0.0003755891925332768
-1,7,2.0,2,0.04,0.0,-0.03841259437243185,4.64481966034256e-05,4.64481966034256e-05
-1,7,2.0,2,0.02,0.0,-0.019188434277320802,5.773095233952851e-06,5.773095233952851e-06
-1,7,2.0,2,0.01,0.0,-0.00958900889324931,7.195145904363181e-07,7.195145904363181e-07
-1,7,2.0,2,0.005,0.0,-0.004793098537384403,8.980447465502201e-08,8.980447465502201e-08
