direction,state,alpha,m,h,predicted_coefficient,estimated_coefficient,raw_error,corrected_error
1,5,1.0,1,0.01,0.0,0.002972654754079331,2.493574142469551e-07,2.493574142469551e-07
1,5,1.0,1,0.005,0.0,0.0014868801180632234,3.1200846093607067e-08,3.1200846093607067e-08
1,5,1.0,2,0.08,0.25,0.2953625136089533,0.001143915417736859,0.0002102089033242697
1,5,1.0,2,0.04,0.25,0.2728367966494794,0.0002632005938503305,2.647402089094318e-05
1,5,1.0,2,0.02,0.25,0.261450851097579,6.298250394720431e-05,3.3203217556159975e-06
1,5,1.0,2,0.01,0.25,0.25573278690171275,1.5396360895799186e-05,4.1569487351150565e-07
1,5,1.0,2,0.005,0.25,0.25286814313860545,3.805653169973439e-06,5.200166870752807e-08
1,5,1.5,1,0.08,-0.375,-0.3595011991023022,0.001389374015782725,0.0001248427612765399
1,5,1.5,1,0.04,-0.375,-0.3673994120237908,0.00035415523581340357,1.6036926691523973e-05
1,5,1.5,1,0.02,-0.375,-0.3712335653214285,8.940861114945081e-05,2.030335991416617e-06
1,5,1.5,1,0.01,-0.375,-0.3731248309151767,2.2462557402365732e-05,2.55357949716943e-07
1,5,1.5,1,0.005,-0.375,-0.3740643756929807,5.629560507012164e-06,3.2016287726809785e-08
1,5,1.5,2,0.08,0.1875,0.24981880423369796,0.0009791356346919332,0.0003000028747097239
1,5,1.5,2,0.04,0.1875,0.21893281377474832,0.0002121141333521667,3.79886263204952e-05
1,5,1.5,2,0.02,0.1875,0.2032731471377968,4.9032202089837995e-05,4.776299537407637e-06
1,5,1.5,2,0.01,0.1875,0.19539941184443135,1.176828721685313e-05,5.986898926819649e-07
1,5,1.5,2,0.005,0.1875,0.1914527539378306,2.881631294466324e-06,7.493712846795107e-08
1,5,2.0,1,0.08,-1.0,-1.0091608910454288,0.0038898383235830307,0.00012562138021600942
1,5,2.0,1,0.04,-1.0,-1.005363342277046,0.0009684745470427467,1.724924326021836e-05
1,5,2.0,1,0.02,-1.0,-1.0028543134125432,0.00024148898518213576,2.2457076034465444e-06
1,5,2.0,1,0.01,-1.0,-1.0014674770397065,6.028700950329843e-05,2.8608406545923083e-07
1,5,2.0,1,0.005,-1.0,-1.000743467670068,1.506074195248733e-05,3.608907341759783e-08
1,5,2.0,2,0.08,0.0,0.0703389431472694,0.00036852757807246246,0.00036852757807246246
1,5,2.0,2,0.04,0.0,0.03546378045425633,4.706416674205533e-05,4.706416674205533e-05
1,5,2.0,2,0.02,0.0,0.017793869268737945,5.941076901417682e-06,5.941076901417682e-06
1,5,2.0,2,0.01,0.0,0.008911123066555305,7.461365650564605e-07,7.461365650564605e-07
1,5,2.0,2,0.005,0.0,0.004458954636533679,9.348214265671456e-08,9.348214265671456e-08
1,6,0.25,1,0.08,0.09375,0.11249386626839954,0.00016028384323205425,2.710736250148764e-05
1,6,0.25,1,0.04,0.09375,0.10286683132978998,3.663091369313862e-05,3.3017454203274753e-06
1,6,0.25,1,0.02,0.09375,0.0982455562059455,8.745464334026946e-06,4.0738856221709393e-07
1,6,0.25,1,0.01,0.09375,0.09598218034438986,2.135936810599668e-06,5.059326002208194e-08
1,6,0.25,1,0.005,0.09375,0.09486220552599514,5.277494084521241e-07,6.303601121291692e-09
1,6,0.25,2,0.08,0.109375,0.13036413652281972,0.00018577156805903747,3.054400198515435e-05
1,6,0.25,2,0.04,0.109375,0.11956267779822155,4.257797822127315e-05,3.7137818921533967e-06
1,6,0.25,2,0.02,0.109375,0.11439343126286716,1.018299555166001e-05,4.578321333371461e-07
1,6,0.25,2,0.01,0.109375,0.11186552980940483,2.489403140165206e-06,5.68334858436818e-08
1,6,0.25,2,0.005,0.109375,0.11061561430255923,6.153911794453441e-07,7.079586847729903e-09
1,6,0.5,1,0.08,0.125,0.15786384281976157,0.00022489863792834712,4.7129143233179815e-05
1,6,0.5,1,0.04,0.125,0.14094849616926414,5.019025951727419e-05,5.7248911928948076e-06
1,6,0.5,1,0.02,0.125,0.13285516801999664,1.1826202984636559e-05,7.053957477294533e-07
1,6,0.5,1,0.01,0.125,0.12889804217245562,2.868424265614427e-06,8.754159247526052e-08
1,6,0.5,1,0.005,0.125,0.12694166450447647,7.062176260041732e-07,1.0903321259517863e-08
1,6,0.5,2,0.08,0.1875,0.22934408556450622,0.00032684565255736647,6.074592812287139e-05
1,6,0.5,2,0.04,0.1875,0.2077319415211361,7.39785369303651e-05,7.3577672914502075e-06
1,6,0.5,2,0.02,0.1875,0.19744678920136782,1.7576344085413332e-05,9.053178116675383e-07
1,6,0.5,2,0.01,0.1875,0.19243152041041953,4.28229189344556e-06,1.1227442263532598e-07
1,6,0.5,2,0.005,0.1875,0.18995534446750517,1.0567849977580408e-06,1.3978968861158274e-08
1,6,1.0,1,0.08,0.0,0.04555185260676499,6.539451002157902e-05,6.539451002157902e-05
1,6,1.0,1,0.04,0.0,0.022002785098015728,7.887826766018754e-06,7.887826766018754e-06
1,6,1.0,1,0.02,0.0,0.010811279142844788,9.68408386788462e-07,9.68408386788462e-07
1,6,1.0,1,0.01,0.0,0.005358520943625576,1.1996368870896815e-07,1.1996368870896815e-07
1,6,1.0,1,0.005,0.0,0.002667532764735449,1.492784127887786e-08,1.492784127887786e-08
1,6,1.0,2,0.08,0.25,0.33146473577488067,0.00047237206994941967,0.00011722688857816089
1,6,1.0,2,0.04,0.25,0.2891367984091859,0.00010297041463924869,1.4101391564325178e-05
1,6,1.0,2,0.02,0.25,0.2691786802176072,2.3961968199326844e-05,1.7290336234925113e-06
1,6,1.0,2,0.01,0.25,0.25949306519352516,5.774666601001536e-06,2.1405369679859473e-07
1,6,1.0,2,0.005,0.25,0.25472260852670714,1.4171079309900141e-06,2.662783927039055e-08
1,6,1.5,1,0.08,-0.375,-0.34045734891035734,0.0004873057025728805,6.91122756426377e-05
1,6,1.5,1,0.04,-0.375,-0.35838417216709056,0.00012773709052247922,8.315053964466765e-06
1,6,1.5,1,0.02,-0.375,-0.3668521716311792,3.26624730935695e-05,1.0196489088074353e-06
1,6,1.5,1,0.01,-0.375,-0.370965623018684,8.255666867733167e-06,1.2623933173093674e-07
1,6,1.5,1,0.005,-0.375,-0.3729926347166986,2.0751037313283285e-06,1.570438905048084e-08
1,6,1.5,2,0.08,0.1875,0.30282428296078473,0.0004313519618421931,0.00016442223833688368
1,6,1.5,2,0.04,0.1875,0.24266714716286678,8.6408881359051e-05,1.967211990601373e-05
1,6,1.5,2,0.02,0.1875,0.21447638871810792,1.9091719688899076e-05,2.4054990543439456e-06
1,6,1.5,2,0.01,0.1875,0.2008384867042446,4.469346185584532e-06,2.9739069111351836e-07
1,6,1.5,2,0.005,0.1875,0.1941320780959544,1.0800197920905265e-06,3.696929801875279e-08
1,6,2.0,1,0.08,-1.0,-1.0039428701982986,0.0014350818243080788,0.0001228685624165126
1,6,2.0,1,0.04,-1.0,-1.0018234071924694,0.0003570142730626805,1.4962456497923589e-05
1,6,2.0,1,0.02,-1.0,-1.000871611415637,8.910967157544624e-05,1.8463652747299421e-06
1,6,2.0,1,0.01,-1.0,-1.0004254191004958,2.2263893569045604e-05,2.293262298501627e-07
1,6,2.0,1,0.005,-1.0,-1.0002100685941857,5.564553803283334e-06,2.857480020904752e-08
1,6,2.0,2,0.08,0.0,0.13962175901168097,0.0002001764453736849,0.0002001764453736849
1,6,2.0,2,0.04,0.0,0.06671059379292037,2.3899774075856998e-05,2.3899774075856998e-05
1,6,2.0,2,0.02,0.0,0.03260450305282567,2.9195811575166097e-06,2.9195811575166097e-06
1,6,2.0,2,0.01,0.0,0.016117620190084024,3.6077549530684e-07,3.6077549530684e-07
1,6,2.0,2,0.005,0.0,0.008013036710540296,4.483840125681921e-08,4.483840125681921e-08
1,7,0.25,1,0.08,0.09375,0.10441649137223069,0.0003943614603419825,4.49861104228916e-05
1,7,0.25,1,0.04,0.09375,0.09908139950629846,9.346479109186808e-05,5.6197803045719654e-06
1,7,0.25,1,0.02,0.09375,0.09641484464511714,2.2731303212724666e-05,7.02187810312892e-07
1,7,0.25,1,0.01,0.09375,0.09508216278611353,5.6038790743038256e-06,8.77537944771447e-08
1,7,0.25,1,0.005,0.09375,0.09441601100262459,1.3911290750129414e-06,1.096793848303356e-08
1,7,0.25,2,0.08,0.109375,0.12149156305344389,0.0004587219779072033,5.0188505523297927e-05
1,7,0.25,2,0.04,0.109375,0.11542612593952756,0.00010887441165287649,6.265125323656101e-06
1,7,0.25,2,0.02,0.109375,0.11239831833006395,2.649910273386317e-05,7.82545278636762e-07
1,7,0.25,2,0.01,0.109375,0.11088604617791302,6.535280968212076e-06,9.777913087479801e-08
1,7,0.25,2,0.005,0.109375,0.11013036368128293,1.6226627243071371e-06,1.221990002944089e-08
1,7,0.5,1,0.08,0.125,0.14370087903508408,0.0005433921161728099,8.037780659954739e-05
1,7,0.5,1,0.04,0.125,0.13435583626242573,0.0001267856070980496,1.0054192749283408e-05
1,7,0.5,1,0.02,0.125,0.12967830065363428,3.057671884808327e-05,1.2570145012749011e-06
1,7,0.5,1,0.01,0.125,0.12733913287967186,7.505210715956901e-06,1.571362283043562e-07
1,7,0.5,1,0.005,0.125,0.12616954842855685,1.8589992738676568e-06,1.9642449306995077e-08
1,7,0.5,2,0.08,0.1875,0.21191607520701106,0.0008003807703097407,0.00010085468740632657
1,7,0.5,2,0.04,0.1875,0.1996993760423089,0.0001883810994229875,1.2598714582002247e-05
1,7,0.5,2,0.02,0.1875,0.1935961125674952,4.564347464434732e-05,1.5740947901176288e-06
1,7,0.5,2,0.01,0.1875,0.1905470022857434,1.1230324306425667e-05,1.9670888584107904e-07
1,7,0.5,2,0.005,0.1875,0.18902321862467153,2.7850760631212565e-06,2.458511475229059e-08
1,7,1.0,1,0.08,0.0,0.025514188785705612,0.00012125227583232394,0.00012125227583232394
1,7,1.0,1,0.04,0.0,0.01277145418159377,1.5235646508604688e-05,1.5235646508604688e-05
1,7,1.0,1,0.02,0.0,0.006387754824267813,1.908856663152864e-06,1.908856663152864e-06
1,7,1.0,1,0.01,0.0,0.00319420292141139,2.388661283114038e-07,2.388661283114038e-07
1,7,1.0,1,0.005,0.0,0.0015971610267573363,2.9873971733295726e-08,2.9873971733295726e-08
1,7,1.0,2,0.08,0.25,0.297687189732001,0.0011260568057417635,0.0001989474984736046
1,7,1.0,2,0.04,0.25,0.273861247791471,0.0002584650602709427,2.4913445018626194e-05
1,7,1.0,2,0.02,0.25,0.26193002060702303,6.176277892821476e-05,3.1160217239625534e-06
1,7,1.0,2,0.01,0.25,0.25596429238387114,1.5086392058732655e-05,3.8959115264462953e-07
1,7,1.0,2,0.005,0.25,0.2529818995509079,3.7274810122924987e-06,4.870364735206766e-08
1,7,1.5,1,0.08,-0.375,-0.3572096724121271,0.0013520327599976882,0.0001308741895575802
1,7,1.5,1,0.04,-0.375,-0.366165810659772,0.00034558806550512706,1.671070287492014e-05
1,7,1.5,1,0.02,-0.375,-0.37059581483272547,8.738471990362711e-05,2.1095647910566165e-06
1,7,1.5,1,0.01,-0.375,-0.37280084688245174,2.19725260461632e-05,2.6495217997247097e-07
1,7,1.5,1,0.005,-0.375,-0.37390112263767483,5.509115336504562e-06,3.319634648693573e-08
1,7,1.5,2,0.08,0.1875,0.25361143789123,0.0009667542595410266,0.00028587352550973384
1,7,1.5,2,0.04,0.1875,0.22064212971909958,0.00020881845611254613,3.595965547972465e-05
1,7,1.5,2,0.02,0.1875,0.204083119946922,4.816343695906303e-05,4.506943435365772e-06
1,7,1.5,2,0.01,0.1875,0.1957935068202762,1.1542677717481193e-05,5.640595041402304e-07
1,7,1.5,2,0.005,0.1875,0.19164711466394727,2.8239385079921053e-06,7.054899060555272e-08
1,7,2.0,1,0.08,-1.0,-1.0069955532003536,0.0038016593369046693,0.00016249222044491645
1,7,2.0,1,0.04,-1.0,-1.003847519257718,0.0009468380789574173,2.1509756717884233e-05
1,7,2.0,1,0.02,-1.0,-1.001992517012742,0.00023622849256011244,2.75747725837418e-06
1,7,2.0,1,0.01,-1.0,-1.0010112032542668,5.899638274787756e-05,3.487934956581788e-07
1,7,2.0,1,0.005,-1.0,-1.000509063518276,1.4741510257084518e-05,4.385016848632023e-08
1,7,2.0,2,0.08,0.0,0.07608535498874627,0.00035729852184715477,0.00035729852184715477
1,7,2.0,2,0.04,0.0,0.038214030393229466,4.531950856036491e-05,4.531950856036491e-05
1,7,2.0,2,0.02,0.0,0.019139611064392114,5.702780394022211e-06,5.702780394022211e-06
1,7,2.0,2,0.01,0.0,0.009576854280518297,7.151234855855397e-07,7.151234855855397e-07
1,7,2.0,2,0.005,0.0,0.004790063078343914,8.953008638236632e-08,8.953008638236632e-08
-1,0,0.25,1,0.08,0.09375,0.10181863025168746,0.0003328750377457484,2.6788409248796332e-05
-1,0,0.25,1,0.04,0.09375,0.09768664827232795,7.983630483165517e-05,3.2812966686042064e-06
-1,0,0.25,1,0.02,0.09375,0.09569355397721774,1.955139625666702e-05,4.0598352044290426e-07
-1,0,0.25,1,0.01,0.09375,0.09471554242515391,4.837860918690259e-06,5.048787871868152e-08
-1,0,0.25,1,0.005,0.09375,0.09423120743902266,1.2032783122822033e-06,6.2947703703112635e-09
-1,0,0.25,2,0.08,0.109375,0.11930785199511103,0.0003900385680705088,3.276559944541764e-05
-1,0,0.25,2,0.04,0.109375,0.11421575175610835,9.334404296791593e-05,4.00434472308564e-06
-1,0,0.25,2,0.02,0.109375,0.11176367223376696,2.28346574650385e-05,4.94877484818086e-07
-1,0,0.25,2,0.01,0.109375,0.11056137729670731,5.647226947538774e-06,6.150734207567904e-08
-1,0,0.25,2,0.005,0.109375,0.10996619498254387,1.4042047818160581e-06,7.666457068408625e-09
-1,0,0.5,1,0.08,0.125,0.1380920865770596,0.000451470063563661,4.3333195101553436e-05
-1,0,0.5,1,0.04,0.125,0.1313659812434893,0.00010736219360263488,5.290745889168869e-06
-1,0,0.5,1,0.02,0.125,0.12813732163391742,2.6180131656399748e-05,6.535411715937114e-07
-1,0,0.5,1,0.01,0.125,0.12655716563675393,6.464265426443073e-06,8.120779389360758e-08
-1,0,0.5,1,0.005,0.125,0.12577569949616207,1.6060836384439195e-06,1.0120768616502386e-08
-1,0,0.5,2,0.08,0.1875,0.20807566720570897,0.0006802173004371214,6.750408717037888e-05
-1,0,0.5,2,0.04,0.1875,0.19749639913627728,0.00016140483518951762,8.215843864341103e-06
-1,0,0.5,2,0.02,0.1875,0.19242487079007742,3.931463310226974e-05,1.013209338649926e-06
-1,0,0.5,2,0.01,0.1875,0.18994405192042046,9.70191123717406e-06,1.2579499849179454e-07
-1,0,0.5,2,0.005,0.1875,0.18871742408782005,2.4098122034315265e-06,1.5671020470138115e-08
-1,0,1.0,1,0.08,0.0,0.008785083953406233,2.9721976925243394e-05,2.9721976925243394e-05
-1,0,1.0,1,0.04,0.0,0.004150451895491584,3.5810376559585148e-06,3.5810376559585148e-06
-1,0,1.0,1,0.02,0.0,0.0020141465939606824,4.4001529784162515e-07,4.4001529784162515e-07
-1,0,1.0,1,0.01,0.0,0.0009917308637429512,5.455285554116841e-08,5.455285554116841e-08
-1,0,1.0,1,0.005,0.0,0.0004920205377094086,6.79192268963677e-09,6.79192268963677e-09
-1,0,1.0,2,0.08,0.25,0.28892388781277706,0.0009444927812561529,0.0001273084133932593
-1,0,1.0,2,0.04,0.25,0.2687823145243208,0.00021966212867171236,1.537481378337632e-05
-1,0,1.0,2,0.02,0.25,0.2592205392630383,5.296168726511139e-05,1.8885349704488381e-06
-1,0,1.0,2,0.01,0.25,0.25456755266691145,1.300272900467321e-05,2.3399873341134955e-07
-1,0,1.0,2,0.005,0.25,0.2522730907187206,3.221381029292819e-06,2.912107303048386e-08
-1,0,1.5,1,0.08,-0.375,-0.398521117560554,0.001302803251951474,7.772274035214753e-05
-1,0,1.5,1,0.04,-0.375,-0.3867939258475024,0.00031610874589819873,9.776895439900338e-06
-1,0,1.5,1,0.02,-0.375,-0.3809031296743366,7.782288005435505e-05,1.2258234214543514e-06
-1,0,1.5,1,0.01,-0.375,-0.37795289745923144,1.930497263137622e-05,1.53459288218379e-07
-1,0,1.5,1,0.005,-0.375,-0.3764767595048891,4.8073898952903834e-06,1.9196906187601876e-08
-1,0,1.5,2,0.08,0.1875,0.23222388655767887,0.0007591503861255389,0.000146290986058477
-1,0,1.5,2,0.04,0.1875,0.20887015257831024,0.00017070207456549978,1.7508294989709017e-05
-1,0,1.5,2,0.02,0.1875,0.1979364535412308,4.044098759532955e-05,2.1409718471462554e-06
-1,0,1.5,2,0.01,0.1875,0.19265603066196715,9.840456115355826e-06,2.646891332389382e-07
-1,0,1.5,2,0.005,0.1875,0.190062463532785,2.4269892365161765e-06,3.290424690363372e-08
-1,0,2.0,1,0.08,-1.0,-1.0946798035717689,0.003578575253187308,0.00031064950385749
-1,0,2.0,1,0.04,-1.0,-1.0466823973431396,0.0008554007321569029,3.83125786404683e-05
-1,0,2.0,1,0.02,-1.0,-1.0231654962887062,0.00020904411066420764,4.754482442023303e-06
-1,0,2.0,1,0.01,-1.0,-1.0115377000755523,5.16670166089683e-05,5.920955033158859e-07
-1,0,2.0,1,0.005,-1.0,-1.0057574648336207,1.2842938007725741e-05,7.387207894946281e-08
-1,0,2.0,2,0.08,0.0,0.027364819868977937,9.13565165709294e-05,9.13565165709294e-05
-1,0,2.0,2,0.04,0.0,0.012696979202956107,1.0847270982768491e-05,1.0847270982768491e-05
-1,0,2.0,2,0.02,0.0,0.0061030169397444335,1.3254312805669893e-06,1.3254312805669893e-06
-1,0,2.0,2,0.01,0.0,0.002990234882195351,1.6395849343944782e-07,1.6395849343944782e-07
-1,0,2.0,2,0.005,0.0,0.0014798095528137235,2.0393344858341753e-08,2.0393344858341753e-08
-1,1,0.25,1,0.08,0.09375,0.10491318546606641,0.00014390291596453955,2.3752811541339852e-05
-1,1,0.25,1,0.04,0.09375,0.09945553838653501,3.390846216717346e-05,3.0303063134085125e-06
-1,1,0.25,1,0.02,0.09375,0.09663469391495837,8.222505063283683e-06,3.827065219133708e-07
-1,1,0.25,1,0.01,0.09375,0.0952004459955062,2.024160305597215e-06,4.808612224317174e-08
-1,1,0.25,1,0.005,0.09375,0.09447726250938589,5.021338184501774e-07,6.026344480394714e-09
-1,1,0.25,2,0.08,0.109375,0.12261736597695494,0.00016806194671544828,2.717091626828699e-05
-1,1,0.25,2,0.04,0.109375,0.11611820571792743,3.958127544288682e-05,3.463710529737589e-06
-1,1,0.25,2,0.02,0.109375,0.1127783282767678,9.5956194588477e-06,4.373000129172622e-07
-1,1,0.25,2,0.01,0.109375,0.11108474893665779,2.361860583300211e-06,5.4937515673632114e-08
-1,1,0.25,2,0.005,0.109375,0.1102319149160266,5.858655687480556e-07,6.884503413896101e-09
-1,1,0.5,1,0.08,0.125,0.14326443434676,0.00019739178001684858,3.9849253341570335e-05
-1,1,0.5,1,0.04,0.125,0.13439017842304857,4.588345285523329e-05,5.098215976534984e-06
-1,1,0.5,1,0.02,0.125,0.1297614602975548,1.1045569035294231e-05,6.447758826284688e-07
-1,1,0.5,1,0.01,0.125,0.12739755986534426,2.709021809118097e-06,8.107141719096432e-08
-1,1,0.5,1,0.005,0.125,0.12620301707314324,6.707699926803298e-07,1.0163759329045599e-08
-1,1,0.5,2,0.08,0.1875,0.2140532440691949,0.0002938933713713078,5.351430344510068e-05
-1,1,0.5,2,0.04,0.1875,0.20102715575776897,6.856293851739889e-05,6.831283484567683e-06
-1,1,0.5,2,0.02,0.1875,0.19432920434624015,1.653696472621764e-05,8.631039565047184e-07
-1,1,0.5,2,0.01,0.1875,0.19093138660044182,4.059719342630307e-06,1.0847266726729646e-07
-1,1,0.5,2,0.005,0.1875,0.18921993685304966,1.0056859928796378e-06,1.3595942109272772e-08
-1,1,1.0,1,0.08,0.0,0.016250682046399328,4.5486689384415355e-05,4.5486689384415355e-05
-1,1,1.0,1,0.04,0.0,0.008716239286355029,5.8815692382390235e-06,5.8815692382390235e-06
-1,1,1.0,1,0.02,0.0,0.004509241254221283,7.478019013547089e-07,7.478019013547089e-07
-1,1,1.0,1,0.01,0.0,0.002292832806355403,9.427483638768792e-08,9.427483638768792e-08
-1,1,1.0,1,0.005,0.0,0.001156023864848655,1.1834697807427375e-08,1.1834697807427375e-08
-1,1,1.0,2,0.08,0.25,0.2991822216730132,0.00041358977773906105,9.921215485000672e-05
-1,1,1.0,2,0.04,0.25,0.2751545266424576,9.406178371914109e-05,1.2716039418692189e-05
-1,1,1.0,2,0.02,0.25,0.26272585005118443,2.2372470504462138e-05,1.609999245920775e-06
-1,1,1.0,2,0.01,0.25,0.2564010545610758,5.452780746268183e-06,2.0255744748448912e-07
-1,1,1.0,2,0.005,0.25,0.25321018355387076,1.3458522777660813e-06,2.540224281897304e-08
-1,1,1.5,1,0.08,-0.375,-0.38919801589627406,0.0005300496232733191,3.052495938208628e-05
-1,1,1.5,1,0.04,-0.375,-0.3810062919656886,0.0001296296660278551,3.652794231955733e-06
-1,1,1.5,1,0.02,-0.375,-0.3777263786698947,3.212195295159298e-05,4.477640343747007e-07
-1,1,1.5,1,0.01,-0.375,-0.3762935342980477,7.999601989268876e-06,5.546485560159129e-08
-1,1,1.5,1,0.005,-0.375,-0.37562929452515903,1.9963431812732733e-06,6.9030326245691935e-09
-1,1,1.5,2,0.08,0.1875,0.24689343298103447,0.0003503168775048774,0.00012812525750508522
-1,1,1.5,2,0.04,0.1875,0.2182329483818998,7.532802929264796e-05,1.6541767480159293e-05
-1,1,1.5,2,0.02,0.1875,0.20313860390281155,1.7350269134073597e-05,2.1019979415979324e-06
-1,1,1.5,2,0.01,0.1875,0.19538900814670782,4.1587485891867204e-06,2.649368829490007e-07
-1,1,1.5,2,0.005,0.1875,0.1914621424117377,1.0178776265126919e-06,3.325522707320872e-08
-1,1,2.0,1,0.08,-1.0,-1.0813898076164348,0.0014714105214645795,0.00011242610459329497
-1,1,2.0,1,0.04,-1.0,-1.0387991711727829,0.0003533425818394732,1.3427024802742639e-05
-1,1,2.0,1,0.02,-1.0,-1.0189243518700977,8.664400400911935e-05,1.6393357489156473e-06
-1,1,2.0,1,0.01,-1.0,-1.0093431900393932,2.1457214243179646e-05,2.024802554939669e-07
-1,1,2.0,1,0.005,-1.0,-1.0046418252327542,5.339310769093786e-06,2.5157850968627926e-08
-1,1,2.0,2,0.08,0.0,0.04854042137064048,0.00013354381791887655,0.00013354381791887655
-1,1,2.0,2,0.04,0.0,0.026075636114307764,1.7453749659754717e-05,1.7453749659754717e-05
-1,1,2.0,2,0.02,0.0,0.013506821467658045,2.2311817622333826e-06,2.2311817622333826e-06
-1,1,2.0,2,0.01,0.0,0.006872936517038647,2.820512005576228e-07,2.820512005576228e-07
-1,1,2.0,2,0.005,0.0,0.0034666386090194353,3.5455466228228685e-08,3.5455466228228685e-08
-1,2,0.25,1,0.08,0.09375,0.09170758496747848,0.00033290801279057077,5.664461111379701e-05
-1,2,0.25,1,0.04,0.09375,0.0927518495594814,8.326417603345739e-05,7.075100017712853e-06
-1,2,0.25,1,0.02,0.09375,0.0932570380552564,2.0873367077426684e-05,8.838928809756826e-07
-1,2,0.25,1,0.01,0.09375,0.0935050923553632,5.228750676018443e-06,1.1045083342067287e-07
-1,2,0.25,1,0.005,0.09375,0.09362794521869276,1.30868925689272e-06,1.3803964555162292e-08
-1,2,0.25,2,0.08,0.109375,0.10677193734894919,0.00038742572173405777,6.506841337980485e-05
-1,2,0.25,2,0.04,0.109375,0.10809390037646557,9.702520566777568e-05,8.121116979254114e-06
-1,2,0.25,2,0.02,0.109375,0.10874005247657301,2.4338106031928903e-05,1.0142077399333606e-06
-1,2,0.25,2,0.01,0.109375,0.10905899137735034,6.098466808280057e-06,1.2671275224763067e-07
-1,2,0.25,2,0.005,0.109375,0.10921737021257825,1.5265881296078645e-06,1.5834985421215215e-08
-1,2,0.5,1,0.08,0.125,0.12213383501779065,0.0004481834250921481,0.00010001495974859376
-1,2,0.5,1,0.04,0.125,0.12359556954902941,0.00011125307136065686,1.248019306651966e-05
-1,2,0.5,1,0.02,0.125,0.12430552607341644,2.7841472905406034e-05,1.5582888182206428e-06
-1,2,0.5,1,0.01,0.125,0.12465477306182923,6.971782862103306e-06,1.946654834946356e-07
-1,2,0.5,1,0.005,0.125,0.12482789851928214,1.7448604831823274e-06,2.4325262511251063e-08
-1,2,0.5,2,0.08,0.1875,0.18237946877943498,0.0006658371313367648,0.00013354731728268705
-1,2,0.5,2,0.04,0.1875,0.1849655888700842,0.0001662737938255391,1.6642569132021483e-05
-1,2,0.5,2,0.02,0.1875,0.18624055508489254,4.1699495801811196e-05,2.076709131261949e-06
-1,2,0.5,2,0.01,0.1875,0.18687238895856542,1.045065969282549e-05,2.5934887791089654e-07
-1,2,0.5,2,0.005,0.1875,0.18718674429646717,2.616465679691262e-06,3.240317934028421e-08
-1,2,1.0,1,0.08,0.0,0.0008025868872638643,0.00013374739716206504,0.00013374739716206504
-1,2,1.0,1,0.04,0.0,0.00031687968553359376,1.663918348957172e-05,1.663918348957172e-05
-1,2,1.0,1,0.02,0.0,0.00013624622162910273,2.0740165197140376e-06,2.0740165197140376e-06
-1,2,1.0,1,0.01,0.0,6.243545828131523e-05,2.588547097320504e-07,2.588547097320504e-07
-1,2,1.0,1,0.005,0.0,2.9778247247503408e-05,3.233106274280722e-08,3.233106274280722e-08
-1,2,1.0,2,0.08,0.25,0.24167189036238396,0.0009041035778318833,0.00026562744466545034
-1,2,1.0,2,0.04,0.25,0.245806522555198,0.00022231021861217473,3.301249722872092e-05
-1,2,1.0,2,0.02,0.25,0.24789886787589333,5.558765305484439e-05,4.113130695038074e-06
-1,2,1.0,2,0.01,0.25,0.24894873837488946,1.3927347330135504e-05,5.132532673980979e-07
-1,2,1.0,2,0.005,0.25,0.24947424764351073,3.4874290569583392e-06,6.409960613669563e-08
-1,2,1.5,1,0.08,-0.375,-0.36055257410226893,0.0012922522533882065,9.103862973347224e-05
-1,2,1.5,1,0.04,-0.375,-0.3682841282274447,0.000329564420723161,1.1005985325834749e-05
-1,2,1.5,1,0.02,-0.375,-0.37177950571641605,8.314835748212899e-05,1.3504515430660642e-06
-1,2,1.5,1,0.01,-0.375,-0.3734254667524662,2.0877631998513385e-05,1.6716542120191293e-07
-1,2,1.5,1,0.005,-0.375,-0.37422183339700255,5.230447742454958e-06,2.0791256724764204e-08
-1,2,1.5,2,0.08,0.1875,0.1810918385389676,0.0007440060698495693,0.00036636410825387596
-1,2,1.5,2,0.04,0.1875,0.18407422273458632,0.00017077600344108117,4.540821291823566e-05
-1,2,1.5,2,0.02,0.1875,0.1857332367345453,4.1915715929887464e-05,5.648546884890045e-06
-1,2,1.5,2,0.01,0.1875,0.18660339590998867,1.0456084297592943e-05,7.042444231437955e-07
-1,2,1.5,2,0.005,0.1875,0.18704842644689762,2.615805562128704e-06,8.791316342583943e-08
-1,2,2.0,1,0.08,-1.0,-0.958311703258279,0.0034304907176089497,0.00018222184121978295
-1,2,2.0,1,0.04,-1.0,-0.9806008129640837,0.0008772617803064322,2.1848538027554405e-05
-1,2,2.0,1,0.02,-1.0,-0.99069838050406,0.0002215547440354297,2.668689848731674e-06
-1,2,2.0,1,0.01,-1.0,-0.995453461497657,5.565334732846827e-05,3.2956520144219743e-07
-1,2,2.0,1,0.005,-1.0,-0.9977534057654691,1.3945408567202539e-05,4.0940772026396137e-08
-1,2,2.0,2,0.08,0.0,0.003957755227055375,0.00040795783260786305,0.00040795783260786305
-1,2,2.0,2,0.04,0.0,0.0013550348952918636,5.036813258015992e-05,5.036813258015992e-05
-1,2,2.0,2,0.02,0.0,0.0005119194348847759,6.2512164053714736e-06,6.2512164053714736e-06
-1,2,2.0,2,0.01,0.0,0.00021335881588536624,7.784190996768058e-07,7.784190996768058e-07
