arm,family,role,strength,fid,full_calls_per_image,prefix_calls_per_image,sum_batch_gpu_seconds,complete
ig_prefix_original_00,ig_prefix_original,control,0.8,65.40232732007235,128.0,64.0,114.3035278050229,True
ig_prefix_local_00,ig_local,control,0.8,63.20538209251242,128.0,64.0,127.4290907192044,True
ig_prefix_native_00,ig_prefix_native,control,0.8,61.81969558119994,128.0,64.0,118.2345946780406,True
ig_prefix_clt_00,ig_prefix_clt,candidate,0.8,66.30026792032919,128.0,64.0,116.09306150535122,True
