lambda,fid,sfid,inception_score,total_nfe,total_query_nfe,weak_revision_gap_cosine_mean,weak_revision_gap_parallel_energy_fraction_mean,noise_sha256,label_sha256
0.0,64.84873749376129,208.90645769487082,35.70242691040039,8572,0,,,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
0.25,64.19506852899383,207.76533319429893,36.268062591552734,8662,3963,0.023372256405006894,0.029333347793086197,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
0.5,63.238787029749346,207.20237178654463,36.40727233886719,8812,4036,0.015798958005755905,0.028205264468496145,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
0.75,62.0627362767155,206.7368076095895,37.04343032836914,9028,4092,0.009920477535704107,0.02765758550095219,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
1.0,61.858996214473905,206.51890220337077,37.044219970703125,9280,4231,0.004146998472615169,0.02687563525840094,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
1.25,62.41419570109633,206.275908352,38.696903228759766,9748,4365,-0.0008270281142641055,0.026405642822817547,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
1.5,62.546835523982395,206.27954663533933,37.76627731323242,9658,4458,-0.006415446160939121,0.02631747832288331,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
2.0,65.7794725650956,206.57135470682442,37.30999755859375,9442,4479,-0.014477146531168378,0.027423078524867302,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
