condition,fid,sfid,inception_score,total_nfe,total_query_nfe,query_shift_rms_mean,weak_revision_rms_mean,noise_sha256,label_sha256
projected_temporal_parallel,62.32023934116603,206.3925465500531,36.72669982910156,9142,8332,0.004096529283589621,0.06400262066217142,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
projected_temporal_orthogonal,62.02447020243699,206.41111916802652,37.55605697631836,9298,8396,0.004068290066629196,0.06876541703618262,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
