condition,fid,sfid,inception_score,total_nfe,total_query_nfe,query_shift_rms_mean,weak_revision_rms_mean,noise_sha256,label_sha256
ordinary_ig,64.85129841789944,208.90692838615882,35.707767486572266,8572,0,,,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
projected,61.85920747125374,206.51953445048025,37.04326629638672,9280,4231,0.004101554904959399,0.06447242957154763,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
time_only,62.506690525005865,206.44184799577283,36.89987564086914,9334,4215,0.0,0.06798613247129184,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
state_only,65.37420797617744,209.1066573163655,35.1678466796875,8872,3989,0.004995749312217734,0.00944126704017041,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
anti_projected,62.637824607742516,206.65254065628312,37.442745208740234,9034,4253,0.004137590534019514,0.07288025367226515,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
orthogonal_projected,62.52261827720349,206.3361098241703,37.05863571166992,9208,4189,0.004103881809445657,0.06886424747439933,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
donor_projected,62.29973309939362,206.3716578145902,37.172428131103516,9442,4322,0.003921435026279393,0.06816650316634666,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
