condition,fid,sfid,inception_score,total_nfe,total_query_nfe,query_shift_rms_mean,weak_revision_rms_mean,noise_sha256,label_sha256
projected_temporal_parallel,63.11118823785006,205.22877352593787,36.984256744384766,9436,8488,0.0041859996885678106,0.06395246118019138,cd954139529720fbf5fdf062abef0468746d80dcc9a9959279b12bfa7c453318,3154f0b298968dd52c83cd7e713b6c67761996f06c34aa7f289cf7870b568952
projected_temporal_orthogonal,63.18673325165213,204.91121091028378,37.10664367675781,9484,8548,0.004148591702426075,0.0688845740896012,cd954139529720fbf5fdf062abef0468746d80dcc9a9959279b12bfa7c453318,3154f0b298968dd52c83cd7e713b6c67761996f06c34aa7f289cf7870b568952
