condition,fid,sfid,inception_score,total_nfe,total_query_nfe,query_shift_rms_mean,weak_revision_rms_mean,noise_sha256,label_sha256
projected,62.94250614133955,204.969847935791,37.19865798950195,9406,4226,0.004127983560455761,0.06488524128924426,cd954139529720fbf5fdf062abef0468746d80dcc9a9959279b12bfa7c453318,3154f0b298968dd52c83cd7e713b6c67761996f06c34aa7f289cf7870b568952
time_only,63.49227005249662,205.1041635241238,36.62641906738281,9460,4285,0.0,0.06806426179336635,cd954139529720fbf5fdf062abef0468746d80dcc9a9959279b12bfa7c453318,3154f0b298968dd52c83cd7e713b6c67761996f06c34aa7f289cf7870b568952
anti_projected,63.9849997045265,205.27796582445546,36.89834213256836,9556,4288,0.004201726030649517,0.07352336294317115,cd954139529720fbf5fdf062abef0468746d80dcc9a9959279b12bfa7c453318,3154f0b298968dd52c83cd7e713b6c67761996f06c34aa7f289cf7870b568952
orthogonal_projected,63.373136975684815,205.02877527263013,37.266719818115234,9526,4280,0.004175446952436844,0.06872822230858797,cd954139529720fbf5fdf062abef0468746d80dcc9a9959279b12bfa7c453318,3154f0b298968dd52c83cd7e713b6c67761996f06c34aa7f289cf7870b568952
donor_projected,63.58378568419511,205.17065023696875,36.95841598510742,9562,4306,0.003962062771460095,0.06872234241163959,cd954139529720fbf5fdf062abef0468746d80dcc9a9959279b12bfa7c453318,3154f0b298968dd52c83cd7e713b6c67761996f06c34aa7f289cf7870b568952
