condition,fid,sfid,inception_score,total_nfe,total_query_nfe,query_shift_rms_mean,weak_revision_rms_mean,noise_sha256,label_sha256
projected,66.90638391468127,212.87365764184062,37.23162841796875,9478,4368,0.004617266484281024,0.1187344317108043,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6
