ambient_dim,hidden_dim,condition,seeds,swd_2d_mean,swd_fullD_mean,mmd_2d_mean,intrinsic_nll_mean,intrinsic_swd_mean,ambient_swd_mean,intrinsic_mmd_mean,off_subspace_rms_mean,ridge_distance_mean_mean,ridge_distance_median_mean,ridge_distance_q90_mean,reference_ridge_distance_mean_mean,ridge_distance_excess_mean,signed_ridge_mean_mean,signed_ridge_std_mean,signed_ridge_q10_mean,signed_ridge_q50_mean,signed_ridge_q90_mean,reference_signed_ridge_mean_mean,reference_signed_ridge_std_mean,ridge_width_ratio_mean,ridge_signed_bias_in_ref_std_mean,conditional_ridge_w1_mean,conditional_ridge_w1_worst_bin_mean,conditional_ridge_valid_bins_mean,arc_coverage_w1_mean,arc_hist_tv_mean,arc_hist_js_mean,arc_empty_bin_fraction_mean,ambient_surface_rms_mean,ambient_surface_rms_q50_mean,ambient_surface_rms_q90_mean,ambient_surface_rms_q99_mean,intrinsic_radius_mean_mean,intrinsic_radius_std_mean,intrinsic_radius_q10_mean,intrinsic_radius_q90_mean,reference_intrinsic_radius_mean_mean,intrinsic_radius_mean_ratio_mean,swd_2d_std,swd_fullD_std,mmd_2d_std,intrinsic_nll_std,intrinsic_swd_std,ambient_swd_std,intrinsic_mmd_std,off_subspace_rms_std,ridge_distance_mean_std,ridge_distance_median_std,ridge_distance_q90_std,reference_ridge_distance_mean_std,ridge_distance_excess_std,signed_ridge_mean_std,signed_ridge_std_std,signed_ridge_q10_std,signed_ridge_q50_std,signed_ridge_q90_std,reference_signed_ridge_mean_std,reference_signed_ridge_std_std,ridge_width_ratio_std,ridge_signed_bias_in_ref_std_std,conditional_ridge_w1_std,conditional_ridge_w1_worst_bin_std,conditional_ridge_valid_bins_std,arc_coverage_w1_std,arc_hist_tv_std,arc_hist_js_std,arc_empty_bin_fraction_std,ambient_surface_rms_std,ambient_surface_rms_q50_std,ambient_surface_rms_q90_std,ambient_surface_rms_q99_std,intrinsic_radius_mean_std,intrinsic_radius_std_std,intrinsic_radius_q10_std,intrinsic_radius_q90_std,reference_intrinsic_radius_mean_std,intrinsic_radius_mean_ratio_std
2,128,D0_eps_shared,3,0.09875170995294791,0.14318139761721774,0.004190047581990534,1.2012221813201904,0.09875170995294791,0.14318139761721774,0.004190047581990534,5.135638166583097e-08,0.02453053618470823,0.014829279544452767,0.048031500230232865,0.019277736544609,0.005252799640099167,0.005262803907195667,0.042502354830503436,-0.025412012512485167,0.0039361737047632,0.03699306026101107,-0.0005165030985759667,0.0240886931618054,1.7653364392050728,0.2403451899687449,0.014300918816938533,0.027910895972905,16.0,0.04874150158056859,0.1546630859375,0.021362533597283167,0.0,5.135638048159308e-08,4.214684778958144e-08,1.062732100839033e-07,1.8358292663833709e-07,0.8529774149258932,0.38081050912539166,0.3789411584536235,1.411359151204427,0.9227633078893026,0.9242576782490354,0.02300594336901818,0.024792759162604497,0.0018715645298887995,0.40945096836465045,0.02300594336901818,0.024792759162604497,0.0018715645298887995,3.3982831457214663e-09,0.003993627738019388,0.0034598364516181816,0.005491041734920908,0.0001647006999628388,0.004157854556136859,0.0021738855939472334,0.00448394731319571,0.0014620185478579632,0.0017268417296023672,0.006747445994517814,0.00034127732682467195,0.00016919030288877886,0.19785967042526179,0.10040334132370089,0.0011633321917579019,0.004367059940938627,0.0,0.022871604624073113,0.03152889729125919,0.009091514514939256,0.0,3.398281365407349e-09,0.0,1.2507674116011142e-08,8.493132374878629e-09,0.03339254709146233,0.022165301815194677,0.00688772447063094,0.05600307104545067,0.005557440120526141,0.03084263234526261
2,128,D0_x_shared,3,0.08122006149045213,0.10834434217480084,0.0024202664693196,6.866150379180908,0.08122006149045213,0.10834434217480084,0.0024202664693196,5.156132705981994e-08,0.0761318244040012,0.07603511586785312,0.13778140147527054,0.019277736544609,0.056854087859392104,0.0747955404222011,0.04649809375405307,0.02252521552145473,0.07574118922154106,0.13725887735684708,-0.0005165030985759667,0.0240886931618054,1.9284301731974682,3.1218349933624268,0.07759270493398134,0.15755147490481738,15.666666666666666,0.012815366622506935,0.1435546875,0.020384547336720134,0.0,5.156132469134415e-08,4.214684778958144e-08,1.1088726618406024e-07,1.8185342298693286e-07,0.8592323462168375,0.3574309249718984,0.339420884847641,1.3743124802907307,0.9227633078893026,0.9310243353319049,0.011451279757516536,0.020647052993828803,0.0018715890096731053,5.0142260770437845,0.011451279757516536,0.020647052993828803,0.0018715890096731053,2.4967481635787073e-09,0.029411131472400688,0.03877368156345982,0.033287670269046915,0.0001647006999628388,0.02924952740766736,0.029554782674677312,0.011283822596576027,0.01165394247563014,0.03873246380797599,0.03377967775549236,0.00034127732682467195,0.00016919030288877886,0.4548228663591647,1.1966079312477746,0.02987425133875656,0.04333836539550581,0.5773502691896258,0.002460406761167261,0.013865059702786304,0.0065361554054696085,0.0,2.496752244464607e-09,0.0,1.4414167292936206e-08,1.1488720570986665e-08,0.03988094777208262,0.013570256574739217,0.06084580061539191,0.029935290830430776,0.005557440120526141,0.03853637560488137
2,128,D1_eps_own,3,0.05409004478246093,0.08357416849798316,0.0015054941177367667,1.6560356219609575,0.05409004478246093,0.08357416849798316,0.0015054941177367667,5.675097843512352e-08,0.0271415549019972,0.016261494408051132,0.05306842674811679,0.019277736544609,0.007863818357388133,0.0012853923641765667,0.04692826047539706,-0.0342331727345784,-0.0001985672667312,0.0355361178517341,-0.0005165030985759667,0.0240886931618054,1.9487459193073897,0.0748387773831685,0.012704672070438199,0.034322224244242895,16.0,0.017240967635058266,0.08976236979166667,0.006465330681996566,0.0,5.6750977250885626e-08,4.380510176815733e-08,1.1459523345062432e-07,1.8913461019565148e-07,0.940847635269165,0.38808884223302204,0.4129636287689209,1.4634687900543213,0.9227633078893026,1.019590608127283,0.0010926216716763324,0.0023411741610241893,0.0005800112516858541,0.2923919379290866,0.0010926216716763324,0.0023411741610241893,0.0005800112516858541,4.960430660277943e-09,0.001799876054518256,0.0013196149913382612,0.002281345453988742,0.0001647006999628388,0.0019625916930053194,0.00014360669574691321,0.0028249189101557867,0.0013249239677165074,0.00034083037149428545,0.0024007858925802084,0.00034127732682467195,0.00016919030288877886,0.13024183863399227,0.009963169422107685,0.0007084997594232398,0.004964655833906065,0.0,0.00732096645896331,0.022660515920731407,0.002519999806977267,0.0,4.9604301442291365e-09,2.872180142746666e-09,7.991779594444925e-09,9.391276298086337e-09,0.012398900909138299,0.014018705776893955,0.02791482392804178,0.014615621686230738,0.005557440120526141,0.01096418788633895
2,128,D1_gate_on_D0,3,0.02346231143368133,0.03506094239422093,-4.4147173563633344e-05,1.5113426049550374,0.02346231143368133,0.03506094239422093,-4.4147173563633344e-05,5.669363171515821e-08,0.0261217212925354,0.015640452504157968,0.051221831391255,0.019277736544609,0.006843984747926334,0.002657266100868533,0.0456277579069137,-0.03156882524490353,0.0005496398953254666,0.0348617794613043,-0.0005165030985759667,0.0240886931618054,1.8943157231020222,0.13192958881457642,0.011540985596317102,0.028508475095750333,16.0,0.008932768474693367,0.05126953125,0.002029252525313567,0.0,5.6693634083634e-08,4.3133232689266755e-08,1.1459523345062432e-07,1.9449830309289004e-07,0.9312300483385721,0.3930689295132954,0.38890201846758526,1.4695323308308919,0.9227633078893026,1.0091842216959892,0.002970616794920086,0.006402893970122249,0.00014738536985857602,0.19171180641621602,0.002970616794920086,0.006402893970122249,0.00014738536985857602,4.646676198545388e-09,0.001065924581140402,0.0008388392773787418,0.0012469817171270297,0.0001647006999628388,0.0011345162377635182,0.0009566294170110731,0.001993841548386961,0.0008966799406897817,0.00014999283158293622,0.0014320981635704653,0.00034127732682467195,0.00016919030288877886,0.08712943971723616,0.045985872213388033,0.001674198288243477,0.0028767340930482615,0.0,0.001396790971213845,0.0030809153965146393,0.00036542482686478805,0.0,4.646676922108347e-09,1.6284658594570196e-09,7.991779594444925e-09,5.3667710436486574e-09,0.003780834588385573,0.004422240233519035,0.006543284652438221,0.010006645765642244,0.005557440120526141,0.0025569495617083376
2,128,D1_x_own,3,0.041904480239882434,0.05661717914249977,0.0001054604848225888,0.12309217204650243,0.041904480239882434,0.05661717914249977,0.0001054604848225888,5.68513319384086e-08,0.016558370552957,0.012622291843096331,0.03293499350547783,0.019277736544609,-0.0027193659916519334,-0.003961564274504767,0.022521581500768634,-0.024562571818629867,-0.0051747010632728335,0.019003922119736633,-0.0005165030985759667,0.0240886931618054,0.9340686382622981,0.24953918159008026,0.019539528484942368,0.03808778835824664,16.0,0.010606374779412833,0.09493001302083333,0.007466338071426199,0.0,5.68513319384086e-08,4.4237477681008386e-08,1.1761645642612469e-07,1.9192638944787177e-07,0.9389289816220602,0.39104897777239483,0.39956169327100116,1.4820955594380696,0.9227633078893026,1.0174781588787363,0.010913285387454345,0.014005274456429937,0.000351105708830985,0.19218733707283978,0.010913285387454345,0.014005274456429937,0.000351105708830985,4.640416314844912e-09,0.0021170638402596923,0.0026854008008958758,0.0074517180248396975,0.0001647006999628388,0.0021558441415651447,0.009053716423462657,0.00467636919451661,0.00996447363168519,0.006990122815361541,0.009900657363962584,0.00034127732682467195,0.00016919030288877886,0.1870023685135873,0.27779546138765926,0.0015539387369232181,0.012751557658046801,0.0,0.0016702502963694297,0.016213921574856332,0.002189630958708148,0.0,4.640416314844912e-09,2.580561630586e-09,2.758867899883851e-09,5.958169122296793e-09,0.015046899038684305,0.010665716980675121,0.02000754306230962,0.03952444944121286,0.005557440120526141,0.010169884338432302
2,128,D2_eps_own,3,0.0671700930848922,0.09939573667996741,0.0017538865407307664,3.55932609240214,0.0671700930848922,0.09939573667996741,0.0017538865407307664,5.892447774158427e-08,0.0374191962182521,0.01931136784454183,0.08518770833810163,0.019277736544609,0.018141459673643067,0.0048526739313577,0.06490284452835716,-0.0408161766827106,0.0028252596966922,0.0522720403969287,-0.0005165030985759667,0.0240886931618054,2.694984359326822,0.22288983811934782,0.023584896716396797,0.07381367899973,16.0,0.038272033554797434,0.1085205078125,0.009938150069193933,0.0,5.892447774158427e-08,4.4237477681008386e-08,1.156761750091088e-07,1.9192638944787177e-07,0.9692170023918152,0.38754744331041974,0.41170060634613037,1.4719642798105876,0.9227633078893026,1.0502487738610429,0.011106372802832323,0.01649893239270369,0.0008797684685991461,0.36760129135658215,0.011106372802832323,0.01649893239270369,0.0008797684685991461,3.859935411744359e-09,0.0021779035248500334,0.00134154077859223,0.007376726032120554,0.0001647006999628388,0.002341499420971762,0.003541334783626611,0.003058461687073036,0.007122987663336397,0.001702652668410543,0.006474749381437941,0.00034127732682467195,0.00016919030288877886,0.14463926202307703,0.15201938993585543,0.0028507790597069316,0.0038677105012657077,0.0,0.013773217666663371,0.016080418222074896,0.0019775648822891664,0.0,3.859935411744359e-09,2.580561630586e-09,6.119533895137115e-09,5.958169122296793e-09,0.0273233253991151,0.0021107665746835243,0.011378830231818288,0.019938612770213995,0.005557440120526141,0.02323821896326976
2,128,D2_gate_on_D0,3,0.02372962115662237,0.034632937514527,-4.8756599426266665e-05,1.5594626267751057,0.02372962115662237,0.034632937514527,-4.8756599426266665e-05,5.5986691431068415e-08,0.027166863282521533,0.016525910546382232,0.054458367327849,0.019277736544609,0.007889126737912434,0.0023279735275233333,0.04646407191952063,-0.03332761178414023,0.0007205402156008188,0.0363524804512659,-0.0005165030985759667,0.0240886931618054,1.928844733477944,0.1182413647572199,0.011863061882058233,0.0267427462928426,16.0,0.007196669786495433,0.049519856770833336,0.0019082623155154332,0.0,5.598669261530632e-08,4.3102183155951934e-08,1.1459523345062432e-07,1.884864389012364e-07,0.9289347529411316,0.3938201367855072,0.38515474398930866,1.4674495855967205,0.9227633078893026,1.0067074866991026,0.0028131171415880485,0.005943348293255204,0.000152675177150605,0.15426293904810454,0.0028131171415880485,0.005943348293255204,0.000152675177150605,4.699154142469009e-09,0.0009157567673303724,0.0005441719411203362,0.0020876707484757543,0.0001647006999628388,0.0009195958878274716,0.0015893184959512728,0.0014240466978366689,0.0016849988703765144,0.0012137320891474612,0.0018340499217546066,0.00034127732682467195,0.00016919030288877886,0.05624867392303031,0.06675000389124286,0.0012436116429956046,0.0012909368251564572,0.0,0.002288668923040444,0.004943973241396179,0.00039910524254318586,0.0,4.699156833159742e-09,1.6546893928211226e-09,7.991779594444925e-09,0.0,0.0011321357300733644,0.0036230196652288263,0.006322415109123026,0.007820787127144202,0.005557440120526141,0.004859956479916198
2,128,D2_x_own,3,0.05688489320976226,0.08094300507993395,0.0006424983342488364,1.6912614107131958,0.05688489320976226,0.08094300507993395,0.0006424983342488364,5.7508248829662996e-08,0.0343877132982015,0.024465570847193335,0.07140756522615747,0.019277736544609,0.015109976753592436,-0.004219296543548499,0.04335724686582879,-0.051280021667480434,-0.003777070863482834,0.04157664207741616,-0.0005165030985759667,0.0240886931618054,1.7996386556657342,0.746462270617485,0.034618611629174935,0.09013881326042507,16.0,0.019864102099533765,0.14750162760416666,0.0199846567548971,0.0,5.750824882966299e-08,4.3224034129707434e-08,1.1920928955078125e-07,1.9536633999450714e-07,0.9526244799296061,0.38428714871406555,0.44975696007410687,1.513658841451009,0.9227633078893026,1.0322318316796653,0.009762643094607717,0.014470466874396428,0.0012306719047997928,0.15707338867732404,0.009762643094607717,0.014470466874396428,0.0012306719047997928,2.8459083409575064e-09,0.0029964048771098564,0.0031849140263623095,0.008552894283403884,0.0001647006999628388,0.0029333897192684332,0.026192629645226832,0.0059545150752550275,0.02604181922593532,0.02015735236954427,0.03797651231654187,0.00034127732682467195,0.00016919030288877886,0.24435601937066104,0.6126987987057138,0.0033369709304501127,0.012324821418900327,0.0,0.003492626364183623,0.009131914645598854,0.003853749252921622,0.0,2.8459114711457956e-09,1.8657414703173854e-09,0.0,5.95816912229678e-09,0.035570078703162686,0.010432679072093656,0.046131218556457396,0.028553504489362103,0.005557440120526141,0.03230378192824845
2,128,D3_oracle_bayes_gate,3,0.021956917194776267,0.0312730855503533,-6.171067555742317e-05,0.663277824719747,0.021956917194776267,0.0312730855503533,-6.171067555742317e-05,5.553846686249623e-08,0.022423212106029166,0.015963793421785,0.04558988908926643,0.019277736544609,0.0031454755614200667,0.0010060751034567334,0.0343927939732869,-0.030841931079824702,0.00021298586701349836,0.03232889374097183,-0.0005165030985759667,0.0240886931618054,1.427673580778887,0.06327486286560689,0.006908876413420667,0.015667779765929535,16.0,0.005944500288426567,0.0474853515625,0.0017588423628572668,0.0,5.5538464494020445e-08,4.228359292331637e-08,1.1108299702300428e-07,1.8358292663833709e-07,0.9282333453496298,0.3936157127221425,0.3836666941642761,1.4698213736216228,0.9227633078893026,1.0059405851630616,0.0048454650198117705,0.0041254718298714904,9.052941611132897e-05,0.2041174918814768,0.0048454650198117705,0.0041254718298714904,9.052941611132897e-05,4.895232526009926e-09,0.001110263763279767,0.0006716630848426809,0.0013745130109111474,0.0001647006999628388,0.0011120820722491788,0.0005932040978532667,0.0025655816671122135,0.0009774617113342278,0.00014939979023421014,0.00036085608842381813,0.00034127732682467195,0.00016919030288877886,0.1047594865122962,0.03338710779872624,0.0011508962420011487,0.0051897165966791736,0.0,0.0026477792362262715,0.002982615166716459,0.00018411804904106357,0.0,4.895231198214013e-09,1.7065694060913766e-10,1.4075151535277017e-08,8.493132374878629e-09,0.0036825846553638947,0.0033640036225658075,0.0073827956798527715,0.008758937971204334,0.005557440120526141,0.004198830248048871
2,128,D4_eps_own,3,0.0625030588758432,0.09690004293339506,0.0017438332239785997,1.506278157234192,0.0625030588758432,0.09690004293339506,0.0017438332239785997,5.7263745153098476e-08,0.0271371733397245,0.0170083716511726,0.054312152167161266,0.019277736544609,0.007859436795115433,0.001137644983828,0.0455350875854492,-0.035250332206487565,-0.0004849051668619,0.035615528623263,-0.0005165030985759667,0.0240886931618054,1.8904702633082433,0.0688343892494837,0.0124107596580209,0.02915277282836627,16.0,0.028603565609905967,0.0986328125,0.007042215379269533,0.0,5.72637416003848e-08,4.391443416314663e-08,1.1459523345062432e-07,1.9492825723925003e-07,0.9593507846196493,0.39335173368453974,0.4092054565747579,1.4775372743606567,0.9227633078893026,1.039609848484023,0.010353059215062937,0.015533720942702584,0.0008442578487377107,0.03361402725875131,0.010353059215062937,0.015533720942702584,0.0008442578487377107,4.68825361840585e-09,0.0006841611753104702,0.0010982510307515775,0.0013244816762174561,0.0001647006999628388,0.0008009686110833264,0.0005252304577582062,0.0005160142583536978,0.002184474562689061,0.0004927452337115246,0.0016149927993445187,0.00034127732682467195,0.00016919030288877886,0.034501951827988896,0.0357695715443727,0.001091991541213382,0.005736596987154898,0.0,0.007983656514773495,0.006554391483720117,0.001464902910465788,0.0,4.6882526197013004e-09,2.7823329874829578e-09,7.991779594444925e-09,5.617346326424719e-09,0.016276094521453278,0.011491271881093768,0.011814128086676264,0.021616362215023877,0.005557440120526141,0.012064581862120225
