ambient_dim,hidden_dim,time,condition,seeds,paired_velocity_mse_mean,bayes_velocity_mse_mean,irreducible_velocity_mse_mean,gate_mean_mean,gate_std_mean,x_amplification_mean_mean,epsilon_amplification_mean_mean,paired_velocity_mse_std,bayes_velocity_mse_std,irreducible_velocity_mse_std,gate_mean_std,gate_std_std,x_amplification_mean_std,epsilon_amplification_mean_std
2,128,0.01,B0_v_ind,3,1.011102835337321,0.0030169653861472335,1.0083642999331157,,,,,0.01664442953528043,0.0011884236396834927,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,B1_x_ind,3,1.0084483822186787,0.00011188373173350002,1.0083642999331157,,,,,0.017026844685912184,9.850350069206396e-06,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,B2_eps_ind,3,28.29108238220215,27.232430775960285,1.0083642999331157,,,,,7.703006408141685,7.626862812581075,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,Bayes_exact,3,1.0083642999331157,0.0,1.0083642999331157,,,,,0.017157506660653795,0.0,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,D0_eps_shared,3,12.69542121887207,11.740755875905355,1.0083642999331157,,,,,3.775073899083636,3.7689121531367533,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,D0_fixed_x_eps,3,1.008897026379903,0.0007647516904398334,1.0083642999331157,1.0,0.0,1.0101009607315063,0.0,0.01707621915341137,0.0003752133152084244,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,D0_safe_schedule,3,1.0093788703282673,0.0017812897761662332,1.0083642999331157,0.9900000095367432,0.0,0.9999999403953552,0.9999990463256836,0.016550257673080358,0.0007038925310689845,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,D0_x_shared,3,1.008897026379903,0.0007647516904398334,1.0083642999331157,,,,,0.01707621915341137,0.0003752133152084244,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,D1_scaled_gate,3,1.0543849468231201,0.04623936861753456,1.0083642999331157,0.9389115571975708,0.042320093760887724,0.9483954707781473,6.10884428024292,0.04648885042347849,0.046152072449448966,0.017157506660653795,0.015210262529885707,0.00850345522165651,0.015363890357583369,1.521026189978607
2,128,0.01,D2_velocity_gate,3,1.0099141399065654,0.0022680013207718335,1.0083642999331157,0.9980677366256714,0.0016681164852342999,1.0081491867701213,0.19322539369265235,0.016905528083049674,0.0012958456294932751,0.017157506660653795,0.001270802381566615,0.0006571108315724355,0.0012836598685680713,0.12708287973184026
2,128,0.01,D3_oracle_bayes_gate,3,1.0086962381998696,0.0005689669051206999,1.0083642999331157,0.9963738918304443,0.0086446629526714,1.006438136100769,0.3626103848218918,0.01680828709502692,0.0002603045400848724,0.017157506660653795,0.0026528964508012675,0.0015897954326137302,0.0026796393827717363,0.2652860422884789
2,128,0.01,D3_oracle_pair_teacher_only,3,0.7623284657796224,0.23513955871264136,1.0083642999331157,0.8487101197242737,0.24266091982523597,0.8572828968365988,15.12898858388265,0.007419887550627424,0.013173860838574714,0.017157506660653795,0.02398875929402819,0.03635336385458242,0.024231103264018988,2.3988770758564533
2,128,0.01,D4_safe_velocity_gate,3,1.0088289380073547,0.0005079977951633,1.0083642999331157,0.9983502229054769,0.000499750545714,1.008434534072876,0.16497494031985596,0.017281693432222793,0.00012184079115577766,0.017157506660653795,0.0007803501859434707,0.00019208019603495044,0.0007882055843703573,0.07803423187648045
2,128,0.01,S0_xv_switch,3,1.0099244515101116,0.0021232697181403333,1.0083642999331157,1.0,0.0,1.0101009607315063,0.0,0.018188145697900508,0.0004277655993461911,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.01,S1_xv_consistency_switch,3,1.0097678105036418,0.001788206786538133,1.0083642999331157,1.0,0.0,1.0101009607315063,0.0,0.016878631130773383,0.00024999715177960983,0.017157506660653795,0.0,0.0,0.0,0.0
2,128,0.03,B0_v_ind,3,1.048253854115804,0.0026973624092836664,1.0447160800298054,,,,,0.012647409802143576,0.0012391805398349076,0.011099856298012958,0.0,0.0,0.0,0.0
2,128,0.03,B1_x_ind,3,1.0448453028996785,0.0001361675337344682,1.0447160800298054,,,,,0.011220828958572591,8.314287628745117e-05,0.011099856298012958,0.0,0.0,0.0,0.0
2,128,0.03,B2_eps_ind,3,3.4553918838500977,2.3918880224227905,1.0447160800298054,,,,,0.5375713115118497,0.5507014071854498,0.011099856298012958,0.0,0.0,0.0,0.0
2,128,0.03,Bayes_exact,3,1.0447160800298054,0.0,1.0447160800298054,,,,,0.011099856298012958,0.0,0.011099856298012958,0.0,0.0,0.0,0.0
2,128,0.03,D0_eps_shared,3,2.0128303368886313,0.954397996266683,1.0447160800298054,,,,,0.24645335291601278,0.25033418164096904,0.011099856298012958,0.0,0.0,0.0,0.0
2,128,0.03,D0_fixed_x_eps,3,1.0455783208211262,0.0006115556849786999,1.0447160800298054,1.0,0.0,1.0309277772903442,0.0,0.011572251632000858,0.00041432336289642436,0.011099856298012958,0.0,0.0,0.0,0.0
2,128,0.03,D0_safe_schedule,3,1.0469290415445964,0.0015583804342895332,1.0447160800298054,0.9700000286102296,0.0,1.0,0.9999989867210388,0.011721602634198202,0.0008240430510777182,0.011099856298012958,0.0,0.0,0.0,0.0
2,128,0.03,D0_x_shared,3,1.0455783208211262,0.0006115556849786999,1.0447160800298054,,,,,0.011572251632000858,0.00041432336289642436,0.011099856298012958,0.0,0.0,0.0,0.0
