ambient_dim,hidden_dim,condition,seeds,swd_2d_mean,swd_fullD_mean,mmd_2d_mean,intrinsic_nll_mean,intrinsic_swd_mean,ambient_swd_mean,intrinsic_mmd_mean,off_subspace_rms_mean,ridge_distance_mean_mean,ridge_distance_median_mean,ridge_distance_q90_mean,reference_ridge_distance_mean_mean,ridge_distance_excess_mean,signed_ridge_mean_mean,signed_ridge_std_mean,signed_ridge_q10_mean,signed_ridge_q50_mean,signed_ridge_q90_mean,reference_signed_ridge_mean_mean,reference_signed_ridge_std_mean,ridge_width_ratio_mean,ridge_signed_bias_in_ref_std_mean,conditional_ridge_w1_mean,conditional_ridge_w1_worst_bin_mean,conditional_ridge_valid_bins_mean,arc_coverage_w1_mean,arc_hist_tv_mean,arc_hist_js_mean,arc_empty_bin_fraction_mean,ambient_surface_rms_mean,ambient_surface_rms_q50_mean,ambient_surface_rms_q90_mean,ambient_surface_rms_q99_mean,intrinsic_radius_mean_mean,intrinsic_radius_std_mean,intrinsic_radius_q10_mean,intrinsic_radius_q90_mean,reference_intrinsic_radius_mean_mean,intrinsic_radius_mean_ratio_mean,swd_2d_std,swd_fullD_std,mmd_2d_std,intrinsic_nll_std,intrinsic_swd_std,ambient_swd_std,intrinsic_mmd_std,off_subspace_rms_std,ridge_distance_mean_std,ridge_distance_median_std,ridge_distance_q90_std,reference_ridge_distance_mean_std,ridge_distance_excess_std,signed_ridge_mean_std,signed_ridge_std_std,signed_ridge_q10_std,signed_ridge_q50_std,signed_ridge_q90_std,reference_signed_ridge_mean_std,reference_signed_ridge_std_std,ridge_width_ratio_std,ridge_signed_bias_in_ref_std_std,conditional_ridge_w1_std,conditional_ridge_w1_worst_bin_std,conditional_ridge_valid_bins_std,arc_coverage_w1_std,arc_hist_tv_std,arc_hist_js_std,arc_empty_bin_fraction_std,ambient_surface_rms_std,ambient_surface_rms_q50_std,ambient_surface_rms_q90_std,ambient_surface_rms_q99_std,intrinsic_radius_mean_std,intrinsic_radius_std_std,intrinsic_radius_q10_std,intrinsic_radius_q90_std,reference_intrinsic_radius_mean_std,intrinsic_radius_mean_ratio_std
2,128,B0_v_ind,3,0.0360017324705464,0.05510749622080724,6.635983784994896e-05,11.100359280904135,0.0360017324705464,0.05510749622080724,6.635983784994896e-05,5.5292532626557055e-08,0.07503152887026464,0.039560839533805764,0.20792400836944577,0.019277736544609,0.05575379232565556,0.010440670574704767,0.10949584841728206,-0.10524072746435796,0.0026859577434757997,0.14747246354818344,-0.0005165030985759667,0.0240886931618054,4.547130117882361,0.45603428532679874,0.057134268588417074,0.13369854052035282,16.0,0.009617637935529867,0.059488932291666664,0.0029553996948583003,0.0,5.529253381079494e-08,4.343254526399202e-08,1.128391152368143e-07,1.8948484618401082e-07,0.9244068463643392,0.3981993893782298,0.39279130101203913,1.4652047157287598,0.9227633078893026,1.0018178251585186,0.006835514928789654,0.009085329070809892,0.0002755372412203402,4.826191984849886,0.006835514928789654,0.009085329070809892,0.0002755372412203402,5.771293584848336e-09,0.019806548013380203,0.014108259870433933,0.04861074062270387,0.0001647006999628388,0.019912494642700142,0.009473735799401565,0.020341435927132296,0.0297794531493725,0.004489137946041473,0.057115458843302,0.00034127732682467195,0.00016919030288877886,0.8570167843126654,0.3983185254822085,0.018720495757348445,0.00875159733573894,0.0,0.003170791512140482,0.005538190750657634,0.0007608346132674318,0.0,5.771298560283135e-09,2.2268933488421115e-09,1.1033465564860975e-08,6.243502952597258e-09,0.006250429324612665,0.007957961835935808,0.018797239537054547,0.004025250235410737,0.005557440120526141,0.010964757121317247
2,128,B1_x_ind,3,0.0887161984845858,0.1285682572287796,0.0015368461608886222,32.443625132242836,0.0887161984845858,0.1285682572287796,0.0015368461608886222,5.3130746617095305e-08,0.16657379269599912,0.1641642699639002,0.30507940053939814,0.019277736544609,0.14729606111844376,0.04360372076431903,0.18473725517590836,-0.24637158711751297,0.070298071950674,0.2734401921431224,-0.0005165030985759667,0.0240886931618054,7.668792122857429,1.8289376099904378,0.15484683211003622,0.20710564145615518,16.0,0.02678270350525247,0.11775716145833333,0.011199095287895299,0.0,5.3130743064381626e-08,4.2256180184570745e-08,1.1088726618406024e-07,1.823178763515898e-07,0.8920792738596598,0.3543085257212321,0.39176807800928753,1.3376336097717285,0.9227633078893026,0.966629331430731,0.02182896403490138,0.03367670263612818,0.0017162356398938705,3.0217447106608937,0.02182896403490138,0.03367670263612818,0.0017162356398938705,3.32337298249962e-09,0.01163195771080703,0.021612089235399874,0.0027741775886086536,0.0001647006999628388,0.011482069481312205,0.015324214955285331,0.008944480380940787,0.015883360752358962,0.024009530607508815,0.007062315239623079,0.00034127732682467195,0.00016919030288877886,0.3600477895267154,0.6098449296549598,0.01292659573087867,0.030405068952673215,0.0,0.010057131752985837,0.008954781707994089,0.0018718165419885553,0.0,3.3233702446119105e-09,1.8936926303465624e-10,1.4414167292936206e-08,1.0684263745654516e-08,0.032649462095392885,0.024843420878003494,0.01396279168109548,0.07577703711641158,0.005557440120526141,0.02949310284635349
2,128,B2_eps_ind,3,0.16676628584191558,0.24078343069526778,0.0123504002888997,2.166032155354818,0.16676628584191558,0.24078343069526778,0.0123504002888997,5.447699772768525e-08,0.0305407581230004,0.017021806289752302,0.0646477192640304,0.019277736544609,0.011263021578391366,0.003196571138687433,0.052076142281293834,-0.035827082892258895,0.002484900445172833,0.041385004917780535,-0.0005165030985759667,0.0240886931618054,2.1620541252790066,0.18643769435584542,0.0184006791439797,0.0394475283092528,15.333333333333334,0.03259596547971543,0.21590169270833334,0.042755959266535436,0.0,5.447699772768525e-08,4.375663327967535e-08,1.1088726618406024e-07,1.8442533663195113e-07,0.9107821583747864,0.4009010593096414,0.35368109742800385,1.4286846319834392,0.9227633078893026,0.9871890618002904,0.052713476510337476,0.09124574849210552,0.007538128914323224,1.1938719574828482,0.052713476510337476,0.09124574849210552,0.007538128914323224,8.197669607350787e-09,0.006557229932882693,0.002781190024896774,0.015432185904963562,0.0001647006999628388,0.006619745605115818,0.007300686865297409,0.01023358439941206,0.0032676725839769507,0.005425731166831762,0.012763118505382655,0.00034127732682467195,0.00016919030288877886,0.4272479396486832,0.2752169276758352,0.006713076355952801,0.019716871297093416,0.5773502691896258,0.01379335703325432,0.06026149477333592,0.022217704654106104,0.0,8.197669607350787e-09,2.788230258129806e-09,1.4414167292936206e-08,1.4248282428537392e-08,0.03441073363489501,0.012944867733382258,0.026493278523357068,0.07218981256174828,0.005557440120526141,0.04312916197576155
2,128,Bayes_exact,3,0.021323080420237634,0.0298795523262832,2.9126803080226565e-05,0.041614472245176566,0.021323080420237634,0.0298795523262832,2.9126803080226565e-05,5.5370810751279954e-08,0.019073674455285034,0.0160856191068887,0.039324805140495266,0.019277736544609,-0.00020406208932396668,-0.0006211090173261334,0.023829749474922765,-0.031195480376481965,-0.0005722644273191334,0.0298713222146034,-0.0005165030985759667,0.0240886931618054,0.9892326587650672,0.0077390998873549,0.0024500706564626663,0.004203354102631934,16.0,0.0048806709418847,0.0394287109375,0.0013270734906974666,0.0,5.537080838280417e-08,4.2391668841901264e-08,1.1200456858280934e-07,1.8567476445241482e-07,0.9221283197402954,0.39396852254867554,0.37952285011609393,1.4687883059183757,0.9227633078893026,0.9993342595944953,0.004762339035508927,0.003570182346518082,0.0001423342110690239,0.017000754969902575,0.004762339035508927,0.003570182346518082,0.0001423342110690239,4.656845213712606e-09,0.00022584467453966927,0.0003740611041512478,0.0005441172876075994,0.0001647006999628388,8.747050797397529e-05,0.00015528411020289997,0.00025910521290145724,0.0005939535692872949,0.000461341035647805,0.00024397996512216487,0.00034127732682467195,0.00016919030288877886,0.0038120983158622963,0.009090920257640736,3.757431364412069e-05,0.0011382885553720388,0.0,0.0006503162941147756,0.002082363538724607,8.255305662283646e-05,0.0,4.6568432177585234e-09,4.2404250138041316e-10,1.2478942770884154e-08,4.869962999702172e-09,0.004327236211559708,0.003000739178235978,0.005589677714083436,0.0028402064359203385,0.005557440120526141,0.007290570156404523
2,128,D0_eps_shared,3,0.09875170995294791,0.14318139761721774,0.004190047581990534,1.2012221813201904,0.09875170995294791,0.14318139761721774,0.004190047581990534,5.135638166583097e-08,0.02453053618470823,0.014829279544452767,0.048031500230232865,0.019277736544609,0.005252799640099167,0.005262803907195667,0.042502354830503436,-0.025412012512485167,0.0039361737047632,0.03699306026101107,-0.0005165030985759667,0.0240886931618054,1.7653364392050728,0.2403451899687449,0.014300918816938533,0.027910895972905,16.0,0.04874150158056859,0.1546630859375,0.021362533597283167,0.0,5.135638048159308e-08,4.214684778958144e-08,1.062732100839033e-07,1.8358292663833709e-07,0.8529774149258932,0.38081050912539166,0.3789411584536235,1.411359151204427,0.9227633078893026,0.9242576782490354,0.02300594336901818,0.024792759162604497,0.0018715645298887995,0.40945096836465045,0.02300594336901818,0.024792759162604497,0.0018715645298887995,3.3982831457214663e-09,0.003993627738019388,0.0034598364516181816,0.005491041734920908,0.0001647006999628388,0.004157854556136859,0.0021738855939472334,0.00448394731319571,0.0014620185478579632,0.0017268417296023672,0.006747445994517814,0.00034127732682467195,0.00016919030288877886,0.19785967042526179,0.10040334132370089,0.0011633321917579019,0.004367059940938627,0.0,0.022871604624073113,0.03152889729125919,0.009091514514939256,0.0,3.398281365407349e-09,0.0,1.2507674116011142e-08,8.493132374878629e-09,0.03339254709146233,0.022165301815194677,0.00688772447063094,0.05600307104545067,0.005557440120526141,0.03084263234526261
2,128,D0_fixed_x_eps,3,0.024149608367264434,0.035326030755660036,-3.3934911092133335e-05,1.4981420834859211,0.024149608367264434,0.035326030755660036,-3.3934911092133335e-05,5.643469691563042e-08,0.026577918479839934,0.016230186447501134,0.05297466243306793,0.019277736544609,0.007300181935230833,0.0018489862947414,0.04575963194171584,-0.03287582099437707,0.000619218313659075,0.03531067073345177,-0.0005165030985759667,0.0240886931618054,1.8995687718474332,0.09842600611348944,0.0115237938785835,0.025264605788861732,16.0,0.007182982597422067,0.050984700520833336,0.0020734359724347666,0.0,5.643469336291673e-08,4.391443416314663e-08,1.1459523345062432e-07,1.9934232398099994e-07,0.9291544159253439,0.39320552349090576,0.38671189546585083,1.4673482577006023,0.9227633078893026,1.0069471519965585,0.0019982748876059904,0.006721971045005971,0.00018958191547392394,0.1350597604964989,0.0019982748876059904,0.006721971045005971,0.00018958191547392394,5.669781661304965e-09,0.0009670685893948111,0.0007229570608101055,0.0021842933908025586,0.0001647006999628388,0.000968173822232179,0.0017993747575130376,0.001200284214862505,0.00155590470918267,0.0011532333087016238,0.002250254724388396,0.00034127732682467195,0.00016919030288877886,0.044350423572265284,0.07768911373076234,0.00121900684997667,0.0007386260263794117,0.0,0.0024598861949872227,0.00545141105350381,0.0005037584227578163,0.0,5.669778264091523e-09,2.7823329874829578e-09,7.991779594444925e-09,1.1133583885509667e-08,0.0007413080958552466,0.003793235806281613,0.008419821361982115,0.00811632047589067,0.005557440120526141,0.0052561537778899325
2,128,D0_safe_schedule,3,0.0234850989660477,0.0348711887978451,-4.0332476298e-05,1.5147436062494914,0.0234850989660477,0.0348711887978451,-4.0332476298e-05,5.665975303751717e-08,0.0267140542467435,0.016158722341060635,0.05357497185468666,0.019277736544609,0.0074363177021344005,0.0020667598194752668,0.04587447270750997,-0.03287351255615547,0.00029942774563093336,0.035444565117359134,-0.0005165030985759667,0.0240886931618054,1.9045898785743416,0.10738197714090343,0.011705709412736265,0.026847676938275767,16.0,0.008434236110122001,0.050374348958333336,0.0019309555567890333,0.0,5.665975303751717e-08,4.380510176815733e-08,1.1260724145737792e-07,1.8366805913198428e-07,0.9310070673624674,0.3937434156735738,0.3874118725458781,1.4697731733322144,0.9227633078893026,1.008938113690897,0.002751129116108521,0.006132801221718917,0.00013656704521530254,0.16626974158878147,0.002751129116108521,0.006132801221718917,0.00013656704521530254,5.8982453212240505e-09,0.0010961934517186081,0.0008365028393507775,0.0023001978532271538,0.0001647006999628388,0.001154597284034092,0.0005141238676698227,0.0016992459290758042,0.0011747532255290494,0.00015972192888494263,0.0011982809653714105,0.00034127732682467195,0.00016919030288877886,0.0767257244209867,0.031421056426590335,0.0015703425788765378,0.0026627891657423535,0.0,0.0008644028494946059,0.0038800953415499234,0.00032382150091566096,0.0,5.8982453212240505e-09,2.872180142746666e-09,1.1435082731787798e-08,8.56077455214556e-09,0.004637509258490863,0.003570656724351696,0.003955276393151085,0.010666253041807888,0.005557440120526141,0.0012193111621686338
2,128,D0_x_shared,3,0.08122006149045213,0.10834434217480084,0.0024202664693196,6.866150379180908,0.08122006149045213,0.10834434217480084,0.0024202664693196,5.156132705981994e-08,0.0761318244040012,0.07603511586785312,0.13778140147527054,0.019277736544609,0.056854087859392104,0.0747955404222011,0.04649809375405307,0.02252521552145473,0.07574118922154106,0.13725887735684708,-0.0005165030985759667,0.0240886931618054,1.9284301731974682,3.1218349933624268,0.07759270493398134,0.15755147490481738,15.666666666666666,0.012815366622506935,0.1435546875,0.020384547336720134,0.0,5.156132469134415e-08,4.214684778958144e-08,1.1088726618406024e-07,1.8185342298693286e-07,0.8592323462168375,0.3574309249718984,0.339420884847641,1.3743124802907307,0.9227633078893026,0.9310243353319049,0.011451279757516536,0.020647052993828803,0.0018715890096731053,5.0142260770437845,0.011451279757516536,0.020647052993828803,0.0018715890096731053,2.4967481635787073e-09,0.029411131472400688,0.03877368156345982,0.033287670269046915,0.0001647006999628388,0.02924952740766736,0.029554782674677312,0.011283822596576027,0.01165394247563014,0.03873246380797599,0.03377967775549236,0.00034127732682467195,0.00016919030288877886,0.4548228663591647,1.1966079312477746,0.02987425133875656,0.04333836539550581,0.5773502691896258,0.002460406761167261,0.013865059702786304,0.0065361554054696085,0.0,2.496752244464607e-09,0.0,1.4414167292936206e-08,1.1488720570986665e-08,0.03988094777208262,0.013570256574739217,0.06084580061539191,0.029935290830430776,0.005557440120526141,0.03853637560488137
2,128,D1_scaled_gate,3,0.024741313723914932,0.036276357036255966,-3.933906555190106e-06,1.5659268299738567,0.024741313723914932,0.036276357036255966,-3.933906555190106e-06,5.5974478385678594e-08,0.026488391061623835,0.015622034668922367,0.052389287700255666,0.019277736544609,0.0072106545170148,0.002002537871400433,0.045940666149059894,-0.032601426045099864,0.0004124245557856127,0.034917753189802135,-0.0005165030985759667,0.0240886931618054,1.9068133046296076,0.10458088169495262,0.011826840390987801,0.0286057328433785,16.0,0.0089148143432106,0.051350911458333336,0.002037302069892033,0.0,5.5974478385678594e-08,4.314142169429639e-08,1.1193063424267773e-07,1.8474544560831418e-07,0.9316204786300659,0.3929558992385864,0.3901444772879283,1.469128410021464,0.9227633078893026,1.0096132440614154,0.005024808138218606,0.007574925386839623,0.00010850592984780889,0.23934580121952226,0.005024808138218606,0.007574925386839623,0.00010850592984780889,5.346926764438289e-09,0.0012287392866217684,0.0008558009153730964,0.0018177842190338976,0.0001647006999628388,0.0011597488398180779,0.0008606311160564319,0.0022132754080692882,0.0005522350023373765,0.00032369952209172607,0.0011830712217510205,0.00034127732682467195,0.00016919030288877886,0.07972247596958658,0.028349341795725833,0.0013339265954058126,0.0025157319963164033,0.0,0.003041639518381656,0.00910985915051758,0.0005752144062867405,0.0,5.346926764438289e-09,1.7226525348484598e-09,1.2607000804416213e-08,9.648180985659009e-09,0.0032227733330019393,0.005948967780490017,0.011303575325493831,0.010818843668778931,0.005557440120526141,0.004459467496780905
2,128,D2_velocity_gate,3,0.029189228420941533,0.04051166414996227,-1.3709068298335932e-05,3.4873458544413247,0.029189228420941533,0.04051166414996227,-1.3709068298335932e-05,5.627012692836312e-08,0.0375141948461532,0.019810188561677867,0.08406019459168111,0.019277736544609,0.018236458301544134,0.005264096117267966,0.06507246444622673,-0.04040467739105223,0.0024000403936951667,0.05120640372236563,-0.0005165030985759667,0.0240886931618054,2.7017096764710273,0.2399814575910568,0.021701957975736166,0.07290000112455024,16.0,0.011732781543725068,0.056193033854166664,0.0025428196705022665,0.0,5.627012574412523e-08,4.3481071780130755e-08,1.1408287529472243e-07,1.9536633999450714e-07,0.932744046052297,0.3963686029116313,0.38758301734924316,1.473190148671468,0.9227633078893026,1.0108283096859996,0.003811729641834291,0.0021991476360683033,0.00019214337302252753,0.2967160290476832,0.003811729641834291,0.0021991476360683033,0.00019214337302252753,5.17086563758949e-09,0.0013477175256320693,0.0006757266312404219,0.0036584208905114757,0.0001647006999628388,0.0014897460815406038,0.00039666529909487136,0.002531539496319038,0.0018779904932779707,0.0005056922485606723,0.0005542790816899173,0.00034127732682467195,0.00016919030288877886,0.11579464727125606,0.0160272703248278,0.002190819777091681,0.0040424043393450845,0.0,0.0026428656712299205,0.006283163459296098,0.0007010775456864156,0.0,5.170864749017565e-09,2.2665721159129687e-09,8.879209952139299e-09,5.95816912229678e-09,0.0031288972233101658,0.0030201443084826142,0.010055662178320697,0.006058532272041431,0.005557440120526141,0.003375779472455369
