ambient_dim,seeds,reference_fullD_swd_mean,reference_2d_swd_mean,best_shared_fullD_swd_mean,best_shared_2d_swd_mean,oracle_fullD_swd_mean,oracle_2d_swd_mean,oracle_over_best_shared_fullD_mean,oracle_over_best_shared_2d_mean,D1_gate_on_D0_swd_2d_mean,D1_gate_on_D0_swd_fullD_mean,D2_gate_on_D0_swd_2d_mean,D2_gate_on_D0_swd_fullD_mean,D4_gate_on_D0_swd_2d_mean,D4_gate_on_D0_swd_fullD_mean,reference_fullD_swd_std,reference_2d_swd_std,best_shared_fullD_swd_std,best_shared_2d_swd_std,oracle_fullD_swd_std,oracle_2d_swd_std,oracle_over_best_shared_fullD_std,oracle_over_best_shared_2d_std,D1_gate_on_D0_swd_2d_std,D1_gate_on_D0_swd_fullD_std,D2_gate_on_D0_swd_2d_std,D2_gate_on_D0_swd_fullD_std,D4_gate_on_D0_swd_2d_std,D4_gate_on_D0_swd_fullD_std
2,3,0.030715907222665335,0.024546194748722997,0.10834434217480084,0.0798800395861771,0.0312730855503533,0.021956917194776267,0.29093992843059224,0.27556182236675403,0.02346231143368133,0.03506094239422093,0.02372962115662237,0.034632937514527,0.023720746541931032,0.034527611152854534,0.003668199071016593,0.001122170914445014,0.020647052993828803,0.01203709509533282,0.0041254718298714904,0.0048454650198117705,0.023330194731182294,0.056004191803290054,0.002970616794920086,0.006402893970122249,0.0028131171415880485,0.005943348293255204,0.0032800379554926724,0.0060398641675759685
512,3,0.0380345569210474,0.023932404161310265,0.22131103069127342,0.15445963105137908,0.14294674031828222,0.10151654573723223,0.6631572711931094,0.6702032085386568,0.12409615862257946,0.17591593748027212,0.10319585071052773,0.14491391670321452,0.08995933515787051,0.12695294126950632,0.003396329343296546,0.003812528828158906,0.057710105245984536,0.030435546302702503,0.016829701118583885,0.007497511713926626,0.11276983424168091,0.11117372495113245,0.014148917531585169,0.030736989611668177,0.008453739538385956,0.01716950823140605,0.006980084604564356,0.014549166648153615
