seed,ambient_dim,best_independent_ambient_swd,best_shared_branch_ambient_swd,oracle_ambient_swd,oracle_delta_vs_best_independent,oracle_delta_vs_best_shared_branch,oracle_improves_best_shared_branch,analytic_safe_schedule_ambient_swd,scaled_gate_ambient_swd,velocity_gate_ambient_swd,safe_gate_ambient_swd,sc_no_consistency_ambient_swd,sc_consistency_ambient_swd,oracle_intrinsic_swd,oracle_off_subspace_rms
20260831,2,0.0509288072304086,0.098356076347051,0.0279521824622834,-0.0229766247681252,-0.0704038938847676,True,0.0357012523829604,0.0322373668519113,0.0430369816265682,0.0330538413493334,0.0498558616507004,0.0660644517050534,0.0164218944645829,5.7368019668047054e-08
20260831,512,0.2312188100145931,0.2867714623038742,0.1612219491289934,-0.0699968608855997,-0.12554951317488078,True,0.5088070318288321,0.1473407075593199,0.1100428723634896,0.1096252554539194,0.201816942727412,0.2019119054505627,0.1069333491683806,0.0169732831418514
20260901,2,0.048863346666927,0.1320861871262986,0.035891276066779,-0.012972070600148003,-0.0961949110595196,True,0.0405466821598711,0.0450148113733012,0.0394799362605866,0.0430030874616313,0.0565654319985454,0.0610489052215524,0.024016492270083,5.9255413020764536e-08
20260901,512,0.1810764634602891,0.1993815170529632,0.1280862522923607,-0.0529902111679284,-0.0712952647606025,True,0.4806260289255222,0.1599027433409886,0.1334458257951731,0.0996690968425304,0.1784687526954538,0.1770258040747269,0.0929595234713324,0.0151101555675268
20260902,2,0.0655303347650861,0.0945907630510529,0.0299757981219975,-0.0355545366430886,-0.06461496492905541,True,0.0283656318507038,0.0315768928835554,0.039018074562732,0.029826872430024,0.0555840002702958,0.0654321203469654,0.0254323648496629,4.99919678986771e-08
20260902,512,0.1902427725804634,0.1777801127169829,0.1395320195334925,-0.0507107530469709,-0.0382480931834904,True,0.4941056646914839,0.1796147243389351,0.1417108628824178,0.150141431142696,0.2165772331498119,0.217454884940307,0.1046567645719837,0.0141088124364614
