ambient_dim,hidden_dim,time,condition,seeds,rollout_bayes_velocity_mse_mean,state_swd_2d_mean,state_intrinsic_swd_mean,state_off_subspace_rms_mean,true_off_subspace_rms_mean,gate_mean_mean,gate_std_mean,rollout_bayes_velocity_mse_std,state_swd_2d_std,state_intrinsic_swd_std,state_off_subspace_rms_std,true_off_subspace_rms_std,gate_mean_std,gate_std_std
2,128,0.01,D0_eps_shared,3,7.320296923319499,0.138686978277097,0.138686978277097,4.311511977069434e-08,5.35774127286004e-08,,,2.5088441975290694,0.025821909962134133,0.025821909962134133,4.592097792757571e-09,4.6281109689918865e-09,0.0,0.0
2,128,0.01,D0_x_shared,3,0.0007674794760532,0.025049438508461735,0.025049438508461735,5.3142007535219214e-08,5.35774127286004e-08,,,0.00033436512799495506,0.003818255493887825,0.003818255493887825,5.216399772827417e-09,4.6281109689918865e-09,0.0,0.0
2,128,0.01,D1_eps_own,3,11.81862990061442,0.032990693791333736,0.032990693791333736,5.08955852277874e-08,5.35774127286004e-08,,,5.0168408065475205,0.005660948606409893,0.005660948606409893,5.359405265802101e-09,4.6281109689918865e-09,0.0,0.0
2,128,0.01,D1_gate_on_D0,3,0.0382953872904181,0.025052942107027337,0.025052942107027337,5.292146691241822e-08,5.35774127286004e-08,0.9394716223080953,0.04175272708137826,0.040740624907106164,0.003881956185706473,0.003881956185706473,5.027338973284106e-09,4.6281109689918865e-09,0.014514214931133522,0.00853564112794994
2,128,0.01,D1_x_own,3,0.0007831081068919,0.025061303435181367,0.025061303435181367,5.343497141060046e-08,5.35774127286004e-08,,,0.0004127999660676261,0.003801700348021112,0.003801700348021112,4.1734649239190264e-09,4.6281109689918865e-09,0.0,0.0
2,128,0.01,D2_eps_own,3,15.776371955871582,0.031521246090340335,0.031521246090340335,5.227456630526225e-08,5.35774127286004e-08,,,6.251086044267551,0.002722158964648629,0.002722158964648629,4.138040710008691e-09,4.6281109689918865e-09,0.0,0.0
2,128,0.01,D2_gate_on_D0,3,0.0008276127628050334,0.025049545066862133,0.025049545066862133,5.296753376645332e-08,5.35774127286004e-08,0.9980748494466146,0.0016954242213008,0.0003326272957101774,0.0038245411279267277,0.0038245411279267277,5.79697979576817e-09,4.6281109689918865e-09,0.0012325825725939038,0.0006599510646434076
2,128,0.01,D2_x_own,3,0.002189674957965733,0.0250500021531337,0.0250500021531337,5.321891549669999e-08,5.35774127286004e-08,,,0.0011907507609779137,0.0038683350162702496,0.0038683350162702496,5.1771251996170104e-09,4.6281109689918865e-09,0.0,0.0
2,128,0.01,D3_oracle_bayes_gate,3,0.0005858220392837666,0.0250509336608123,0.0250509336608123,5.415932472866795e-08,5.35774127286004e-08,0.9964125752449036,0.006998674788822667,0.0002610596111064257,0.0038196808798835647,0.0038196808798835647,5.50297401512065e-09,4.6281109689918865e-09,0.002871995636232196,0.002016943226264181
2,128,0.01,D4_eps_own,3,13.216548601786295,0.0333667281155355,0.0333667281155355,5.203100765053629e-08,5.35774127286004e-08,,,1.9811890405813397,0.009473117754068883,0.009473117754068883,4.9985055618879165e-09,4.6281109689918865e-09,0.0,0.0
2,128,0.01,D4_gate_on_D0,3,0.0008079119822165334,0.025047065759695564,0.025047065759695564,5.337090058787908e-08,5.35774127286004e-08,0.9983488122622172,0.0004965426342095667,0.00037128490669652655,0.0038206243988762093,0.0038206243988762093,4.827402593334585e-09,4.6281109689918865e-09,0.000776186959082866,0.00018446616299221447
