seed,ambient_dim,hidden_dim,condition,time,rollout_bayes_velocity_mse,state_swd_2d,state_intrinsic_swd,state_off_subspace_rms,true_off_subspace_rms,gate_mean,gate_std
20260831,512,128,D0_x_shared,0.97,1.4966375827789309,0.1036813027642442,0.1036813027642442,0.0299808159470558,0.0299235116690397,,
20260831,512,128,D0_x_shared,0.99,12.063142776489258,0.1238505397430483,0.1238505397430483,0.0101428776979446,0.0099869864061474,,
20260831,512,128,D0_eps_shared,0.01,1563671.75,0.5118674273934704,0.5118674273934704,12.359796524047852,0.9878277778625488,,
20260831,512,128,D0_eps_shared,0.03,1626871.25,1.611199101072735,1.611199101072735,37.0404052734375,0.9677074551582336,,
20260831,512,128,D0_eps_shared,0.1,1888262.625,5.431191667284681,5.431191667284681,123.40227508544922,0.8981572985649109,,
20260831,512,128,D0_eps_shared,0.3,3118830.25,16.305449520052246,16.305449520052246,370.0833129882813,0.6981247663497925,,
20260831,512,128,D0_eps_shared,0.5,6104870.0,27.17382427933336,27.17382427933336,616.724609375,0.4987595677375793,,
20260831,512,128,D0_eps_shared,0.7,16927560.0,38.03677629268361,38.03677629268361,863.3440551757812,0.2993428111076355,,
20260831,512,128,D0_eps_shared,0.9,152258688.0,48.89876757732939,48.89876757732939,1109.94775390625,0.0998213291168212,,
20260831,512,128,D0_eps_shared,0.97,1691754496.0,52.70224937475872,52.70224937475872,1196.25634765625,0.0299235116690397,,
20260831,512,128,D0_eps_shared,0.99,15225788416.0,53.78411016139439,53.78411016139439,1220.916015625,0.0099869864061474,,
