seed,ambient_dim,hidden_dim,time,model,model_kind,first_branch,second_branch,first_bayes_mse,second_bayes_mse,first_paired_mse,second_paired_mse,branch_error_cosine_mean,branch_error_cosine_negative_fraction,oracle_gate_mean,oracle_bayes_mse,oracle_gain_over_best_branch,learned_gate_mean,learned_bayes_mse,learned_gate_mae_to_oracle
20260831,512,128,0.01,D2_velocity,x_plus_epsilon,x,epsilon,0.0037168050184845,9584.34375,0.9802639484405518,9585.2666015625,0.0330818593502044,0.197021484375,0.9999986290931702,0.0037166201509535,4.973829139320873e-05,0.9999367594718932,0.0038167019374668,6.198236951604486e-05
20260831,512,128,0.01,D4_safe,x_plus_epsilon,x,epsilon,0.0020796936005353,9736.958984375,0.9814389944076538,9737.876953125,0.0075742471963167,0.40478515625,0.9999953508377076,0.002078506629914,0.0005707430272622,0.9999063014984132,0.0022033294662833,8.931251068133861e-05
20260831,512,128,0.01,S0_xv,x_plus_v,x,v,0.0014663168694823,0.9358233213424684,0.9799890518188475,1.9134281873703003,0.0225668288767337,0.203857421875,0.9992697834968568,0.0014650567900389,0.0008593500284147,,,
20260831,512,128,0.01,S1_xv,x_plus_v,x,v,0.001255783252418,0.9356914758682252,0.9797226190567015,1.9135369062423704,0.0203204825520515,0.235107421875,0.9993699193000792,0.0012548102531582,0.0007748146489101,,,
20260831,512,128,0.03,D0_xeps,x_plus_epsilon,x,epsilon,0.0035224151797592,1020.1552734375,0.8455777764320374,1021.0269775390624,-0.0180449895560741,0.73046875,0.999954104423523,0.0035171438939869,0.0014964975743386,,,
20260831,512,128,0.03,D1_scaled,x_plus_epsilon,x,epsilon,0.0035647344775497,1020.3804321289062,0.8442936539649963,1021.248291015625,-0.0185034126043319,0.73291015625,0.99995219707489,0.0035589649342,0.0016185057782224,0.9999508261680604,0.0035709466319531,5.987465556245297e-05
20260831,512,128,0.03,D2_velocity,x_plus_epsilon,x,epsilon,0.0035924576222896,1060.678466796875,0.8447085618972778,1061.546875,-0.0208784528076648,0.780517578125,0.9999492168426514,0.0035859839990735,0.0018020040587218,0.99997478723526,0.003590804291889,4.3667518184520304e-05
20260831,512,128,0.03,D4_safe,x_plus_epsilon,x,epsilon,0.004649618640542,1074.2811279296875,0.8464615941047668,1075.1407470703125,-0.0110577698796987,0.663330078125,0.9999617338180542,0.0046447222121059,0.0010530817287566,0.999897837638855,0.0046574203297495,8.272213744930923e-05
20260831,512,128,0.03,S0_xv,x_plus_v,x,v,0.0027669207192957,0.9331711530685424,0.843794584274292,1.7758938074111938,0.0308610778301954,0.18212890625,0.9987977147102356,0.0027635991573333,0.0012004543314892,,,
20260831,512,128,0.03,S1_xv,x_plus_v,x,v,0.0026535168290138,0.9334003925323486,0.8434618711471558,1.7761080265045166,0.0334761813282966,0.156005859375,0.9989824295043944,0.0026508376467972,0.0010096722158422,,,
20260831,512,128,0.1,D0_xeps,x_plus_epsilon,x,epsilon,0.0062872669659554,91.57264709472656,0.2850470840930938,91.85090637207033,0.0033499302808195,0.472412109375,0.9999430775642396,0.0062864227220416,0.0001342783626749,,,
20260831,512,128,0.1,D1_scaled,x_plus_epsilon,x,epsilon,0.0057447082363069,91.5625457763672,0.2834953665733337,91.84046173095705,0.0032752049155533,0.4853515625,0.9999451637268066,0.0057439347729086,0.0001346392830413,0.9999938011169434,0.0057446747086942,5.300033080857247e-05
20260831,512,128,0.1,D2_velocity,x_plus_epsilon,x,epsilon,0.0054278867319226,95.23835754394533,0.2836946249008178,95.51554870605467,0.0015308016445487,0.531982421875,0.9999344348907472,0.005426769144833,0.0002058972754471,0.999987781047821,0.0054278122261166,5.999943823553622e-05
20260831,512,128,0.1,D4_safe,x_plus_epsilon,x,epsilon,0.0073651978746056,96.4500732421875,0.2848726511001587,96.72702026367188,0.001438379753381,0.525390625,0.9999182224273682,0.0073634563013911,0.0002364597997476,0.9994941353797911,0.0073965666815638,0.0004411500995047
20260831,512,128,0.1,S0_xv,x_plus_v,x,v,0.0035526498686522,0.933777153491974,0.2808333039283752,1.211301565170288,0.0387271009385585,0.132568359375,0.9986623525619508,0.0035483436658978,0.0012121100906608,,,
20260831,512,128,0.1,S1_xv,x_plus_v,x,v,0.0034485175274312,0.933945655822754,0.2807974517345428,1.2114381790161133,0.0408985242247581,0.114501953125,0.9988260865211488,0.0034449961967766,0.0010211143271305,,,
20260831,512,128,0.3,D0_xeps,x_plus_epsilon,x,epsilon,0.0202344246208667,10.143141746520996,0.042394895106554,10.165352821350098,0.0323931463062763,0.1171875,0.9996451139450072,0.0202287249267101,0.0002816830358877,,,
20260831,512,128,0.3,D1_scaled,x_plus_epsilon,x,epsilon,0.0203052870929241,10.1421480178833,0.0424138307571411,10.164348602294922,0.0325087308883667,0.114501953125,0.9996596574783324,0.0203002020716667,0.0002504284344333,0.9999774694442748,0.0203052666038274,0.0003411651123315
20260831,512,128,0.3,D2_velocity,x_plus_epsilon,x,epsilon,0.0202623829245567,10.570515632629396,0.0426113419234752,10.592683792114258,0.031746819615364,0.11669921875,0.9996722936630248,0.0202583596110343,0.0001985607288796,0.9999887347221376,0.0202623419463634,0.0003248691209591
20260831,512,128,0.3,D4_safe,x_plus_epsilon,x,epsilon,0.0217524860054254,10.733543395996094,0.0439579561352729,10.755769729614258,0.0284034013748168,0.170654296875,0.99945330619812,0.0217424947768449,0.0004593143320714,0.9981427192687988,0.021809596568346,0.0016488664550706
20260831,512,128,0.3,S0_xv,x_plus_v,x,v,0.0057253912091255,0.9342284798622132,0.0279822126030921,0.956486701965332,0.0433880016207695,0.176513671875,0.9981545209884644,0.0057136765681207,0.0020460856868835,,,
20260831,512,128,0.3,S1_xv,x_plus_v,x,v,0.0051050730980932,0.933987021446228,0.027353785932064,0.9562201499938964,0.0427148938179016,0.166015625,0.9984440207481384,0.0050962157547473,0.0017350081332211,,,
20260831,512,128,0.5,D0_xeps,x_plus_epsilon,x,epsilon,0.0092335976660251,3.643454790115357,0.0186897572129964,3.652883529663086,0.0248227007687091,0.195556640625,0.9989278316497804,0.0092216283082962,0.0012962832215441,,,
20260831,512,128,0.5,D1_scaled,x_plus_epsilon,x,epsilon,0.008775046095252,3.6428956985473633,0.0181359741836786,3.6523399353027344,0.0258714314550161,0.195068359375,0.9990847110748292,0.0087661445140838,0.0010144198755823,0.999988853931427,0.0087749864906072,0.0009095720597542
20260831,512,128,0.5,D2_velocity,x_plus_epsilon,x,epsilon,0.012138701044023,3.807627201080322,0.0215779915452003,3.817042112350464,0.021709794178605,0.239501953125,0.9982928037643432,0.0121048614382743,0.0027877452147415,0.9996730089187622,0.0121346656233072,0.0015134315472096
20260831,512,128,0.5,D4_safe,x_plus_epsilon,x,epsilon,0.0117032118141651,3.881804943084717,0.0211467277258634,3.891221046447754,0.0200510062277317,0.263671875,0.9983038902282716,0.0116769261658191,0.0022460200467475,0.9969672560691832,0.0117120631039142,0.0022788550704717
20260831,512,128,0.5,S0_xv,x_plus_v,x,v,0.0079232938587665,0.9326547384262084,0.0173914246261119,0.9421512484550476,0.0439119115471839,0.190673828125,0.9966669082641602,0.0079012010246515,0.0027883396108784,,,
20260831,512,128,0.5,S1_xv,x_plus_v,x,v,0.0072871567681431,0.9324536919593812,0.0167558956891298,0.9419711828231812,0.0452726334333419,0.18505859375,0.99727463722229,0.0072719026356935,0.0020932900080196,,,
20260831,512,128,0.7,D0_xeps,x_plus_epsilon,x,epsilon,0.0135384835302829,1.8556362390518188,0.0201397165656089,1.8621456623077397,0.0063815591856837,0.403564453125,0.9934024810791016,0.0133755877614021,0.0120320542929699,,,
20260831,512,128,0.7,D1_scaled,x_plus_epsilon,x,epsilon,0.0074391714297235,1.8551011085510252,0.0138410199433565,1.8615882396698,0.0084714628756046,0.37060546875,0.9966347217559814,0.0073943487368524,0.0060252265046619,1.0,0.0074391714297235,0.0033652207348495
20260831,512,128,0.7,D2_velocity,x_plus_epsilon,x,epsilon,0.0098896399140357,1.9572093486785889,0.0162648968398571,1.9637136459350584,0.0075464821420609,0.37158203125,0.9956173896789552,0.0097998743876814,0.0090767234332681,0.996261477470398,0.0098759848624467,0.0042538461275398
20260831,512,128,0.7,D4_safe,x_plus_epsilon,x,epsilon,0.0144568737596273,1.9973783493041992,0.0209799744188785,2.0039002895355225,0.0049526141956448,0.416015625,0.9933289289474488,0.0142854619771242,0.0118567669160822,0.9887071847915648,0.0144739039242267,0.0073710540309548
20260831,512,128,0.7,S0_xv,x_plus_v,x,v,0.0073013794608414,0.931790828704834,0.013894404284656,0.938197374343872,0.0029688840731978,0.486328125,0.9930096864700316,0.007231019437313,0.0096365383973933,,,
20260831,512,128,0.7,S1_xv,x_plus_v,x,v,0.0071644037961959,0.9317646622657776,0.0137466862797737,0.9382041096687316,0.0078915050253272,0.435302734375,0.9935728311538696,0.0071037765592336,0.0084622864214478,,,
20260831,512,128,0.9,D0_xeps,x_plus_epsilon,x,epsilon,0.1274977028369903,1.1628525257110596,0.132714956998825,1.1675022840499878,-0.0030944151803851,0.665771484375,0.904512345790863,0.109914556145668,0.1379095175840377,,,
20260831,512,128,0.9,D1_scaled,x_plus_epsilon,x,epsilon,0.0525762178003788,1.1619253158569336,0.057400569319725,1.1665784120559692,-0.0012006480246782,0.563720703125,0.9578627347946168,0.0486288331449031,0.0750792814816583,1.0,0.0525762178003788,0.0421372205018997
20260831,512,128,0.9,D2_velocity,x_plus_epsilon,x,epsilon,0.0231621004641056,1.2172729969024658,0.0280779991298913,1.2219260931015017,0.0008416600758209,0.448974609375,0.9817764163017272,0.0222370699048042,0.0399372483827578,0.9654784202575684,0.0229817740619182,0.0213308557868003
20260831,512,128,0.9,D4_safe,x_plus_epsilon,x,epsilon,0.157750591635704,1.230357646942139,0.1627964377403259,1.234997034072876,-0.000285237445496,0.53076171875,0.8955411911010742,0.1280232071876526,0.1884454704087663,0.8343124389648438,0.1451350301504135,0.0942548364400863
20260831,512,128,0.9,S0_xv,x_plus_v,x,v,0.047004397958517,0.9658663272857666,0.0521372109651565,0.9705711603164672,-0.0048569501377642,0.55078125,0.954072117805481,0.0439824052155017,0.0642917019314298,,,
20260831,512,128,0.9,S1_xv,x_plus_v,x,v,0.0434983111917972,0.9657319784164428,0.0488094426691532,0.970434069633484,-0.0030195820145308,0.533935546875,0.9578277468681335,0.0407914221286773,0.0622297507409975,,,
20260831,512,128,0.97,D0_xeps,x_plus_epsilon,x,epsilon,0.9006722569465637,1.0480282306671145,0.9045685529708862,1.0521527528762815,-0.0006579541368409,0.573486328125,0.6219496130943298,0.3952783346176147,0.5611296655703848,,,
20260831,512,128,0.97,D1_scaled,x_plus_epsilon,x,epsilon,0.333362877368927,1.047804594039917,0.3369596302509308,1.0519319772720337,-0.0006284939590841,0.548828125,0.8032028079032898,0.205683946609497,0.383002845929152,0.99995756149292,0.333338975906372,0.1967547982931137
20260831,512,128,0.97,D2_velocity,x_plus_epsilon,x,epsilon,0.4492911398410797,1.058713674545288,0.4537147283554077,1.062841773033142,-0.0004355387936811,0.53564453125,0.73160719871521,0.2833619713783264,0.3693132442394583,0.6529119610786438,0.3198726177215576,0.1374383419752121
20260831,512,128,0.97,D4_safe,x_plus_epsilon,x,epsilon,5.336635589599609,1.0600687265396118,5.341440200805664,1.0641882419586182,-0.0015252267476171,0.58544921875,0.3205175399780273,0.7189096212387085,0.3218273464349344,0.2152207344770431,0.8113011717796326,0.1457428783178329
20260831,512,128,0.97,S0_xv,x_plus_v,x,v,0.7255789637565613,0.9895025491714478,0.7302635908126831,0.9936240911483764,0.0109772197902202,0.35888671875,0.608508825302124,0.3922719955444336,0.4593669123019881,,,
20260831,512,128,0.97,S1_xv,x_plus_v,x,v,0.6707165837287903,0.9895867705345154,0.6745815277099609,0.9937049746513368,0.012753777205944,0.34521484375,0.6426503658294678,0.3593210279941559,0.4642729332909259,,,
20260831,512,128,0.99,D0_xeps,x_plus_epsilon,x,epsilon,9.112836837768556,1.017249584197998,9.12131118774414,1.0212602615356443,-0.0009577594464644,0.630615234375,0.2222566455602646,0.7904816269874573,0.222922634457821,,,
20260831,512,128,0.99,D1_scaled,x_plus_epsilon,x,epsilon,5.279798984527588,1.0166542530059814,5.287045955657959,1.0206658840179443,-0.000585513189435,0.562744140625,0.3336700797080993,0.6763697862625122,0.3347101197258919,0.9991395473480223,5.275053024291992,0.6654694080352783
20260831,512,128,0.99,D2_velocity,x_plus_epsilon,x,epsilon,4.860991477966309,1.0186116695404053,4.863715171813965,1.0226013660430908,0.0003758720122277,0.467041015625,0.3017920255661011,0.7104234099388123,0.3025571656180286,0.1810176372528076,0.8278946876525879,0.1637139320373535
20260831,512,128,0.99,D4_safe,x_plus_epsilon,x,epsilon,41.98777389526367,1.0187525749206543,41.982120513916016,1.022765874862671,-0.0024450090713799,0.65576171875,0.084341749548912,0.9320075511932372,0.0851482743336115,0.0217351112514734,0.9898334741592408,0.0665382742881774
20260831,512,128,0.99,S0_xv,x_plus_v,x,v,6.9068803787231445,0.9968300461769104,6.913355827331543,1.0008410215377808,0.0154358372092247,0.333251953125,0.156434491276741,0.8442109227180481,0.1531044575193076,,,
20260831,512,128,0.99,S1_xv,x_plus_v,x,v,7.121019840240479,0.997001051902771,7.127574443817139,1.001012086868286,0.0183861069381237,0.304931640625,0.1738867908716201,0.8278409242630005,0.1696689560326233,,,
