ambient_dim,hidden_dim,time,model,model_kind,seeds,first_bayes_mse_mean,second_bayes_mse_mean,first_paired_mse_mean,second_paired_mse_mean,branch_error_cosine_mean_mean,branch_error_cosine_negative_fraction_mean,oracle_gate_mean_mean,oracle_bayes_mse_mean,oracle_gain_over_best_branch_mean,learned_gate_mean_mean,learned_bayes_mse_mean,learned_gate_mae_to_oracle_mean,first_bayes_mse_std,second_bayes_mse_std,first_paired_mse_std,second_paired_mse_std,branch_error_cosine_mean_std,branch_error_cosine_negative_fraction_std,oracle_gate_mean_std,oracle_bayes_mse_std,oracle_gain_over_best_branch_std,learned_gate_mean_std,learned_bayes_mse_std,learned_gate_mae_to_oracle_std
2,128,0.03,S0_xv,x_plus_v,3,0.0012210669616857666,0.0020023171479502666,1.0512194236119587,1.0513360897699993,0.055816357334454836,0.4571940104166667,0.6775196194648743,0.0005415035896779,0.5513729363492781,,,,7.058110925693062e-05,0.0005142825988274418,0.014228936084732443,0.01567487743608705,0.1195374603765228,0.08948389493079566,0.07688849859398092,0.00021738280797476957,0.18909856810888884,0.0,0.0,0.0
2,128,0.03,S1_xv,x_plus_v,3,0.0010455260829378334,0.0020197434544873332,1.0511420170466106,1.0522300402323406,0.0498736004034678,0.457763671875,0.67432967821757,0.0004340925176317,0.5525655119839147,,,,0.00014248443954056132,0.0011431140406640574,0.014725401284723235,0.01486021971555593,0.17841870022280834,0.12170624420208316,0.09620925820923644,0.00016807447753088836,0.19220484337270316,0.0,0.0,0.0
2,128,0.1,D0_xeps,x_plus_epsilon,3,0.0005383607737409,0.07196912914514537,1.1915367046991985,1.258008599281311,0.16549764325221372,0.380615234375,0.9649582505226135,0.00047121462800226664,0.15663626290073754,,,,0.00032059206188812995,0.029696895388452983,0.009441261223327837,0.02348299308274939,0.1743408700426661,0.11272425023834434,0.004581601536008702,0.000322065184556692,0.0898737393527839,0.0,0.0,0.0
2,128,0.1,D1_scaled,x_plus_epsilon,3,0.0005301205965224,0.07990972325205799,1.191679835319519,1.269636829694112,0.20121272901693985,0.3517252604166667,0.9629452625910441,0.00046968714256453336,0.1448171157787534,0.9113958875338236,0.0008944942674133666,0.09114829450845717,0.000332656885738606,0.03906958538456158,0.009470012340534097,0.03271916672031326,0.3196898640349012,0.19986371125323768,0.007648456506639186,0.00033608130276573475,0.08243940904241985,0.012279678372253798,0.0005544091923147735,0.018183250544395527
2,128,0.1,D2_velocity,x_plus_epsilon,3,0.0014286686200648332,0.0792751088738441,1.192773699760437,1.268933892250061,0.1518138267565519,0.4053548177083333,0.9337906241416931,0.0011478732728088666,0.19705027756806026,0.9781272411346436,0.0014959981975455666,0.07140039155880606,0.000641980005480335,0.0248242903882788,0.00823026124807601,0.023515888556946918,0.3234442082338561,0.18145156920739017,0.018104837597985375,0.0005151688725329541,0.012469070159735895,0.012089740417065677,0.0005928899729825507,0.018992493018656485
2,128,0.1,D4_safe,x_plus_epsilon,3,0.0003992408067763667,0.0796738987167676,1.1912631193796794,1.2694111267725627,0.19001794854799905,0.398681640625,0.979609747727712,0.0003613654165140333,0.12276022935210579,0.9751755396525065,0.0005167489192293,0.030730952819188403,0.00022180772698105763,0.02531659416492729,0.009582033945696056,0.02348906991989661,0.41532077751198837,0.27800242691215676,0.008960724924509353,0.0002354353313437974,0.08204713457242042,0.00926240668593708,0.0003880807571626685,0.007621347581054205
2,128,0.1,S0_xv,x_plus_v,3,0.0008561203915935667,0.0014586519488754002,1.192264159520467,1.1923586527506511,-0.0427865029002229,0.529541015625,0.6131701469421387,0.00029158516554156664,0.668255972393479,,,,0.0002107326616550315,0.0006489727221886844,0.00870777107766205,0.009742302161552419,0.15054288394094645,0.10277972362726855,0.1107478441491534,0.00014193338067209252,0.08057019268756672,0.0,0.0,0.0
2,128,0.1,S1_xv,x_plus_v,3,0.0007635614407869334,0.0013729568454436333,1.1919573942820232,1.192053000132243,-0.13627768928805983,0.5782063802083334,0.6056312719980875,0.00029779866842236666,0.5647536170652266,,,,0.0002099841924886357,0.0008842806693347833,0.008590674008191539,0.009924816234870976,0.06477130384161453,0.04429812618509202,0.11923593339478696,0.00015752813603941906,0.08970975829464502,0.0,0.0,0.0
2,128,0.3,D0_xeps,x_plus_epsilon,3,0.0009339333434278332,0.005633352557197133,1.7070221900939941,1.712830384572347,0.24939863880475358,0.3400065104166667,0.8019791841506958,0.0005573377905723668,0.435228272574429,,,,0.00048212030141770644,0.002520431089204359,0.007208907137721354,0.010496287113528175,0.14355451737138272,0.11302981480130332,0.0971766359026608,0.0004008965449787738,0.1401912701612111,0.0,0.0,0.0
2,128,0.3,D1_scaled,x_plus_epsilon,3,0.0009821537920894333,0.006500393617898167,1.707379142443339,1.7159833908081055,0.10270339002211892,0.4273274739583333,0.7962555487950643,0.0005999169952701334,0.42230052876201735,0.8642112016677856,0.0009326149593107,0.20151094595591224,0.0005357653866959139,0.002633296653882465,0.006848874550641261,0.011316959437947598,0.23202982483040813,0.14687535982561337,0.09190151036176337,0.0004243452673836547,0.11062162685561763,0.010119813865784753,0.0005198297946291399,0.0803818187665459
2,128,0.3,D2_velocity,x_plus_epsilon,3,0.0018779092545931,0.0095376021539171,1.707865794499715,1.7166091203689575,0.19168875366449353,0.3671061197916667,0.7877421577771505,0.0009436142475653999,0.4963999050290116,0.9388684431711832,0.0018202963595588333,0.21590145428975424,0.00045147331434099066,0.0010783297073145453,0.008260553379051246,0.00836136380946858,0.09623449656604804,0.048926495961180254,0.03207740068196787,0.00021290622982235205,0.017279939180909074,0.008351602273018096,0.0003970195878197163,0.02825428700667449
2,128,0.3,D4_safe,x_plus_epsilon,3,0.0007015823891075333,0.006409698631614401,1.7069748640060425,1.715260108311971,0.18364381790161133,0.385986328125,0.8351059357325236,0.00046645816958813336,0.38720550153049743,0.8793512185414633,0.0006951935841546,0.1654306501150131,0.0004445727814013821,0.0024020308181432366,0.007124584502738099,0.012079028340766814,0.309450047358702,0.2050680975506091,0.08903296925351253,0.00040075642063430353,0.14692818439863936,0.032510314928529696,0.00045527241053737715,0.08281074815134778
2,128,0.3,S0_xv,x_plus_v,3,0.0013704456699390668,0.0012803078861906667,1.7072413365046184,1.7075873215993245,0.26557569826642674,0.3527018229166667,0.525077352921168,0.0004521281710670333,0.5931080062766357,,,,0.0005509280369514363,8.387289966348391e-05,0.007926624117050623,0.007513883448705497,0.26398741936776315,0.15436684353963204,0.1111016907569967,0.0001353543203692996,0.11558282090224835,0.0,0.0,0.0
2,128,0.3,S1_xv,x_plus_v,3,0.0011897018994204334,0.0009583653106043332,1.7070012092590332,1.7070103486378987,0.4022055168946584,0.22713216145833334,0.5119485557079315,0.00044552970211946663,0.467353230301868,,,,0.0006382815728493182,0.00041516100069992665,0.007845059275172516,0.00691495264986858,0.0884684717431275,0.046120182368129405,0.18120251839705653,0.00020231314714105338,0.03911335370177015,0.0,0.0,0.0
2,128,0.5,D0_xeps,x_plus_epsilon,3,0.0013899363499755002,0.0035923029451320003,1.97219451268514,1.9744921525319417,0.14448675016562143,0.3973795572916667,0.6311156749725342,0.0008025162969715333,0.42391314766251104,,,,0.00016131795528277366,0.0013670359182226812,0.042272973983622265,0.04561677974952612,0.2356522825440133,0.14431836370112164,0.048431120487434656,0.00011788924091202055,0.01734585043361522,0.0,0.0,0.0
2,128,0.5,D1_scaled,x_plus_epsilon,3,0.0014189002492154001,0.003468050466229467,1.9722331364949544,1.974170168240865,0.11777639389038086,0.4227701822916667,0.6298801501592001,0.0007674169222202668,0.4684979281099146,0.6188827157020569,0.0012225548659140332,0.2905477285385132,0.0002882074201999134,0.0009605974167643383,0.04180946115826177,0.04528969424251964,0.3285819183179747,0.18600973654800318,0.035396786844686626,0.0002644033836042049,0.07160268699237757,0.010851347018833153,0.00038134356866692195,0.06002009238728159
2,128,0.5,D2_velocity,x_plus_epsilon,3,0.0016450742647672334,0.006294497754424766,1.9721262852350872,1.976647933324178,0.23058286805947623,0.36083984375,0.7297601302464803,0.0010033279540948,0.3937959472611481,0.6749046842257181,0.0017131675267591667,0.3055723508199056,0.00012511072082763567,0.0008394119391889747,0.041705750573364404,0.043597785790488994,0.12732957568237832,0.08497040794469474,0.0437526537964316,0.00032634998658472486,0.17011960003340498,0.0342639599324568,0.000342237261970743,0.03521991208533549
2,128,0.5,D4_safe,x_plus_epsilon,3,0.0013239319669082334,0.003891273556898,1.9729666709899902,1.9748332500457764,0.2321323435753584,0.363525390625,0.6792188286781311,0.0007136444134326667,0.46604530892837454,0.6696948210398356,0.0012246841409553667,0.30514234304428095,0.00022898251613706302,0.000834367556289698,0.04210633523207909,0.044538603877926755,0.27587386665227603,0.16854051373452456,0.05676824211668857,0.0002002062366083052,0.09290464912813669,0.05354091510745392,0.0003759956076177613,0.060519895602261765
2,128,0.5,S0_xv,x_plus_v,3,0.005626040200392366,0.0021525715710594665,1.9762529134750366,1.9745705127716064,0.11891731619834896,0.4403483072916667,0.3362475037574768,0.0010455219695964999,0.5219960799918384,,,,0.002071576550737851,0.000360156689663211,0.042488354805989635,0.04232708125263898,0.10869749880252255,0.08981001953295821,0.10226617176368653,0.00033926036447932126,0.08278110980519335,0.0,0.0,0.0
2,128,0.5,S1_xv,x_plus_v,3,0.005113265166679966,0.0016290760831907001,1.9758647680282595,1.9728591442108154,0.0647298041731119,0.4583333333333333,0.24420909086863196,0.0007823690248187001,0.5439204742779188,,,,0.0027283893038461747,0.000364763010371402,0.04215100487822191,0.042257445829141316,0.10702828704016301,0.07402428028495878,0.08729897321687513,0.00043373543062854403,0.1832952559746152,0.0,0.0,0.0
2,128,0.7,D0_xeps,x_plus_epsilon,3,0.008761769781509965,0.004942642990499666,1.590125282605489,1.5875932375590007,0.19015528758366898,0.3828938802083333,0.37339598933855694,0.002424297854304267,0.5066950809635058,,,,0.00023226427198533064,0.00038404302391013286,0.04330262428612307,0.046841220066910196,0.11165528427222758,0.06618027478754832,0.018930884885102937,0.0001817648260547164,0.06316518167649783,0.0,0.0,0.0
2,128,0.7,D1_scaled,x_plus_epsilon,3,0.0090365105619033,0.004694431088864733,1.5910371541976929,1.587449312210083,0.2303270921111106,0.3663736979166667,0.3622382779916127,0.0024547244732578,0.47356700270546787,0.209747443596522,0.0038664680129537666,0.30685678124427795,0.00042523294294947154,0.00033954286458696194,0.04301124832991197,0.04646501035488925,0.1767406870977607,0.0981546526445626,0.04139430776404685,0.00032645152126100816,0.09331793197500608,0.01525142897812148,0.0003034727310457233,0.008274137073223496
2,128,0.7,D2_velocity,x_plus_epsilon,3,0.014271545844773366,0.008411249611526667,1.596426288286845,1.5902800957361858,0.28246204058329266,0.3294270833333333,0.41640505194664,0.0045647878820697,0.453416384709555,0.16587165991465247,0.007749926609297501,0.38207923372586566,0.0018167704956675076,0.001382970418679305,0.04221058841214856,0.04569935088097427,0.040207764289116786,0.024705696321191288,0.031920588249140056,0.00045724627642818895,0.04104966584195754,0.06288903446463145,0.001415395669042547,0.03491407103560033
2,128,0.7,D4_safe,x_plus_epsilon,3,0.0079347854480147,0.0048303610334793,1.5902437766393025,1.5879577000935872,0.2153701757391293,0.3655598958333333,0.40074729919433594,0.0024167380761354663,0.49927217268512775,0.2470466991265614,0.0038393791764974,0.3152911563714345,0.001327739965052178,0.0004562302325439471,0.04375600465789118,0.04576482049163697,0.16178672257148977,0.08932388942770847,0.03353108114363359,0.0002024329117179569,0.012785479099374374,0.04138334283543807,0.00021648949222332635,0.04252039440480891
2,128,0.7,S0_xv,x_plus_v,3,0.041190836578607504,0.0174893246342738,1.6230614185333252,1.5996101299921672,0.2843477825323741,0.3375651041666667,0.2893334627151489,0.011945581684509867,0.3188460276240035,,,,0.004366058184040206,0.0016947908315797357,0.040947988256371914,0.04513934980629864,0.08652079487801811,0.04124049953911714,0.005270114202096345,0.0016854555250828158,0.038892746264084274,0.0,0.0,0.0
2,128,0.7,S1_xv,x_plus_v,3,0.0363677938779195,0.020276100685199066,1.619895100593567,1.603004773457845,0.37365050117174786,0.3015950520833333,0.31842876474062604,0.015595311298966366,0.23408251442978437,,,,0.001990097553382822,0.002497134754311057,0.04036070669531795,0.04566596823917711,0.02445555700574227,0.011722140351582587,0.04583269630659771,0.0026695706159773117,0.042105852085748754,0.0,0.0,0.0
2,128,0.9,D0_xeps,x_plus_epsilon,3,0.140945017337799,0.031321247418721464,0.8178613781929016,0.7055951158205668,0.3157809575398763,0.2972819010416667,0.1705971260865529,0.0223626488198836,0.2862927636640629,,,,0.02099983354532895,0.004796661481896434,0.029326797368467224,0.011638083112202843,0.05450479387802381,0.03848010464805389,0.04166645309946846,0.003495562025387329,0.005394982653267585,0.0,0.0,0.0
2,128,0.9,D1_scaled,x_plus_epsilon,3,0.12838864326477048,0.031946099673708234,0.7981809973716736,0.7054043610890707,0.3583891491095225,0.2757975260416667,0.18225443859895066,0.0227448965112368,0.28890683683244894,0.0109798361857732,0.03191636999448134,0.18323556582132972,0.019248290786073218,0.004696655414411567,0.03201468896064122,0.011506583257444736,0.03135197737557272,0.02823001893130604,0.035398533091138766,0.003663162310366469,0.029281562769090528,0.006907490606598954,0.004632573454235063,0.03445273414528262
2,128,0.9,D2_velocity,x_plus_epsilon,3,0.2720399598280588,0.053835332393646206,0.9431655208269755,0.7282575368881226,0.20345811545848844,0.3848470052083333,0.1495514685908953,0.04275994251171746,0.20265638144007106,0.00020019784521231915,0.05383309473594027,0.14958196381727848,0.03243988812005698,0.006446252732912068,0.02943521041656349,0.013646420038362028,0.04572868822505907,0.02288853623860279,0.02765600415180175,0.0031738521151284285,0.04528946994459998,0.00017551186660383271,0.006448930403678433,0.027637592895846625
2,128,0.9,D4_safe,x_plus_epsilon,3,0.1366920123497645,0.0293236225843429,0.8077687621116638,0.7030496597290039,0.23369732995827985,0.353271484375,0.18331604202588395,0.020834104778865898,0.29678161663017016,0.031045335034529303,0.0291410802553097,0.18585457404454545,0.010355493151146256,0.006158189474940295,0.01320088325863038,0.011843260515653384,0.12660602685308364,0.0708626312550722,0.0205785678811707,0.00573087333544038,0.055302966710547234,0.014140704947727716,0.006800155704827944,0.010002169318131898
2,128,0.9,S0_xv,x_plus_v,3,0.5476416349411011,0.2305780748526255,1.222698489824931,0.9049999515215555,0.6231398185094198,0.14412434895833334,0.17522324124972022,0.21155176063378647,0.08174874535581271,,,,0.04212283315880641,0.01906013728064185,0.047334492813935015,0.011697428301224087,0.07193829139303604,0.03968342957936909,0.03953862218373592,0.015032435438479116,0.026234937937182456,0.0,0.0,0.0
2,128,0.9,S1_xv,x_plus_v,3,0.5148523847262064,0.298581580320994,1.1886529127756755,0.9719678362210592,0.6081607242425283,0.15738932291666666,0.25597601135571796,0.26979391276836395,0.098049768763615,,,,0.02362803408380077,0.028406950269629715,0.025073824061586068,0.03545364988440148,0.1259516353846814,0.0690647607033452,0.054836805650131264,0.036546611682281877,0.0510774262871222,0.0,0.0,0.0
2,128,0.97,D0_xeps,x_plus_epsilon,3,1.5164637168248494,0.033673477669556896,2.34022847811381,0.8681319157282511,-0.19909770786762235,0.6234537760416666,0.0922613814473152,0.015698856984575568,0.5316666190612458,,,,0.2800184776297877,0.002095175037395443,0.28514116867404093,0.011035227455107436,0.05629676685895478,0.03884394220543484,0.01503417259230455,0.0008115740410307025,0.051420386689710794,0.0,0.0,0.0
2,128,0.97,D1_scaled,x_plus_epsilon,3,1.508243203163147,0.035013590008020366,2.3386195500691733,0.8700676361719767,-0.18864316741625464,0.612060546875,0.09151117255290346,0.015348601465423833,0.5614279652968612,0.015459583761791332,0.0334574940303961,0.08978414535522457,0.3466397902070848,0.001482605185015871,0.34820894164821864,0.009473138975977534,0.09883049213927635,0.07046027020439682,0.019523997070486344,0.0024961368387637494,0.07253006264810412,0.0063622990161212,0.0022351727389301784,0.01823191571867121
2,128,0.97,D2_velocity,x_plus_epsilon,3,2.1241345405578613,0.06067162752151484,2.949814796447754,0.8960715730985006,-0.10985366751750307,0.5663248697916666,0.08864614864190414,0.033354692161083166,0.450381286203929,0.00014748118822653682,0.06065344065427777,0.0886235212286313,0.23533433277931434,0.0029374843529998106,0.24688680065608062,0.01300856495423873,0.07456874480610645,0.03788928262226941,0.008273656897606294,0.002134982525321841,0.01744429579925651,0.00013662136910343176,0.0029497352122903045,0.008260810771341874
2,128,0.97,D4_safe,x_plus_epsilon,3,1.3434164921442668,0.031563516706228235,2.1515519618988037,0.8659230470657349,-0.12866858889659244,0.5757649739583334,0.08913500607013701,0.015023457196851534,0.5227787561221854,0.012592779938131501,0.0294328120847543,0.08606720964113868,0.33048612061139415,0.0011497324325286321,0.3234862156938742,0.012018955348436517,0.07641819711402839,0.04787294078943444,0.00880897925642296,0.0025074600887956024,0.08707690611382383,0.006751389630619056,0.0005091752510395861,0.007154728035231242
2,128,0.97,S0_xv,x_plus_v,3,1.8003168900807698,0.14721764624118802,2.63726806640625,0.9844449559847513,0.3282187978426615,0.2919108072916667,0.09356581916411714,0.1214151158928871,0.17592433068182267,,,,0.34437064216056085,0.010177367117310746,0.3855638754858671,0.0038154556473926093,0.024428675827042154,0.024884784965646337,0.01933940561121483,0.010974236851683817,0.029055385935152403,0.0,0.0,0.0
2,128,0.97,S1_xv,x_plus_v,3,1.8907458782196045,0.16861282289028168,2.7386911710103354,1.006369372208913,0.32150990267594654,0.30224609375,0.09184649089972173,0.1388587305943171,0.17666823672916418,,,,0.2791417445938873,0.014239734136729047,0.3073869449199762,0.019871392712385867,0.09102942175531377,0.04364794681260289,0.017344467712687557,0.012904454137447863,0.02630863931452947,0.0,0.0,0.0
2,128,0.99,D0_xeps,x_plus_epsilon,3,13.171759287516275,0.011979152448475333,14.109609285990397,0.9841508269309998,0.3226611912250519,0.2989095052083333,0.0101731984565655,0.010721786879003,0.10657717769484977,,,,1.921706568339245,0.0019259515778887381,1.8754012694119389,0.014219923035609015,0.09329811957711594,0.06643960152643004,0.0010490345056747836,0.0019372599829577863,0.024243631560140137,0.0,0.0,0.0
2,128,0.99,D1_scaled,x_plus_epsilon,3,13.01854387919108,0.011518977892895466,13.968077977498373,0.9841410716374716,0.17636206746101377,0.390625,0.013284554705023733,0.0092861155668894,0.18591259745558966,0.0263875449697176,0.035055237511793735,0.029170786961913036,1.8898060751763324,0.002825217808919543,1.75908127428175,0.01376178864305458,0.038666918404395303,0.02605450631554787,0.005476808896694822,0.0016911768496579956,0.04904412385986946,0.009040501857907295,0.010341317601566305,0.003175200224011476
2,128,0.99,D2_velocity,x_plus_epsilon,3,23.89113171895345,0.02487632011373833,24.892444610595703,0.9966007272402445,0.21808996299902594,0.3675130208333333,0.012916408789654499,0.021587802097201302,0.13787365512196936,0.0003796156634052373,0.025174602866172766,0.013027459693451635,6.074887325710429,0.010239285371682519,6.048912454765829,0.007257920676663317,0.1742842967794182,0.10930640476537286,7.676652823561886e-05,0.009482035569155547,0.023077415398202145,0.0003377724933496956,0.010355878778264077,6.903854221336993e-05
2,128,0.99,D4_safe,x_plus_epsilon,3,12.4876708984375,0.012908295107384468,13.416936238606771,0.9843306342760721,0.33483148614565533,0.3055826822916667,0.009835832752287332,0.0116561561202009,0.09586591935957837,0.0042424774728714995,0.014490977240105401,0.011784890356163133,2.882473744107001,0.003557165592889501,2.784645764009095,0.012405340690584887,0.10778526374771603,0.06391466030998755,0.00392209485680675,0.003126573779505743,0.010348647158752937,0.0018782585457129115,0.003099517800992589,0.00322865847816886
2,128,0.99,S0_xv,x_plus_v,3,12.660749435424805,0.03144032880663867,13.57479476928711,1.0003191232681274,0.15030262929697832,0.4105631510416667,0.018274961660305598,0.026479195182522102,0.1573413784841927,,,,1.766748379855115,0.0006059431698883193,1.7680115409268586,0.01892323629990421,0.14854028964859853,0.11166874048575276,0.007735106341863373,0.0007338560555392604,0.03786933537936505,0.0,0.0,0.0
2,128,0.99,S1_xv,x_plus_v,3,12.520806630452475,0.0323163904249668,13.480923016866049,1.0033235549926758,0.13760704547166824,0.40283203125,0.0186273052046696,0.02635216402510797,0.18486380391304216,,,,3.424890780603647,0.003318593397749899,3.389369891554995,0.01882057081265646,0.216388109474354,0.14416457393354792,0.009328534667374735,0.0038357433919332397,0.08601211410141817,0.0,0.0,0.0
512,128,0.01,D0_xeps,x_plus_epsilon,3,0.0022971685975789334,9193.3251953125,0.9749510288238525,9194.308268229166,0.022887634113430935,0.279541015625,0.9999972979227701,0.0022965758107602,0.0002705180303609667,,,,0.00037743716894947886,17.523757312592725,0.004565893450198741,17.473640871835645,0.006257512606236752,0.05925580156468636,8.623812361952553e-07,0.0003775929736537995,0.00015068941462898652,0.0,0.0,0.0
512,128,0.01,D1_scaled,x_plus_epsilon,3,0.0024164797117312334,9211.653971354166,0.9746841589609782,9212.640950520834,0.02869297874470547,0.23445638020833334,0.9999980926513672,0.002416142417738767,0.00015371951384439097,0.9992047746976217,0.0158562865108251,0.0007933190402884667,0.000528002857854542,8.253703605786988,0.005184986259022044,8.156829365192364,0.006853063237678936,0.058180474774698766,8.344650268435735e-07,0.0005281825686657169,9.793237019190051e-05,0.00022008953810568685,0.005534546018288813,0.00022061964983142752
512,128,0.01,D2_velocity,x_plus_epsilon,3,0.0034260703250765003,9583.0458984375,0.9758398532867432,9584.030598958334,0.03291298449039453,0.19954427083333334,0.9999985893567404,0.0034258705563843003,5.9130899671207736e-05,0.9999404748280843,0.0035248717758804,5.829273626053085e-05,0.0002767133562884795,15.387296860916608,0.004269710761924785,15.46336213373112,0.0019305429471033252,0.016139769697346436,2.408893038528862e-07,0.00027674789508105125,2.0651457240386754e-05,1.5331993918285453e-05,0.00028277564977509655,1.5382139840640542e-05
512,128,0.01,D4_safe,x_plus_epsilon,3,0.002820290159434,9731.179361979166,0.9754741390546163,9732.158854166666,0.010875342452588135,0.38427734375,0.9999952912330627,0.0028190279845147666,0.0005231884450411333,0.9998902082443237,0.0030013909563422,0.0001052096001027462,0.001011179497430084,20.752786158218495,0.005444327844440902,20.800223394563403,0.011636696805545948,0.11490623175750829,2.176181824710821e-06,0.0010117630383578036,0.0003778712428463377,1.6787360121856262e-05,0.0010377834970230482,1.5578685869178047e-05
512,128,0.01,S0_xv,x_plus_v,3,0.0015733394150932,0.934366762638092,0.973925511042277,1.906598170598348,0.0221080382664998,0.22281901041666666,0.9991754293441772,0.0015717782468223998,0.0009908413934804332,,,,9.388777926434101e-05,0.0063655009797954935,0.005769450106448106,0.006969849074106345,0.009469803295756593,0.09553804237710542,0.0002784821815671174,9.375593642818421e-05,0.0004935821332354775,0.0,0.0,0.0
