method,k,gap_rms,clean_gap_rms,noise_gap_rms,modified_rms,correction_rms,sign_disagreement,guidance_flip_fraction,n
cfg_high,23,0.1043279917165637,0.06683511976152659,0.03749287207610905,0.1043279917165637,0.0,0.0,0.0,200
cfg_high,24,0.10332124028354883,0.06457577515393495,0.03874546511098743,0.10332124028354883,0.0,0.0,0.0,200
cfg_high,25,0.10210601806640625,0.06222085479646921,0.03988516330718994,0.10210601806640625,0.0,0.0,0.0,200
cfg_high,26,0.10086943048983812,0.05989122424274683,0.04097820617258549,0.10086943048983812,0.0,0.0,0.0,200
cfg_high,27,0.09955717783421278,0.05755649344064295,0.04200068441219628,0.09955717783421278,0.0,0.0,0.0,200
cfg_high,28,0.09821928227320313,0.05524834630079568,0.04297093602828681,0.09821928227320313,0.0,0.0,0.0,200
cfg_high,29,0.09684510271996259,0.05296216574497521,0.043882937151938674,0.09684510271996259,0.0,0.0,0.0,200
cfg_high,30,0.09541671968996525,0.05069013223052025,0.04472658744081855,0.09541671968996525,0.0,0.0,0.0,200
cfg_high,31,0.09386953176930547,0.04840147741138935,0.04546805440448225,0.09386953176930547,0.0,0.0,0.0,200
cfg_high,32,0.09222700146958232,0.04611350073479116,0.04611350073479116,0.09222700146958232,0.0,0.0,0.0,200
cfg_high,33,0.09047356314957142,0.0438231320399791,0.046650431137532,0.09047356314957142,0.0,0.0,0.0,200
cfg_high,34,0.08872630635276436,0.041590456077829005,0.04713585022836923,0.08872630635276436,0.0,0.0,0.0,200
cfg_high,35,0.08699614524841309,0.03942012825980783,0.04757601706311107,0.08699614524841309,0.0,0.0,0.0,200
cfg_high,36,0.08523187762126326,0.03728894646279514,0.047942931139841674,0.08523187762126326,0.0,0.0,0.0,200
cfg_high,37,0.08346135709434747,0.03521026006899774,0.04825109700672328,0.08346135709434747,0.0,0.0,0.0,200
cfg_high,38,0.08167513279244304,0.03318052265793085,0.04849461013451219,0.08167513279244304,0.0,0.0,0.0,200
cfg_high,39,0.07986961709335447,0.03119906925596297,0.048670547865331176,0.07986961709335447,0.0,0.0,0.0,200
cfg_high,40,0.07802184039726853,0.029258190132677556,0.04876365022733808,0.07802184039726853,0.0,0.0,0.0,200
cfg_high,41,0.0761737185716629,0.02737493017222732,0.048798788534477354,0.0761737185716629,0.0,0.0,0.0,200
cfg_high,42,0.07430662229657173,0.02554290148895234,0.048763720775023105,0.07430662229657173,0.0,0.0,0.0,200
cfg_high,43,0.07245691739022732,0.02377492603380233,0.04868199123069644,0.07245691739022732,0.0,0.0,0.0,200
cfg_high,44,0.07061945667490363,0.02206858023069799,0.04855087652802467,0.07061945667490363,0.0,0.0,0.0,200
cfg_high,45,0.06879624720662832,0.020423885914497078,0.04837236128747463,0.06879624720662832,0.0,0.0,0.0,200
cfg_high,46,0.0669929581321776,0.018841769425198437,0.04815118857659399,0.0669929581321776,0.0,0.0,0.0,200
cfg_high,47,0.06519152818247675,0.01731649965979159,0.047875028550624844,0.06519152818247675,0.0,0.0,0.0,200
cfg_tuned,0,0.14483505165204405,0.14483505165204405,0.0,0.14483505165204405,0.0,0.0,0.0,200
cfg_tuned,1,0.1467038195952773,0.1444115719012916,0.002292247181176208,0.1467038195952773,0.0,0.0,0.0,200
cfg_tuned,2,0.14414818109944463,0.1396435504220426,0.004504630659357645,0.14414818109944463,0.0,0.0,0.0,200
cfg_tuned,3,0.13723138751462102,0.13079866610467433,0.00643272130168043,0.13723138751462102,0.0,0.0,0.0,200
cfg_tuned,4,0.13077025858685373,0.12259711733087897,0.008173141161678358,0.13077025858685373,0.0,0.0,0.0,200
cfg_tuned,5,0.12597874779254198,0.11613665845245123,0.00984208969399333,0.12597874779254198,0.0,0.0,0.0,200
cfg_tuned,6,0.12241556786000729,0.11093910867348314,0.0114764595287852,0.12241556786000729,0.0,0.0,0.0,200
cfg_tuned,7,0.1191377423517406,0.10610705208033323,0.013030690583400428,0.1191377423517406,0.0,0.0,0.0,200
cfg_tuned,8,0.11627066621556878,0.10173683322966098,0.014533833276946097,0.11627066621556878,0.0,0.0,0.0,200
cfg_tuned,9,0.11394307339563965,0.09791982889175416,0.016023244687821715,0.11394307339563965,0.0,0.0,0.0,200
cfg_tuned,10,0.11232479102909565,0.09477404227480292,0.017550748616922646,0.11232479102909565,0.0,0.0,0.0,200
cfg_tuned,11,0.11123803401365877,0.09211899723857642,0.01911903710803017,0.11123803401365877,0.0,0.0,0.0,200
cfg_tuned,12,0.11014613451436162,0.08949373409152031,0.020652400138787927,0.11014613451436162,0.0,0.0,0.0,200
cfg_tuned,13,0.10899443680420517,0.0868549419939518,0.02213949500117451,0.10899443680420517,0.0,0.0,0.0,200
cfg_tuned,14,0.10862741116434335,0.08486516514793038,0.023762246118858455,0.10862741116434335,0.0,0.0,0.0,200
cfg_tuned,15,0.10881825918331742,0.0833139798603952,0.025504279527813197,0.10881825918331742,0.0,0.0,0.0,200
cfg_tuned,16,0.10901279481127858,0.08175959583371878,0.027253198702819646,0.10901279481127858,0.0,0.0,0.0,200
cfg_tuned,17,0.10913727026432753,0.08014768283814191,0.028989587500691413,0.10913727026432753,0.0,0.0,0.0,200
cfg_tuned,18,0.1094261216931045,0.07865002479404211,0.03077609677799046,0.1094261216931045,0.0,0.0,0.0,200
cfg_tuned,19,0.10962019560858607,0.07707670034840702,0.032543495590798555,0.10962019560858607,0.0,0.0,0.0,200
cfg_tuned,20,0.10929313324391841,0.07513902900740504,0.034154104199260474,0.10929313324391841,0.0,0.0,0.0,200
cfg_tuned,21,0.10864479398354888,0.07299572112038731,0.03564907299354672,0.10864479398354888,0.0,0.0,0.0,200
cfg_tuned,22,0.10785760466009378,0.07078155275434256,0.037076051635667684,0.10785760466009378,0.0,0.0,0.0,200
cfg_tuned,23,0.10698666686192154,0.06853833360597492,0.038448333386331794,0.10698666686192154,0.0,0.0,0.0,200
cfg_tuned,24,0.1061599145643413,0.06634994648396969,0.03980996801517904,0.1061599145643413,0.0,0.0,0.0,200
cfg_tuned,25,0.10530142296105623,0.06416805442422628,0.0411333683039993,0.10530142296105623,0.0,0.0,0.0,200
cfg_tuned,26,0.10435185400769115,0.06195891309529543,0.042392940865829586,0.10435185400769115,0.0,0.0,0.0,200
cfg_tuned,27,0.10327156027778983,0.0597038708627224,0.04356768947094679,0.10327156027778983,0.0,0.0,0.0,200
cfg_tuned,28,0.10208499563857913,0.057422810094431044,0.04466218558140099,0.10208499563857913,0.0,0.0,0.0,200
cfg_tuned,29,0.10080917570739985,0.05513001810759306,0.045679157664999366,0.10080917570739985,0.0,0.0,0.0,200
cfg_tuned,30,0.09938218340277671,0.05279678485356271,0.04658539861440659,0.09938218340277671,0.0,0.0,0.0,200
cfg_tuned,31,0.09786672228947282,0.05046252877451479,0.04740419353358447,0.09786672228947282,0.0,0.0,0.0,200
cfg_tuned,32,0.096241503842175,0.0481207519210875,0.0481207519210875,0.096241503842175,0.0,0.0,0.0,200
cfg_tuned,33,0.09442771036177873,0.04573842217214406,0.04868928821757436,0.09442771036177873,0.0,0.0,0.0,200
cfg_tuned,34,0.09251835361123086,0.043367978148162366,0.04915037551894784,0.09251835361123086,0.0,0.0,0.0,200
cfg_tuned,35,0.09056884683668613,0.041039008740335704,0.049529838133603336,0.09056884683668613,0.0,0.0,0.0,200
cfg_tuned,36,0.0886050101928413,0.03876469190232456,0.04984031826257706,0.0886050101928413,0.0,0.0,0.0,200
cfg_tuned,37,0.08667344868183136,0.03656536121852696,0.05010808752849698,0.08667344868183136,0.0,0.0,0.0,200
cfg_tuned,38,0.08475330341607332,0.03443102946504951,0.050322273951023816,0.08475330341607332,0.0,0.0,0.0,200
cfg_tuned,39,0.08281659875065088,0.032350233728066086,0.05046636500395835,0.08281659875065088,0.0,0.0,0.0,200
cfg_tuned,40,0.0808160432241857,0.030306016197428107,0.05051002707332373,0.0808160432241857,0.0,0.0,0.0,200
cfg_tuned,41,0.07880390921607613,0.028320154822431505,0.05048375422134996,0.07880390921607613,0.0,0.0,0.0,200
cfg_tuned,42,0.07677751541137695,0.026392270978540182,0.05038524459116161,0.07677751541137695,0.0,0.0,0.0,200
cfg_tuned,43,0.07475682530552148,0.024529583249241114,0.05022724203765392,0.07475682530552148,0.0,0.0,0.0,200
cfg_tuned,44,0.07275473648682236,0.022735855197533964,0.05001888120546937,0.07275473648682236,0.0,0.0,0.0,200
cfg_tuned,45,0.07075018737465143,0.021003961833193897,0.04974622542969882,0.07075018737465143,0.0,0.0,0.0,200
cfg_tuned,46,0.06875013506039977,0.01933597547933459,0.049414159590378405,0.06875013506039977,0.0,0.0,0.0,200
cfg_tuned,47,0.06677388114854693,0.017736812154762447,0.04903706885874271,0.06677388114854693,0.0,0.0,0.0,200
fsg_high,0,0.14564852438867093,0.14564852438867093,0.0,0.14564852438867093,0.0,0.0,0.0,200
fsg_high,1,0.14911856496706605,0.14678858701139688,0.002329977577610407,0.14911856496706605,0.0,0.0,0.0,200
fsg_high,2,0.1452261902205646,0.14068787144497036,0.004538318444392644,0.1452261902205646,0.0,0.0,0.0,200
fsg_high,3,0.12691158356145024,0.12096260314807296,0.005948980472749099,0.12691158356145024,0.0,0.0,0.0,200
fsg_high,4,0.11180995853617787,0.1048218360543251,0.006988122408511117,0.11180995853617787,0.0,0.0,0.0,200
fsg_high,5,0.10311512665823103,0.09505925716832281,0.00805586929549463,0.10311512665823103,0.0,0.0,0.0,200
fsg_high,6,0.10261807806789874,0.09299763333052397,0.009620444809552282,0.10261807806789874,0.0,0.0,0.0,200
fsg_high,7,0.10235753946006299,0.09116218353621662,0.011195355856325478,0.10235753946006299,0.0,0.0,0.0,200
fsg_high,8,0.09887391733005643,0.08651467748917639,0.012359239666257054,0.09887391733005643,0.0,0.0,0.0,200
fsg_high,9,0.09683986097574233,0.08322175531648099,0.01361810547998175,0.09683986097574233,0.0,0.0,0.0,200
fsg_high,10,0.09719949165359139,0.08201207123696803,0.015187420574948192,0.09719949165359139,0.0,0.0,0.0,200
fsg_high,11,0.09855255227535963,0.08161383203230799,0.016938719898462296,0.09855255227535963,0.0,0.0,0.0,200
fsg_high,12,0.09732483867555856,0.07907643116079272,0.018248407212086024,0.09732483867555856,0.0,0.0,0.0,200
fsg_high,13,0.09642638575285672,0.07683977618813514,0.01958660959266126,0.09642638575285672,0.0,0.0,0.0,200
fsg_high,14,0.09666195614263415,0.07551715306937695,0.02114480298012495,0.09666195614263415,0.0,0.0,0.0,200
fsg_high,15,0.09770679708570242,0.07480676660314202,0.02290003058966249,0.09770679708570242,0.0,0.0,0.0,200
fsg_high,16,0.09830197615548969,0.07372648188844323,0.024575494038872422,0.09830197615548969,0.0,0.0,0.0,200
fsg_high,17,0.09855043655261397,0.07237297713756562,0.02617745967116207,0.09855043655261397,0.0,0.0,0.0,200
fsg_high,18,0.09896298430860043,0.07112964495085179,0.02783333929721266,0.09896298430860043,0.0,0.0,0.0,200
fsg_high,19,0.09926729870960116,0.0697973194718361,0.0294699792843312,0.09926729870960116,0.0,0.0,0.0,200
fsg_high,20,0.0992586076632142,0.06824029294773937,0.031018314864486456,0.0992586076632142,0.0,0.0,0.0,200
fsg_high,21,0.09851777033880353,0.06619162703864276,0.03232614329550415,0.09851777033880353,0.0,0.0,0.0,200
fsg_high,22,0.0983425398170948,0.06453729191794992,0.03380524809472263,0.0983425398170948,0.0,0.0,0.0,200
fsg_high,23,0.0983696836978197,0.06301807862706482,0.0353516052197665,0.0983696836978197,0.0,0.0,0.0,200
fsg_high,24,0.09717454314231873,0.060734089370816945,0.03644045372493565,0.09717454314231873,0.0,0.0,0.0,200
fsg_high,25,0.09613444546237587,0.05858192775398493,0.03755251774564385,0.09613444546237587,0.0,0.0,0.0,200
fsg_high,26,0.0951850594766438,0.05651612907648087,0.038668930400162935,0.0951850594766438,0.0,0.0,0.0,200
fsg_high,27,0.09429063960909843,0.054511775942519304,0.03977886376902461,0.09429063960909843,0.0,0.0,0.0,200
fsg_high,28,0.09296201957389712,0.05229113589040935,0.040670883571729065,0.09296201957389712,0.0,0.0,0.0,200
fsg_high,29,0.09154070058837532,0.05006132059730589,0.04147938000038266,0.09154070058837532,0.0,0.0,0.0,200
fsg_high,30,0.0903028023801744,0.047973363883793356,0.04232943848706782,0.0903028023801744,0.0,0.0,0.0,200
fsg_high,31,0.08913947513327003,0.04596254182048142,0.043176933359354734,0.08913947513327003,0.0,0.0,0.0,200
fsg_high,32,0.08716718181967735,0.043583590909838675,0.043583590909838675,0.08716718181967735,0.0,0.0,0.0,200
fsg_high,33,0.08559149527922273,0.04145838065072894,0.04413311467505991,0.08559149527922273,0.0,0.0,0.0,200
fsg_high,34,0.08416689101606607,0.03945323029533029,0.04471366073004902,0.08416689101606607,0.0,0.0,0.0,200
fsg_high,35,0.08275691295042634,0.037499226173385976,0.04525768680498004,0.08275691295042634,0.0,0.0,0.0,200
fsg_high,36,0.08049181465059518,0.035215168967843054,0.04527664569206536,0.08049181465059518,0.0,0.0,0.0,200
fsg_high,37,0.07877982662990689,0.033235239312052724,0.045544587317854164,0.07877982662990689,0.0,0.0,0.0,200
fsg_high,38,0.07718585669994354,0.031356754405424,0.04582910239696503,0.07718585669994354,0.0,0.0,0.0,200
fsg_high,39,0.07566359711810947,0.029556092703714967,0.046107504470273855,0.07566359711810947,0.0,0.0,0.0,200
fsg_high,40,0.07347849488258362,0.027554435711354016,0.04592405921779573,0.07347849488258362,0.0,0.0,0.0,200
fsg_high,41,0.07185679653659463,0.025823536268435417,0.04603326025418937,0.07185679653659463,0.0,0.0,0.0,200
fsg_high,42,0.07028987675905228,0.024162145080044866,0.04612773165106773,0.07028987675905228,0.0,0.0,0.0,200
fsg_high,43,0.06879837002605199,0.022574465186335147,0.04622390491887927,0.06879837002605199,0.0,0.0,0.0,200
fsg_high,44,0.06674646863713861,0.020858271485194563,0.04588819732889533,0.06674646863713861,0.0,0.0,0.0,200
fsg_high,45,0.0652188371680677,0.019361842297948895,0.045856994884088634,0.0652188371680677,0.0,0.0,0.0,200
fsg_high,46,0.06376204820349812,0.017933076047338545,0.04582897216081619,0.06376204820349812,0.0,0.0,0.0,200
fsg_high,47,0.0623333509452641,0.01655729634221643,0.04577605470083654,0.0623333509452641,0.0,0.0,0.0,200
fsg_length_high,0,0.14769833030179144,0.14769833030179144,0.0,0.14769833030179144,0.0,0.0,0.0,200
fsg_length_high,1,0.1554958831705153,0.15306626068428159,0.0024296231745393015,0.1554958831705153,0.0,0.0,0.0,200
fsg_length_high,2,0.1388501845113933,0.13451111648231745,0.004339068265981041,0.1388501845113933,0.0,0.0,0.0,200
fsg_length_high,3,0.12329531118273734,0.11751584384590387,0.005779467705870047,0.12329531118273734,0.0,0.0,0.0,200
fsg_length_high,4,0.1040902272798121,0.09758458817377687,0.006505639204988256,0.1040902272798121,0.0,0.0,0.0,200
fsg_length_high,5,0.10297547878697515,0.09493051949888467,0.008044959271792322,0.10297547878697515,0.0,0.0,0.0,200
fsg_length_high,6,0.1039615460857749,0.09421515107154846,0.009746394925750792,0.1039615460857749,0.0,0.0,0.0,200
fsg_length_high,7,0.10545488528907299,0.09392075723037124,0.011534128047060221,0.10545488528907299,0.0,0.0,0.0,200
fsg_length_high,8,0.09916313080117106,0.08676773947663605,0.012395391350146383,0.09916313080117106,0.0,0.0,0.0,200
fsg_length_high,9,0.0998240016400814,0.08578625153750181,0.014037750291172414,0.0998240016400814,0.0,0.0,0.0,200
fsg_length_high,10,0.10088881704956293,0.08512493927031756,0.015763877618592232,0.10088881704956293,0.0,0.0,0.0,200
fsg_length_high,11,0.10211292289197445,0.08456226442009211,0.017550658658146857,0.10211292289197445,0.0,0.0,0.0,200
fsg_length_high,12,0.09944901751354336,0.0808023265749216,0.01864669077564031,0.09944901751354336,0.0,0.0,0.0,200
fsg_length_high,13,0.1000780507735908,0.07974969692528248,0.020328354071825743,0.1000780507735908,0.0,0.0,0.0,200
fsg_length_high,14,0.10095572859048843,0.07887166293337941,0.022084065657109023,0.10095572859048843,0.0,0.0,0.0,200
fsg_length_high,15,0.1016372779943049,0.07781604109331966,0.023821237054653464,0.1016372779943049,0.0,0.0,0.0,200
fsg_length_high,16,0.09890157299116253,0.07417617980390787,0.024725393247790634,0.09890157299116253,0.0,0.0,0.0,200
fsg_length_high,17,0.09900153931230307,0.07270425541326403,0.026297283773310483,0.09900153931230307,0.0,0.0,0.0,200
fsg_length_high,18,0.09938935400918127,0.07143609823659063,0.027953255805186927,0.09938935400918127,0.0,0.0,0.0,200
fsg_length_high,19,0.09972793079912662,0.07012120129540562,0.029606729336082934,0.09972793079912662,0.0,0.0,0.0,200
fsg_length_high,20,0.09693466948345303,0.06664258524775506,0.03029208423104137,0.09693466948345303,0.0,0.0,0.0,200
fsg_length_high,21,0.09673944676294922,0.06499681605026125,0.031742631066590546,0.09673944676294922,0.0,0.0,0.0,200
fsg_length_high,22,0.09656745681539178,0.06337239360436797,0.03319506334140897,0.09656745681539178,0.0,0.0,0.0,200
fsg_length_high,23,0.09629253370687366,0.061687404233962295,0.03460512933321297,0.09629253370687366,0.0,0.0,0.0,200
fsg_length_high,24,0.09362187387421728,0.0585136713180691,0.0351082026399672,0.09362187387421728,0.0,0.0,0.0,200
fsg_length_high,25,0.09302161749452352,0.05668504826724529,0.03633656930178404,0.09302161749452352,0.0,0.0,0.0,200
fsg_length_high,26,0.09250188242644071,0.054922992503270505,0.03757888995110989,0.09250188242644071,0.0,0.0,0.0,200
fsg_length_high,27,0.09201218595728278,0.053194544855505226,0.03881764096207917,0.09201218595728278,0.0,0.0,0.0,200
fsg_length_high,28,0.08968623615801334,0.05044850776903331,0.039237728351727126,0.08968623615801334,0.0,0.0,0.0,200
fsg_length_high,29,0.08874565890058875,0.04853278215974569,0.04021287668030709,0.08874565890058875,0.0,0.0,0.0,200
fsg_length_high,30,0.08782213158905507,0.04665550740435719,0.041166624203324315,0.08782213158905507,0.0,0.0,0.0,200
fsg_length_high,31,0.08688348669558764,0.04479929798282683,0.0420841887453571,0.08688348669558764,0.0,0.0,0.0,200
fsg_length_high,32,0.08403650473803281,0.04201825236901641,0.04201825236901641,0.08403650473803281,0.0,0.0,0.0,200
fsg_length_high,33,0.08293044385500252,0.04016943363007158,0.042761010210961105,0.08293044385500252,0.0,0.0,0.0,200
fsg_length_high,34,0.08184220072813332,0.038363531618379056,0.04347866909578443,0.08184220072813332,0.0,0.0,0.0,200
fsg_length_high,35,0.08072443520650267,0.03657825981266796,0.04414617536589503,0.08072443520650267,0.0,0.0,0.0,200
fsg_length_high,36,0.07794492614455521,0.03410090513993055,0.04384402105584741,0.07794492614455521,0.0,0.0,0.0,200
fsg_length_high,37,0.0766863885242492,0.032352070114575325,0.044334318321198225,0.0766863885242492,0.0,0.0,0.0,200
fsg_length_high,38,0.07544593541882932,0.030649911239743234,0.044796024253591894,0.07544593541882932,0.0,0.0,0.0,200
fsg_length_high,39,0.0742106921505183,0.028988551613874734,0.04522214053198695,0.0742106921505183,0.0,0.0,0.0,200
fsg_length_high,40,0.07146964720450341,0.026801117700524627,0.044668529452756046,0.07146964720450341,0.0,0.0,0.0,200
fsg_length_high,41,0.07019961613230408,0.02522798713296652,0.04497162913903594,0.07019961613230408,0.0,0.0,0.0,200
fsg_length_high,42,0.06897156413644552,0.023708975170738996,0.04526258901692927,0.06897156413644552,0.0,0.0,0.0,200
fsg_length_high,43,0.06773354212753474,0.022225068430416287,0.04550847353413701,0.06773354212753474,0.0,0.0,0.0,200
fsg_length_high,44,0.06535038756206632,0.020421996088698505,0.04492839147336781,0.06535038756206632,0.0,0.0,0.0,200
fsg_length_high,45,0.0641227471921593,0.019036440630443394,0.04508630656637251,0.0641227471921593,0.0,0.0,0.0,200
fsg_length_high,46,0.06288637177087367,0.01768679205328226,0.04519957962445915,0.06288637177087367,0.0,0.0,0.0,200
fsg_length_high,47,0.06164412588812411,0.016374220927245914,0.045269904965534805,0.06164412588812411,0.0,0.0,0.0,200
instant_high,0,0.14483505165204405,0.14483505165204405,0.0,0.13141472786664962,0.20000001586973667,0.0,0.823563232421875,200
instant_high,1,0.14579334009438752,0.14351531917229296,0.002278020938974805,0.13045815527439117,0.20000001549720764,0.0,0.824322509765625,200
instant_high,2,0.1453542139939964,0.14081189479678868,0.004542319187312387,0.12837397545576096,0.19999989293515683,0.0,0.824161376953125,200
instant_high,3,0.14389189692214133,0.13714696411043406,0.006744932691799477,0.12475144278258085,0.20000001534819603,0.0,0.8281640625,200
instant_high,4,0.1424779249355197,0.13357305448502302,0.008904870308469981,0.12280337538570166,0.20000001519918442,0.0,0.833082275390625,200
instant_high,5,0.14184472670778633,0.13076310774311423,0.011081619266187772,0.12316201623529195,0.20000001601874828,0.0,0.836768798828125,200
instant_high,6,0.14150574550032616,0.12823958210647107,0.013266163617372513,0.1249296136572957,0.19999989353120326,0.0,0.841668701171875,200
instant_high,7,0.14045864246785641,0.12509597854688764,0.015362664009444416,0.12695940732955932,0.20000001639127732,0.0,0.8482080078125,200
instant_high,8,0.1388425251469016,0.1214872095733881,0.0173553156433627,0.12899344999343157,0.20000001676380635,0.0,0.855731201171875,200
instant_high,9,0.13717183096334337,0.11788204181939363,0.019289788713213057,0.1309484662860632,0.20000001676380635,0.0,0.862386474609375,200
instant_high,10,0.13543344436213375,0.11427196880802512,0.021161475661210717,0.1325166304782033,0.20000001698732375,0.0,0.867913818359375,200
instant_high,11,0.13363489201292394,0.11066639497876167,0.022968497131951152,0.13377966661006213,0.200000017285347,0.0,0.872188720703125,200
instant_high,12,0.13223126176744698,0.10743790009990334,0.024793361630290747,0.13496938958764076,0.200000017657876,0.0,0.876092529296875,200
instant_high,13,0.13125797824934124,0.10459620121866464,0.026661776709370314,0.13598302561789752,0.2000000175088644,0.0,0.879627685546875,200
instant_high,14,0.13069170381873846,0.1021028933301568,0.02858881010208279,0.13683150921016932,0.20000001713633536,0.0,0.882213134765625,200
instant_high,15,0.13055315213277935,0.09995475661009551,0.03059839501045644,0.13757654525339602,0.199999895170331,0.0,0.88355712890625,200
instant_high,16,0.13068175435066223,0.09801131576299667,0.03267043858766556,0.1383491899073124,0.20000001758337022,0.0,0.8845166015625,200
instant_high,17,0.13076462935656308,0.09603027487173676,0.03473435475490987,0.13902164548635482,0.2000000173598528,0.0,0.885413818359375,200
instant_high,18,0.13047356437891722,0.09377787455916405,0.036695689922198654,0.13960692711174488,0.19999989561736584,0.0,0.886650390625,200
instant_high,19,0.12980988334864377,0.0912725742533803,0.038537308992818,0.1401262042671442,0.200000017657876,0.0,0.88843017578125,200
instant_high,20,0.1289577539637685,0.08865845572203397,0.04029929826036096,0.14053760398179294,0.1999998953938484,0.0,0.890267333984375,200
instant_high,21,0.12795100651681424,0.08596708249300718,0.041983923995867374,0.14082429897040127,0.20000001780688761,0.0,0.8924072265625,200
instant_high,22,0.12680323738604785,0.08321462444961071,0.04358861279673874,0.14102635256946086,0.20000001758337022,0.0,0.894256591796875,200
instant_high,23,0.1258012704178691,0.08059143889695405,0.04520983156748116,0.1413561850786209,0.20000001780688761,0.0,0.896168212890625,200
instant_high,24,0.12474699843674898,0.07796687399968505,0.04678012462332845,0.14169048219919206,0.20000001758337022,0.0,0.898448486328125,200
instant_high,25,0.12355778858065605,0.07529302718117833,0.04826476127840579,0.14195522233843805,0.20000001758337022,0.0,0.90066162109375,200
instant_high,26,0.12217002306133509,0.07253845116123557,0.04963157185353339,0.14212281495332718,0.20000001773238182,0.0,0.903052978515625,200
instant_high,27,0.12070326402783393,0.06978157430887222,0.050921689560636876,0.14223396137356759,0.19999977327883245,0.0,0.90548828125,200
instant_high,28,0.11910891834646463,0.06699876673519611,0.05211015172302723,0.1423695346713066,0.20000001780688761,0.0,0.908203125,200
instant_high,29,0.11741259846836329,0.06421001462265849,0.053202583901584145,0.14258494153618811,0.19999989561736584,0.0,0.911307373046875,200
instant_high,30,0.1155092879384756,0.061364309340715406,0.05414497860707343,0.14285513117909432,0.20000001773238182,0.0,0.91470947265625,200
instant_high,31,0.11346934884786605,0.058507632836699484,0.054961715973913666,0.14317164823412895,0.20000001780688761,0.0,0.918099365234375,200
instant_high,32,0.1113358460366726,0.0556679230183363,0.0556679230183363,0.143524139970541,0.19999989569187165,0.0,0.921976318359375,200
instant_high,33,0.10907267404720188,0.05283207656815648,0.05624059744179249,0.1439091944694519,0.20000001780688761,0.0,0.925982666015625,200
instant_high,34,0.10672611951828002,0.0500278683565557,0.05669825132936239,0.14428024128079414,0.20000001788139343,0.0,0.930159912109375,200
instant_high,35,0.10428546342998743,0.04725435077212751,0.05703111283481121,0.14465219773352145,0.2000000175088644,0.0,0.93431884765625,200
instant_high,36,0.10174417899921537,0.04451307836920023,0.057231100499629976,0.1451005209237337,0.19999977350234985,0.0,0.93879150390625,200
instant_high,37,0.09917378727346658,0.04183894158340991,0.057334845550358296,0.14562617309391498,0.19999977350234985,0.0,0.94320556640625,200
instant_high,38,0.09658919362351298,0.039239359935745594,0.05734983380883932,0.14617724746465682,0.19999989561736584,0.0,0.947349853515625,200
