base,index,amount,w,k,horizon,variant,displacement_rms,effective_coefficient_per_H,first_order_length_ratio,finite_error_flow_target,finite_error_own_euler_target,linear_error_flow_target,linear_error_own_euler_target,fd_epsilon_vs_double,flow_vs_euler_target_difference,autograd_vs_finite_relative_error,autograd_vs_finite_cosine
cfg_high,3,2.75,3.75,24,0.03125,euler_fsg,0.011747969314455986,3.4563000202178955,0.9216800332069397,0.18361401557922363,0.08023272454738617,0.19121858477592468,0.08051597326993942,0.0004130303568672389,0.14672918617725372,0.00014475529314950109,1.0
cfg_high,3,2.75,3.75,24,0.03125,cfg_equal,0.011747969314455986,3.4563000202178955,0.9216800332069397,0.19630876183509827,0.12411379814147949,0.21614627540111542,0.13831086456775665,0.0007232454372569919,0.14672918617725372,0.0002481241535861045,1.0
cfg_high,3,2.75,3.75,24,0.03125,cfg_first_order,0.012746256776154041,3.750000238418579,1.0000001192092896,0.23049892485141754,0.15629184246063232,0.25408661365509033,0.17445336282253265,0.0007222084677778184,0.14672918617725372,,
cfg_high,3,2.75,3.75,24,0.03125,flow_inverse,0.011692828498780727,3.440077304840088,0.9173539876937866,7.154352260840824e-06,0.143584743142128,0.02097698673605919,0.136417418718338,0.0002998371492139995,0.14672918617725372,,
cfg_high,3,2.75,3.75,24,0.03125,inverse_euler_target,0.011884478852152824,3.4964616298675537,0.9323897957801819,0.146728053689003,7.632410415681079e-06,0.1595059186220169,0.025355231016874313,0.0004639250400941819,0.14672918617725372,,
cfg_high,3,2.75,3.75,24,0.03125,capped_euler,0.011747969314455986,3.4563000202178955,0.9216800332069397,0.18361401557922363,0.08023272454738617,0.19121858477592468,0.08051597326993942,0.0004130303568672389,0.14672918617725372,,
cfg_high,3,2.75,3.75,24,0.03125,capped_cfg,0.011747969314455986,3.4563000202178955,0.9216800332069397,0.19630876183509827,0.12411379814147949,0.21614627540111542,0.13831086456775665,0.0007232454372569919,0.14672918617725372,,
cfg_high,3,2.75,3.75,24,0.125,euler_fsg,0.044772665947675705,3.293074607849121,0.8781532645225525,0.709086537361145,0.3608780801296234,0.7893905639648438,0.4096015691757202,0.002193230902776122,0.4638098180294037,0.002524775918573141,0.9999969005584717
cfg_high,3,2.75,3.75,24,0.125,cfg_equal,0.044772665947675705,3.293074607849121,0.8781532645225525,0.5848689675331116,0.38751623034477234,1.018527626991272,0.7546356916427612,0.004482995253056288,0.4638098180294037,0.0033423230051994324,0.9999946355819702
cfg_high,3,2.75,3.75,24,0.125,cfg_first_order,0.050985027104616165,3.750000238418579,1.0000001192092896,0.6760173439979553,0.45628342032432556,1.1911776065826416,0.9058390259742737,0.004484189674258232,0.4638098180294037,,
cfg_high,3,2.75,3.75,24,0.125,flow_inverse,0.038977980613708496,2.8668696880340576,0.7644986510276794,0.00020963660790584981,0.42153507471084595,0.17278741300106049,0.3851315677165985,0.001640296308323741,0.4638098180294037,,
cfg_high,3,2.75,3.75,24,0.125,inverse_euler_target,0.04338006302714348,3.1906473636627197,0.8508393168449402,0.4637778699398041,0.00017697502335067838,0.6606138944625854,0.299533873796463,0.0027024690061807632,0.4638098180294037,,
cfg_high,3,2.75,3.75,24,0.125,capped_euler,0.01869450882077217,1.375,0.36666667461395264,0.6809883713722229,0.5970697999000549,0.6931401491165161,0.5944429636001587,0.002194481436163187,0.4638098180294037,,
cfg_high,3,2.75,3.75,24,0.125,capped_cfg,0.01869450882077217,1.375,0.36666667461395264,0.6105983257293701,0.5790303945541382,0.6605988144874573,0.584676206111908,0.004483203403651714,0.4638098180294037,,
