method,control,k,suffix,delta_resnet_top1,delta_resnet_top1_lo,delta_resnet_top1_hi,delta_convnext_top1,delta_convnext_top1_lo,delta_convnext_top1_hi,delta_resnet_p,delta_resnet_p_lo,delta_resnet_p_hi,delta_convnext_p,delta_convnext_p_lo,delta_convnext_p_hi,n
fsg_high,smc_high,24,conditional,0.195,0.135,0.255,0.115,0.06,0.17,0.2336824833220453,0.18291643728214693,0.2840034278024396,0.1385374970274279,0.09758376458779094,0.1819563626682211,200
fsg_high,smc_high,24,null,0.38,0.31,0.45,0.36,0.285,0.435,0.3947748199041598,0.33856184317520094,0.44880064151868915,0.2890277292394603,0.23810110160419573,0.33884001241187794,200
fsg_high,smc_high,32,conditional,0.135,0.08,0.195,0.055,0.005,0.105,0.20343149999680463,0.1569077130348742,0.25197444813561737,0.12096558885881677,0.08506687297241296,0.1567346539010759,200
fsg_high,smc_high,32,null,0.265,0.205,0.335,0.2,0.144875,0.265,0.3112763676181203,0.2600289508184651,0.3628845610416465,0.21501195179444038,0.17155414719501277,0.26105705608393326,200
fsg_high,smc_high,40,conditional,0.105,0.06,0.16,0.065,0.025,0.105,0.16379771730629727,0.12105066683469341,0.20843621979805171,0.09988162686116993,0.06709592594293645,0.13380754106718812,200
fsg_high,smc_high,40,null,0.135,0.08,0.19,0.09,0.045,0.135,0.21619733986386563,0.1686552463312255,0.26367836756343593,0.13450850664637984,0.09867703222477575,0.17208213476999662,200
fsg_high,smc_high,48,conditional,0.085,0.035,0.14,0.055,0.015,0.095,0.13782657523770467,0.09778645064518787,0.18022196834620627,0.08753904830431565,0.05643320379650686,0.12012781809939761,200
fsg_high,smc_high,48,null,0.09,0.04,0.145,0.065,0.02,0.11,0.15254349046939752,0.11038777647392271,0.1952897712216945,0.09538775980705395,0.06266058299393626,0.12836569992202565,200
fsg_high,smc_high,64,guided,0.085,0.035,0.14,0.055,0.015,0.095,0.13782657523770467,0.09778645064518787,0.18022196834620627,0.08753904830431565,0.05643320379650686,0.12012781809939761,200
fsg_length_high,cfg_high,8,conditional,-0.035,-0.09512499999999999,0.03,0.01,-0.05,0.07,-0.02548550193059782,-0.06718504514381857,0.014657281826897777,0.0008260092471027747,-0.03132228992724777,0.034280908402412005,200
fsg_length_high,cfg_high,8,null,0.1,0.05,0.155,0.11,0.059875000000000005,0.16,0.037344594862379094,0.00681222304475515,0.06981269695757726,0.04209645994287712,0.016740972465454435,0.06691341305112063,200
fsg_length_high,cfg_high,16,conditional,0.04,-0.015,0.105,0.0,-0.055,0.06,0.030445738594426074,-0.006264400238400412,0.06875093164713325,0.01317494414106477,-0.020754468715866094,0.04676200264469659,200
fsg_length_high,cfg_high,16,null,0.105,0.04,0.17,0.125,0.06,0.19,0.0749320387814646,0.03218724126155308,0.11759585537237705,0.07946876773123222,0.03861644040732245,0.11829767754267231,200
fsg_length_high,cfg_high,24,conditional,0.015,-0.035,0.065,0.02,-0.035,0.075,0.023900231702427846,-0.011502941874925454,0.06068939099708946,0.017469969760859384,-0.01484233887575101,0.05111435144254934,200
fsg_length_high,cfg_high,24,null,0.09,0.03,0.155,0.04,-0.02,0.1,0.09384302638994996,0.04857594817930294,0.140227874140568,0.06148187512822915,0.020523860299232182,0.1018735939247417,200
fsg_length_high,cfg_high,32,conditional,-0.005,-0.045,0.04,0.01,-0.035,0.055,0.009410527079890017,-0.025461043639734268,0.04205467890082216,0.010754881383036263,-0.018409409351690553,0.040791321044307535,200
fsg_length_high,cfg_high,32,null,0.015,-0.03,0.065,0.035,-0.015,0.09,0.030977368380408734,-0.005190711268427548,0.06743216769929859,0.02688880193658406,-0.005473199318752449,0.06016903039006135,200
fsg_length_high,cfg_high,40,conditional,-0.005,-0.045,0.035,0.0,-0.035,0.035,-0.0013715091906487942,-0.03294479417277034,0.02817172848893096,0.0007408455724362284,-0.025450878218747676,0.027858483157091538,200
fsg_length_high,cfg_high,40,null,0.0,-0.04,0.04,0.02,-0.015,0.06,0.009972651770658559,-0.02259887860179151,0.040691104723780847,0.00756124087725766,-0.020076792412379293,0.03648904813444823,200
fsg_length_high,cfg_high,48,conditional,-0.035,-0.075,0.005,-0.005,-0.035,0.025,-0.006720023707021028,-0.03624461922916816,0.023183661032468078,-0.003598590784240514,-0.027864633630611934,0.021456469585711596,200
fsg_length_high,cfg_high,48,null,-0.03,-0.07,0.01,0.0,-0.03,0.03,-0.0034375179403286892,-0.033851753747272596,0.02686645512829998,-0.00045234083896502855,-0.02494130436965497,0.0249876496721408,200
fsg_length_high,cfg_high,64,guided,-0.035,-0.075,0.005,-0.005,-0.035,0.025,-0.006720023707021028,-0.03624461922916816,0.023183661032468078,-0.003598590784240514,-0.027864633630611934,0.021456469585711596,200
fsg_length_high,cfg_tuned,8,conditional,0.07,-0.0001249999999999929,0.14,0.08,0.01,0.15,0.0656603966527473,0.01381334956081355,0.11685258487451661,0.08348044225520425,0.04207478511209956,0.12438330533369663,200
fsg_length_high,cfg_tuned,8,null,0.165,0.105,0.225,0.15,0.1,0.205,0.089590444980889,0.054289959568016855,0.12400123403673052,0.08154001771548793,0.05315471517702963,0.11221715585054198,200
fsg_length_high,cfg_tuned,16,conditional,0.155,0.085,0.23,0.1,0.025,0.17012499999999933,0.15134214841346874,0.10083331745045371,0.2034251743054083,0.11653004706240608,0.07595010731982985,0.16009035822559597,200
fsg_length_high,cfg_tuned,16,null,0.28,0.2,0.355,0.35,0.27,0.43,0.24799332955699127,0.19331334883216936,0.30287551605547935,0.24575224171210722,0.2011716908507542,0.2894078214380778,200
fsg_length_high,cfg_tuned,24,conditional,0.085,0.025,0.15,0.11,0.045,0.18,0.15306822290770014,0.10445574433037108,0.2044940744583168,0.10805920343380421,0.06644375610732095,0.14956324198486975,200
fsg_length_high,cfg_tuned,24,null,0.32,0.25,0.39,0.225,0.145,0.305,0.30294900856338247,0.24772513628924595,0.3577201339881519,0.23931700292414462,0.1928777877240682,0.28865734493734996,200
fsg_length_high,cfg_tuned,32,conditional,0.075,0.02,0.135,0.04,-0.01,0.095,0.11503283694311904,0.06782900536794023,0.16603398946139802,0.09878067890094826,0.0629866368182702,0.1367728864377932,200
fsg_length_high,cfg_tuned,32,null,0.155,0.095,0.22,0.145,0.08,0.215,0.2137084242427477,0.1616442486626,0.26726924683599373,0.166694237663105,0.12650208854397896,0.20978114433515474,200
fsg_length_high,cfg_tuned,40,conditional,0.075,0.025,0.135,0.045,0.0,0.095,0.0959087503993942,0.050483808007411424,0.14442574438179143,0.08349765492021106,0.04926458349966561,0.11949984277601469,200
fsg_length_high,cfg_tuned,40,null,0.1,0.045,0.16,0.075,0.03,0.13,0.13166153577458317,0.08314532346646138,0.18173350454576753,0.10863510083741858,0.07206533446890172,0.14690886088566912,200
fsg_length_high,cfg_tuned,48,conditional,0.065,0.01,0.125,0.045,0.005,0.09,0.08973740714187443,0.04743710591101262,0.13667796755406011,0.07623345109808724,0.04520873333065538,0.10988763168404692,200
fsg_length_high,cfg_tuned,48,null,0.07,0.015,0.13,0.055,0.01,0.10012499999999933,0.0988201682914223,0.05546753908827668,0.14659431385873536,0.08588287113874685,0.052436083536711524,0.12078791428114347,200
fsg_length_high,cfg_tuned,64,guided,0.065,0.01,0.125,0.045,0.005,0.09,0.08973740714187443,0.04743710591101262,0.13667796755406011,0.07623345109808724,0.04520873333065538,0.10988763168404692,200
fsg_length_high,smc_high,8,conditional,0.13,0.055,0.205,0.105,0.045,0.17,0.10139057123466501,0.04821743501589936,0.15663666904143927,0.1140736173116602,0.07246474554983798,0.15732320723288648,200
fsg_length_high,smc_high,8,null,0.17,0.115,0.23,0.18,0.125,0.235,0.10013983998443479,0.06734068616649906,0.13540392983438906,0.09198176217929359,0.06577760899498662,0.12329127040641785,200
fsg_length_high,smc_high,16,conditional,0.185,0.115,0.255,0.09,0.02,0.16012499999999932,0.1873488182728579,0.13561997968556536,0.2411422424347911,0.12614055752696005,0.08208332830665677,0.17252479823687097,200
fsg_length_high,smc_high,16,null,0.345,0.26987500000000003,0.42,0.38,0.3,0.455,0.2938251241230179,0.23749231694677608,0.35101281460089917,0.27909487966084273,0.23218250638338395,0.32273139749174695,200
fsg_length_high,smc_high,24,conditional,0.125,0.065,0.19,0.075,0.015,0.135,0.18028959704912267,0.12807163861602022,0.2336756768412015,0.10596575949632098,0.06383583203998569,0.14964989891889852,200
fsg_length_high,smc_high,24,null,0.36,0.285,0.435,0.29,0.215,0.37,0.35530678660241394,0.298036626177869,0.411506431321669,0.2647939794663398,0.21698981122884287,0.31351319289662205,200
fsg_length_high,smc_high,32,conditional,0.075,0.015,0.135,0.025,-0.025,0.075,0.14290871506760594,0.09449236413405743,0.1930503274262446,0.09046415938471909,0.05492366855530417,0.12707898620520428,200
fsg_length_high,smc_high,32,null,0.205,0.14,0.275,0.165,0.10487500000000001,0.235,0.2530262064078124,0.19827721644828855,0.31176855479933147,0.18262920722831041,0.13687606276409495,0.22837220129795605,200
fsg_length_high,smc_high,40,conditional,0.05,0.0,0.105,0.035,-0.01,0.085,0.10849078883649782,0.06425493579928297,0.15591288690164218,0.07323508089059033,0.041298724592284994,0.10719714647904037,200
fsg_length_high,smc_high,40,null,0.08,0.025,0.14,0.07,0.024875000000000008,0.12,0.16190932793702814,0.11246923290762788,0.2136941722188894,0.1072901857260149,0.07146519310734584,0.14376569501098124,200
fsg_length_high,smc_high,48,conditional,0.04,-0.01,0.095,0.025,-0.015,0.07,0.09176891978728235,0.050281710021055914,0.13617553768743526,0.0653355396981351,0.03567263564065797,0.09752329963998635,200
fsg_length_high,smc_high,48,null,0.045,-0.005,0.1,0.035,-0.01,0.08,0.10593409308014089,0.06310068254100769,0.15089229971443996,0.07320960491662845,0.04240679616288981,0.10556575576931933,200
fsg_length_high,smc_high,64,guided,0.04,-0.01,0.095,0.025,-0.015,0.07,0.09176891978728235,0.050281710021055914,0.13617553768743526,0.0653355396981351,0.03567263564065797,0.09752329963998635,200
instant_high,cfg_high,8,conditional,-0.405,-0.485,-0.325,-0.375,-0.45,-0.3,-0.33204703300438937,-0.3874582382676782,-0.277149527290528,-0.2850834790830413,-0.33295596664655297,-0.2397091740725673,200
instant_high,cfg_high,8,null,-0.105,-0.15,-0.065,-0.09,-0.13,-0.055,-0.08656080390438849,-0.11875825465578482,-0.058153508975591,-0.0611259576590237,-0.08433628026641282,-0.04018186713396085,200
instant_high,cfg_high,16,conditional,-0.655,-0.72,-0.59,-0.645,-0.71,-0.58,-0.5875958628456022,-0.6400896890578339,-0.5357015775529154,-0.48517043089181244,-0.5301654360363105,-0.4373147179539933,200
instant_high,cfg_high,16,null,-0.44,-0.51,-0.37,-0.47,-0.54,-0.4,-0.3754277749996777,-0.43160252524913784,-0.3221709882413761,-0.32120045428200683,-0.3679741737013549,-0.27566419747989473,200
instant_high,cfg_high,24,conditional,-0.775,-0.83,-0.715,-0.775,-0.83,-0.715,-0.7176670707912076,-0.7642595856364294,-0.6697091541982838,-0.5887247090774963,-0.6282255842401957,-0.5476609475767701,200
instant_high,cfg_high,24,null,-0.73,-0.79,-0.67,-0.745,-0.805,-0.68,-0.6182169428266718,-0.6697178112914185,-0.5678282835298529,-0.5214343003931845,-0.5659115345723106,-0.47546632308273185,200
instant_high,cfg_high,32,conditional,-0.835,-0.885,-0.785,-0.865,-0.91,-0.815,-0.7925040514140846,-0.8340764550195733,-0.7483237917770972,-0.6571074951337323,-0.6929012176916469,-0.6184430444098196,200
instant_high,cfg_high,32,null,-0.845,-0.89,-0.79,-0.85,-0.895,-0.795,-0.7716792630948802,-0.8127755039480048,-0.7273765308004585,-0.632446954030047,-0.6694735628451335,-0.5931524155014105,200
instant_high,cfg_high,40,conditional,-0.885,-0.925,-0.84,-0.9,-0.94,-0.855,-0.8390842020156452,-0.8740171666326215,-0.8013306302161125,-0.6878247928847122,-0.7198761157329143,-0.652810165784055,200
instant_high,cfg_high,40,null,-0.885,-0.925,-0.84,-0.895,-0.935,-0.85,-0.8289486263016184,-0.8656049422355405,-0.7901303633784627,-0.6825917409655176,-0.7140865974491385,-0.6489431464276111,200
instant_high,cfg_high,48,conditional,-0.925,-0.96,-0.89,-0.925,-0.96,-0.885,-0.8662845470511789,-0.898612261061734,-0.8315104007249208,-0.7143019882356202,-0.7427539270437751,-0.6842285947628034,200
instant_high,cfg_high,48,null,-0.925,-0.96,-0.885,-0.925,-0.96,-0.885,-0.8632465472786289,-0.8961675501794842,-0.8276894133233534,-0.7103335434482869,-0.7392690231548277,-0.6798159159012985,200
instant_high,cfg_high,64,guided,-0.925,-0.96,-0.89,-0.925,-0.96,-0.885,-0.8662845470511789,-0.898612261061734,-0.8315104007249208,-0.7143019882356202,-0.7427539270437751,-0.6842285947628034,200
instant_high,cfg_tuned,8,conditional,-0.3,-0.375,-0.22,-0.305,-0.38,-0.235,-0.24090113442104424,-0.29499151586590816,-0.18753272534371487,-0.20242904607493983,-0.24484411234354594,-0.16255064544553807,200
instant_high,cfg_tuned,8,null,-0.04,-0.07,-0.015,-0.05,-0.085,-0.02,-0.03431495378587858,-0.053490960525415916,-0.019648790150503737,-0.021682399886412896,-0.03539395749774303,-0.011117346964610761,200
instant_high,cfg_tuned,16,conditional,-0.54,-0.61,-0.465,-0.545,-0.615,-0.47,-0.46669945302655946,-0.5206104885606473,-0.41380834989145426,-0.38181532797047113,-0.42541651007816605,-0.3383447719222959,200
instant_high,cfg_tuned,16,null,-0.265,-0.33,-0.205,-0.245,-0.31,-0.185,-0.20236648422415104,-0.24832093679589554,-0.16047562135718227,-0.15491698030113185,-0.19073187206350076,-0.12103044218898122,200
instant_high,cfg_tuned,24,conditional,-0.705,-0.765,-0.645,-0.685,-0.745,-0.62,-0.5884990795859353,-0.639952377947561,-0.5386250895342489,-0.4981354754045515,-0.539488051811106,-0.454211551049156,200
instant_high,cfg_tuned,24,null,-0.5,-0.565,-0.43,-0.56,-0.63,-0.485,-0.4091109606532394,-0.46350506301780625,-0.3567925797765493,-0.34359917259726896,-0.38852749888855376,-0.2992293172535401,200
instant_high,cfg_tuned,32,conditional,-0.755,-0.815,-0.7,-0.835,-0.885,-0.785,-0.6868817415508556,-0.7335524049638137,-0.6399618535766173,-0.5690816976158203,-0.6069217815443096,-0.5284529924324088,200
instant_high,cfg_tuned,32,null,-0.705,-0.765,-0.64,-0.74,-0.8,-0.675,-0.5889482072325413,-0.6380859312454287,-0.5360876851988661,-0.49264151830352604,-0.5332894334369322,-0.44786871157604446,200
instant_high,cfg_tuned,40,conditional,-0.805,-0.86,-0.75,-0.855,-0.9,-0.805,-0.7418039424256021,-0.7840790882431953,-0.6967542365345165,-0.6050679835369374,-0.6413196257833979,-0.5664716239054512,200
instant_high,cfg_tuned,40,null,-0.785,-0.84,-0.73,-0.84,-0.885,-0.785,-0.7072597422976937,-0.751692227948744,-0.6602483753987196,-0.5815178810053567,-0.6177308509458617,-0.5424980314719781,200
instant_high,cfg_tuned,48,conditional,-0.825,-0.875,-0.77,-0.875,-0.9151250000000001,-0.825,-0.7698271162022834,-0.811120796578314,-0.7255377548096685,-0.6344699463532925,-0.6684672070793304,-0.5986136741342817,200
instant_high,cfg_tuned,48,null,-0.825,-0.875,-0.77,-0.87,-0.915,-0.82,-0.7609888610468779,-0.8024982273415102,-0.7151395134794559,-0.623998331470575,-0.6582753903179759,-0.5869322807784788,200
instant_high,cfg_tuned,64,guided,-0.825,-0.875,-0.77,-0.875,-0.9151250000000001,-0.825,-0.7698271162022834,-0.811120796578314,-0.7255377548096685,-0.6344699463532925,-0.6684672070793304,-0.5986136741342817,200
instant_high,smc_high,8,conditional,-0.24,-0.32,-0.165,-0.28,-0.35,-0.205,-0.20517095983912653,-0.2550326843602018,-0.1585033275057575,-0.17183587101848388,-0.21138052339452587,-0.13545735090214844,200
instant_high,smc_high,8,null,-0.035,-0.06,-0.01,-0.02,-0.04,-0.005,-0.023765558782332795,-0.03999939105128017,-0.010807180675644183,-0.011240655422607233,-0.023199394954899616,-0.003177106264779244,200
instant_high,smc_high,16,conditional,-0.51,-0.585,-0.435,-0.555,-0.63,-0.485,-0.4306927831671703,-0.4845894936087471,-0.37752056622748137,-0.37220481750591716,-0.4148014757010337,-0.3289601434383371,200
instant_high,smc_high,16,null,-0.2,-0.26,-0.145,-0.215,-0.275,-0.16,-0.1565346896581244,-0.19559169913335295,-0.12008436803405255,-0.12157434235239634,-0.15223278801009724,-0.09459955939461452,200
instant_high,smc_high,24,conditional,-0.665,-0.735,-0.6,-0.72,-0.78,-0.655,-0.5612777054445128,-0.614153147120771,-0.509061559327457,-0.5002289193420347,-0.5406456119958452,-0.45748411325282357,200
instant_high,smc_high,24,null,-0.46,-0.53,-0.39,-0.495,-0.565,-0.425,-0.3567531826142079,-0.4083756391994628,-0.3071002779513908,-0.3181221960550738,-0.3607620753389399,-0.2755035543244508,200
instant_high,smc_high,32,conditional,-0.755,-0.815,-0.695,-0.85,-0.9,-0.795,-0.6590058634263687,-0.7072095909764486,-0.6087828494653859,-0.5773982171320494,-0.6145143164648798,-0.537407057048348,200
instant_high,smc_high,32,null,-0.655,-0.72,-0.59,-0.72,-0.78,-0.655,-0.5496304250674765,-0.6014430341747519,-0.49900168469557393,-0.47670654873832063,-0.5200270851700225,-0.432545439887147,200
instant_high,smc_high,40,conditional,-0.83,-0.88,-0.775,-0.865,-0.91,-0.815,-0.7292219039884985,-0.7724230916758027,-0.6835926968779086,-0.6153305575665581,-0.6496985034915024,-0.5774722125484194,200
instant_high,smc_high,40,null,-0.805,-0.86,-0.75,-0.845,-0.895,-0.79,-0.6770119501352488,-0.7221340911691165,-0.6295558085680697,-0.5828627961167604,-0.618821408664563,-0.5446260983883697,200
instant_high,smc_high,48,conditional,-0.85,-0.895,-0.8,-0.895,-0.935,-0.85,-0.7677956035568755,-0.8085425762564835,-0.7245070701749559,-0.6453678577532446,-0.6773879604133881,-0.6111288058747765,200
instant_high,smc_high,48,null,-0.85,-0.9,-0.8,-0.89,-0.93,-0.845,-0.7538749362581594,-0.7952193686102353,-0.7101084172684422,-0.6366715976926934,-0.670068656434175,-0.6022400080943826,200
instant_high,smc_high,64,guided,-0.85,-0.895,-0.8,-0.895,-0.935,-0.85,-0.7677956035568755,-0.8085425762564835,-0.7245070701749559,-0.6453678577532446,-0.6773879604133881,-0.6111288058747765,200
norm_high,cfg_high,8,conditional,-0.015,-0.065,0.035,0.005,-0.04512499999999999,0.06,0.018851355101305672,-0.010710042620863534,0.049649995631852545,0.011395330403684057,-0.014996903627483333,0.03963574996080387,200
norm_high,cfg_high,8,null,0.015,-0.015,0.045,0.025,-0.01,0.06,-0.010871786704525732,-0.028773328638346016,0.006331715996732261,-0.009703676068620553,-0.026164438789035103,0.004287107628837019,200
norm_high,cfg_high,16,conditional,0.06,0.01,0.11,0.065,0.02,0.11,0.07680709912645398,0.04789090709032462,0.10551695972465672,0.04559441310368129,0.02024905574290824,0.07273534513812409,200
norm_high,cfg_high,16,null,0.12,0.055,0.19,0.125,0.065,0.19,0.08775625799200724,0.050188134968443134,0.12881508913524703,0.06750586203132115,0.03677156819329139,0.10278297761647809,200
norm_high,cfg_high,24,conditional,0.065,0.02,0.115,0.06,0.02,0.1,0.06691627008840442,0.0368591586437542,0.1005249605103163,0.06595344277913683,0.041279488070926164,0.09388795732276048,200
norm_high,cfg_high,24,null,0.12,0.06487500000000002,0.18,0.1,0.045,0.16,0.1406857224625128,0.10302440631053833,0.18030384709835556,0.10401885099883657,0.07051588437012105,0.13943033087367074,200
norm_high,cfg_high,32,conditional,0.04,0.0,0.085,0.04,-0.0001249999999999929,0.085,0.054036373114213346,0.02347532866965048,0.0899717680858448,0.04130735585582443,0.019156418270926224,0.06645289631653577,200
norm_high,cfg_high,32,null,0.035,-0.015,0.09,0.055,0.015,0.095,0.07550847107195295,0.04202919002680573,0.11416319408573326,0.06345347700465936,0.03872495990252355,0.09119866318632558,200
norm_high,cfg_high,40,conditional,0.035,0.01,0.065,0.025,-0.005124999999999993,0.06,0.04297546002548188,0.016511331613641232,0.07217113393207544,0.03610403341241181,0.016521370521164497,0.05879886114859255,200
norm_high,cfg_high,40,null,0.055,0.02,0.095,0.045,0.01,0.08,0.05415183399803936,0.024386390902800488,0.08521732218796385,0.042846797613892706,0.02233314065480954,0.06632407667677034,200
norm_high,cfg_high,48,conditional,0.02,-0.005,0.05,0.015,-0.015,0.045,0.0352124940790236,0.012032716327812523,0.06065305363154039,0.03127031422918662,0.012956994750304148,0.05163652427948544,200
norm_high,cfg_high,48,null,0.02,0.0,0.045,0.02,-0.01,0.05,0.03876846971455961,0.014581048159394414,0.06478501238813622,0.03529473998351022,0.016703133450297173,0.05675417298701359,200
norm_high,cfg_high,64,guided,0.02,-0.005,0.05,0.015,-0.015,0.045,0.0352124940790236,0.012032716327812523,0.06065305363154039,0.03127031422918662,0.012956994750304148,0.05163652427948544,200
norm_high,cfg_tuned,8,conditional,0.09,0.04,0.145,0.075,0.025,0.12512499999999932,0.10999725368465078,0.07595099166424324,0.14660856869092362,0.09404976341178553,0.0626573076979239,0.12742339241667558,200
norm_high,cfg_tuned,8,null,0.08,0.04,0.12,0.065,0.035,0.105,0.041374063413984176,0.023086074039242677,0.061192866145486684,0.02973988170399025,0.016539777899501586,0.04435118385835995,200
norm_high,cfg_tuned,16,conditional,0.175,0.105,0.245,0.165,0.105,0.225,0.19770350894549665,0.15490984768065802,0.24295709006515973,0.1489495160250226,0.11054668161038353,0.18649706885385967,200
norm_high,cfg_tuned,16,null,0.295,0.225,0.365,0.35,0.28,0.425,0.26081754876753394,0.21543444453782706,0.30672200441054326,0.23378933601219615,0.1937180168653813,0.2750837261198076,200
norm_high,cfg_tuned,24,conditional,0.135,0.08,0.195,0.15,0.095,0.205,0.19608426129367673,0.1511978371167919,0.24221690554414665,0.15654267645208164,0.12049624064220552,0.19513589858151678,200
norm_high,cfg_tuned,24,null,0.35,0.28,0.42,0.285,0.21,0.36,0.3497917046359453,0.29959048768968755,0.40188223088802555,0.28185397879475205,0.23635712408155996,0.32657538580669276,200
norm_high,cfg_tuned,32,conditional,0.12,0.06987500000000002,0.175,0.07,0.02,0.12,0.15965868297744237,0.11828935363027268,0.203846582449773,0.1293331533737364,0.09600621956802205,0.16522416074963256,200
norm_high,cfg_tuned,32,null,0.175,0.11,0.245,0.165,0.10487500000000001,0.23,0.2582395269342919,0.2122132432517368,0.3088649547365805,0.20325891273118032,0.16601779939613334,0.2438795315297029,200
norm_high,cfg_tuned,40,conditional,0.115,0.07,0.16,0.07,0.03,0.115,0.14025571961552485,0.10127356670092559,0.18187419922383924,0.11886084276018664,0.08883634322666331,0.1511782194463303,200
norm_high,cfg_tuned,40,null,0.155,0.105,0.205,0.1,0.055,0.15,0.175840718001964,0.13299739217175285,0.22069736175951585,0.14392065757405362,0.11162201732238464,0.17885224558914706,200
norm_high,cfg_tuned,48,conditional,0.12,0.075,0.17,0.065,0.029875000000000006,0.105,0.13166992492791907,0.0952611560922851,0.17011855645994364,0.11110235611151438,0.08434179407163174,0.1413066356574854,200
norm_high,cfg_tuned,48,null,0.12,0.075,0.16512499999999933,0.075,0.035,0.115,0.1410261559463106,0.1039120579076698,0.18077143817179595,0.1216299519612221,0.09305590615232359,0.1531846410252328,200
norm_high,cfg_tuned,64,guided,0.12,0.075,0.17,0.065,0.029875000000000006,0.105,0.13166992492791907,0.0952611560922851,0.17011855645994364,0.11110235611151438,0.08434179407163174,0.1413066356574854,200
norm_high,smc_high,8,conditional,0.15,0.085,0.215,0.1,0.035,0.165,0.14572742826656848,0.10281469847493349,0.19029518299330309,0.12464293846824148,0.08640053091308438,0.16253533352172417,200
norm_high,smc_high,8,null,0.085,0.04,0.13,0.095,0.055,0.135,0.05192345841752996,0.02773482760859229,0.07749952591711584,0.040181626167795914,0.025337745713173262,0.0571789727268092,200
norm_high,smc_high,16,conditional,0.205,0.13,0.275,0.155,0.09,0.22,0.2337101788048858,0.18459210072894847,0.28247566868512825,0.15856002648957657,0.12075848777620558,0.19843784900503667,200
norm_high,smc_high,16,null,0.36,0.285,0.4301249999999993,0.38,0.305,0.455,0.3066493433335606,0.25802270550226286,0.3553546287064915,0.26713197396093163,0.22474564837306296,0.30963553681174655,200
norm_high,smc_high,24,conditional,0.175,0.115,0.235,0.115,0.06,0.175,0.22330563543509924,0.17565931770054885,0.2733476691696996,0.1544492325145984,0.11661089905435801,0.19199698464154785,200
norm_high,smc_high,24,null,0.39,0.32,0.46,0.35,0.275,0.425,0.40214948267497674,0.34782231310910994,0.4557389524826231,0.3073309553369472,0.26070572061435815,0.3531226921739835,200
norm_high,smc_high,32,conditional,0.12,0.06987500000000002,0.175,0.055,0.005,0.1,0.1875345611019293,0.14381839540309738,0.2323536676337535,0.12101663385750726,0.08477582643931965,0.15736568114487454,200
norm_high,smc_high,32,null,0.225,0.16,0.29,0.185,0.125,0.25,0.2975573090993566,0.24673473719329922,0.3496179166510992,0.2191938822963857,0.17649315147029848,0.2635503876508228,200
norm_high,smc_high,40,conditional,0.09,0.045,0.135,0.06,0.02,0.1,0.15283775805262848,0.1145305162895238,0.19271271305211118,0.10859826873056591,0.0789897062672535,0.13988083798735168,200
norm_high,smc_high,40,null,0.135,0.085,0.185,0.095,0.05,0.14012499999999933,0.20608851016440893,0.16179446277816897,0.25016453724188614,0.14257574246264995,0.10943337897979655,0.17619213956716698,200
norm_high,smc_high,48,conditional,0.095,0.05,0.145,0.045,0.01,0.08,0.13370143757332698,0.09996872769808396,0.16989664951399755,0.10020444471156224,0.07375962859997526,0.12897524957399578,200
norm_high,smc_high,48,null,0.095,0.05,0.14,0.055,0.015,0.095,0.14814008073502918,0.1126776214458514,0.18569423516030653,0.1089566857391037,0.08154015974164941,0.13850759427383302,200
norm_high,smc_high,64,guided,0.095,0.05,0.145,0.045,0.01,0.08,0.13370143757332698,0.09996872769808396,0.16989664951399755,0.10020444471156224,0.07375962859997526,0.12897524957399578,200
refined_high,cfg_high,8,conditional,-0.005,-0.015124999999999993,0.0,0.0,0.0,0.0,-0.0001594867323001381,-0.0008385299056390068,0.0004840744546745553,0.0010403219643922057,0.0004131693842864479,0.0018220965347391029,200
refined_high,cfg_high,8,null,0.0,0.0,0.0,0.0,0.0,0.0,-6.754699070128822e-05,-0.0004166296216848906,0.0002821189540218253,0.0001758738669741433,-0.00019590272141203967,0.0005993726784809035,200
refined_high,cfg_high,16,conditional,0.005,0.0,0.015,0.0,-0.015,0.015,-0.0001291665219468996,-0.0017698605516052338,0.000995716536330292,-0.0005287921684794128,-0.003110652391973417,0.0011923340428038494,200
refined_high,cfg_high,16,null,0.0,0.0,0.0,-0.005,-0.015,0.0,-0.0003186654008663936,-0.0011378133274969854,0.00039929107881550796,0.001813497093244223,-0.00042377972298709207,0.004879715311897599,200
refined_high,cfg_high,24,conditional,0.0,0.0,0.0,0.0,0.0,0.0,0.00010035350802354514,-0.0005104842271248344,0.0007033523584541394,-6.593569065444172e-05,-0.0006004185484198388,0.0005062308238411778,200
refined_high,cfg_high,24,null,0.0,0.0,0.0,0.0,0.0,0.0,-9.490857963101007e-05,-0.0007737937244928617,0.0005545284158688446,-0.00012670985830482096,-0.0006653822302323533,0.00041561426533735335,200
refined_high,cfg_high,32,conditional,0.005,0.0,0.015,0.0,0.0,0.0,0.00020567866507917643,-0.0006260806053178385,0.0011590131371049203,-0.00020598192932084203,-0.0008928780986461788,0.0005227399035065899,200
refined_high,cfg_high,32,null,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017618365702219308,-0.0008737051585922018,0.0004984118307474999,-0.0005509737535612658,-0.0013489619100437267,0.00014402632585551998,200
