method,control,k,suffix,delta_resnet_top1,delta_resnet_top1_lo,delta_resnet_top1_hi,delta_convnext_top1,delta_convnext_top1_lo,delta_convnext_top1_hi,delta_resnet_p,delta_resnet_p_lo,delta_resnet_p_hi,delta_convnext_p,delta_convnext_p_lo,delta_convnext_p_hi,n
refined_high,cfg_high,40,conditional,0.005,0.0,0.015,0.0,0.0,0.0,1.7029917798936368e-05,-0.0005770119953667746,0.0005978277713293205,-0.0006870353105477989,-0.0022217686456860973,0.00023710974707501009,200
refined_high,cfg_high,40,null,0.0,0.0,0.0,0.0,0.0,0.0,2.722070552408695e-05,-0.0005607401533052326,0.0006490660333074626,-0.0003625149081926793,-0.0009243180676130578,0.00022948188692680557,200
refined_high,cfg_high,48,conditional,0.005,0.0,0.015,0.005,0.0,0.015,-7.769778370857239e-05,-0.0006636749366298318,0.0005658601382747289,-0.001281170544680208,-0.004116400787781458,0.00025765323528321375,200
refined_high,cfg_high,48,null,0.005,0.0,0.015,0.0,0.0,0.0,1.010112464427948e-07,-0.0005387005573138595,0.000616841949522495,-0.0013340114487800747,-0.004114350608113455,0.00015734230270027095,200
refined_high,cfg_high,64,guided,0.005,0.0,0.015,0.005,0.0,0.015,-7.769778370857239e-05,-0.0006636749366298318,0.0005658601382747289,-0.001281170544680208,-0.004116400787781458,0.00025765323528321375,200
refined_high,cfg_tuned,8,conditional,0.1,0.05,0.155,0.07,0.01,0.125,0.09098641185104497,0.05865636124859066,0.1247878952806277,0.08369475497249368,0.05131290077480116,0.1163770195172674,200
refined_high,cfg_tuned,8,null,0.065,0.025,0.105,0.04,0.01,0.075,0.05217830312780862,0.030682862908911812,0.0758209275648383,0.039619431639584944,0.023674072573635387,0.05814284437055674,200
refined_high,cfg_tuned,16,conditional,0.12,0.055,0.185,0.1,0.045,0.16,0.12076724329709577,0.08259319767261741,0.1601186388560236,0.1028263107528619,0.07194909972544701,0.1355208845399975,200
refined_high,cfg_tuned,16,null,0.175,0.115,0.235,0.22,0.155,0.29,0.17274262537466029,0.13068932715527876,0.21477308890881044,0.16809697107411922,0.12946523866936605,0.2076003874066528,200
refined_high,cfg_tuned,24,conditional,0.07,0.02,0.125,0.09,0.035,0.145,0.12926834471329585,0.09199150503156647,0.16804995352567242,0.09052329798229039,0.06251950833510636,0.12124283713787008,200
refined_high,cfg_tuned,24,null,0.23,0.165,0.3,0.185,0.115,0.255,0.20901107359380147,0.16473395281949912,0.2556050973472993,0.17770841793761064,0.1392892701871442,0.2143349811316857,200
refined_high,cfg_tuned,32,conditional,0.085,0.035,0.14,0.03,-0.02,0.08,0.1058279885283082,0.07019521268651488,0.14299342467871243,0.08781981558859116,0.060092192401920326,0.11684954817522519,200
refined_high,cfg_tuned,32,null,0.14,0.08,0.205,0.11,0.05,0.17,0.18255487220531677,0.1413016673068713,0.22477972191074513,0.13925446197295968,0.10678599300292445,0.1726612878705564,200
refined_high,cfg_tuned,40,conditional,0.085,0.045,0.13,0.045,0.005,0.09,0.09729728950784193,0.06628677430460811,0.1314181778926031,0.08206977403722704,0.05414992756745778,0.11067204949836013,200
refined_high,cfg_tuned,40,null,0.1,0.055,0.15,0.055,0.005,0.105,0.1217161047094487,0.08714472183634098,0.15851015678442582,0.10071134505196824,0.07124269513098988,0.13167799029466912,200
refined_high,cfg_tuned,48,conditional,0.105,0.065,0.15,0.055,0.02,0.09,0.09637973306518688,0.06749582015132363,0.12885434743478252,0.07855087133764754,0.052212606278772,0.10479480100423097,200
refined_high,cfg_tuned,48,null,0.105,0.06,0.155,0.055,0.015,0.095,0.10225778724299744,0.07212851110691554,0.13543097264398232,0.0850012005289318,0.05739173709406168,0.11266199366285583,200
refined_high,cfg_tuned,64,guided,0.105,0.065,0.15,0.055,0.02,0.09,0.09637973306518688,0.06749582015132363,0.12885434743478252,0.07855087133764754,0.052212606278772,0.10479480100423097,200
refined_high,smc_high,8,conditional,0.16,0.1,0.22,0.095,0.025,0.16512499999999933,0.12671658643296269,0.08636138551840589,0.17017842108236392,0.11428793002894963,0.07673320597581551,0.1535239790323393,200
refined_high,smc_high,8,null,0.07,0.03,0.11,0.07,0.035,0.11,0.0627276981313544,0.03801281128230294,0.09019296108592949,0.05006117610339061,0.03187078182794267,0.07213826485401113,200
refined_high,smc_high,16,conditional,0.15,0.08,0.22,0.09,0.03,0.145,0.15677391315648492,0.11231327642319547,0.20309530264751124,0.11243682121741586,0.07638909067001805,0.14991879614401474,200
refined_high,smc_high,16,null,0.24,0.175,0.305,0.25,0.18,0.32,0.21857441994068694,0.17223071894300632,0.26612962276902496,0.2014396090228547,0.16020034211009715,0.24249523564958142,200
refined_high,smc_high,24,conditional,0.11,0.055,0.17,0.055,0.0,0.105,0.15648971885471838,0.11338779419291677,0.2023929370800979,0.08842985404480715,0.057254054987468404,0.12102177805741667,200
refined_high,smc_high,24,null,0.27,0.2,0.345,0.25,0.185,0.32,0.26136885163283297,0.2123068041582201,0.31029309328718047,0.20318539447980583,0.16285979173700615,0.24585793235136952,200
refined_high,smc_high,32,conditional,0.085,0.03,0.14,0.015,-0.035,0.065,0.1337038666527951,0.09577073147258489,0.1750487953376723,0.07950329607236199,0.04983371171736507,0.1096334901747759,200
refined_high,smc_high,32,null,0.19,0.13,0.255,0.13,0.07,0.19,0.2218726543703815,0.17380366294024863,0.27112028620381895,0.15518943153816508,0.11745691994464141,0.19238650884046365,200
refined_high,smc_high,40,conditional,0.06,0.015,0.11,0.035,-0.005124999999999993,0.08,0.10987932794494554,0.07786560775182443,0.1459634359162301,0.07180720000760629,0.044065211431763604,0.10028510438842932,200
refined_high,smc_high,40,null,0.08,0.025,0.135,0.05,0.0,0.1,0.15196389687189366,0.11340262970850744,0.19227083680525536,0.09936642994056456,0.06952806833648355,0.13041056572517845,200
refined_high,smc_high,48,conditional,0.08,0.04,0.125,0.035,0.0,0.07,0.09841124571059481,0.06938559293243453,0.1303840510028749,0.06765295993769542,0.042451382299594116,0.0935278415182256,200
refined_high,smc_high,48,null,0.08,0.04,0.125,0.035,-0.005,0.08,0.10937171203171601,0.07893747611020081,0.14308161214389833,0.0723279343068134,0.04585088157377322,0.09869705784230609,200
refined_high,smc_high,64,guided,0.08,0.04,0.125,0.035,0.0,0.07,0.09841124571059481,0.06938559293243453,0.1303840510028749,0.06765295993769542,0.042451382299594116,0.0935278415182256,200
smc_high,cfg_high,8,conditional,-0.165,-0.225,-0.105,-0.095,-0.165125,-0.025,-0.12687607316526284,-0.17031949185675374,-0.08671223878033472,-0.11324760806455743,-0.1525094451572477,-0.07543844411254397,200
smc_high,cfg_high,8,null,-0.07,-0.11,-0.03,-0.07,-0.11,-0.035,-0.06279524512205568,-0.09050959016822858,-0.03796553224150563,-0.04988530223641646,-0.07185245435856905,-0.03156099407378499,200
smc_high,cfg_high,16,conditional,-0.145,-0.215,-0.08,-0.09,-0.145,-0.03,-0.1569030796784318,-0.20321726387304398,-0.11242899604650715,-0.11296561338589527,-0.15099243229693093,-0.07704441875719567,200
smc_high,cfg_high,16,null,-0.24,-0.305,-0.175,-0.255,-0.33,-0.185,-0.21889308534155333,-0.2664906945818524,-0.17299020650807537,-0.1996261119296105,-0.24079256700702353,-0.15895817981063926,200
smc_high,cfg_high,24,conditional,-0.11,-0.17,-0.055,-0.055,-0.105,0.0,-0.15638936534669484,-0.2021243876280132,-0.11340528252873629,-0.08849578973546159,-0.12084409734407381,-0.057273102604027376,200
smc_high,cfg_high,24,null,-0.27,-0.345,-0.2,-0.25,-0.32,-0.185,-0.261463760212464,-0.31040822199185825,-0.2125470084914005,-0.20331210433811064,-0.24618024652505846,-0.16302867130475715,200
smc_high,cfg_high,32,conditional,-0.08,-0.135,-0.025,-0.015,-0.065,0.035,-0.13349818798771593,-0.17499522990144034,-0.0953767698124866,-0.07970927800168283,-0.10982459597158596,-0.0502280622373219,200
smc_high,cfg_high,32,null,-0.19,-0.255,-0.13,-0.13,-0.19,-0.07,-0.2220488380274037,-0.27100135949921966,-0.17416986866772644,-0.15574040529172634,-0.19278608397930655,-0.11749921682884452,200
smc_high,cfg_high,40,conditional,-0.055,-0.105,-0.01,-0.035,-0.08,0.005124999999999318,-0.1098622980271466,-0.1459905422665761,-0.07800747565936765,-0.07249423531815409,-0.10055870148830583,-0.04508614926791052,200
smc_high,cfg_high,40,null,-0.08,-0.135,-0.025,-0.05,-0.1,0.0,-0.15193667616636958,-0.19206124997802546,-0.1133194754566212,-0.09972894484875723,-0.13076188017521054,-0.06991902716175538,200
smc_high,cfg_high,48,conditional,-0.075,-0.12,-0.035,-0.03,-0.06512499999999999,0.005,-0.09848894349430339,-0.13046884621860227,-0.06931274007071626,-0.06893413048237562,-0.09483124672126723,-0.04428451456688352,200
smc_high,cfg_high,48,null,-0.075,-0.12,-0.035,-0.035,-0.08,0.005,-0.10937161102046958,-0.143343287755466,-0.07854904097833063,-0.07366194575559348,-0.10024959641735767,-0.04745611557731174,200
smc_high,cfg_high,64,guided,-0.075,-0.12,-0.035,-0.03,-0.06512499999999999,0.005,-0.09848894349430339,-0.13046884621860227,-0.06931274007071626,-0.06893413048237562,-0.09483124672126723,-0.04428451456688352,200
smc_high,cfg_tuned,8,conditional,-0.06,-0.11,-0.01,-0.025,-0.08,0.03,-0.03573017458191771,-0.06582909601465133,-0.004990487779956227,-0.030593175056455948,-0.0572064320071986,-0.005490948219588998,200
smc_high,cfg_tuned,8,null,-0.005,-0.03,0.02,-0.03,-0.06,-0.005,-0.010549395003545783,-0.02374717376746257,0.0032866936900367463,-0.010441744463805662,-0.023075076341396196,0.0007216594177316391,200
smc_high,cfg_tuned,16,conditional,-0.03,-0.09,0.03,0.01,-0.045,0.06,-0.03600666985938915,-0.06968866309483018,-0.002899198169828433,-0.009610510464553954,-0.03728755468659438,0.018017360865971558,200
smc_high,cfg_tuned,16,null,-0.065,-0.115,-0.02,-0.03,-0.075,0.015,-0.045831794566026644,-0.0726113985410222,-0.019718824458315937,-0.0333426379487355,-0.05257110491836829,-0.0150198200510313,200
smc_high,cfg_tuned,24,conditional,-0.04,-0.09,0.01,0.035,-0.01,0.08,-0.02722137414142253,-0.06307684633548252,0.008215349193725387,0.0020934439374832438,-0.023889360836510606,0.028010643522407903,200
smc_high,cfg_tuned,24,null,-0.04,-0.095,0.015,-0.065,-0.125,-0.005,-0.05235777803903147,-0.0859988035444203,-0.01854728063159564,-0.02547697654219519,-0.053305702051327904,0.000973067236389384,200
smc_high,cfg_tuned,32,conditional,0.0,-0.045,0.045,0.015,-0.015,0.05,-0.027875878124486917,-0.05861877455419426,0.0011332344221450445,0.008316519516229163,-0.010174473147948447,0.02909752743389253,200
smc_high,cfg_tuned,32,null,-0.05,-0.105,0.005,-0.02,-0.065,0.03,-0.03931778216506473,-0.07513528389268175,-0.003617831471172409,-0.015934969565205393,-0.04469219158464875,0.01295186719614865,200
smc_high,cfg_tuned,40,conditional,0.025,-0.015,0.065,0.01,-0.025,0.045,-0.01258203843710362,-0.041094106515025486,0.015435216496440257,0.010262574029620736,-0.005553021554747829,0.027981075624004002,200
smc_high,cfg_tuned,40,null,0.02,-0.03,0.07,0.005,-0.025,0.04,-0.030247792162444966,-0.06196168602997022,-0.0006964835998961229,0.0013449151114036794,-0.018060361322575772,0.0220077082420903,200
smc_high,cfg_tuned,48,conditional,0.025,-0.015,0.07,0.02,-0.015,0.055,-0.002031512645407929,-0.029704991120310296,0.025013628460113964,0.010897911399952135,-0.004983132967870915,0.028051548663570427,200
smc_high,cfg_tuned,48,null,0.025,-0.015,0.065,0.02,-0.015,0.055,-0.007113924788718577,-0.0359782891464929,0.021263161282171403,0.0126732662221184,-0.0035305857200874017,0.030007431249861806,200
smc_high,cfg_tuned,64,guided,0.025,-0.015,0.07,0.02,-0.015,0.055,-0.002031512645407929,-0.029704991120310296,0.025013628460113964,0.010897911399952135,-0.004983132967870915,0.028051548663570427,200
smc_high,smc_high,8,conditional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,8,null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,16,conditional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,16,null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,24,conditional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,24,null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,32,conditional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,32,null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,40,conditional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,40,null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,48,conditional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,48,null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
smc_high,smc_high,64,guided,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
soft_high,cfg_high,8,conditional,-0.29,-0.365,-0.215,-0.22,-0.295,-0.145,-0.23533592335263165,-0.2879453634383776,-0.1876614010042713,-0.20569000341201898,-0.24920891583681076,-0.16510030796499825,200
soft_high,cfg_high,8,null,-0.095,-0.14,-0.055,-0.085,-0.125,-0.045,-0.0802750290441288,-0.11089932110491099,-0.051704715411367744,-0.05931478864060409,-0.0826705048812712,-0.038424806827549444,200
soft_high,cfg_high,16,conditional,-0.44,-0.515,-0.365,-0.425,-0.5,-0.35,-0.4285250809845752,-0.483858794748131,-0.37605853565245706,-0.3571211625025535,-0.4037313940824333,-0.30944328380846226,200
soft_high,cfg_high,16,null,-0.4,-0.47,-0.335,-0.43,-0.5,-0.36,-0.34872583740609664,-0.4038403970676199,-0.2969263611316827,-0.29525777583105084,-0.3416812574452065,-0.24996058440322966,200
soft_high,cfg_high,24,conditional,-0.515,-0.585,-0.445,-0.54,-0.61,-0.47,-0.5432727507860136,-0.5961829453537782,-0.49169270078399196,-0.436334930197645,-0.4830217078651863,-0.3889051445123105,200
soft_high,cfg_high,24,null,-0.65,-0.715,-0.58,-0.665,-0.73,-0.595,-0.5602917429860278,-0.6137457333132558,-0.5061657236829737,-0.4754578023080285,-0.5208669892168624,-0.42877384282302505,200
soft_high,cfg_high,32,conditional,-0.585,-0.655,-0.515,-0.585,-0.655,-0.51,-0.6144920855596865,-0.6668624573828906,-0.565993484905252,-0.5021470036390565,-0.5463164720454947,-0.455224913575687,200
soft_high,cfg_high,32,null,-0.745,-0.805,-0.685,-0.71,-0.7701250000000001,-0.64,-0.6865521056876109,-0.7348356170553582,-0.6401875571659233,-0.5549900716866614,-0.5984120011121891,-0.5121800168706473,200
