start,base,amount,w,k,horizon,variant,index,displacement_rms,effective_coefficient_per_H,first_order_length_ratio,direction_cos_cfg,finite_error_flow_target,finite_error_own_euler_target,flow_vs_euler_target_relative_difference
0,cfg_tuned,1.25,2.25,8,0.125,euler_capped,1,0.008590226992964745,0.625,0.2777777910232544,0.6766105890274048,0.8638604283332825,0.6734875440597534,0.629472017288208
0,cfg_tuned,1.25,2.25,8,0.125,euler_capped,2,0.005355093162506819,0.625,0.277777761220932,0.17704735696315765,1.0474188327789307,0.8052771687507629,0.6972818970680237
0,cfg_tuned,1.25,2.25,8,0.125,euler_capped,3,0.006643729750066996,0.625,0.277777761220932,0.5298312902450562,0.8900467753410339,0.6993961930274963,0.74464350938797
0,cfg_tuned,1.25,2.25,8,0.125,euler_capped,4,0.005011114291846752,0.625,0.277777761220932,0.453656941652298,0.9435714483261108,0.7427326440811157,0.6818839907646179
0,cfg_tuned,1.25,2.25,8,0.125,euler_capped,5,0.008654552511870861,0.625,0.2777777910232544,0.6504140496253967,0.7724016308784485,0.6553191542625427,0.6309321522712708
0,cfg_tuned,1.25,2.25,8,0.125,euler_capped,6,0.019236773252487183,0.625,0.2777777910232544,0.8354533910751343,0.7065888047218323,0.6383134722709656,0.39899203181266785
0,cfg_tuned,1.25,2.25,8,0.125,euler_capped,7,0.009270106442272663,0.6250000596046448,0.2777777910232544,0.6431770920753479,0.7530612349510193,0.687557578086853,0.46700721979141235
0,cfg_tuned,1.25,2.25,8,0.125,cfg_capped,0,0.006250924896448851,0.625,0.2777777910232544,1.0000001192092896,0.6652951836585999,0.6558055281639099,0.48698922991752625
0,cfg_tuned,1.25,2.25,8,0.125,cfg_capped,1,0.008590226992964745,0.625,0.2777777910232544,1.0,0.7677505016326904,0.6022763252258301,0.629472017288208
0,cfg_tuned,1.25,2.25,8,0.125,cfg_capped,2,0.005355093162506819,0.625,0.277777761220932,1.0,0.6172800660133362,0.69143146276474,0.6972818970680237
0,cfg_tuned,1.25,2.25,8,0.125,cfg_capped,3,0.006643729750066996,0.625,0.277777761220932,0.9999998807907104,0.8001840114593506,0.7307644486427307,0.74464350938797
0,cfg_tuned,1.25,2.25,8,0.125,cfg_capped,4,0.005011114291846752,0.625,0.277777761220932,1.0000001192092896,0.781246542930603,0.7538999915122986,0.6818839907646179
0,cfg_tuned,1.25,2.25,8,0.125,cfg_capped,5,0.008654552511870861,0.625,0.2777777910232544,1.0000001192092896,0.5321235656738281,0.6401380896568298,0.6309321522712708
0,cfg_tuned,1.25,2.25,8,0.125,cfg_capped,6,0.019236773252487183,0.625,0.2777777910232544,1.0,0.6447151899337769,0.5409178137779236,0.39899203181266785
