index,noise_time,correction_active,future_time,current_gap_rms,future_gap_rms,pullback_rms,pullback_gain,pullback_raw_cosine,pullback_current_cosine,future_current_cosine,pullback_fallback,future_fallback,selected_direction_rms,selected_current_cosine,selected_current_norm_ratio,zero_current_gap
0,1.0,True,0.96875,0.0930616045370698,0.14852375909686089,0.21886710450053215,1.4603014439344406,0.8516081944108009,0.07952700043097138,0.0804300142917782,0.0,0.0,0.09306160546839237,0.07952700089663267,1.0000000223517418,0.0
1,0.9987389445304871,True,0.9674889445304871,0.08690917585045099,0.15751394256949425,0.2507653571665287,1.5482443422079086,0.8491429761052132,0.06682446878403425,0.09828755096532404,0.0,0.0,0.0869091721251607,0.06682446971535683,0.9999999478459358,0.0
2,0.9974554777145386,True,0.9662054777145386,0.08288026228547096,0.1658063903450966,0.29601817578077316,1.7034823149442673,0.820202648639679,0.07501062285155058,0.12643712444696575,0.0,0.0,0.08288026321679354,0.07501062657684088,1.0000000149011612,0.0
3,0.996148943901062,True,0.964898943901062,0.08138328045606613,0.17214160412549973,0.33788307197391987,1.8386704176664352,0.7959802150726318,0.08994786627590656,0.16411548061296344,0.0,0.0,0.0813832813873887,0.08994787186384201,1.0000000149011612,0.0
4,0.9948186874389648,True,0.9635686874389648,0.08214577753096819,0.17606545239686966,0.3445265516638756,1.8324231058359146,0.7889419272542,0.11006623413413763,0.20384908560663462,0.0,0.0,0.08214577753096819,0.11006624158471823,1.0000000074505806,0.0
5,0.9934640526771545,True,0.9622140526771545,0.08478725422173738,0.18054372631013393,0.3322047721594572,1.7494094967842102,0.7990834191441536,0.1388788498006761,0.24408922158181667,0.0,0.0,0.08478725329041481,0.1388788498006761,0.9999999925494194,0.0
6,0.9920844435691833,True,0.9608344435691833,0.08879657462239265,0.18643143214285374,0.3395274765789509,1.742920994758606,0.8045004978775978,0.1763364285870921,0.28594401478767395,0.0,0.0,0.08879657462239265,0.17633642855798826,1.0000000074505806,0.0
7,0.9906790852546692,True,0.9594290852546692,0.09312652330845594,0.19186821766197681,0.3613891862332821,1.7893614768981934,0.7999066784977913,0.20328223891556263,0.3187622670084238,0.0,0.0,0.09312652330845594,0.20328222075477242,1.0000000149011612,0.0
8,0.9892473220825195,True,0.9579973220825195,0.09825082495808601,0.1958754751831293,0.38585840724408627,1.8566824197769165,0.7875943407416344,0.22049729339778423,0.3501989208161831,0.0,0.0,0.09825082588940859,0.22049729712307453,1.0000000149011612,0.0
9,0.9877883195877075,True,0.9565383195877075,0.10320974327623844,0.19684390723705292,0.3849743418395519,1.8523189574480057,0.7978274747729301,0.274737066225498,0.3841149192303419,0.0,0.0,0.10320974234491587,0.27473707679018844,1.0,0.0
10,0.9863013625144958,True,0.9550513625144958,0.10879506450146437,0.1966465637087822,0.3612644150853157,1.7666669189929962,0.8014891594648361,0.3106352938339114,0.4150599204003811,0.0,0.0,0.10879506636410952,0.31063528219237924,1.000000037252903,0.0
11,0.9847856163978577,True,0.9535356163978577,0.11613557673990726,0.19717571511864662,0.34760262817144394,1.7163201421499252,0.8082170635461807,0.35007838159799576,0.44344938918948174,0.0,0.0,0.11613557394593954,0.35007838532328606,0.9999999776482582,0.0
12,0.9832402467727661,True,0.9519902467727661,0.12408602703362703,0.19739807955920696,0.33115597255527973,1.6453645676374435,0.8210559412837029,0.3971216883510351,0.47090356051921844,0.0,0.0,0.12408603075891733,0.3971216641366482,1.0000000447034836,0.0
13,0.9816642999649048,True,0.9504142999649048,0.13277334813028574,0.19781816005706787,0.3224716931581497,1.6037644296884537,0.8272308632731438,0.4413877781480551,0.4953477010130882,0.0,0.0,0.13277334813028574,0.4413877632468939,1.0000000074505806,0.0
14,0.9800570011138916,True,0.9488070011138916,0.14198410417884588,0.2002574596554041,0.3272340502589941,1.6214916706085205,0.8222693726420403,0.45497085340321064,0.514078039675951,0.0,0.0,0.14198410138487816,0.45497086457908154,0.9999999850988388,0.0
