output_row,sample_id,label,source_row,paired_X_row,v2_vector_row,step_index,domain,t,R_F,R_W,R_B,C_W,Q_W,Q_W_zero,R_W_minus_R_F,identity_W_residual,identity_W_allowed_bound,oracle_C_over_Q_W_descriptive,delta_W_fp32_minus_fp64_max_abs,delta_W_fp32_minus_fp64_rms,C_B,Q_B,Q_B_zero,R_B_minus_R_F,identity_B_residual,identity_B_allowed_bound,oracle_C_over_Q_B_descriptive,delta_B_fp32_minus_fp64_max_abs,delta_B_fp32_minus_fp64_rms
23,7,7,67027,7,39,67,teacher,0.7975830435752869,0.17505076110745343,0.2686971631635677,0.21102776810814308,-2.6011383287876527e-05,0.09369842482269002,False,0.09364640205611424,-1.3877787807814457e-17,2.8739684964537996e-12,-0.0002776074767222513,0.0,0.0,-0.0009266158498703637,0.03783023870043038,False,0.03597700700068965,-6.938893903907228e-18,1.7566047740086076e-12,-0.024494052422138746,0.0,0.0
24,0,0,985579,0,48,77,teacher,0.7049808502197266,0.14105790571963828,0.23576626802189066,0.173801429749661,0.0015626572758863384,0.0915830477504797,False,0.09470836230225238,0.0,2.8941672460450475e-12,0.017062735017771377,0.0,0.0,-0.0013637088665280264,0.0354709417630788,False,0.03274352403002273,-1.3877787807814457e-17,1.7094188352615757e-12,-0.0384458037690866,0.0,0.0
25,1,1,801642,1,49,77,teacher,0.7049808502197266,0.1655961371318991,0.26382337991610433,0.20799161991751783,0.0014516638242894932,0.09532391513562621,False,0.09822724278420522,2.7755575615628914e-17,2.9645448556841042e-12,0.015228747394859682,0.0,0.0,-0.0007502889007477524,0.04389606058711423,False,0.04239548278561872,-6.938893903907228e-18,1.877921211742285e-12,-0.017092397147091626,0.0,0.0
26,2,2,769290,2,50,77,teacher,0.7049808502197266,0.13556251323260854,0.22682799969976872,0.16898577793678116,-0.0013737311732253408,0.09401294881361084,False,0.09126548646716018,1.3877787807814457e-17,2.8802589762722174e-12,-0.014612148545078474,0.0,0.0,-0.0015230453642182582,0.036469355432609145,False,0.03342326470417262,-1.3877787807814457e-17,1.7293871086521827e-12,-0.041762332954654424,0.0,0.0
27,3,3,1066283,3,51,77,teacher,0.7049808502197266,0.14201887026463406,0.23598509027788672,0.18340314697615145,0.0011715254248549425,0.09162316916354278,False,0.09396622001325267,0.0,2.8793244002650532e-12,0.012786344715536179,0.0,0.0,-0.00025860247626915966,0.04190148166405573,False,0.0413842767115174,-1.3877787807814457e-17,1.8380296332811145e-12,-0.006171678565987229,0.0,0.0
28,4,4,356051,4,52,77,teacher,0.7049808502197266,0.19797917509119484,0.27135401747642884,0.25815847767066985,0.0001943237872658798,0.07298619481070227,False,0.07337484238523401,-2.7755575615628914e-17,2.4674968477046804e-12,0.002662473194689488,0.0,0.0,-0.0009760409153669438,0.06213138441020892,False,0.060179302579475014,-2.0816681711721685e-17,2.2426276882041783e-12,-0.015709305766033577,0.0,0.0
29,5,5,843767,5,53,77,teacher,0.7049808502197266,0.2049585346261928,0.2874751901110853,0.24565138038361117,-0.0006299889250225461,0.08377663333493758,False,0.08251665548489251,1.3877787807814457e-17,2.6755326666987518e-12,-0.007519864429307644,0.0,0.0,-0.000931811411587543,0.04255646858059345,False,0.04069284575741838,2.0816681711721685e-17,1.851129371611869e-12,-0.02189588193444384,0.0,0.0
30,6,6,756795,6,54,77,teacher,0.7049808502197266,0.15573274239268428,0.2361261320160135,0.19192387813249082,0.0017014863758574444,0.07699041687161433,False,0.08039338962332923,1.3877787807814457e-17,2.6078677924665845e-12,0.022099976139819646,0.0,0.0,-0.000197531690456082,0.036586199120718685,False,0.036191135739806535,1.3877787807814457e-17,1.7317239824143737e-12,-0.0053990765699468415,0.0,0.0
31,7,7,67027,7,55,77,teacher,0.7049808502197266,0.1340678140768055,0.23159995119384283,0.16746422781767198,-0.00032522179255699973,0.09818258070215133,False,0.09753213711703732,-1.3877787807814457e-17,2.9636516140430266e-12,-0.0033124184578484364,0.0,0.0,-0.0008901549142675998,0.035176723569401686,False,0.033396413740866465,-2.0816681711721685e-17,1.7035344713880333e-12,-0.02530522527237008,0.0,0.0
32,0,0,985579,0,64,84,teacher,0.6037735939025879,0.11301477263445588,0.2142681732396309,0.14294457528718194,0.0014794186749207197,0.0982945632553336,False,0.10125340060517503,-1.3877787807814457e-17,3.025068012103501e-12,0.015050869813396768,0.0,0.0,-0.0014398725159890553,0.03280954768470417,False,0.02992980265272606,0.0,1.6561909536940834e-12,-0.04388577769575058,0.0,0.0
33,1,1,801642,1,65,84,teacher,0.6037735939025879,0.13196514962186542,0.23808037695817033,0.16871326057979372,0.0007377749428275036,0.10463967745064992,False,0.10611522733630491,-2.7755575615628914e-17,3.1223045467260986e-12,0.007050623251160655,0.0,0.0,-0.0014400168502311551,0.03962814465839062,False,0.03674811095792829,-1.3877787807814457e-17,1.7925628931678121e-12,-0.03633823542950691,0.0,0.0
34,2,2,769290,2,66,84,teacher,0.6037735939025879,0.10949201875596622,0.21066809546330087,0.1404609137498662,-0.001464359072902953,0.10410479485314054,False,0.10117607670733465,1.3877787807814457e-17,3.0820958970628113e-12,-0.014066201993565309,0.0,0.0,-0.0012865107758651892,0.03354191654563033,False,0.030968894993899973,2.0816681711721685e-17,1.6708383309126067e-12,-0.03835531503141818,0.0,0.0
35,3,3,1066283,3,67,84,teacher,0.6037735939025879,0.11462801015295208,0.21734142629941172,0.15060565650361052,0.0008963474938397317,0.10092072115878016,False,0.10271341614645964,1.3877787807814457e-17,3.0542683229291924e-12,0.008881699254105547,0.0,0.0,-0.0009463496434341592,0.03787034563752674,False,0.035977646350658435,1.3877787807814457e-17,1.7574069127505349e-12,-0.024989200058855444,2.9802322387695312e-08,5.820766091346741e-11
36,4,4,356051,4,68,84,teacher,0.6037735939025879,0.16190746111504073,0.2531835326367566,0.21278054621243606,0.0008604512706702891,0.08955516898037526,False,0.09127607152171585,1.3877787807814457e-17,2.8255214304343168e-12,0.009608058144123927,0.0,0.0,-0.0011362071652522314,0.0531454994278998,False,0.050873085097395326,-6.938893903907228e-18,2.062909988557996e-12,-0.02137917937517314,0.0,0.0
37,5,5,843767,5,69,84,teacher,0.6037735939025879,0.15986027011028373,0.2589501633743577,0.19719418585830176,-1.448184453595007e-06,0.09909278963298115,False,0.099089893264074,2.7755575615628914e-17,2.9818557926596235e-12,-1.4614428143145202e-05,0.0,0.0,-0.0010727714295323135,0.03947945860708265,False,0.03733391574801803,6.938893903907228e-18,1.789589172141653e-12,-0.02717290123476661,0.0,0.0
38,6,6,756795,6,70,84,teacher,0.6037735939025879,0.12343066542080477,0.21311393438643547,0.1557247800368793,0.0018802052275456995,0.08592285851053928,False,0.0896832689656307,1.3877787807814457e-17,2.793665379312614e-12,0.021882479937688222,0.0,0.0,-0.0006777545240657388,0.03364962366420601,False,0.03229411461607454,0.0,1.6729924732841202e-12,-0.020141518693615704,0.0,0.0
39,7,7,67027,7,71,84,teacher,0.6037735939025879,0.10679760669590581,0.21083984069097633,0.13694935477213344,-0.00032940701177495285,0.10470104801862043,False,0.10404223399507052,0.0,3.094020960372408e-12,-0.003146167283028245,0.0,0.0,-0.0011696256951625392,0.03249099946655271,False,0.030151748076227627,-6.938893903907228e-18,1.649819989331054e-12,-0.035998452321129415,3.725290298461914e-09,7.275957614183426e-12
40,0,0,985579,0,80,89,teacher,0.4971751570701599,0.09115418158889765,0.2039686946490975,0.11764188931340204,0.001210959819201659,0.11039259342179653,False,0.11281451306019985,0.0,3.256290261203997e-12,0.010969574875143393,0.0,0.0,-0.0013912193683536765,0.029270146461211743,False,0.026487707724504386,-3.469446951953614e-18,1.5854029292242346e-12,-0.04753031797081353,3.725290298461914e-09,7.275957614183426e-12
41,1,1,801642,1,81,89,teacher,0.4971751570701599,0.10608394470670901,0.22852778308240568,0.13683989619285197,0.00036582973197492926,0.12171217891174681,False,0.12244383837569667,0.0,3.4488767675139334e-12,0.003005695364637186,0.0,0.0,-0.00171445180867972,0.03418485510350241,False,0.030755951486142963,-6.938893903907228e-18,1.6836971020700479e-12,-0.05015237898446046,0.0,0.0
42,2,2,769290,2,82,89,teacher,0.4971751570701599,0.08862173496640803,0.2079048869523603,0.11621063173213983,-0.0011748369357834952,0.12163282585751925,False,0.11928315198595228,2.7755575615628914e-17,3.432656517150385e-12,-0.009658880548904618,0.0,0.0,-0.0009510062067044677,0.029490909179140726,False,0.0275888967657318,6.938893903907228e-18,1.5898181835828147e-12,-0.03224743601248909,0.0,0.0
43,3,3,1066283,3,83,89,teacher,0.4971751570701599,0.09308549261000977,0.21241836347276002,0.12314689108362578,0.0005074351997224921,0.11831800046330528,False,0.11933287086275025,0.0,3.3866574172550047e-12,0.004288740493716053,0.0,0.0,-0.0012463676763677695,0.03255413382635155,False,0.03006139847361601,0.0,1.651082676527031e-12,-0.0382860033388102,0.0,0.0
44,4,4,356051,4,84,89,teacher,0.4971751570701599,0.13109719095530534,0.25047191305464417,0.1726178185867756,0.0010148130068362848,0.11734509608566628,False,0.11937472209933883,-1.3877787807814457e-17,3.387494441986776e-12,0.008648107510989924,0.0,0.0,-0.0012307753885631503,0.04398217840859656,False,0.04152062763147027,6.938893903907228e-18,1.8796435681719313e-12,-0.02798350225241659,1.4901161193847656e-08,2.9103830456733704e-11
45,5,5,843767,5,85,89,teacher,0.4971751570701599,0.12486313543461978,0.24833320526945263,0.15711204004256915,-1.2011489927434699e-05,0.12349409281468772,False,0.12347006983483284,-1.3877787807814457e-17,3.469881856293754e-12,-9.726368001632963e-05,0.0,0.0,-0.0011893606117040767,0.03462762583135751,False,0.032248904607949366,6.938893903907228e-18,1.6925525166271503e-12,-0.034347160197943316,0.0,0.0
46,6,6,756795,6,86,89,teacher,0.4971751570701599,0.09863711827976553,0.20407666297296156,0.12649531240290998,0.001892643690754282,0.10165425731168748,False,0.10543954469319604,0.0,3.1087908938639203e-12,0.018618440002479652,0.0,0.0,-0.000794585577454116,0.02944736527805269,False,0.027858194123144456,-3.469446951953614e-18,1.5889473055610537e-12,-0.026983248584426862,0.0,0.0
47,7,7,67027,7,87,89,teacher,0.4971751570701599,0.08552161255846512,0.2031749274968656,0.11197099033851338,-0.0001542557034787638,0.11796182634535803,False,0.11765331493840049,-1.3877787807814457e-17,3.35923652690716e-12,-0.0013076747644373344,0.0,0.0,-0.0012277812042636223,0.028904940188575506,False,0.026449377780048258,-3.469446951953614e-18,1.57809880377151e-12,-0.04247651772512213,0.0,0.0
48,0,0,985579,0,96,92,teacher,0.41025641560554504,0.0754473378750859,0.20490946143958894,0.09812639386568706,0.0009129222468416574,0.12763627907081973,False,0.12946212356450304,0.0,3.5892424712900606e-12,0.007152529464879787,0.0,0.0,-0.0013887859908088733,0.025456627972218905,False,0.02267905599060116,0.0,1.5091325594443782e-12,-0.05455498632122332,0.0,0.0
49,1,1,801642,1,97,92,teacher,0.41025641560554504,0.08699012782438427,0.23159987231337179,0.11224449989383577,0.0002737785111100897,0.14406218746676733,False,0.1446097444889875,0.0,3.89219488977975e-12,0.0019004189504844616,0.0,0.0,-0.0017597572238173638,0.028773886517086227,False,0.025254372069451497,0.0,1.5754777303417244e-12,-0.06115813457359686,0.0,0.0
50,2,2,769290,2,98,92,teacher,0.41025641560554504,0.07329938225502751,0.21606197714068728,0.09682014017634814,-0.0007528991010761254,0.144268393087812,False,0.1427625948856598,2.7755575615628914e-17,3.88536786175624e-12,-0.005218739080415607,0.0,0.0,-0.0009538036269122275,0.025428365175145087,False,0.023520757921320634,0.0,1.5085673035029018e-12,-0.03750943563782548,0.0,0.0
51,3,3,1066283,3,99,92,teacher,0.41025641560554504,0.07700428901563106,0.21844741790265815,0.10211500607235519,0.00038188221632674477,0.1406793644543736,False,0.1414431288870271,0.0,3.828862577740542e-12,0.0027145574463453043,0.0,0.0,-0.0011772278834546387,0.02746517282363341,False,0.02511071705672413,-3.469446951953614e-18,1.5493034564726681e-12,-0.0428625696628295,0.0,0.0
52,4,4,356051,4,100,92,teacher,0.41025641560554504,0.10665432600907952,0.25931341087904736,0.13992058867725884,0.0010952016064708766,0.1504686816570261,False,0.15265908486996782,-2.7755575615628914e-17,4.053181697399356e-12,0.007278601729011271,0.0,0.0,-0.0014230176792112874,0.03611229802660188,False,0.03326626266817932,1.3877787807814457e-17,1.7222459605320377e-12,-0.039405348232422956,0.0,0.0
53,5,5,843767,5,101,92,teacher,0.41025641560554504,0.09965770506898988,0.25082702497572146,0.12638169141101946,3.542892539598955e-05,0.15109846205593958,False,0.15116931990673158,2.7755575615628914e-17,4.02338639813463e-12,0.00023447575120171026,0.0,0.0,-0.0013767605022284302,0.029477507346486447,False,0.026723986342029576,-1.0408340855860843e-17,1.5895501469297288e-12,-0.046705458709436376,0.0,0.0
54,6,6,756795,6,102,92,teacher,0.41025641560554504,0.08077158090561125,0.20644370558198238,0.10428751444021997,0.0018454425704702779,0.12198123953543058,False,0.12567212467637112,-1.3877787807814457e-17,3.5134424935274226e-12,0.015128904883232082,0.0,0.0,-0.0007817405754828605,0.025079414685574453,False,0.02351593353460872,-1.0408340855860843e-17,1.5015882937114887e-12,-0.031170606861591295,0.0,0.0
55,7,7,67027,7,103,92,teacher,0.41025641560554504,0.0704245166621701,0.206538794425511,0.09333692874798652,2.4388168686466892e-05,0.13606550142596796,False,0.1361142777633409,0.0,3.722285555266818e-12,0.00017923844347669771,0.0,0.0,-0.0012223610836966476,0.02535713425320971,False,0.022912412085816417,3.469446951953614e-18,1.5071426850641941e-12,-0.04820580557291962,0.0,0.0
56,0,0,985579,0,112,95,teacher,0.29629629850387573,0.05431472677977767,0.22329575644342411,0.07041797264834897,0.0006169961270742971,0.16774703740949784,False,0.16898102966364645,2.7755575615628914e-17,4.379620593272928e-12,0.003678134270521327,0.0,0.0,-0.0014045482790555133,0.01891234242668232,False,0.0161032458685713,6.938893903907228e-18,1.3782468485336464e-12,-0.07426622505914011,0.0,0.0
57,1,1,801642,1,113,95,teacher,0.29629629850387573,0.06099585183941112,0.2546643165784756,0.07819010700952608,0.0008241137148827585,0.19202023730929899,False,0.1936684647390645,-2.7755575615628914e-17,4.87336929478129e-12,0.004291806563884759,0.0,0.0,-0.0017133229459712629,0.02062090106205748,False,0.017194255170114962,6.938893903907228e-18,1.4124180212411498e-12,-0.08308671579457709,0.0,0.0
58,2,2,769290,2,114,95,teacher,0.29629629850387573,0.05276196262662493,0.24411027569218388,0.06975500980253763,0.00010238457998329106,0.19114354390559235,False,0.19134831306555894,0.0,4.826966261311178e-12,0.0005356423653725904,0.0,0.0,-0.0011107612238830979,0.019214569623678898,False,0.0169930471759127,-3.469446951953614e-18,1.3842913924735779e-12,-0.05780828015602606,0.0,0.0
59,3,3,1066283,3,115,95,teacher,0.29629629850387573,0.054881855507699064,0.2441126466014247,0.07219561525462653,8.756530097644294e-05,0.18905566049177275,False,0.18923079109372565,0.0,4.7846158218745125e-12,0.00046317206662137246,0.0,0.0,-0.0013038051599509742,0.019921370066829414,False,0.01731375974692747,3.469446951953614e-18,1.3984274013365884e-12,-0.06544756488018404,0.0,0.0
60,4,4,356051,4,116,95,teacher,0.29629629850387573,0.0725503348449002,0.28982300514809967,0.09440296581391174,0.0016153185662658573,0.21404203317066778,False,0.21727267030319947,-2.7755575615628914e-17,5.345453406063989e-12,0.007546735294641276,0.0,0.0,-0.0019315403535190906,0.02571571167604972,False,0.021852630969011536,0.0,1.5143142335209943e-12,-0.07511129296561632,0.0,0.0
61,5,5,843767,5,117,95,teacher,0.29629629850387573,0.06713038790869584,0.2739839619672882,0.08553099750533237,0.00010637994104341353,0.20664081417650548,False,0.20685357405859234,2.7755575615628914e-17,5.137071481171846e-12,0.0005148060486857521,0.0,0.0,-0.0015727737729208779,0.021546157142478282,False,0.01840060959663653,3.469446951953614e-18,1.4309231428495656e-12,-0.07299555844323403,0.0,0.0
62,6,6,756795,6,118,95,teacher,0.29629629850387573,0.05699161421766333,0.22650385830322434,0.0734331158746658,0.0016052551590723663,0.16630173376741628,False,0.169512244085561,0.0,4.39024488171122e-12,0.009652666407660063,0.0,0.0,-0.0009289374855117535,0.018299376628025988,False,0.016441501657002477,-3.469446951953614e-18,1.3659875325605198e-12,-0.050763340434726106,0.0,0.0
63,7,7,67027,7,119,95,teacher,0.29629629850387573,0.050702182836194175,0.2273073905955598,0.06742514059610423,0.0008724555980285167,0.17486029656330856,False,0.1766052077593656,2.7755575615628914e-17,4.532104155187312e-12,0.004989443659742635,0.0,0.0,-0.001275901962177077,0.019274761684264202,False,0.016722957759910055,6.938893903907228e-18,1.3854952336852841e-12,-0.06619547276782756,0.0,0.0
64,0,0,985579,0,128,97,teacher,0.1983470916748047,0.03376193429605461,0.2658370495390413,0.044699477713471165,0.0010446341060654186,0.22998584703085584,False,0.23207511524298668,0.0,5.641502304859733e-12,0.0045421669183202664,0.0,0.0,-0.001468896398120441,0.013875336213657434,False,0.010937543417416554,1.734723475976807e-18,1.2775067242731486e-12,-0.10586384181989136,0.0,0.0
65,1,1,801642,1,129,97,teacher,0.1983470916748047,0.03647600589194438,0.30169542151366235,0.048795110973384855,0.0012165656369436534,0.2627862843478307,False,0.26521941562171797,0.0,6.3043883124343585e-12,0.0046294868088829775,0.0,0.0,-0.0017239971111124297,0.01576709930366533,False,0.012319105081440476,6.938893903907228e-18,1.3153419860733066e-12,-0.10934142532556115,0.0,0.0
66,2,2,769290,2,130,97,teacher,0.1983470916748047,0.03303225278163337,0.2913445532904945,0.04513515065634302,0.0015755317463875956,0.25516123701608595,False,0.25831230050886117,0.0,6.166246010177223e-12,0.00617465162346846,0.0,0.0,-0.0014781257360256365,0.015059149346760926,False,0.012102897874709653,0.0,1.3011829869352184e-12,-0.09815466345338866,0.0,0.0
67,3,3,1066283,3,131,97,teacher,0.1983470916748047,0.0337418158469111,0.2913362324524578,0.045787826833707114,0.00046824796764222826,0.2566579206702622,False,0.2575944166055467,5.551115123125783e-17,6.151888332110934e-12,0.0018244048982373059,0.0,0.0,-0.0014375231953139,0.014921057377423814,False,0.012046010986796016,1.734723475976807e-18,1.2984211475484763e-12,-0.09634191190022048,0.0,0.0
