model,arm,kind,samples,fid,sfid,inception_score,baseline,delta_fid,full_calls_per_output,seconds,relative_seconds
sit,cfg_e64,baseline,1000,45.48135596397833,207.701858742255,60.49470138549805,cfg_e64,0.0,112,61.08127192873508,1.0
sit,cfg_angular_a01_w1,angular,1000,45.504643053976736,207.3929612483371,60.0135383605957,cfg_e64,0.02328708999840501,240,113.16274815564975,1.8526586723288823
sit,cfg_angular_a02_w1,angular,1000,45.51759342626838,206.64865949669445,59.6667366027832,cfg_e64,0.036237462290046096,240,113.13622673647478,1.8522244734601043
sit,cfg_e137,baseline,1000,45.242646973018225,207.56326898751934,60.29909133911133,cfg_e64,-0.2387089909601059,240,112.97793826228008,1.8496330330857227
