arm,state_index,mean_spatial_channel_mean,rms_spatial_channel_mean,mean_spatial_channel_second_moment,first1024_squared_feature_difference_from_official,second1024_squared_feature_difference_from_official
control,66,-0.00040763695162090963,0.14777015415407987,0.68438581617786,1.4836362012369597e-05,3.100906241619495e-06
control,67,-0.0004289799741649277,0.15246656498451952,0.6756960420912417,1.6322909639499596e-05,3.441887177284993e-06
control,68,-0.0004508863276075969,0.15739598615253414,0.6668519575866879,1.7978319642242202e-05,3.834774785814803e-06
control,69,-0.0004743361835849589,0.1625724478882556,0.657858726852344,1.982733673790021e-05,4.283164532105973e-06
control,70,-0.0004990254119003095,0.16801217638823154,0.6487223343356511,2.1859421674703817e-05,4.799245477481347e-06
control,71,-0.0005245204142834399,0.1737439841734796,0.6394562154600397,2.4161132949195237e-05,5.404801138346021e-06
control,72,-0.0005509693624118148,0.17977084095913112,0.6300670762242452,2.6704939207954302e-05,6.109937549763332e-06
control,73,-0.0005791337499479563,0.1861247460355232,0.6205757819882397,2.9522797825576166e-05,6.928733339056114e-06
control,74,-0.0006090885711581575,0.1928189986419701,0.6109965317981318,3.269193493938476e-05,7.895495907999086e-06
control,75,-0.0006399187436201895,0.19988497480526227,0.6013546163333963,3.6332894732766186e-05,9.053896186367295e-06
control,76,-0.0006722160705724263,0.20735444901686664,0.5916840078127203,4.050310685501222e-05,1.043901827435308e-05
control,77,-0.0007057897316531158,0.21524682608628498,0.5820194457162469,4.5247069714476754e-05,1.2120137502206228e-05
control,78,-0.0007406338502065199,0.22359727937974452,0.5724013018524432,5.0587781194923374e-05,1.4129574860456424e-05
control,79,-0.0007774877403524786,0.23245245556929578,0.5628917840357068,5.6669509849362045e-05,1.6578089127474155e-05
control,80,-0.000817141824372872,0.24186099985953072,0.5535729056296503,6.35361920635847e-05,1.952678746007395e-05
control,81,-0.0008590595332390767,0.2518713997219916,0.5445175027217688,7.155135204361638e-05,2.3215370290449853e-05
control,82,-0.0009054530146649684,0.2625413978224302,0.5358378053785309,8.082540085915539e-05,2.7777731275437413e-05
control,83,-0.0009543122140219605,0.27391752412030956,0.5276551396820407,9.157151512610335e-05,3.3443179483860254e-05
control,84,-0.0010069175433450404,0.28607152351139425,0.5201285810767129,0.000104439530017838,4.0745559248389125e-05
control,85,-0.0010619900290600192,0.29908749872792784,0.5134503773778899,0.00011956176204947771,5.004363785148086e-05
control,86,-0.0011209864843169947,0.3130295345069252,0.5078486051859847,0.00013743731182214115,6.201785524164401e-05
control,87,-0.0011837390499919618,0.32801236772195214,0.5036329469705958,0.00015859668730222986,7.751273369495841e-05
control,88,-0.0012515822264475727,0.3441077488709389,0.5011484798198023,0.00018518261162909605,9.850612583984788e-05
control,89,-0.0013273474736414006,0.36151907868606353,0.5009101956148899,0.00021738528574164853,0.00012641793627859099
control,90,-0.0014042455172401768,0.38033131907476214,0.5034275896981779,0.00025729150256085186,0.00016422369555693506
control,91,-0.001489857724365976,0.4007663149047805,0.5094879107467003,0.0003071127115286355,0.00021638912683194582
control,92,-0.0015838516092745235,0.4229707613439576,0.5199526918388138,0.0003706429755936598,0.00028995258057594274
control,93,-0.0016898318776736128,0.4470850235960953,0.5359529606227537,0.0004539228942801229,0.00039610590086392865
control,94,-0.0017949733852557124,0.4734167443950533,0.5590260144011324,0.0005615361826014647,0.0005497817756155326
control,95,-0.001914023836148758,0.5022690177318185,0.5911410102113681,0.0007120436295228304,0.0007888195242743751
control,96,-0.002067766824168863,0.5338885781458415,0.6347232374241926,0.0009323270136091702,0.0011742865459556443
control,97,-0.002250337207489148,0.5684568274064465,0.6931316609087751,0.0012647475442651855,0.0018219421191982043
control,98,-0.0025035927171383737,0.6063167719908478,0.7707777858993818,0.0018318121002568876,0.0030384611652365394
control,99,-0.0028014550410502548,0.6470201029455745,0.8778514597590913,0.002968654034819477,0.005697930410349132
control,100,-0.002900365416350869,0.6925642484039966,0.9915113328323039,0.005768543489954617,0.012870203837635435
