teacher,step_index,t,s,records,target_energy,prediction_energy,cross,risk_gain
candidate_tau0.0,44,0.9105690717697144,0.9072164297103882,100,0.35890059351921083,0.0007481308869319036,0.00023478287323996482,-0.000278565140451974
candidate_tau0.0,45,0.9072164297103882,0.9037656784057617,100,0.36943296775221823,0.0007420833344804123,0.00020708587211629493,-0.00032791159024782247
candidate_tau0.0,46,0.9037656784057617,0.9002123475074768,100,0.3563119161128998,0.0007362851849757135,0.00022204582593985834,-0.0002921935330959968
candidate_tau0.0,47,0.9002123475074768,0.8965517282485962,100,0.356203341037035,0.0007238184782909229,0.00022069896953325952,-0.0002824205392244039
candidate_tau0.0,48,0.8965517282485962,0.8927790522575378,100,0.345305307507515,0.0007172541657928378,0.00021828787241247481,-0.00028067842096788807
candidate_tau0.0,49,0.8927790522575378,0.8888888955116272,100,0.33928359240293504,0.0007135288888821379,0.00021681639553207787,-0.0002798960978179821
candidate_tau0.0,50,0.8888888955116272,0.8848758339881897,100,0.34128561556339265,0.0007130971737205982,0.00021987580874338164,-0.00027334555623383496
candidate_tau0.0,51,0.8848758339881897,0.8807339668273926,100,0.3212983676791191,0.0007052113563986495,0.00022482678445157945,-0.00025555778749549064
candidate_tau0.0,52,0.8807339668273926,0.8764568567276001,100,0.3254451593756676,0.0007006218715105206,0.00022755444013455417,-0.0002455129912414122
candidate_tau0.0,53,0.8764568567276001,0.8720378875732422,100,0.3244136163592339,0.0006954767607385292,0.00023179096995590954,-0.0002318948208267102
candidate_tau0.0,54,0.8720378875732422,0.8674699068069458,100,0.3008279027044773,0.0007053622062085196,0.0002432143826445099,-0.00021893344091949984
candidate_tau0.0,55,0.8674699068069458,0.8627451062202454,100,0.3084405255317688,0.000700241694576107,0.00021684420371457236,-0.00026655328714696223
candidate_tau0.0,56,0.8627451062202454,0.8578553795814514,100,0.29633537486195566,0.0006915652839234098,0.00022634498986008112,-0.00023887530420324765
candidate_tau0.0,57,0.8578553795814514,0.8527919054031372,100,0.29630056500434876,0.0006889731553383171,0.00023178639701654902,-0.00022540036130521912
candidate_tau0.0,58,0.8527919054031372,0.8475452661514282,100,0.2859144878387451,0.0006928569712908939,0.00023400823070915066,-0.00022484050987259252
candidate_tau0.0,59,0.8475452661514282,0.8421052694320679,100,0.2797645500302315,0.0007017220999114216,0.00023486056898036622,-0.00023200096195068908
candidate_tau0.0,60,0.8421052694320679,0.836461067199707,100,0.2822154338657856,0.0006951926701003686,0.00024033129588133307,-0.00021453007833770242
candidate_tau0.0,61,0.836461067199707,0.8306010961532593,100,0.26391448140144347,0.0006799640355166048,0.0002399924348719651,-0.00019997916577267462
candidate_tau0.0,62,0.8306010961532593,0.8245124816894531,100,0.266655977666378,0.0006832001270959154,0.0002406105987756746,-0.0002019789295445662
candidate_tau0.0,63,0.8245124816894531,0.8181818127632141,100,0.26338363111019136,0.0006588699278654531,0.00022964831496210535,-0.00019957329794124235
candidate_tau0.0,64,0.8181818127632141,0.8115941882133484,100,0.24534758910536766,0.0006548891653073951,0.00024338447241461836,-0.00016812022047815845
candidate_tau0.0,65,0.8115941882133484,0.8047336935997009,100,0.2502115330845118,0.0006679955334402621,0.00022477880913356784,-0.0002184379151731264
candidate_tau0.0,66,0.8047336935997009,0.7975830435752869,100,0.24032570540905,0.0006570829666452482,0.00023607062339578989,-0.00018494171985366847
candidate_tau0.0,67,0.7975830435752869,0.790123462677002,100,0.23959172576665877,0.0006584786495659501,0.0002412268919579219,-0.00017602486565010622
candidate_tau0.0,68,0.790123462677002,0.7823343873023987,100,0.23127470955252646,0.0006590397062245756,0.0002363711221551057,-0.00018629746191436424
candidate_tau0.0,69,0.7823343873023987,0.774193525314331,100,0.2252919690310955,0.0006447599543025717,0.00023305507906115963,-0.00017864979618025244
candidate_tau0.0,70,0.774193525314331,0.7656765580177307,100,0.2270069395005703,0.0006480564369121567,0.00024548469154979103,-0.0001570870538125746
candidate_tau0.0,71,0.7656765580177307,0.7567567229270935,100,0.21195852473378182,0.0006337475252803415,0.0002358322694635717,-0.00016208298635319806
candidate_tau0.0,72,0.7567567229270935,0.7474048137664795,100,0.21316800586879253,0.0006153190514305607,0.00022749884337827097,-0.00016032136467401868
candidate_tau0.0,73,0.7474048137664795,0.73758864402771,100,0.21038673102855682,0.0006092454376630485,0.000228872328880243,-0.0001515007799025625
candidate_tau0.0,74,0.73758864402771,0.7272727489471436,100,0.19558221392333508,0.0006196175463264808,0.0002438326895935461,-0.00013195216713938863
candidate_tau0.0,75,0.7272727489471436,0.7164179682731628,100,0.19794508457183838,0.000629328606883064,0.00022671336129860718,-0.00017590188428584952
candidate_tau0.0,76,0.7164179682731628,0.7049808502197266,100,0.1905163224041462,0.0006232995208119974,0.00024468223615258466,-0.00013393504850682801
candidate_tau0.0,77,0.7049808502197266,0.6929134130477905,100,0.18958438098430633,0.0006144502828828991,0.00024573194154072555,-0.00012298639980144797
candidate_tau0.0,78,0.6929134130477905,0.6801619529724121,100,0.18187610410153865,0.000600256702164188,0.0002306062955176458,-0.00013904411112889648
candidate_tau0.0,79,0.6801619529724121,0.6666666865348816,100,0.17649702720344065,0.0005818098818417639,0.00022865115592139772,-0.0001245075699989684
candidate_tau0.0,80,0.6666666865348816,0.6523604989051819,100,0.17754607200622557,0.0005924972757929936,0.00024150076271325815,-0.0001094957503664773
candidate_tau0.0,81,0.6523604989051819,0.6371681094169617,100,0.16474492974579336,0.0005889931891579181,0.0002256791831314331,-0.0001376348228950519
candidate_tau0.0,82,0.6371681094169617,0.621004581451416,100,0.16438558220863342,0.0005675705510657281,0.00022863303936901502,-0.00011030447232769802
candidate_tau0.0,83,0.621004581451416,0.6037735939025879,100,0.1614154550433159,0.0005771777365589514,0.00022987378077232278,-0.00011743017501430586
candidate_tau0.0,84,0.6037735939025879,0.5853658318519592,100,0.14854467660188675,0.0005775841535069048,0.00023954985343152657,-9.848444664385169e-05
candidate_tau0.0,85,0.5853658318519592,0.5656565427780151,100,0.14801746778190136,0.0005717344884760678,0.00020720175380120053,-0.0001573309808736667
candidate_tau0.0,86,0.5656565427780151,0.5445026159286499,100,0.14141003265976906,0.0005530189559794963,0.00022088706922659184,-0.00011124481752631255
candidate_tau0.0,87,0.5445026159286499,0.52173912525177,100,0.1386669585108757,0.0006038402579724789,0.0002409131106105633,-0.00012201403675135225
candidate_tau0.0,88,0.52173912525177,0.4971751570701599,100,0.1308320116996765,0.0005775817192625255,0.00022429161210311578,-0.0001289984950562939
candidate_tau0.0,89,0.4971751570701599,0.47058823704719543,100,0.12425528332591057,0.0005802871921332553,0.0002340849798929412,-0.00011211723234737292
candidate_tau0.0,90,0.47058823704719543,0.4417177736759186,100,0.12127111703157425,0.0005859340610913932,0.00023728697080514395,-0.00011136011948110535
candidate_tau0.0,91,0.4417177736759186,0.41025641560554504,100,0.10914675526320934,0.0005883676421944983,0.0002264238111092709,-0.00013552001997595652
candidate_tau0.0,92,0.41025641560554504,0.3758389353752136,100,0.10392747826874256,0.0006186251371400431,0.00024855907715391366,-0.00012150698283221573
candidate_tau0.0,93,0.3758389353752136,0.3380281627178192,100,0.09647967994213104,0.0005855286153382622,0.00022118503155070358,-0.00014315855223685504
candidate_tau0.0,94,0.3380281627178192,0.29629629850387573,100,0.08290549591183663,0.0006201538589084521,0.00023626697933650575,-0.0001476199002354406
candidate_tau0.0,95,0.29629629850387573,0.25,100,0.07364142134785652,0.0006777573295403272,0.00024409071178524755,-0.0001895759059698321
candidate_tau0.0,96,0.25,0.1983470916748047,100,0.061116106547415255,0.0006807791732717306,0.0002572417596820742,-0.00016629565390758217
candidate_tau0.0,97,0.1983470916748047,0.14035087823867798,100,0.04867529343813658,0.0007742477086139843,0.00030261559135396965,-0.000169016525906045
candidate_tau0.0,98,0.14035087823867798,0.07476635277271271,100,0.03558771574869752,0.0008202720689587295,0.0003326459797972348,-0.00015498010936425998
candidate_tau0.0,99,0.07476635277271271,0.0,100,0.010733577143400907,0.000823779696947895,8.105638495180756e-05,-0.0006616669270442799
candidate_tau0.5,0,1.0,0.9987389445304871,100,0.8166880506277084,0.000822144090780057,0.00017785074558560155,-0.0004664425996088539
candidate_tau0.5,1,0.9987389445304871,0.9974554777145386,100,0.7923141467571259,0.000828010948607698,0.00017474849086283938,-0.0004785139668820193
candidate_tau0.5,2,0.9974554777145386,0.996148943901062,100,0.79689621925354,0.0008096282178303226,0.00013498051408532773,-0.0005396671896596672
candidate_tau0.5,3,0.996148943901062,0.9948186874389648,100,0.7917098927497864,0.00079311590467114,0.00011628037991613382,-0.0005605551448388724
candidate_tau0.5,4,0.9948186874389648,0.9934640526771545,100,0.7946680468320847,0.0007913365121930838,0.00017730544841469963,-0.0004367256153636845
candidate_tau0.5,5,0.9934640526771545,0.9920844435691833,100,0.7707260301709176,0.000791966812685132,8.784570345596877e-05,-0.0006162754057731945
candidate_tau0.5,6,0.9920844435691833,0.9906790852546692,100,0.730199590921402,0.0007887571398168803,0.00010230373180093012,-0.00058414967621502
candidate_tau0.5,7,0.9906790852546692,0.9892473220825195,100,0.7207653057575226,0.0007861206028610467,9.725637741212268e-05,-0.0005916078480368014
candidate_tau0.5,8,0.9892473220825195,0.9877883195877075,100,0.7243928110599518,0.0007830474153161049,0.00013877462619348079,-0.0005054981629291433
candidate_tau0.5,9,0.9877883195877075,0.9863013625144958,100,0.691747929751873,0.0007833393441978843,8.375559877094929e-05,-0.0006158281466559857
candidate_tau0.5,10,0.9863013625144958,0.9847856163978577,100,0.7042090618610382,0.0007793231174582616,9.566739296133164e-05,-0.0005879883315355982
candidate_tau0.5,11,0.9847856163978577,0.9832402467727661,100,0.6580359572172165,0.0007747929618926719,0.0001307214019288949,-0.000513350158034882
candidate_tau0.5,12,0.9832402467727661,0.9816642999649048,100,0.6543382593989372,0.0007755650614853949,0.00015712845717644086,-0.0004613081471325131
candidate_tau0.5,13,0.9816642999649048,0.9800570011138916,100,0.6619077315926551,0.0007701269187964499,0.00013386692047788527,-0.0005023930778406793
candidate_tau0.5,14,0.9800570011138916,0.9784172773361206,100,0.6047234240174294,0.0007742625422542914,0.00016079278026154498,-0.00045267698173120154
candidate_tau0.5,15,0.9784172773361206,0.9767442345619202,100,0.5993547755479812,0.0007728084054542706,0.00012471400121285113,-0.0005233804030285682
candidate_tau0.5,16,0.9767442345619202,0.9750366806983948,100,0.588766480088234,0.0007716326339868829,0.0001542490649717365,-0.00046313450404340985
candidate_tau0.5,17,0.9750366806983948,0.9732937812805176,100,0.5808089104294777,0.0007713406276889145,0.00013127850488672265,-0.0005087836179154692
candidate_tau0.5,18,0.9732937812805176,0.9715142250061035,100,0.5677375194430351,0.0007650351169286296,0.00016623902334686136,-0.00043255707023490684
candidate_tau0.5,19,0.9715142250061035,0.9696969985961914,100,0.5620383337140084,0.000768872516346164,0.00013656497293141,-0.000495742570483344
candidate_tau0.5,20,0.9696969985961914,0.9678407311439514,100,0.5638591930270195,0.0007686699362238869,0.0001382101337367203,-0.0004922496687504462
candidate_tau0.5,21,0.9678407311439514,0.9659442901611328,100,0.5332844412326813,0.0007629461918259039,0.00014302124154710327,-0.0004769037087316974
candidate_tau0.5,22,0.9659442901611328,0.964006245136261,100,0.5269327101111412,0.000761748221120797,0.0001863394774045446,-0.0003890692663117079
candidate_tau0.5,23,0.964006245136261,0.9620253443717957,100,0.5404881882667542,0.0007541280071018264,0.00015367122934549117,-0.0004467855484108441
candidate_tau0.5,24,0.9620253443717957,0.9599999785423279,100,0.4905423429608345,0.0007544038549531251,0.000177661803245428,-0.0003990802484622691
candidate_tau0.5,25,0.9599999785423279,0.9579287767410278,100,0.5027943339943886,0.000752479494549334,0.00015829723416572962,-0.00043588502621787483
candidate_tau0.5,26,0.9579287767410278,0.9558101296424866,100,0.48627413392066954,0.000753376159700565,0.00017933596562215825,-0.00039470422845624856
candidate_tau0.5,27,0.9558101296424866,0.9536424279212952,100,0.48309671491384504,0.0007544896466424689,0.00016337503649992868,-0.0004277395736426115
candidate_tau0.5,28,0.9536424279212952,0.9514237642288208,100,0.47896654546260836,0.000750876548117958,0.00019044800443225542,-0.0003699805392534472
candidate_tau0.5,29,0.9514237642288208,0.9491525292396545,100,0.4708376055955887,0.0007556294760433957,0.00016506572257640072,-0.00042549803089059424
candidate_tau0.5,30,0.9491525292396545,0.9468267560005188,100,0.47066560298204424,0.0007594709430122748,0.00018032448038866279,-0.00039882198223494924
candidate_tau0.5,31,0.9468267560005188,0.9444444179534912,100,0.4462342050671577,0.0007597354211611673,0.00018112632303200372,-0.0003974827750971599
candidate_tau0.5,32,0.9444444179534912,0.9420035481452942,100,0.4450570321083069,0.0007543553115101531,0.00020370273792650551,-0.0003469498356571421
candidate_tau0.5,33,0.9420035481452942,0.9395017623901367,100,0.45697285860776904,0.0007427790685323999,0.00018956873980641831,-0.00036364158891956323
candidate_tau0.5,34,0.9395017623901367,0.9369369745254517,100,0.4174044069647789,0.0007457556168083101,0.00020928961970639648,-0.00032717637739551717
candidate_tau0.5,35,0.9369369745254517,0.9343065619468689,100,0.432583297342062,0.0007417160767363384,0.00017977307441469748,-0.00038216992790694347
candidate_tau0.5,36,0.9343065619468689,0.9316081404685974,100,0.4156114009022713,0.0007429074356332422,0.00019372770584595854,-0.000355452023941325
candidate_tau0.5,37,0.9316081404685974,0.9288389086723328,100,0.4176344418525696,0.0007421789842192083,0.00019492280785925685,-0.0003523333685006946
candidate_tau0.5,38,0.9288389086723328,0.9259962439537048,100,0.40688205271959305,0.0007371181395137683,0.00019941712929721689,-0.0003382838809193345
candidate_tau0.5,39,0.9259962439537048,0.9230769276618958,100,0.4005366390943527,0.0007397851382847876,0.0001909394063295622,-0.00035790632562566316
candidate_tau0.5,40,0.9230769276618958,0.9200779795646667,100,0.403694429397583,0.0007357144635170698,0.000206082295262604,-0.00032354987299186176
candidate_tau0.5,41,0.9200779795646667,0.9169960021972656,100,0.380344922542572,0.0007304602506337688,0.00020358878760816878,-0.00032328267541743117
candidate_tau0.5,42,0.9169960021972656,0.913827657699585,100,0.383925568908453,0.0007346751814475283,0.00022357208860739774,-0.0002875310042327328
candidate_tau0.5,43,0.913827657699585,0.9105690717697144,100,0.3881188899278641,0.0007368475192924962,0.00022699744415149325,-0.00028285263098950966
candidate_tau0.5,44,0.9105690717697144,0.9072164297103882,100,0.35890059351921083,0.0007454984739888459,0.0002340541595185641,-0.0002773901549517177
candidate_tau0.5,45,0.9072164297103882,0.9037656784057617,100,0.36943296775221823,0.000738600068143569,0.0002094111869155313,-0.00031977769431250634
candidate_tau0.5,46,0.9037656784057617,0.9002123475074768,100,0.3563119161128998,0.0007329882320482284,0.00022153957416776393,-0.00028990908371270054
candidate_tau0.5,47,0.9002123475074768,0.8965517282485962,100,0.356203341037035,0.0007214809034485369,0.00022046084302928648,-0.00028055921738996404
candidate_tau0.5,48,0.8965517282485962,0.8927790522575378,100,0.345305307507515,0.0007145952031714841,0.00021766117512015627,-0.00027927285293117166
candidate_tau0.5,49,0.8927790522575378,0.8888888955116272,100,0.33928359240293504,0.0007106606184970588,0.00021437457578940666,-0.0002819114669182454
candidate_tau0.5,50,0.8888888955116272,0.8848758339881897,100,0.34128561556339265,0.0007102556631434709,0.00021841024583409306,-0.00027343517147528475
candidate_tau0.5,51,0.8848758339881897,0.8807339668273926,100,0.3212983676791191,0.0007021171291125938,0.0002234057150053559,-0.00025530569910188207
candidate_tau0.5,52,0.8807339668273926,0.8764568567276001,100,0.3254451593756676,0.0006967488024383783,0.00022770392435631949,-0.00024134095372573938
candidate_tau0.5,53,0.8764568567276001,0.8720378875732422,100,0.3244136163592339,0.0006912190688308328,0.00023156856019340921,-0.00022808194844401442
candidate_tau0.5,54,0.8720378875732422,0.8674699068069458,100,0.3008279027044773,0.0007019082806073129,0.00024170459037122782,-0.00021849909986485728
candidate_tau0.5,55,0.8674699068069458,0.8627451062202454,100,0.3084405255317688,0.0006995486503001303,0.00021947725257632556,-0.00026059414514747917
candidate_tau0.5,56,0.8627451062202454,0.8578553795814514,100,0.29633537486195566,0.0006875888828653843,0.00022533948453201446,-0.0002369099138013553
candidate_tau0.5,57,0.8578553795814514,0.8527919054031372,100,0.29630056500434876,0.000685772955766879,0.0002313376689926372,-0.00022309761778160464
candidate_tau0.5,58,0.8527919054031372,0.8475452661514282,100,0.2859144878387451,0.000689834420918487,0.0002330658966457122,-0.00022370262762706262
candidate_tau0.5,59,0.8475452661514282,0.8421052694320679,100,0.2797645500302315,0.0006998362188460305,0.00023249177569596214,-0.00023485266745410627
candidate_tau0.5,60,0.8421052694320679,0.836461067199707,100,0.2822154338657856,0.0006920915481168777,0.0002387071756493242,-0.00021467719681822928
candidate_tau0.5,61,0.836461067199707,0.8306010961532593,100,0.26391448140144347,0.0006775122642284259,0.0002389534610119881,-0.0001996053422044497
candidate_tau0.5,62,0.8306010961532593,0.8245124816894531,100,0.266655977666378,0.0006802011898253114,0.00024107959940010914,-0.000198041991025093
candidate_tau0.5,63,0.8245124816894531,0.8181818127632141,100,0.26338363111019136,0.0006555441243108362,0.0002290554226419772,-0.0001974332790268818
candidate_tau0.5,64,0.8181818127632141,0.8115941882133484,100,0.24534758910536766,0.0006523409223882482,0.00024094474101730157,-0.000170451440353645
candidate_tau0.5,65,0.8115941882133484,0.8047336935997009,100,0.2502115330845118,0.0006664551590802148,0.000226175399220665,-0.00021410436063888484
candidate_tau0.5,66,0.8047336935997009,0.7975830435752869,100,0.24032570540905,0.0006550750363385305,0.00023577840154757724,-0.00018351823324337603
candidate_tau0.5,67,0.7975830435752869,0.790123462677002,100,0.23959172576665877,0.0006567979726241902,0.00024056895803369115,-0.00017566005655680783
candidate_tau0.5,68,0.790123462677002,0.7823343873023987,100,0.23127470955252646,0.0006554720201529563,0.00023577268068038392,-0.0001839266587921884
candidate_tau0.5,69,0.7823343873023987,0.774193525314331,100,0.2252919690310955,0.0006428858073195443,0.00023126262902223971,-0.00018036054927506485
candidate_tau0.5,70,0.774193525314331,0.7656765580177307,100,0.2270069395005703,0.0006445860769599676,0.0002438933213124983,-0.000156799434334971
candidate_tau0.5,71,0.7656765580177307,0.7567567229270935,100,0.21195852473378182,0.0006299734330968931,0.00023378017744107637,-0.00016241307821474038
candidate_tau0.5,72,0.7567567229270935,0.7474048137664795,100,0.21316800586879253,0.0006108384387334809,0.00022589102540223393,-0.000159056387929013
candidate_tau0.5,73,0.7474048137664795,0.73758864402771,100,0.21038673102855682,0.0006027467473177239,0.00022751150194380898,-0.00014772374343010596
candidate_tau0.5,74,0.73758864402771,0.7272727489471436,100,0.19558221392333508,0.0006140140164643526,0.00023921512736706064,-0.00013558376173023135
candidate_tau0.5,75,0.7272727489471436,0.7164179682731628,100,0.19794508457183838,0.0006255537935066968,0.00022619648720137775,-0.00017316081910394133
candidate_tau0.5,76,0.7164179682731628,0.7049808502197266,100,0.1905163224041462,0.0006172066985163838,0.00024246841454441892,-0.00013226986942754593
candidate_tau0.5,77,0.7049808502197266,0.6929134130477905,100,0.18958438098430633,0.0006091635872144252,0.00024370116538193542,-0.00012176125645055436
candidate_tau0.5,78,0.6929134130477905,0.6801619529724121,100,0.18187610410153865,0.000594547298969701,0.0002283054162398912,-0.00013793646648991854
candidate_tau0.5,79,0.6801619529724121,0.6666666865348816,100,0.17649702720344065,0.0005784637125907466,0.00022541120983078145,-0.00012764129292918368
candidate_tau0.5,80,0.6666666865348816,0.6523604989051819,100,0.17754607200622557,0.000589697178802453,0.00023967583947523963,-0.00011034549985197372
candidate_tau0.5,81,0.6523604989051819,0.6371681094169617,100,0.16474492974579336,0.0005842681846115738,0.00022247076623898465,-0.00013932665213360452
candidate_tau0.5,82,0.6371681094169617,0.621004581451416,100,0.16438558220863342,0.000562762133195065,0.00022489050126750954,-0.00011298113066004589
candidate_tau0.5,83,0.621004581451416,0.6037735939025879,100,0.1614154550433159,0.0005730653123464435,0.00022826634463854134,-0.00011653262306936085
candidate_tau0.5,84,0.6037735939025879,0.5853658318519592,100,0.14854467660188675,0.0005728736968012527,0.0002360996123024961,-0.00010067447219626046
candidate_tau0.5,85,0.5853658318519592,0.5656565427780151,100,0.14801746778190136,0.0005688155349344015,0.00020657419358030893,-0.00015566714777378365
candidate_tau0.5,86,0.5656565427780151,0.5445026159286499,100,0.14141003265976906,0.0005472630049916916,0.00021705482831748668,-0.00011315334835671819
candidate_tau0.5,87,0.5445026159286499,0.52173912525177,100,0.1386669585108757,0.0005968814002699219,0.0002378419801243581,-0.0001211974400212057
candidate_tau0.5,88,0.52173912525177,0.4971751570701599,100,0.1308320116996765,0.0005745470145484433,0.00022193492099177093,-0.0001306771725649014
candidate_tau0.5,89,0.4971751570701599,0.47058823704719543,100,0.12425528332591057,0.0005768462363630534,0.0002301998707844177,-0.00011644649479421788
candidate_tau0.5,90,0.47058823704719543,0.4417177736759186,100,0.12127111703157425,0.0005803907898371108,0.00023295288876397534,-0.00011448501230916008
candidate_tau0.5,91,0.4417177736759186,0.41025641560554504,100,0.10914675526320934,0.0005847860130597837,0.00022321541495330167,-0.0001383551831531804
candidate_tau0.5,92,0.41025641560554504,0.3758389353752136,100,0.10392747826874256,0.0006147964327828958,0.0002436831964587327,-0.00012743003986543045
candidate_tau0.5,93,0.3758389353752136,0.3380281627178192,100,0.09647967994213104,0.0005810201718122698,0.00021639386177412233,-0.00014823244826402514
