model,arm,kind,samples,fid,sfid,inception_score,baseline,delta_fid,full_calls_per_output,seconds,relative_seconds
raev2,ig,baseline,1000,39.43200363470146,,58.06604690551758,ig,0.0,100,740.6000806759112,1.0
raev2,ig_log_k02_w1,log,1000,39.25302072064795,,59.20949440002441,ig,-0.1789829140535062,300,2179.3824526271783,2.9427251083177812
raev2,ig_equal_nfe,baseline,1000,39.303842775337046,,58.41718673706055,ig,-0.12816085936441368,300,2214.0474711619318,2.989531771507875
