branch,sample_path,sample_sha256,fid_reference,evaluator_root,evaluator_commit,inception_score,fid
full,/data/users/zhoushunyu/eqvae/experiments/raev2_depth_condition_guidance_v1/formal_n1000_seed20260903_v1/full_conditional_run/full_conditional/samples.npz,04eb4eff6ad0c8f8c82f4ddaa63761bfd6e843e8598d0055c5a4b4c26a117126,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,53.80879669189453,39.36431376560938
ordinary,/data/users/zhoushunyu/eqvae/experiments/raev2_depth_condition_guidance_v1/formal_n1000_seed20260903_v1/conditional_ig_s1p78_t0p5_1p0_run/conditional_ig_s1p78_t0p5_1p0/samples.npz,8c1ce6176366e11420478213afaa5fbe4a6ee2a7f2b9a7dfe14fadbe1c55e3f2,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,57.05760536193848,39.35466832312727
positive,/data/users/zhoushunyu/eqvae/experiments/raev2_orthogonal_innovation_v1/seed20260903/positive_run/positive/samples.npz,a0c788ef6a00287a787f28e7a9dd3451a7d7adbd61030fe2b39c347b9b0d7e7b,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,56.57491493225098,39.196280878311654
negative,/data/users/zhoushunyu/eqvae/experiments/raev2_orthogonal_innovation_v1/seed20260903/negative_run/negative/samples.npz,a1d8902509764238a8b642c8b715aa05347d147ccfde5a9f6d6e42915c753844,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,58.14078254699707,39.53748869104788
donor,/data/users/zhoushunyu/eqvae/experiments/raev2_orthogonal_innovation_v1/seed20260903/donor_run/donor/samples.npz,753426233ea5c7c14c9eab7fa6419333b407225cc84342c96d68f746d07758d3,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,57.716905975341795,39.19867683057083
