arm,fid,sfid,inception_score,full_calls_per_image,reader_calls_per_image,sum_batch_gpu_seconds,raw_residual_relative_norm,predictable_part_relative_norm,residual_gap_cosine,normalized_orthogonal_energy_ratio,fallback_fraction
ig_restarted,65.13932039644499,208.80662834522775,35.6368522644043,113.776,0.0,91.5974884359166,0.0,0.0,0.0,0.0,0.0
residual_raw,65.24690334578213,209.8469899806529,35.460662841796875,113.92,71.792,95.48282550135627,0.9453816646139248,0.32513047461855615,0.940704777283029,0.11361694190470238,0.0
residual_norm,64.97227789373267,209.6902031016973,35.16997528076172,113.344,71.84,96.40286492090672,0.9451766186599144,0.32435458522706906,0.9409098470961065,0.11321957215812226,0.0
parallel_norm,65.5672905890222,208.90388220034004,35.6241340637207,113.248,71.216,95.89618057245389,0.9454570870977912,0.3261614347672267,0.9404086562275712,0.11417994617581649,0.0
