track,passes_gate,candidate_fid,best_control,best_control_fid,difference
ig,False,115.7732107889608,ode_competitor,99.35722895565505,16.41598183330575
cfg,False,85.82397269178415,ode_competitor,75.95586477827169,9.86810791351246
