weak,best_gamma,best_fid,sfid_at_best,is_at_best,at_search_boundary
v270,3.5,61.040592660547986,219.42024984315958,38.52859115600586,False
v400,4.0,68.62171869191951,219.06019731886363,33.40037155151367,True
