branch,sample_path,sample_sha256,fid_reference,evaluator_root,evaluator_commit,inception_score,fid
full_read_after_write,/data/users/zhoushunyu/eqvae/experiments/raev2_full_read_after_write_20260907/discovery5k/full_read_after_write/samples.npz,3d69218d607bdde5f176280537e456069df4457cf5cf3b92164103d0343debbb,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,156.60934753417968,6.970196780913625
