model,arm,kind,samples,fid,sfid,inception_score,delta_ig,delta_cost_control,full_calls_per_output,seconds,relative_seconds,reused,source_output
sit_small,ig,baseline,1000,65.4938018407928,207.6484318582701,35.9336051940918,0.0,,128,67.56264484813437,1.0,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/sit_small/ig
sit_small,ig_sg_w1,sg,1000,66.11923446648495,208.94518188365373,34.90444564819336,0.6254326256921559,0.5408787219195119,255,119.44419892178848,1.7679029468173157,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/sit_small/ig_sg_w1
sit_small,ig_log_k02_w1,log,1000,67.3417068233473,209.18922423238246,34.37662887573242,1.8479049825544962,1.7577488816330629,382,170.69101470382884,2.5264110824480577,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/sit_small/ig_log_k02_w1
sit_small,ig_sg_cost,baseline,1000,65.57835574456544,207.77426966909934,36.23917770385742,0.08455390377264393,,256,120.03530636709183,1.7766519744291274,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/sit_small/ig_sg_cost
sit_small,ig_log_cost,baseline,1000,65.58395794171423,207.87248032258742,36.101768493652344,0.09015610092143334,,382,172.48112970590591,2.5529067148511535,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/sit_small/ig_log_cost
