epsilon,train_sample_count,method,kind,sigma,relative_l2_mean,relative_l2_std,relative_l2_count,global_cosine_mean,global_cosine_std,global_cosine_count,norm_ratio_mean,norm_ratio_std,norm_ratio_count,positive_alignment_fraction_mean,positive_alignment_fraction_std,positive_alignment_fraction_count,estimate_rms_mean,estimate_rms_std,estimate_rms_count,target_rms_mean,target_rms_std,target_rms_count,inner_product_mean,inner_product_std,inner_product_count,classifier_bce_mean,classifier_bce_std,classifier_bce_count,classifier_accuracy_mean,classifier_accuracy_std,classifier_accuracy_count,classifier_auc_mean,classifier_auc_std,classifier_auc_count,real_logit_mean_mean,real_logit_mean_std,real_logit_mean_count,fake_logit_mean_mean,fake_logit_mean_std,fake_logit_mean_count,logit_mse_mean,logit_mse_std,logit_mse_count,centered_logit_mse_mean,centered_logit_mse_std,centered_logit_mse_count,logit_correlation_mean,logit_correlation_std,logit_correlation_count,quadrature_mass_mean,quadrature_mass_std,quadrature_mass_count,kl_before_mean,kl_before_std,kl_before_count,kl_after_mean,kl_after_std,kl_after_count,kl_change_mean,kl_change_std,kl_change_count,kl_directional_derivative_mean,kl_directional_derivative_std,kl_directional_derivative_count,oracle_kl_directional_derivative_mean,oracle_kl_directional_derivative_std,oracle_kl_directional_derivative_count,kl_action_ratio_mean,kl_action_ratio_std,kl_action_ratio_count,positive_jacobian_mass_fraction_mean,positive_jacobian_mass_fraction_std,positive_jacobian_mass_fraction_count,train_seconds_mean,train_seconds_std,train_seconds_count,parameter_count_mean,parameter_count_std,parameter_count_count,sobolev_lambda_mean,sobolev_lambda_std,sobolev_lambda_count,real_component_relative_l2_mean,real_component_relative_l2_std,real_component_relative_l2_count,real_component_global_cosine_mean,real_component_global_cosine_std,real_component_global_cosine_count,real_component_norm_ratio_mean,real_component_norm_ratio_std,real_component_norm_ratio_count,real_component_positive_alignment_fraction_mean,real_component_positive_alignment_fraction_std,real_component_positive_alignment_fraction_count,real_component_estimate_rms_mean,real_component_estimate_rms_std,real_component_estimate_rms_count,real_component_target_rms_mean,real_component_target_rms_std,real_component_target_rms_count,real_component_inner_product_mean,real_component_inner_product_std,real_component_inner_product_count,fake_component_relative_l2_mean,fake_component_relative_l2_std,fake_component_relative_l2_count,fake_component_global_cosine_mean,fake_component_global_cosine_std,fake_component_global_cosine_count,fake_component_norm_ratio_mean,fake_component_norm_ratio_std,fake_component_norm_ratio_count,fake_component_positive_alignment_fraction_mean,fake_component_positive_alignment_fraction_std,fake_component_positive_alignment_fraction_count,fake_component_estimate_rms_mean,fake_component_estimate_rms_std,fake_component_estimate_rms_count,fake_component_target_rms_mean,fake_component_target_rms_std,fake_component_target_rms_count,fake_component_inner_product_mean,fake_component_inner_product_std,fake_component_inner_product_count,component_error_pairwise_cosine_mean,component_error_pairwise_cosine_std,component_error_pairwise_cosine_count,component_error_pairwise_relative_l2_mean,component_error_pairwise_relative_l2_std,component_error_pairwise_relative_l2_count,component_error_left_rms_mean,component_error_left_rms_std,component_error_left_rms_count,component_error_right_rms_mean,component_error_right_rms_std,component_error_right_rms_count,component_common_error_rms_mean,component_common_error_rms_std,component_common_error_rms_count,component_difference_error_rms_mean,component_difference_error_rms_std,component_difference_error_rms_count,component_difference_to_common_error_ratio_mean,component_difference_to_common_error_ratio_std,component_difference_to_common_error_ratio_count
0.1,8192,factorized_dsm_coupled,factorized_dsm_coupled,0.03,88.63074239095052,12.153713094814224,3,0.030316245276480913,0.029757377978433072,3,88.65536244710286,12.182473525978912,3,0.5237630208333334,0.08180144075307831,3,1.233974536259969,0.16956515968571917,3,0.013918779790401459,0.0,3,0.000564787260373123,0.0006161269280100785,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1.0000025506744756,0.0,3,0.0011023435263729443,0.0,3,0.0026811296060060413,0.0003595730832068944,3,0.0015787860796330974,0.0003595730832068942,3,-0.0006223004455461802,0.000715001740087297,3,-0.0002198939742260475,0.0,3,2.83000226694009,3.251574958358279,3,1.0,0.0,3,16.775930968656514,2.3173342562195383,3,35716.0,0.0,3,,,0,0.7685551246007284,0.0570509528866668,3,0.6905854145685831,0.010646187601849854,3,0.9304010470708212,0.12529927870178065,3,0.8716634114583334,0.013798445696074716,3,5.7988715171813965,0.7809477867405599,3,6.2326579093933105,0.0,3,24.924889246622723,2.95002586103378,3,0.7610121568044027,0.04296923967185822,3,0.6952640612920126,0.004930276519796377,3,0.9303051034609476,0.1083965035027057,3,0.8723958333333334,0.006139218493666122,3,5.798403739929199,0.6756132251011963,3,6.232798099517822,0.0,3,25.113730748494465,2.747734680052432,3,0.9656088352203369,0.012223965430372623,3,0.2601785659790039,0.04526052743826541,3,4.790140946706136,0.35557907578866715,3,4.743235111236572,0.26781861802435897,3,4.725948810577393,0.3195969815615567,3,1.2336318095525105,0.16916483242046032,3,0.2625497778256734,0.04649961814855302,3
0.1,8192,factorized_dsm_coupled,factorized_dsm_coupled,0.1,26.07603391011556,2.794074887478962,3,0.03698236929873625,0.04887279732168112,3,26.09373728434245,2.8450801547251268,3,0.52392578125,0.08423523806959651,3,0.5138062934080759,0.056021878959597274,3,0.01969078928232193,0.0,3,0.0004100916606451695,0.0005368153654123277,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.9999980643489312,0.0,3,0.0011010961641184946,0.0,3,0.0013442490931777449,2.1953601975024473e-05,3,0.0002431529290592502,2.1953601975024483e-05,3,-0.00038746248311370907,0.0004191162575204477,3,-0.00032898182139133055,0.0,3,1.1777625933100255,1.273979989982183,3,1.0,0.0,3,16.775930968656514,2.3173342562195383,3,35716.0,0.0,3,,,0,0.6972887913386027,0.009637294775426611,3,0.7173840006192526,0.00832005557618643,3,0.7374827265739441,0.021082889996494318,3,0.902587890625,0.011427763416473096,3,4.113640149434407,0.11759921218134109,3,5.577948093414307,0.0,3,16.45754051208496,0.30424588824390303,3,0.6928453842798868,0.010400849255076408,3,0.7213574846585592,0.00944788377178511,3,0.7334534923235575,0.014331068177676013,3,0.911865234375,0.0158804046562006,3,4.091124216715495,0.07993712712124938,3,5.577891826629639,0.0,3,16.45846430460612,0.10479858364771427,3,0.9912148316701254,0.0016424989498074667,3,0.13233382254838943,0.012508823883412448,3,3.8894406159718833,0.05375620824485807,3,3.8646164735158286,0.05801493678044192,3,3.868490695953369,0.0541468282502846,3,0.5134576857089996,0.05501755442342796,3,0.13262966771920523,0.0125905107339436,3
0.1,8192,factorized_dsm_coupled,factorized_dsm_coupled,0.3,9.408738454182943,0.340305782246269,3,0.12595172858952233,0.11118589928066164,3,9.482652028401693,0.33558183235648575,3,0.5325520833333334,0.06536968763465396,3,0.2488866796096166,0.008807864548356956,3,0.026246527209877968,0.0,3,0.0008246578508988023,0.0007202857488597484,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.9999952697549711,0.0,3,0.0010775447296063087,0.0,3,0.001089381514747078,9.872902086877978e-06,3,1.1836785140769478e-05,9.87290208687798e-06,3,-0.0007849857072881088,0.0006804768217062722,3,-0.0006907426257512111,0.0,3,1.1364373328407298,0.9851380186161606,3,1.0,0.0,3,16.775930968656514,2.3173342562195383,3,35716.0,0.0,3,,,0,0.48272813359896344,0.0011563405180297418,3,0.8762907187143961,0.0012841282968142878,3,0.9017752210299174,0.02113834910514218,3,0.941162109375,0.003996754283140845,3,2.7101800441741943,0.06352887203671491,3,3.005383014678955,0.0,3,7.137657483418782,0.17745072130568587,3,0.4768701692422231,0.004447427184962937,3,0.8793136874834696,0.0020324917309211986,3,0.8965946435928345,0.019753701733449914,3,0.943603515625,0.0064593537867787855,3,2.6949774424235025,0.059375543978300964,3,3.0057923793792725,0.0,3,7.1226827303568525,0.1410278401893657,3,0.9854378898938497,0.0010467950517952628,3,0.1712464541196823,0.006463176726064027,3,1.4507830142974854,0.003475246909612663,3,1.4333727359771729,0.01336800303440801,3,1.4368189970652263,0.005499249644054861,3,0.24694671233495077,0.008931840049879567,3,0.1718794653813044,0.00653451715172283,3
0.1,8192,factorized_dsm_coupled,factorized_dsm_coupled,0.7,4.338499069213867,0.3229165305930478,3,0.24566571662823358,0.1498397091042182,3,4.47628386815389,0.17433563781444508,3,0.5808919270833334,0.029917272839652207,3,0.10128123064835866,0.003944550117109484,3,0.022626185789704323,0.0,3,0.0005542531628937771,0.0003225913912218011,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1.000003836019805,0.0,3,0.0009641897955740787,0.0,3,0.0009596766552512569,3.4460465943102897e-06,3,-4.513140322821728e-06,3.4460465943102893e-06,3,-0.0005327473697038708,0.000319625511535241,3,-0.0005161819845127,0.0,3,1.0320921413148685,0.61921090066129,3,1.0,0.0,3,16.775930968656514,2.3173342562195383,3,35716.0,0.0,3,,,0,0.11834641794363658,0.009207812383734724,3,0.9934778412183126,0.0008765862035979978,3,0.996442973613739,0.038855922771986275,3,0.98193359375,0.0038369711048588163,3,1.3115155696868896,0.051142005091820104,3,1.316197395324707,0.0,3,1.7149155139923096,0.0653605852624525,3,0.10490983227888744,0.019177245843277665,3,0.9946982065836588,0.00190070297481088,3,0.9954905311266581,0.030001362752874506,3,0.98828125,0.006609856626309025,3,1.310440222422282,0.03949305482662814,3,1.3163763284683228,0.0,3,1.7158217032750447,0.04843927923059761,3,0.7754582762718201,0.07011345604739044,3,0.6757848858833313,0.11842468484917379,3,0.15576724211374918,0.01211929444030209,3,0.13810082276662192,0.02524447320573654,3,0.13869340221087137,0.02031888743011219,3,0.09816368917624156,0.007306366905183022,3,0.7210890650749207,0.1400900170391237,3
0.1,8192,factorized_dsm_coupled,factorized_dsm_coupled,1.5,2.9005448818206787,0.35325189239046145,3,0.1443257729212443,0.14319476748002646,3,2.871933619181315,0.23463383796673443,3,0.5165201822916666,0.13271335566352846,3,0.04692186042666435,0.0038334650415616234,3,0.01633807271718979,0.0,3,0.0001052185859104308,0.0001068209766885433,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1.0000049963299888,0.0,3,0.0006167055046099918,0.0,3,0.0006157776288659201,9.780249916780693e-07,3,-9.278757440716202e-07,9.7802499167805e-07,3,-0.00010222321245700467,9.77617636793341e-05,3,-0.0002690814000332967,0.0,3,0.37989698449746195,0.3633166902923683,3,1.0,0.0,3,16.775930968656514,2.3173342562195383,3,35716.0,0.0,3,,,0,0.1288358693321546,0.01707566291479986,3,0.9950460394223531,0.0003702890396924182,3,1.0757114887237549,0.024309139839330328,3,0.976318359375,0.01356464295223545,3,0.6965367794036865,0.015740470556424992,3,0.647512674331665,0.0,3,0.44878021876017254,0.01002279527765164,3,0.12064307431379954,0.02170162437779499,3,0.9956686894098917,0.0008932485591484476,3,1.0724093516667683,0.02159721702706997,3,0.9803059895833334,0.01841981287300304,3,0.694616436958313,0.013988839033902235,3,0.6477157473564148,0.0,3,0.44796010851860046,0.008630675989537515,3,0.8319775064786276,0.046621669333953016,3,0.5912612577279409,0.10326417326296158,3,0.08342285454273224,0.011056710258970618,3,0.07814241945743561,0.014056487169651565,3,0.07740998019774754,0.010962885506197397,3,0.04738931233684222,0.00577145511025739,3,0.6209005117416382,0.11844961147055133,3
0.1,8192,oracle,oracle,0.0,0.0,,1,1.0,,1,1.0,,1,0.809326171875,,1,0.015160191804170609,,1,0.015160191804170609,,1,0.00022983142116572708,,1,0.6929998397827148,,1,0.51318359375,,1,0.5144743919372559,,1,0.0008275374420918524,,1,-0.0008611115044914186,,1,0.0,,1,0.0,,1,1.0,,1,1.0000017995277974,,1,0.0011024325110250996,,1,0.001100958666793046,,1,-1.473844232053505e-06,,1,-0.00020899226153452653,,1,-0.00020899226153452653,,1,1.0,,1,1.0,,1,0.0,,1,0.0,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
0.1,8192,oracle,oracle,0.03,0.0,,1,1.0,,1,1.0,,1,0.837890625,,1,0.013918779790401459,,1,0.013918779790401459,,1,0.00019373244140297174,,1,0.6925563812255859,,1,0.516357421875,,1,0.5216667652130127,,1,0.0011800159700214863,,1,-0.0022692354395985603,,1,0.0,,1,0.0,,1,1.0,,1,1.0000025506744756,,1,0.0011023435263729443,,1,0.0011007717640811746,,1,-1.571762291769762e-06,,1,-0.00021989397422604752,,1,-0.00021989397422604752,,1,1.0,,1,1.0,,1,0.0,,1,0.0,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
0.1,8192,oracle,oracle,0.1,0.0,,1,1.0,,1,1.0,,1,0.96728515625,,1,0.01969078928232193,,1,0.01969078928232193,,1,0.00038772719562985003,,1,0.6933858394622803,,1,0.5029296875,,1,0.5025227069854736,,1,0.0006375581142492592,,1,0.0004776449641212821,,1,0.0,,1,0.0,,1,1.0,,1,0.9999980643489312,,1,0.0011010961641184946,,1,0.0010985046658039293,,1,-2.591498314565314e-06,,1,-0.00032898182139133055,,1,-0.00032898182139133055,,1,1.0,,1,1.0,,1,0.0,,1,0.0,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
0.1,8192,oracle,oracle,0.3,0.0,,1,1.0,,1,1.0,,1,1.0,,1,0.026246527209877968,,1,0.026246527209877968,,1,0.0006888802163302898,,1,0.6926301717758179,,1,0.512451171875,,1,0.5190085172653198,,1,0.0024572284892201424,,1,-0.0007126207929104567,,1,0.0,,1,0.0,,1,1.0,,1,0.9999952697549712,,1,0.0010775447296063087,,1,0.0010709962866907309,,1,-6.548442915577796e-06,,1,-0.0006907426257512111,,1,-0.0006907426257512111,,1,1.0,,1,1.0,,1,0.0,,1,0.0,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
0.1,8192,oracle,oracle,0.7,0.0,,1,1.0,,1,1.0,,1,1.0,,1,0.022626185789704323,,1,0.022626185789704323,,1,0.0005119442939758301,,1,0.6931987404823303,,1,0.50244140625,,1,0.5014793872833252,,1,0.0011152834631502628,,1,0.00032834685407578945,,1,0.0,,1,0.0,,1,1.0,,1,1.000003836019805,,1,0.0009641897955740787,,1,0.0009590914964747372,,1,-5.09829909934147e-06,,1,-0.0005161819845127,,1,-0.0005161819845127,,1,1.0,,1,1.0,,1,0.0,,1,0.0,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
