seed,method,trial,sigmas,feature_field_coordinate_rms,image_vjp_coordinate_rms,parameter_vjp_exact_norm,sampled_coordinates,parameter_coordinates,condition_seconds,peak_memory_gib,artifact,sigma_0.1,sigma_0.3,sigma_0.7,sigma_1.5
0,shared_dsm,0,0.1+0.3+0.7+1.5,0.0593787357211113,0.0031583495438098907,52.60467786031473,262199,118234240,7.483440575073473,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed0_trial0.pt,0.1101999580860138,0.08205199986696243,0.04783497378230095,0.02332933060824871
1,shared_dsm,0,0.1+0.3+0.7+1.5,0.06906190514564514,0.004009860567748547,52.21284923369097,262199,118234240,7.239923715009354,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed1_trial0.pt,0.12560656666755676,0.09523319453001022,0.054154183715581894,0.02435499243438244
2,shared_dsm,0,0.1+0.3+0.7+1.5,0.06437430530786514,0.003374521853402257,53.797937753854626,262199,118234240,6.908252120018005,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed2_trial0.pt,0.11792260408401489,0.08651304990053177,0.049427155405282974,0.02553962543606758
0,shared_dsm,1,0.1+0.3+0.7+1.5,0.06900597363710403,0.003251907415688038,235.43929007964803,262199,118234240,6.723581967991777,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed0_trial1.pt,0.1305977702140808,0.09712529182434082,0.04984232783317566,0.02294399030506611
1,shared_dsm,1,0.1+0.3+0.7+1.5,0.07191592454910278,0.0033886737655848265,150.4298870116993,262199,118234240,7.345384713029489,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed1_trial1.pt,0.13354778289794922,0.0978950709104538,0.05418943613767624,0.02434740588068962
2,shared_dsm,1,0.1+0.3+0.7+1.5,0.06234365329146385,0.0028184615075588226,127.0063887581785,262199,118234240,7.243381140055135,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed2_trial1.pt,0.11546934396028519,0.08405335247516632,0.048081789165735245,0.022222422063350677
0,shared_dsm,2,0.1+0.3+0.7+1.5,0.0714838057756424,0.0023761922493577003,44.04310777518248,262199,118234240,6.673814253997989,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed0_trial2.pt,0.13564273715019226,0.09590202569961548,0.05570139363408089,0.02716434746980667
1,shared_dsm,2,0.1+0.3+0.7+1.5,0.07280433177947998,0.002726180013269186,62.72742303243603,262199,118234240,6.874517054064199,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed1_trial2.pt,0.14008592069149017,0.09656714648008347,0.0534503348171711,0.025414761155843735
2,shared_dsm,2,0.1+0.3+0.7+1.5,0.06863848865032196,0.002602603752166033,54.73601127320529,262199,118234240,7.347729625995271,3.4794998168945312,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_generator_vjp_batch8_20260824/artifacts/shared_dsm/seed2_trial2.pt,0.12992428243160248,0.09128904342651367,0.05124151334166527,0.02346053719520569
