seed,method,kind,sigma,intervention,sign,target_coordinate_rms,actual_coordinate_rms,feature_fd,baseline_feature_fd
0,ratio,ratio,0.1,shared_affine_vjp,-1.0,0.1,0.0999999865889549,1.833831935275242,0.8673320568411071
0,ratio,ratio,0.1,sample_field,1.0,0.1,0.0999999940395355,0.7727667046009685,0.8673320568411071
0,ratio,ratio,0.1,shared_affine_vjp,1.0,0.1,0.0999999865889549,1.059216531992604,0.8673320568411071
0,ratio,ratio,0.3,sample_field,-1.0,0.01,0.0100000007078051,0.8812712473341549,0.8673320568411071
0,ratio,ratio,0.3,shared_affine_vjp,-1.0,0.01,0.00999999884516,0.9109927134803256,0.8673320568411071
0,ratio,ratio,0.3,sample_field,1.0,0.01,0.0100000007078051,0.8541166404699396,0.8673320568411071
0,ratio,ratio,0.3,shared_affine_vjp,1.0,0.01,0.00999999884516,0.8350932437772087,0.8673320568411071
0,ratio,ratio,0.3,sample_field,-1.0,0.03,0.0300000011920928,0.9112277866669274,0.8673320568411071
0,ratio,ratio,0.3,shared_affine_vjp,-1.0,0.03,0.0299999993294477,1.0325736751435528,0.8673320568411071
0,ratio,ratio,0.3,sample_field,1.0,0.03,0.0300000011920928,0.8299690119112739,0.8673320568411071
0,ratio,ratio,0.3,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.8048835695320378,0.8673320568411071
0,ratio,ratio,0.3,sample_field,-1.0,0.1,0.1000000089406967,1.0363851059175315,0.8673320568411071
0,ratio,ratio,0.3,shared_affine_vjp,-1.0,0.1,0.0999999940395355,1.8175097972888492,0.8673320568411071
0,ratio,ratio,0.3,sample_field,1.0,0.1,0.1000000089406967,0.7732247982093128,0.8673320568411071
0,ratio,ratio,0.3,shared_affine_vjp,1.0,0.1,0.0999999940395355,1.0588590054527458,0.8673320568411071
0,ratio,ratio,0.7,sample_field,-1.0,0.01,0.00999999884516,0.8806022645244269,0.8673320568411071
0,ratio,ratio,0.7,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.9131591581722488,0.8673320568411071
0,ratio,ratio,0.7,sample_field,1.0,0.01,0.00999999884516,0.8545200912757167,0.8673320568411071
0,ratio,ratio,0.7,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8327858061035158,0.8673320568411071
0,ratio,ratio,0.7,sample_field,-1.0,0.03,0.0299999993294477,0.9084046382421036,0.8673320568411071
0,ratio,ratio,0.7,shared_affine_vjp,-1.0,0.03,0.0299999974668025,1.038646316223037,0.8673320568411071
0,ratio,ratio,0.7,sample_field,1.0,0.03,0.0299999993294477,0.830404962039168,0.8673320568411071
0,ratio,ratio,0.7,shared_affine_vjp,1.0,0.03,0.0299999974668025,0.7975414538497176,0.8673320568411071
0,ratio,ratio,0.7,sample_field,-1.0,0.1,0.0999999940395355,1.0170749090003852,0.8673320568411071
0,ratio,ratio,0.7,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.8326522495861468,0.8673320568411071
0,ratio,ratio,0.7,sample_field,1.0,0.1,0.0999999940395355,0.7663342340373163,0.8673320568411071
0,ratio,ratio,0.7,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.0295445039512146,0.8673320568411071
0,ratio,ratio,1.5,sample_field,-1.0,0.01,0.0099999997764825,0.8827253845619794,0.8673320568411071
0,ratio,ratio,1.5,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.9190577783914192,0.8673320568411071
0,ratio,ratio,1.5,sample_field,1.0,0.01,0.0099999997764825,0.8523734588950447,0.8673320568411071
0,ratio,ratio,1.5,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8271380408631188,0.8673320568411071
0,ratio,ratio,1.5,sample_field,-1.0,0.03,0.0299999993294477,0.91467129135836,0.8673320568411071
0,ratio,ratio,1.5,shared_affine_vjp,-1.0,0.03,0.0299999993294477,1.0570893335137157,0.8673320568411071
0,ratio,ratio,1.5,sample_field,1.0,0.03,0.0299999993294477,0.8239309995200443,0.8673320568411071
0,ratio,ratio,1.5,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.7813580600285093,0.8673320568411071
0,ratio,ratio,1.5,sample_field,-1.0,0.1,0.1000000014901161,1.036151723303746,0.8673320568411071
0,ratio,ratio,1.5,shared_affine_vjp,-1.0,0.1,0.1000000089406967,1.9027954221541137,0.8673320568411071
0,ratio,ratio,1.5,sample_field,1.0,0.1,0.1000000014901161,0.7454902887574661,0.8673320568411071
0,ratio,ratio,1.5,shared_affine_vjp,1.0,0.1,0.1000000089406967,0.9847543941418166,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,sample_field,-1.0,0.01,0.0099999997764825,0.8790783914442102,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.9093468816053728,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,sample_field,1.0,0.01,0.0099999997764825,0.8560224936994558,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8364099799871809,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,sample_field,-1.0,0.03,0.030000003054738,0.9037660943164808,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,shared_affine_vjp,-1.0,0.03,0.0299999993294477,1.0266382818027893,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,sample_field,1.0,0.03,0.030000003054738,0.8348499747573754,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.8078571732578723,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,sample_field,-1.0,0.1,0.1000000014901161,1.0007545475269382,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.785801726403463,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,sample_field,1.0,0.1,0.1000000014901161,0.7804677026128957,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.0,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.0576681060584292,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,sample_field,-1.0,0.01,0.00999999884516,0.878036754057149,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.908662512852672,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,sample_field,1.0,0.01,0.00999999884516,0.8569232379066136,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8369273784705058,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,sample_field,-1.0,0.03,0.0299999956041574,0.9002393526081391,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,shared_affine_vjp,-1.0,0.03,0.0299999993294477,1.0240871909834937,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,sample_field,1.0,0.03,0.0299999956041574,0.8371097883938035,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.8089051906667493,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,sample_field,-1.0,0.1,0.0999999865889549,0.9849027487123578,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.7715491409814916,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,sample_field,1.0,0.1,0.0999999865889549,0.7823807031692525,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.1,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.0551760585578052,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,sample_field,-1.0,0.01,0.0099999997764825,0.8783740398180271,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.9102332165353886,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,sample_field,1.0,0.01,0.0099999997764825,0.856564809662899,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8353600495510847,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,sample_field,-1.0,0.03,0.0299999974668025,0.9011888810664316,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,shared_affine_vjp,-1.0,0.03,0.0300000011920928,1.0288029513254031,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,sample_field,1.0,0.03,0.0299999974668025,0.8359701499929457,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,shared_affine_vjp,1.0,0.03,0.0300000011920928,0.8042199853405805,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,sample_field,-1.0,0.1,0.1000000014901161,0.9873761166087576,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.7871474253326625,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,sample_field,1.0,0.1,0.1000000014901161,0.7778163415812855,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.3,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.039938637116791,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,sample_field,-1.0,0.01,0.0099999997764825,0.8822932838476021,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.9155606459893022,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,sample_field,1.0,0.01,0.0099999997764825,0.8530117881156372,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8305766491720874,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,sample_field,-1.0,0.03,0.0299999974668025,0.9140217728433556,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,shared_affine_vjp,-1.0,0.03,0.0299999974668025,1.0464266250988177,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,sample_field,1.0,0.03,0.0299999974668025,0.8264298783091277,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,shared_affine_vjp,1.0,0.03,0.0299999974668025,0.7914936046907854,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,sample_field,-1.0,0.1,0.1000000014901161,1.041921414022383,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.8653444776005443,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,sample_field,1.0,0.1,0.1000000014901161,0.7594340803729978,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,0.7,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.0162906592603491,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,sample_field,-1.0,0.01,0.0099999997764825,0.8853764680090705,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.920453580171582,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,sample_field,1.0,0.01,0.0099999997764825,0.8500867880162275,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8260133253647837,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,sample_field,-1.0,0.03,0.0300000011920928,0.923765869613078,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,shared_affine_vjp,-1.0,0.03,0.0299999956041574,1.062112762077021,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,sample_field,1.0,0.03,0.0300000011920928,0.8181136688189099,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,shared_affine_vjp,1.0,0.03,0.0299999956041574,0.7787747730943693,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,sample_field,-1.0,0.1,0.1000000089406967,1.0808930346097014,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.929915367392056,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,sample_field,1.0,0.1,0.1000000089406967,0.7368527584396247,0.8673320568411071
0,sobolev_ratio_lam0.1,sobolev_ratio,1.5,shared_affine_vjp,1.0,0.1,0.1000000014901161,0.9847936024539904,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,sample_field,-1.0,0.01,0.0099999997764825,0.9184517355182038,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.9130379954725356,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,sample_field,1.0,0.01,0.0099999997764825,0.8263797169726104,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8338327151170972,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,sample_field,-1.0,0.03,0.0300000011920928,1.0509361400021504,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,shared_affine_vjp,-1.0,0.03,0.0299999993294477,1.0410274595185172,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,sample_field,1.0,0.03,0.0300000011920928,0.7752185433548391,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.8034941190740454,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,sample_field,-1.0,0.1,0.1000000014901161,1.8245946308394136,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.8718437985645977,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,sample_field,1.0,0.1,0.1000000014901161,0.9246506055997656,0.8673320568411071
0,shared_dsm,shared_dsm,0.1,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.0832160082269129,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,sample_field,-1.0,0.01,0.00999999884516,0.919938267843392,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.9162465805106308,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,sample_field,1.0,0.01,0.00999999884516,0.8247098996445459,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8307319996701352,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,sample_field,-1.0,0.03,0.0299999974668025,1.0548461995107914,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,shared_affine_vjp,-1.0,0.03,0.0299999993294477,1.050998619640552,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,sample_field,1.0,0.03,0.0299999974668025,0.7696603328853655,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.7944949136100945,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,sample_field,-1.0,0.1,0.0999999940395355,1.8313232571265277,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.9097436287235183,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,sample_field,1.0,0.1,0.0999999940395355,0.8997981346261383,0.8673320568411071
0,shared_dsm,shared_dsm,0.3,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.0562583162724195,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,sample_field,-1.0,0.01,0.0100000007078051,0.9135140229114428,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.9160227544615792,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,sample_field,1.0,0.01,0.0100000007078051,0.8296048080139258,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8310044827802869,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,sample_field,-1.0,0.03,0.0299999993294477,1.0309520323154828,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,shared_affine_vjp,-1.0,0.03,0.0299999974668025,1.0504926210852688,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,sample_field,1.0,0.03,0.0299999993294477,0.779792912072125,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,shared_affine_vjp,1.0,0.03,0.0299999974668025,0.7954391262735641,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,sample_field,-1.0,0.1,0.1000000089406967,1.697067252769898,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,shared_affine_vjp,-1.0,0.1,0.0999999940395355,1.9105178218172512,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,sample_field,1.0,0.1,0.1000000089406967,0.8814756906652548,0.8673320568411071
0,shared_dsm,shared_dsm,0.7,shared_affine_vjp,1.0,0.1,0.0999999940395355,1.0603925008498436,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,sample_field,-1.0,0.01,0.0099999997764825,0.9023807104072148,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,shared_affine_vjp,-1.0,0.01,0.00999999884516,0.9137178435320692,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,sample_field,1.0,0.01,0.0099999997764825,0.8379322366267701,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,shared_affine_vjp,1.0,0.01,0.00999999884516,0.8333377437847531,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,sample_field,-1.0,0.03,0.0300000011920928,0.9891208745166152,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,shared_affine_vjp,-1.0,0.03,0.0299999993294477,1.0436704608736136,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,sample_field,1.0,0.03,0.0300000011920928,0.796381883156144,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.8025163388771688,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,sample_field,-1.0,0.1,0.1000000089406967,1.4595366487829295,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.889051124535726,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,sample_field,1.0,0.1,0.1000000089406967,0.8399121492558379,0.8673320568411071
0,shared_dsm,shared_dsm,1.5,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.0846798202407797,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,sample_field,-1.0,0.01,0.0099999997764825,0.8850915754398017,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.8842984071105633,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,sample_field,1.0,0.01,0.0099999997764825,0.8577158698821279,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8608282535281546,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,sample_field,-1.0,0.03,0.0299999993294477,0.944968031035188,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,shared_affine_vjp,-1.0,0.03,0.0299999993294477,0.9495970587290544,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,sample_field,1.0,0.03,0.0299999993294477,0.8629853026726124,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.8792305775173332,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,sample_field,-1.0,0.1,0.1000000014901161,1.408349079165916,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.5069448829466552,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,sample_field,1.0,0.1,0.1000000014901161,1.1405449820246076,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.1,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.274056382388764,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,sample_field,-1.0,0.01,0.00999999884516,0.890974481653501,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,shared_affine_vjp,-1.0,0.01,0.00999999884516,0.8955350064876484,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,sample_field,1.0,0.01,0.00999999884516,0.8480111918673714,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,shared_affine_vjp,1.0,0.01,0.00999999884516,0.8467039626825965,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,sample_field,-1.0,0.03,0.0299999993294477,0.9510557953335166,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,shared_affine_vjp,-1.0,0.03,0.0299999993294477,0.9745813436412476,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,sample_field,1.0,0.03,0.0299999993294477,0.8225012848493947,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,shared_affine_vjp,1.0,0.03,0.0299999993294477,0.8282565540927465,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,sample_field,-1.0,0.1,0.1000000014901161,1.291250049213275,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,shared_affine_vjp,-1.0,0.1,0.1000000014901161,1.4867640556018529,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,sample_field,1.0,0.1,0.1000000014901161,0.8754272923827955,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.3,shared_affine_vjp,1.0,0.1,0.1000000014901161,1.0053952693030794,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.7,sample_field,-1.0,0.01,0.0099999997764825,0.8884705971572515,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.7,shared_affine_vjp,-1.0,0.01,0.0099999997764825,0.8994761169304724,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.7,sample_field,1.0,0.01,0.0099999997764825,0.8488672449896342,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.7,shared_affine_vjp,1.0,0.01,0.0099999997764825,0.8427899061205153,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.7,sample_field,-1.0,0.03,0.0299999993294477,0.9385953120520156,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.7,shared_affine_vjp,-1.0,0.03,0.0300000011920928,0.9864846444544924,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.7,sample_field,1.0,0.03,0.0299999993294477,0.8201393895780882,0.8673320568411071
0,factorized_dsm_coupled,factorized_dsm_coupled,0.7,shared_affine_vjp,1.0,0.03,0.0300000011920928,0.8165967243879777,0.8673320568411071
