method,trial,left_seed,right_seed,parameter_group,sketch_cosine,left_exact_norm,right_exact_norm
shared_dsm,0,1,2,net.time_tokens,0.8221343674785926,0.08006653881605476,0.07827457939875936
shared_dsm,0,1,2,net.u_final_layer,0.4971224074778951,19.392827209930093,15.006781070833583
shared_dsm,0,1,2,net.u_heads,0.662406950322568,31.940547173938302,28.533928852157235
shared_dsm,0,1,2,net.x_embedder,0.6591309057984505,40.80838381866412,41.168296390230694
shared_dsm,0,1,2,net.y_embedder,1.0,1.3542717315407091,1.3954591481644252
shared_dsm,1,0,1,net.cfg_t_end_embedder,0.9420251115174864,4.940081273598602,5.377484527344487
shared_dsm,1,0,1,net.cfg_t_start_embedder,0.927877780664644,50.964545666807105,52.94542961118752
shared_dsm,1,0,1,net.class_tokens,0.9043554204157431,2.518802087609499,2.7750342177916343
shared_dsm,1,0,1,net.h_embedder,0.9404196117857175,11.956383326580363,12.998203281852495
shared_dsm,1,0,1,net.omega_embedder,0.9463880667728007,12.869461527284576,13.181259541294716
shared_dsm,1,0,1,net.omega_tokens,0.9180139634072633,0.2885887114704171,0.30037665488249715
shared_dsm,1,0,1,net.pos_embed,0.9829037676566436,2.6219728242113796,2.894575830815138
shared_dsm,1,0,1,net.shared_blocks.0,0.9007303775942694,117.90290587465181,130.24917591543365
shared_dsm,1,0,1,net.shared_blocks.1,0.937903780458601,90.79858040976035,102.1837770191179
shared_dsm,1,0,1,net.shared_blocks.2,0.9222734482864803,72.50981454825494,80.04081835522054
shared_dsm,1,0,1,net.shared_blocks.3,0.9261421947030246,57.78739278736314,66.80577421535932
shared_dsm,1,0,1,net.shared_blocks.4,0.898868463021957,43.51253710951007,53.779768735475294
shared_dsm,1,0,1,net.shared_blocks.5,0.8712612987981339,35.057383698112105,43.147848041161375
shared_dsm,1,0,1,net.shared_blocks.6,0.9012081728887932,30.95258576959912,37.40151890984184
shared_dsm,1,0,1,net.shared_blocks.7,0.8976239550725307,27.46148711012883,32.34706875578291
shared_dsm,1,0,1,net.t_max_tokens,0.9754602173749007,0.17234654652062334,0.18914156913335045
shared_dsm,1,0,1,net.t_min_tokens,0.9862946859816,0.25374693236848245,0.26439580141511093
shared_dsm,1,0,1,net.time_tokens,0.9730751184914237,0.2134937355446727,0.22736182346993877
shared_dsm,1,0,1,net.u_final_layer,0.803885868522263,14.845194559909475,16.12466652474263
shared_dsm,1,0,1,net.u_heads,0.82364681303623,37.11568430872025,43.22794671361827
shared_dsm,1,0,1,net.x_embedder,0.9471492799032228,55.714370976038445,66.99458906002735
shared_dsm,1,0,1,net.y_embedder,0.9949481233573503,3.518989241101371,3.7548917096840038
shared_dsm,1,0,2,net.cfg_t_end_embedder,0.9647298028978879,4.940081273598602,4.966155011037628
shared_dsm,1,0,2,net.cfg_t_start_embedder,0.9479150370613382,50.964545666807105,53.2968547736044
shared_dsm,1,0,2,net.class_tokens,0.9666892839779244,2.518802087609499,2.6042022800427054
shared_dsm,1,0,2,net.h_embedder,0.97142052059776,11.956383326580363,12.741142189350846
shared_dsm,1,0,2,net.omega_embedder,0.9662209983922112,12.869461527284576,14.082838731690156
shared_dsm,1,0,2,net.omega_tokens,0.9014543984029569,0.2885887114704171,0.31804588797654426
shared_dsm,1,0,2,net.pos_embed,0.9677175416768262,2.6219728242113796,2.718317808460876
shared_dsm,1,0,2,net.shared_blocks.0,0.9601551613484467,117.90290587465181,126.9165499784963
shared_dsm,1,0,2,net.shared_blocks.1,0.9601182487442886,90.79858040976035,95.67173009503195
shared_dsm,1,0,2,net.shared_blocks.2,0.9542260458003163,72.50981454825494,77.22135204205249
shared_dsm,1,0,2,net.shared_blocks.3,0.9295847958214498,57.78739278736314,62.1276474078218
shared_dsm,1,0,2,net.shared_blocks.4,0.8866981274015531,43.51253710951007,46.438375055898845
shared_dsm,1,0,2,net.shared_blocks.5,0.8434907757102311,35.057383698112105,35.81077801650344
shared_dsm,1,0,2,net.shared_blocks.6,0.8394521506566494,30.95258576959912,30.580372291800483
shared_dsm,1,0,2,net.shared_blocks.7,0.8215793411487344,27.46148711012883,26.193902538377337
shared_dsm,1,0,2,net.t_max_tokens,0.9716098253086265,0.17234654652062334,0.17541858631988563
shared_dsm,1,0,2,net.t_min_tokens,0.9724612733947025,0.25374693236848245,0.26576731998303366
shared_dsm,1,0,2,net.time_tokens,0.9780058560816723,0.2134937355446727,0.22736122798020714
shared_dsm,1,0,2,net.u_final_layer,0.6039447917764927,14.845194559909475,10.054175546128597
shared_dsm,1,0,2,net.u_heads,0.7142022874852033,37.11568430872025,30.583885656905437
shared_dsm,1,0,2,net.x_embedder,0.9721617060279829,55.714370976038445,58.78291282052884
shared_dsm,1,0,2,net.y_embedder,0.9980935859925372,3.518989241101371,3.6772629181473007
shared_dsm,1,1,2,net.cfg_t_end_embedder,0.9416444724298568,5.377484527344487,4.966155011037628
shared_dsm,1,1,2,net.cfg_t_start_embedder,0.951248471881027,52.94542961118752,53.2968547736044
shared_dsm,1,1,2,net.class_tokens,0.9280898416019955,2.7750342177916343,2.6042022800427054
shared_dsm,1,1,2,net.h_embedder,0.948743096868631,12.998203281852495,12.741142189350846
shared_dsm,1,1,2,net.omega_embedder,0.9466906265564736,13.181259541294716,14.082838731690156
shared_dsm,1,1,2,net.omega_tokens,0.9299955239306201,0.30037665488249715,0.31804588797654426
shared_dsm,1,1,2,net.pos_embed,0.9628437942813977,2.894575830815138,2.718317808460876
shared_dsm,1,1,2,net.shared_blocks.0,0.9272352946583318,130.24917591543365,126.9165499784963
shared_dsm,1,1,2,net.shared_blocks.1,0.9473579923154158,102.1837770191179,95.67173009503195
shared_dsm,1,1,2,net.shared_blocks.2,0.9263687463288633,80.04081835522054,77.22135204205249
shared_dsm,1,1,2,net.shared_blocks.3,0.934732094407571,66.80577421535932,62.1276474078218
shared_dsm,1,1,2,net.shared_blocks.4,0.9258571013562261,53.779768735475294,46.438375055898845
shared_dsm,1,1,2,net.shared_blocks.5,0.9122727326430529,43.147848041161375,35.81077801650344
shared_dsm,1,1,2,net.shared_blocks.6,0.8975211435290427,37.40151890984184,30.580372291800483
shared_dsm,1,1,2,net.shared_blocks.7,0.8670166055603157,32.34706875578291,26.193902538377337
shared_dsm,1,1,2,net.t_max_tokens,0.8983067815583579,0.18914156913335045,0.17541858631988563
shared_dsm,1,1,2,net.t_min_tokens,0.9576344876314952,0.26439580141511093,0.26576731998303366
shared_dsm,1,1,2,net.time_tokens,0.9848421893276923,0.22736182346993877,0.22736122798020714
shared_dsm,1,1,2,net.u_final_layer,0.6182048917735264,16.12466652474263,10.054175546128597
shared_dsm,1,1,2,net.u_heads,0.7409534231809728,43.22794671361827,30.583885656905437
shared_dsm,1,1,2,net.x_embedder,0.9555527548553222,66.99458906002735,58.78291282052884
shared_dsm,1,1,2,net.y_embedder,0.9986986030606324,3.7548917096840038,3.6772629181473007
sobolev_ratio_lam0.1,0,0,1,net.cfg_t_end_embedder,0.3117578969535728,12.858046986403727,9.88814764275549
sobolev_ratio_lam0.1,0,0,1,net.cfg_t_start_embedder,0.7988384063458098,77.41880698899803,77.6450654309391
sobolev_ratio_lam0.1,0,0,1,net.class_tokens,0.4090901456150687,3.752923023248514,3.7201973674113957
sobolev_ratio_lam0.1,0,0,1,net.h_embedder,0.5423546685521744,19.37287150156979,19.379035534777177
sobolev_ratio_lam0.1,0,0,1,net.omega_embedder,0.4448563745169113,23.915659462997606,23.525368911620994
sobolev_ratio_lam0.1,0,0,1,net.omega_tokens,0.2365797195352474,0.5834562546459401,0.6540198319519788
sobolev_ratio_lam0.1,0,0,1,net.pos_embed,0.38833458681028227,4.173823738726252,4.123895750404514
sobolev_ratio_lam0.1,0,0,1,net.shared_blocks.0,0.5778608032060962,222.81942391051552,245.20575577573695
sobolev_ratio_lam0.1,0,0,1,net.shared_blocks.1,0.6335021228235457,190.36739450125876,175.44637891006406
sobolev_ratio_lam0.1,0,0,1,net.shared_blocks.2,0.6243487129975921,157.46666974102314,149.61726485503343
sobolev_ratio_lam0.1,0,0,1,net.shared_blocks.3,0.6263817906089223,141.98329617381242,146.15120190722973
sobolev_ratio_lam0.1,0,0,1,net.shared_blocks.4,0.6122438406073374,122.45267252071845,128.0285674688953
sobolev_ratio_lam0.1,0,0,1,net.shared_blocks.5,0.5001253386262879,105.10783670296415,112.00419768937864
sobolev_ratio_lam0.1,0,0,1,net.shared_blocks.6,0.4090424067278809,92.48852812013273,93.90424950745928
sobolev_ratio_lam0.1,0,0,1,net.shared_blocks.7,0.2737426823841867,82.76731190893196,72.93663772842346
sobolev_ratio_lam0.1,0,0,1,net.t_max_tokens,0.16402126726571956,0.39228925486450095,0.3542200544924522
sobolev_ratio_lam0.1,0,0,1,net.t_min_tokens,0.10048407770041932,0.3897268778129927,0.3899225222687237
sobolev_ratio_lam0.1,0,0,1,net.time_tokens,0.9259955347390404,0.3263337288460191,0.31991872409880906
sobolev_ratio_lam0.1,0,0,1,net.u_final_layer,0.1154236963803366,61.151426902382106,72.80831107494915
sobolev_ratio_lam0.1,0,0,1,net.u_heads,0.2842982093122841,125.65922792663362,113.21756324347488
sobolev_ratio_lam0.1,0,0,1,net.x_embedder,0.7012403640618124,173.35734053530547,158.83390442394105
sobolev_ratio_lam0.1,0,0,1,net.y_embedder,1.0,6.001196949508851,5.4041896362986375
sobolev_ratio_lam0.1,0,0,2,net.cfg_t_end_embedder,0.21885675502556862,12.858046986403727,4.267225416039403
sobolev_ratio_lam0.1,0,0,2,net.cfg_t_start_embedder,0.5163331701944579,77.41880698899803,36.57230307249011
sobolev_ratio_lam0.1,0,0,2,net.class_tokens,0.4815717737608061,3.752923023248514,1.6794103712885973
sobolev_ratio_lam0.1,0,0,2,net.h_embedder,0.06652003741700324,19.37287150156979,7.527166445390253
sobolev_ratio_lam0.1,0,0,2,net.omega_embedder,0.09560555134380988,23.915659462997606,9.072297306777259
sobolev_ratio_lam0.1,0,0,2,net.omega_tokens,-0.2505920171558525,0.5834562546459401,0.21585169263291848
sobolev_ratio_lam0.1,0,0,2,net.pos_embed,-0.03286350508353965,4.173823738726252,1.8435585071731297
sobolev_ratio_lam0.1,0,0,2,net.shared_blocks.0,0.2967586193859986,222.81942391051552,92.2120087630357
sobolev_ratio_lam0.1,0,0,2,net.shared_blocks.1,0.3529048974456883,190.36739450125876,73.99244493243405
sobolev_ratio_lam0.1,0,0,2,net.shared_blocks.2,0.39408332912565863,157.46666974102314,65.25652279219584
sobolev_ratio_lam0.1,0,0,2,net.shared_blocks.3,0.35404756053714104,141.98329617381242,68.13291749711763
sobolev_ratio_lam0.1,0,0,2,net.shared_blocks.4,0.3177011411527387,122.45267252071845,55.92407615928912
sobolev_ratio_lam0.1,0,0,2,net.shared_blocks.5,0.2569532339213707,105.10783670296415,51.004252286431466
sobolev_ratio_lam0.1,0,0,2,net.shared_blocks.6,0.18457709454545823,92.48852812013273,48.37229777740125
sobolev_ratio_lam0.1,0,0,2,net.shared_blocks.7,0.15028347974339257,82.76731190893196,44.75630736623173
sobolev_ratio_lam0.1,0,0,2,net.t_max_tokens,0.7721225221309497,0.39228925486450095,0.14445873181460384
sobolev_ratio_lam0.1,0,0,2,net.t_min_tokens,0.44940457576411225,0.3897268778129927,0.18404899973595082
sobolev_ratio_lam0.1,0,0,2,net.time_tokens,0.5986886024005333,0.3263337288460191,0.13034178753687303
sobolev_ratio_lam0.1,0,0,2,net.u_final_layer,0.041545479309585354,61.151426902382106,38.87582383090853
sobolev_ratio_lam0.1,0,0,2,net.u_heads,0.09748896609534329,125.65922792663362,74.82151593144445
sobolev_ratio_lam0.1,0,0,2,net.x_embedder,0.594357388320133,173.35734053530547,69.26922159157678
sobolev_ratio_lam0.1,0,0,2,net.y_embedder,1.0,6.001196949508851,2.318494362353229
sobolev_ratio_lam0.1,0,1,2,net.cfg_t_end_embedder,0.4864445712666258,9.88814764275549,4.267225416039403
sobolev_ratio_lam0.1,0,1,2,net.cfg_t_start_embedder,0.6867365928417313,77.6450654309391,36.57230307249011
sobolev_ratio_lam0.1,0,1,2,net.class_tokens,0.764946396336268,3.7201973674113957,1.6794103712885973
sobolev_ratio_lam0.1,0,1,2,net.h_embedder,0.4093625249820323,19.379035534777177,7.527166445390253
sobolev_ratio_lam0.1,0,1,2,net.omega_embedder,0.3227008680345298,23.525368911620994,9.072297306777259
sobolev_ratio_lam0.1,0,1,2,net.omega_tokens,0.5329433686237108,0.6540198319519788,0.21585169263291848
sobolev_ratio_lam0.1,0,1,2,net.pos_embed,0.3181727479976199,4.123895750404514,1.8435585071731297
sobolev_ratio_lam0.1,0,1,2,net.shared_blocks.0,0.4544513578711212,245.20575577573695,92.2120087630357
sobolev_ratio_lam0.1,0,1,2,net.shared_blocks.1,0.48129235765896344,175.44637891006406,73.99244493243405
sobolev_ratio_lam0.1,0,1,2,net.shared_blocks.2,0.5561285088035586,149.61726485503343,65.25652279219584
sobolev_ratio_lam0.1,0,1,2,net.shared_blocks.3,0.5728660078445584,146.15120190722973,68.13291749711763
sobolev_ratio_lam0.1,0,1,2,net.shared_blocks.4,0.5814075876729512,128.0285674688953,55.92407615928912
sobolev_ratio_lam0.1,0,1,2,net.shared_blocks.5,0.5133490168230156,112.00419768937864,51.004252286431466
sobolev_ratio_lam0.1,0,1,2,net.shared_blocks.6,0.40813846645864166,93.90424950745928,48.37229777740125
sobolev_ratio_lam0.1,0,1,2,net.shared_blocks.7,0.3574963741619649,72.93663772842346,44.75630736623173
sobolev_ratio_lam0.1,0,1,2,net.t_max_tokens,0.5950474595411698,0.3542200544924522,0.14445873181460384
sobolev_ratio_lam0.1,0,1,2,net.t_min_tokens,-0.8366120438883642,0.3899225222687237,0.18404899973595082
sobolev_ratio_lam0.1,0,1,2,net.time_tokens,0.42842995926341587,0.31991872409880906,0.13034178753687303
sobolev_ratio_lam0.1,0,1,2,net.u_final_layer,0.327958491955231,72.80831107494915,38.87582383090853
sobolev_ratio_lam0.1,0,1,2,net.u_heads,0.30757976027839995,113.21756324347488,74.82151593144445
sobolev_ratio_lam0.1,0,1,2,net.x_embedder,0.6109790315364738,158.83390442394105,69.26922159157678
sobolev_ratio_lam0.1,0,1,2,net.y_embedder,1.0,5.4041896362986375,2.318494362353229
sobolev_ratio_lam0.1,1,0,1,net.cfg_t_end_embedder,0.2184157065518278,19.201125598440594,10.041251989347394
sobolev_ratio_lam0.1,1,0,1,net.cfg_t_start_embedder,0.2744228362895821,174.7147269403149,83.88562699638085
sobolev_ratio_lam0.1,1,0,1,net.class_tokens,0.7232489539252274,10.040579941716608,4.734447199539542
sobolev_ratio_lam0.1,1,0,1,net.h_embedder,0.11356213531494748,39.621344960497325,17.78406236865951
sobolev_ratio_lam0.1,1,0,1,net.omega_embedder,0.2677451215029509,44.83462962396953,18.371234806355243
sobolev_ratio_lam0.1,1,0,1,net.omega_tokens,-0.1348804210382791,1.0774016543789515,0.4397701596867572
sobolev_ratio_lam0.1,1,0,1,net.pos_embed,0.5302920075701675,10.578242746881907,4.902922315294001
sobolev_ratio_lam0.1,1,0,1,net.shared_blocks.0,0.3810727834007298,535.6912400014734,188.02980171011086
sobolev_ratio_lam0.1,1,0,1,net.shared_blocks.1,0.42696073898641146,424.1930901052211,148.37696152523722
sobolev_ratio_lam0.1,1,0,1,net.shared_blocks.2,0.37126159425457583,354.0157274872869,125.3423534923862
sobolev_ratio_lam0.1,1,0,1,net.shared_blocks.3,0.28872321947343,337.22867676194664,112.4428386653523
sobolev_ratio_lam0.1,1,0,1,net.shared_blocks.4,0.34974804493941763,300.92172491089946,98.1854194983275
sobolev_ratio_lam0.1,1,0,1,net.shared_blocks.5,0.3227458599103095,249.90557389298016,86.88659247870515
sobolev_ratio_lam0.1,1,0,1,net.shared_blocks.6,0.2564743274941908,189.10069856142826,80.21199243574829
sobolev_ratio_lam0.1,1,0,1,net.shared_blocks.7,0.14831198497109635,129.4485330049121,73.77413845581026
sobolev_ratio_lam0.1,1,0,1,net.t_max_tokens,-0.14168795921018962,0.6875749258913687,0.33776002959582285
sobolev_ratio_lam0.1,1,0,1,net.t_min_tokens,0.23695740891261222,0.876450974587085,0.41980846999167115
sobolev_ratio_lam0.1,1,0,1,net.time_tokens,-0.3452643658142553,0.6844226218413014,0.3227170240434679
sobolev_ratio_lam0.1,1,0,1,net.u_final_layer,0.36202815969750685,61.83819935765286,29.737533093584528
sobolev_ratio_lam0.1,1,0,1,net.u_heads,0.03955304063608672,150.512194435245,98.20821899400542
sobolev_ratio_lam0.1,1,0,1,net.x_embedder,0.7116976257000315,310.92401170679113,105.94291761713873
sobolev_ratio_lam0.1,1,0,1,net.y_embedder,0.46161378505317896,13.224436926677903,5.733277277486002
sobolev_ratio_lam0.1,1,0,2,net.cfg_t_end_embedder,0.575292932373403,19.201125598440594,8.497699670976472
sobolev_ratio_lam0.1,1,0,2,net.cfg_t_start_embedder,0.5620998230297793,174.7147269403149,54.83794779404837
sobolev_ratio_lam0.1,1,0,2,net.class_tokens,0.892106878308477,10.040579941716608,2.941038661783001
sobolev_ratio_lam0.1,1,0,2,net.h_embedder,0.7389265122240516,39.621344960497325,14.525760957081506
sobolev_ratio_lam0.1,1,0,2,net.omega_embedder,0.6335182965103853,44.83462962396953,15.932525808141998
sobolev_ratio_lam0.1,1,0,2,net.omega_tokens,0.5638531110330907,1.0774016543789515,0.37937383351419113
sobolev_ratio_lam0.1,1,0,2,net.pos_embed,0.7137117782845935,10.578242746881907,3.1339533199813774
sobolev_ratio_lam0.1,1,0,2,net.shared_blocks.0,0.8057561768103337,535.6912400014734,176.33309452388602
sobolev_ratio_lam0.1,1,0,2,net.shared_blocks.1,0.7024562773775801,424.1930901052211,137.12008338138924
sobolev_ratio_lam0.1,1,0,2,net.shared_blocks.2,0.7257436832182204,354.0157274872869,115.09372824540868
sobolev_ratio_lam0.1,1,0,2,net.shared_blocks.3,0.6660179126312125,337.22867676194664,107.35862180729197
sobolev_ratio_lam0.1,1,0,2,net.shared_blocks.4,0.6697331083065504,300.92172491089946,98.86191024294244
sobolev_ratio_lam0.1,1,0,2,net.shared_blocks.5,0.47429626563087196,249.90557389298016,76.51307828782006
sobolev_ratio_lam0.1,1,0,2,net.shared_blocks.6,0.27929753199785573,189.10069856142826,60.43890809762991
sobolev_ratio_lam0.1,1,0,2,net.shared_blocks.7,0.25181999943433686,129.4485330049121,45.623601729878196
sobolev_ratio_lam0.1,1,0,2,net.t_max_tokens,0.2203570783637942,0.6875749258913687,0.2507943665236336
sobolev_ratio_lam0.1,1,0,2,net.t_min_tokens,0.9720463821380441,0.876450974587085,0.2745026022562886
sobolev_ratio_lam0.1,1,0,2,net.time_tokens,0.6948329886699148,0.6844226218413014,0.2397560757784789
sobolev_ratio_lam0.1,1,0,2,net.u_final_layer,0.618456109210322,61.83819935765286,28.196184955352383
sobolev_ratio_lam0.1,1,0,2,net.u_heads,0.4540387544831355,150.512194435245,61.60867596064651
sobolev_ratio_lam0.1,1,0,2,net.x_embedder,0.6813539333398647,310.92401170679113,94.31239060230251
sobolev_ratio_lam0.1,1,0,2,net.y_embedder,-0.6296931874539341,13.224436926677903,3.8528024051113157
sobolev_ratio_lam0.1,1,1,2,net.cfg_t_end_embedder,-0.2876808221317309,10.041251989347394,8.497699670976472
sobolev_ratio_lam0.1,1,1,2,net.cfg_t_start_embedder,-0.03546827484581824,83.88562699638085,54.83794779404837
sobolev_ratio_lam0.1,1,1,2,net.class_tokens,0.6403916763672787,4.734447199539542,2.941038661783001
sobolev_ratio_lam0.1,1,1,2,net.h_embedder,-0.042468837668977986,17.78406236865951,14.525760957081506
sobolev_ratio_lam0.1,1,1,2,net.omega_embedder,-0.07483850014419162,18.371234806355243,15.932525808141998
sobolev_ratio_lam0.1,1,1,2,net.omega_tokens,-0.053730363141674606,0.4397701596867572,0.37937383351419113
sobolev_ratio_lam0.1,1,1,2,net.pos_embed,0.7288630160418775,4.902922315294001,3.1339533199813774
sobolev_ratio_lam0.1,1,1,2,net.shared_blocks.0,0.14567686489518403,188.02980171011086,176.33309452388602
sobolev_ratio_lam0.1,1,1,2,net.shared_blocks.1,0.16271901202237032,148.37696152523722,137.12008338138924
sobolev_ratio_lam0.1,1,1,2,net.shared_blocks.2,0.19817390086964315,125.3423534923862,115.09372824540868
sobolev_ratio_lam0.1,1,1,2,net.shared_blocks.3,0.12813866492214995,112.4428386653523,107.35862180729197
sobolev_ratio_lam0.1,1,1,2,net.shared_blocks.4,0.20362667294497064,98.1854194983275,98.86191024294244
sobolev_ratio_lam0.1,1,1,2,net.shared_blocks.5,0.20853942602550168,86.88659247870515,76.51307828782006
sobolev_ratio_lam0.1,1,1,2,net.shared_blocks.6,0.11467532963494197,80.21199243574829,60.43890809762991
sobolev_ratio_lam0.1,1,1,2,net.shared_blocks.7,0.02975285970358095,73.77413845581026,45.623601729878196
sobolev_ratio_lam0.1,1,1,2,net.t_max_tokens,0.6480708049440532,0.33776002959582285,0.2507943665236336
sobolev_ratio_lam0.1,1,1,2,net.t_min_tokens,0.2848540610415546,0.41980846999167115,0.2745026022562886
sobolev_ratio_lam0.1,1,1,2,net.time_tokens,-0.40048666150932577,0.3227170240434679,0.2397560757784789
sobolev_ratio_lam0.1,1,1,2,net.u_final_layer,0.4804095303336587,29.737533093584528,28.196184955352383
sobolev_ratio_lam0.1,1,1,2,net.u_heads,0.1534678561149246,98.20821899400542,61.60867596064651
sobolev_ratio_lam0.1,1,1,2,net.x_embedder,0.4359404741227121,105.94291761713873,94.31239060230251
sobolev_ratio_lam0.1,1,1,2,net.y_embedder,-0.7796855889418525,5.733277277486002,3.8528024051113157
zero_ratio,0,0,1,net.cfg_t_end_embedder,0.16260508711990918,208.05299286841682,159.18608786155446
zero_ratio,0,0,1,net.cfg_t_start_embedder,-0.03154051149034074,1146.2801813472215,922.7810166977102
