seed,method,kind,sigma,field_coordinate_rms,field_vector_rms,affine_gradient_norm,baseline_feature_fd,train_seconds,parameter_count,classifier_bce,classifier_accuracy,classifier_auc,real_logit_mean,fake_logit_mean,artifact_path,root
2,zero_ratio,zero_ratio,0.0,6.764848232269287,54.11878204345703,26.30976867675781,0.8673320568411071,16.506332419929095,152065,8.75826358795166,0.5653076171875,0.590231716632843,7.295177936553955,-2.8369858264923096,fields/seed2/zero_ratio/sigma0.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,ratio,ratio,0.0,2.2165114879608154,17.732091903686523,7.415798664093018,0.8673320568411071,12.374178951024078,152065,3.0335822105407715,0.5718994140625,0.600446879863739,1.5921070575714111,-1.8353475332260127,fields/seed2/ratio/sigma0.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,ratio,ratio,0.1,2.0050389766693115,16.040311813354492,5.793078899383545,0.8673320568411071,12.374178951024078,152065,2.742207765579224,0.5665283203125,0.5936101675033569,0.853571355342865,-1.968312740325928,fields/seed2/ratio/sigma0.1.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,ratio,ratio,0.3,1.459611177444458,11.676888465881348,3.76776123046875,0.8673320568411071,12.374178951024078,152065,2.101529121398926,0.5567626953125,0.576084315776825,0.4756790399551391,-1.1962448358535769,fields/seed2/ratio/sigma0.3.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,ratio,ratio,0.7,0.3840744495391845,3.072595834732056,0.9062488675117492,0.8673320568411071,12.374178951024078,152065,0.9201095104217528,0.539306640625,0.5538681745529175,0.2057131677865982,-0.2179790139198303,fields/seed2/ratio/sigma0.7.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,ratio,ratio,1.5,0.0546424873173236,0.4371399283409118,0.1298745572566986,0.8673320568411071,12.374178951024078,152065,0.6972242593765259,0.5369873046875,0.5442979335784912,0.0107865100726485,-0.0459002777934074,fields/seed2/ratio/sigma1.5.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,sobolev_ratio_lam0.1,sobolev_ratio,0.0,0.5589126348495483,4.471301078796387,1.3391510248184204,0.8673320568411071,25.44088918401394,152065,0.9671183824539183,0.5736083984375,0.6036350131034851,0.3461008071899414,-0.4356106519699096,fields/seed2/sobolev_ratio_lam0.1/sigma0.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,sobolev_ratio_lam0.1,sobolev_ratio,0.1,0.5188358426094055,4.150686740875244,1.194302678108215,0.8673320568411071,25.44088918401394,152065,0.9382955431938172,0.57470703125,0.6008349061012268,0.2797660529613495,-0.4412389993667602,fields/seed2/sobolev_ratio_lam0.1/sigma0.1.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,sobolev_ratio_lam0.1,sobolev_ratio,0.3,0.3232275545597076,2.585820436477661,0.73394376039505,0.8673320568411071,25.44088918401394,152065,0.7828698754310608,0.567626953125,0.592743456363678,0.2168157994747162,-0.2176384031772613,fields/seed2/sobolev_ratio_lam0.1/sigma0.3.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,sobolev_ratio_lam0.1,sobolev_ratio,0.7,0.1063224300742149,0.8505794405937195,0.2778640389442444,0.8673320568411071,25.44088918401394,152065,0.6957110166549683,0.5474853515625,0.5683736801147461,0.0648141056299209,-0.075481541454792,fields/seed2/sobolev_ratio_lam0.1/sigma0.7.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,sobolev_ratio_lam0.1,sobolev_ratio,1.5,0.0302968863397836,0.2423750907182693,0.0964203849434852,0.8673320568411071,25.44088918401394,152065,0.6895191669464111,0.53564453125,0.5524677038192749,-0.0067759635858237,-0.0486658923327922,fields/seed2/sobolev_ratio_lam0.1/sigma1.5.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,shared_dsm,shared_dsm,0.1,0.1151184067130088,0.9209473133087158,0.7916572690010071,0.8673320568411071,16.042478387942538,172384,,,,,,fields/seed2/shared_dsm/sigma0.1.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,shared_dsm,shared_dsm,0.3,0.0829996615648269,0.6639972925186157,0.5856510996818542,0.8673320568411071,16.042478387942538,172384,,,,,,fields/seed2/shared_dsm/sigma0.3.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,shared_dsm,shared_dsm,0.7,0.0492728427052497,0.3941827416419983,0.3248094320297241,0.8673320568411071,16.042478387942538,172384,,,,,,fields/seed2/shared_dsm/sigma0.7.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,shared_dsm,shared_dsm,1.5,0.0237978976219892,0.190383180975914,0.1268273741006851,0.8673320568411071,16.042478387942538,172384,,,,,,fields/seed2/shared_dsm/sigma1.5.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,factorized_dsm_coupled,factorized_dsm_coupled,0.1,0.317445158958435,2.5395610332489014,2.3517448902130127,0.8673320568411071,28.26835649111308,184704,,,,,,fields/seed2/factorized_dsm_coupled/sigma0.1.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,factorized_dsm_coupled,factorized_dsm_coupled,0.3,0.2019115537405014,1.6152924299240112,1.2438836097717283,0.8673320568411071,28.26835649111308,184704,,,,,,fields/seed2/factorized_dsm_coupled/sigma0.3.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,factorized_dsm_coupled,factorized_dsm_coupled,0.7,0.1501951813697815,1.201561450958252,0.7525655031204224,0.8673320568411071,28.26835649111308,184704,,,,,,fields/seed2/factorized_dsm_coupled/sigma0.7.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
2,factorized_dsm_coupled,factorized_dsm_coupled,1.5,0.091653011739254,0.733224093914032,0.3276200294494629,0.8673320568411071,28.26835649111308,184704,,,,,,fields/seed2/factorized_dsm_coupled/sigma1.5.npz,/data/users/zhoushunyu/eqvae/experiments/pmf_residual_estimator_audit_5k_20260824/seed2
